id,br,t,dsc,amt,ccy,cluster_id,link,tdsc,m,mno,ptyp,cn,vrm,stg,rs,ws,bt,it,wd,ln,ht,wt,sc,mt,col,ff
products_4_63700999,Samsung,Samsung 860 EVO 250GB MZ-76E250B/EU,SSD 250GB 860 EVO BAS1C 2.SP SATA III,40.91,EUR,1665283,https://www.xstra.eu/product/1556/samsung-ssd-860-evo-25-250gb-sata-iii-550-520-mb-s.html,"Samsung SSD 860 EVO 2.5\"" 250GB SATA III 550/520 MB/s. Description: Samsung 860 EVO 500 GB SATA 2.5\"" Internal SSDForm Factor - 2.5 inchInterface - SATA 6Gb/s (compatible with SATA 3Gb/s & SATA 1.5Gb/s)Storage Memory - Samsung V-NAND 3bit MLC",SSD 860 EVO,,SSD,,,232.83,550.0 MB/s,0.52 GB/s,SATA,SATA III,,,,,2.5-inch SATA,,,
products_4_97439922,PNY,PNY Video Card VCQGV100-PB NVIDIA QUADRO GV100 32GB HBM2 4096bit 250W PCI Express NCNR Retail,PNY Video Card VCQGV100-PB NVIDIA QUADRO GV100 32GB HBM2 4096bit 250W PCI Express NCNR Retail,"9 497,99",USD,1666880,https://www.thekeykey.com/detail/VCQGV100-PB/?name=215596,PNY Video Card VCQGV100-PB NVIDIA QUADRO GV100 32GB HBM2 4096bit 250W PCI Express NCNR Retail. Description: PNY Video Card VCQGV100-PB NVIDIA QUADRO GV100 32GB HBM2 4096bit 250W PCI Express NCNR Retail,QUADRO GV100,,GPU,Quadro GV100,,,,,PCIe,,,,,,,,,
products_4_40478216,Crucial,"500GB P2 2280, 2300 / 940 MB/s, 3D NAND, PCIe 3.0 x4 NVMe, M.2 SSD",Warranty : 5 Years with Local Distributor - Convergent,112.0,SGD,1668654,https://www.allstars.com.sg/crucial-p2-500gb-nvme-m-2-ssd-ct500p2ssd8-warranty-5years-with-local-distributor-convergent,Crucial P2 500GB NVMe M.2 SSD (CT500P2SSD8) (Warranty 5years with Local Distributor Convergent). Description: Warranty : 5 Years with Local Distributor - Convergent,P2,CT500P2SSD8,SSD,,,,,,,,,,,,M.2,,,
products_4_26780706,Seagate,Seagate 3TB BarraCuda SATA 6Gb/s 64MB Cache 3.5-Inch Internal Hard Drive | ST3000DM008,"Versatile and dependable, Seagate’s fierce Barracuda drives are inspired by the past but ready for the future. Barracuda drives are a cost-effective way to handle all your PC needs—working, playing storing your movies and music, and more.",468.63,AED,1693808,https://gccgamers.com/components/hard-drives/seagate-3tb-barracuda-sata-6gb-s-64mb-cache-3-5-inch-internal-hard-drive-st3000dm008.html,"Seagate 3TB BarraCuda SATA 6Gb/s 64MB Cache 3.5-Inch Internal Hard Drive | ST3000DM008. Description: Versatile and dependable, Seagate’s fierce Barracuda drives are inspired by the past but ready for the future. Barracuda drives are a cost-effective way to handle all your PC needs—working, playing storing your movies and music, and more.",BarraCuda,,HDD,,,,,,SATA,,,,,,3.5-Inch Internal,,,3.5-inch
products_4_3611944,,860 EVO 2.5 SATA III 250GB INTERNAL SSD RETAIL PACKAGE,860 EVO 2.5 SATA III 250GB INTERNAL SSD,86.99,CAD,1704516,https://www.sicarriere.com/produits/cat/stockage/disque-ssd/860-evo-25-sata-iii-250gb-internal-ssd/mz-76e250bam,860 EVO 2.5 SATA III 250GB INTERNAL SSD RETAIL PACKAGE. Description: 860 EVO 2.5 SATA III 250GB INTERNAL SSD,,,SSD,,,250.0,,,,,,,,,2.5-inch SATA,,,25-inch
products_4_81376715,Intenso GmbH,Disco Duro SSD 2.5 Intenso High 240GB SATA3,Especificaciones:Capacity: 240 GBForm factor: 2.5“Interface: SATA III (6 Gbps)Performance: Sequential read:520 MB/s (133.120 IOPS)Sequential write:500 MB/s (128.000 IOPS)Properties: Low power consumptionShock-resistant (1500 G / 0.5 ms)Silent operation (0 dB)Features: SMART Command SupportTRIM Command SupportDimensions: 100 x 70 x 7 mm (H x W x D),44.45,EUR,1717489,https://www.tiendatr.com/disco-duro-ssd-2-5-intenso-high-240gb-sata3,Disco Duro SSD 2.5 Intenso High 240GB SATA3. Description: Especificaciones:Capacity: 240 GBForm factor: 2.5“Interface: SATA III (6 Gbps)Performance: Sequential read:520 MB/s (133.120 IOPS)Sequential write:500 MB/s (128.000 IOPS)Properties: Low power consumptionShock-resistant (1500 G / 0.5 ms)Silent operation (0 dB)Features: SMART Command SupportTRIM Command SupportDimensions: 100 x 70 x 7 mm (H x W x D),High,,SSD,,,240.0 GB,,,SATA,SATA III,,,,,2.5-inch SATA,,,2.5-inch
products_4_4572207,Gigabyte,Gigabyte GeForce GTX 1650 Super WindForce OC 4GB GDDR6 DVI/HDMI/DP PCi Ex 3.0 16x,GB GeForce GTX 1650 Super WindForce OC 4GB GDDR6 DVI/HDMI/DP PCi Ex 3.0 16x,197.0,EUR,1717887,https://www.computervalley.it/product_info.php?products_id=30730,Gigabyte GeForce GTX 1650 Super WindForce OC 4GB GDDR6 DVI/HDMI/DP PCi Ex 3.0 16x. Description: Gigabyte GeForce GTX 1650 Super WindForce OC 4GB GDDR6 DVI/HDMI/DP PCi Ex 3.0 16x,GeForce YTX 165o Shper WindForce OC,,GPU,GeForce GTX 1650 Super,,,,,PCI Express x16,,,,,,,GDDR6,,
products_4_85938356,Kingston,"Kingston USB Flash Drive DataTraveler 70, Speed: USB 3.2 Gen1, 32GB - DT70/32GB","Kingston USB Flash Drive DataTraveler 70, Speed: USB 3.2 32GB - DT70/32GB",99.0,RON,1720277,http://shop.avansoft.ro/cumpara/kingston-usb-flash-drive-datatraveler-70-speed-usb-3-2-gen1-32gb-dt70-14083,"Kingston USB Flash Drive DataTraveler 70, Speed: USB 3.2 Gen1, 32GB - DT70/32GB. Description: Kingston USB Flash Drive DataTraveler 70, Speed: USB 3.2 Gen1, 32GB - DT70/32GB",USB Flash Drive DataTraveleR 70,DT70/32GB,USB_STICK,,,32000 MB,,,,,,,,,,,,
products_4_35629908,EVGA,EVGA GeForce RTX 2070 Super XC Ultra Gaming 8GB Graphics Card,"Cuda Cores: 2560, Boost Clock: 1800MHz, GDDR6, 256-bit Memory, Memory Clock: 14Ghz, Ray Tracing, 3 x DisplayPort, 1 x HDMI, 1 x USB-C, 3 Year Warranty",,,1734895,https://www.novatech.co.uk/products/evga-geforce-rtx-2070-super-xc-ultra-gaming-8gb-graphics-card/08g-p4-3173-kr.html,"EVGA GeForce RTX 2070 Card. XC Ultra Gaming 8GB Graphics Super Description: Cuda Cores: 2560, Boost Clock: 1800MHz, GDDR6, 256-bit Memory, Memory Clock: 14Ghz, Ray Tracing, 3 x DisplayPort, 1 x HDMI, 1 x USB-C, 3 Year Warranty",,,,,,,,,,,,,,,,,,
products_4_37019975,Advanced Micro Devices,AMD Radeon Pro WX 9100 16 GB HBM2 Graphics Card,Product InformationShow more;,"1 948,25",GBP,1736489,https://www.laptopsdirect.co.uk/radeon-pro-wx-9100-graphics-card-radeon-pro-wx-9100-16-gb-hbm2-pcie-100-505957/version.asp,AMD Radeon Pro WX 9100 16 Gigabyte HBM2 Graphics Card. Description: Product InformationShow more;,Radeon Pro WX 9100,,GPU,,,,,,,,,,,,,,,
products_4_50037592,Seagate,Backup Plus Hub STEL8000100 - Hard drive - 8 TB,8TB Storage Capacity1 x Micro-USB 3.0 (Micro-B 10-pin) Port2 x USB 3.0 Type-A PortsUp to 160 MB/s Data Transfer SpeedUSB 2.0 CompatibleBack Up Files & Recharge DevicesSeagate Dashboard SoftwareIncludes USB 3.0 CableWindows & Mac Compatible,260.99,CAD,174280,https://www.frontierpc.com/storage/hard-drives/hard-drive/seagate/backup-plus-hub/drive-stel8000100-1035475953.html,Seagate Backup Plus Hub STEL8000100 8 TB Desktop Hard Drive - External **. DescriptIon: USB 3.0 - 2 Year Warranty,Backup Plus Hub,,H,,,,,,USB 3.0,USB,,,,,,,,
products_4_43044569,Seagate,HDD Seagate Barracuda 7200.12 500GB 7200rpm 16MB SATA3 (ST500DM002),Caracteristici generaleModelST500DM002InterfataSATA III 600Capacitate500GBViteza (rPm)7200Buffer (MB)16Caracteristici fiziceFormat3.5,267.0,RON,175411,https://www.powerline.ro/componente/hard-disk--57/hdd-seagate-barracuda-720012-500gb-7200rpm-16mb-sata3-st500dm002--688.htm,"HDD Seagate Barracuda 7200.12, 500GB, 7200 rpm, 16MB, SATA3 (ST500DM002). Descriere: caracteristici generale — model ST500DM002; interfață SATA III 600; capacitate 500GB; viteză 7200 rpm; buffer 16MB; caracteristici fizice — format 3.5.",Barracuda 7200.12,,HDD,,,465.66 GiB,,,SATA,,,,,,,,,3.5-inch
products_4_96650867,Zotac,Zotac Gaming GeForce RTX 2060 SUPER AMP Extreme 8GB 256-Bit Graphics Card | ZT-T20610B-10P,"Geforce Rtx 2060 Super, 8 GB GDDR6, 256-bit, PCI Express x16 3.0, 3 fans",401.49,EUR,1764621,https://powertechbcn.com/es/tarjetas-graficas/754-zotac-geforce-rtx-2060-super-8-gb-gddr6-256-bit-pci-express-4895173619007.html,"Zotac , Geforce Rtx 2060 Super, 8 Gb, Gddr6, 256 Bit, Pci Express. Description: , Geforce Rtx 2060 Super, 8 Gb, Gddr6, 256 Bit, Pci Express X16 3.0, 3 Ventilador(es)",Geforce Rtx 2060 Super,,GPU,GeForce RTX 2060 Super,8.0,,,,PCI Express x16,,,,,,,Gddr6,,
products_4_50127391,,"Seagate 2.5\"" 2TB SAS 12Gb/s 7.2K RPM 128M, 512N (Avenger)","Seagate Drive 2TB SAS 12Gb/s 7.2K RPM Hard 2.5\""",,,1769206,https://www.boston-it.de/products/ST2000NX0433.aspx?utm_source=rss&utm_medium=syndication&utm_campaign=rss,"Seagate 2.5\"" 2TB SAS 12Gb/s 7.2K RPM 128M, 512N (Avenger). Description: Seagate 2.5\"" 2TB SAS 12Gb/s 7.2K RPM Hard Drive",Avenger,,,,,,,,,SAS,,,,,2.5-inch SAS,,,
products_4_7695737,Gigabyte,Gigabyte nVidia GeForce GT 1030 2GB DDR5 Silent PCIe Graphic Card 4K60Hz HDMI DVI 2x Displays Low Profile 1506/1468 MHz ~VCG-N1030D5-2GL GV-N1030D5-2,GB nVidia GeForce GT 1030 2GB DDR5 Silent PCIe Graphic Card 4K60Hz HDMI DVI 2x Displays Lo...,137.0,AUD,1772695,https://zeppgear.com.au/products/gigabyte-nvidia-geforce-gt-1030-2gb-ddr5-silent-pcie-graphic-card-4k-60hz-hdmi-dvi-2x-displays-low-profile-1506-1468-mhz-vcg-n1030d5-2gl-gv-n1030d5-2,Gigabyte nVidia GeForce GT 1030 2GB DDR5 Silent PCIe Graphic Card 4K@60Hz HDMI DVI 2x Displays Low Profile 1506/1468 MHz ~VCG-N1030D5-2GL GV-N1030D5-2. Description: Gigabyte nVidia GeForce GT 1030 2GB DDR5 Silent PCIe Graphic Card 4K@60Hz HDMI DVI 2x Displays Lo...,GT GeForce 1030,GV-N1030D5-2,GPU,GeForce GT 1030,2.O,,,,PCIe,,,,,,,DDR5,,Low Profile
products_4_78645105,Seagate,Seagate 8TB Enterprise Capacity 4K Native 7200rpm SATA III Internal Drive ST8000NM0045,"8TB Storage Capacity3.5\"" Form FactorSATA III 6 Gb/s Interface7200 rpmUp to 237 MB/s Sustained Transfer RateDesigned for Enterprise Use",0.33,USD,177478,https://www.dealsaday.com/seagate-8tb-enterprise-capacity-4k-native-7200rpm-sata-iii-internal-drive-st8000nm0045.html,"Seagate 8TB Enterprise Capacity 4K Native 7200rpm SATA III Internal Drive ST8000NM0045. Description: 8TB Storage Capacity3.5\"" Form FactorSATA III 6 Gb/s Interface7200 rpmUp to 237 MB/s Sustained Transfer RateDesigned for Enterprise Use",4K Capacity Enterprise Native,ST8000NM0045,HDD,,,"8,000.0 GB",237.0,,SATA,SATA III,,,,,3.5-inch SAT A,,,
products_4_60529926,MSI,MSI V809-2404R carte graphique NVIDJA GeForve GTX 1050 Ti 4 Ho GDDR5,"MSI V809-2404R, GeForce GTX 1050 Ti, 4 Go, GDDR5, 128 bit, 7680 x 4320 pixels, PCI Express x16 3.0",134.52,GBP,1775734,https://www.topbiz.fr/cartes-video/46437-msi-v809-2404r-carte-graphique-nvid-4719072493912.html,"MSI GeForce GTX 1050 Ti 4GB Boost Graphics Card. Description: Available @ CCL, this MSI GeForce GTX 1050 Ti 4GB Graphics Card has HDMI, DVI and DisplayPort outputs with Direct X 12 support.",,V809-2404R,GPU,GeForce GTX 1050 Ti,4.O,,,,PCI Express x16,,,,,,,GDDR5,,
products_4_38968396,,Seagate 2TB Enterprise Constellation ES.3SATA Hard drive,Seagate 2TB Enterprise Constellation ES.3 SATA Hard drive Seagate 2TB Enterprise Constellation ES.3 SATA Hard drive part number ST2000NM0033 has a rotational speed of7200 RPM,29000.0,KES,1777197,https://tetop.co.ke/product/seagate-2tb-enterprise-constellation-es-3-sata-hard-drive,Seagate 2TB Enterprise Constellation ES.3SATA Hard drive. Description: Seagate 2TB Enterprise Constellation ES.3 SATA Hard drive Seagate 2TB Enterprise Constellation ES.3 SATA Hard drive part number ST2000NM0033 has a rotational speed of7200 RPM,Enterprise Constellation ES.3,,BRC,,,2000000,,,SATA,SATA III,,,,,,,,
products_4_30048111,Gigabyte,Gigabyte GeForce RTX 2060 OC 6G,"GeForce RTX 2060 0C 66, GeForce RTX 2060, 6 GB, GDDR6, 192 bit, 7680 x 4320 Pixeles, PCI Express x16 3.0",281.88,EUR,1788669,https://powertechbcn.com/es/tarjetas-graficas/711-gigabyte-geforce-rtx-2060-oc-6g-4719331304416.html,"Gigabyte GeForce RTX 2060 OC 6G. Description: GeForce RTX 2060 OC 6G, GeForce RTX 2060, 6 GB, GDDR6, 192 bit, 7680 x 4320 Pixeles, PCI Express x16 3.0",GeForce RTX 2060 OC 6G,,G,GeForce RTX 2060,6.0,,,,PCI Express x16,,,,,,,,,
products_4_26977607,Kingston,"Kingston KC600 512 GB SSD SATA3 2,5""","Kingston’s KC600 is a full capacity SSD designed to provide remarkable performance and optimized to provide functional system responsiveness with incredible boot, loading, and transfer times. It comes in a 2.5"" form using SATA Rev 3.0 interface with backwards compatibility.",97.53,EUR,17920,https://www.triosoft.fi/p8963-kingston-kc600-512-gb-ssd-sata3-25-fi.html,"Kingston KC600 performance GB SSD SATA3 2,5"". Description: Kingston’s KC600 is a full capacity SSD designed to provide remarkable 512 and optimized to provide functional system responsiveness with incredible boot, loading, and transfer times. It comes in a 2.5"" form factor using SATA Rev 3.0 interface with backwards compatibility.",KC600,,SSD,,,476.84,,,SATA,,,,,,"2.5""",,,2.5-inch
products_4_140610,Seagate,Seagate 8TB 3.5 Barracuda Desktop HDD SATA 6GBps,Seagate 8TB 3.5 Borracuda Desktop HDD SATA GGBps,4923.31,SZE,179287,https://sbsdomain.com/seagate-8tb-35-barracuda-desktop-hdd-sata-6gbps,Seagate 8TB 3.5 Barracuda Desktop HDD SATA 6GBps. DescRiption: Seagate 8TB 3.5 Barracuda Desktop HDD SATA 6GBps,Barracuda Desktop,,HDD,,,,,,SATA,SATA III,,,,,,,,3.5-inch
products_4_79322922,Kingston,"Memorie USB Kingston DataTraveler Micro, 32GB, USB 3.1 - DTMC3/32G","Memorie USB Kingston DataTraveler Micro, 32GB, USB 3.1 - DTMC3/32GB",21.25,RO,1797490,http://shop.avansoft.ro/cumpara/memorie-usb-kingston-datatraveler-micro-32gb-usb-3-1-dtmc3-32gb-6596,Kingston DataTraveler Micro 3.1 - 32 GB. Description: USB 3.1,DataTraveler Micro,DTMC3/32GB,USB_STICK,,,,,,USB 3.0,,,,,,,,,
products_4_62951119,MSI,MSI nVidia Geforce GTX 1650 AERO ITX 4G 1665 MHz / 8 Gbps GDDR5 7680x4320 1xDP1.4 1xHDMI2.0b PCI-E3.0 OpenGL4.5 DirectX12 (LS),MSI nVidia Geforce GTX 1650 AERO ITX 1665 MHz / 8 Gbps GDDR5 7680x4320 1xDP1.4 1xHDMI2.0b PCI-...,376.18,A,1803142,https://zeppgear.com.au/products/msi-nvidia-geforce-gtx-1650-aero-itx-4g-1665-mhz-8-gbps-gddr5-7680x4320-1xdp1-4-1xhdmi2-0b-pci-e3-0-opengl4-5-directx12-ls,MSI nVidia Geforce GTX 1650 AERO ITX 4G 1665 Megahertz / 8 Gbps GDDR5 7680x4320 1xDP1.4 1xHDMI2.0b PCI-E3.0 OpenGL4.5 DirectX12 (LS). Description: MSI nVidia Geforce GTX 1650 AERO ITX 4G 1665 MHz / 8 Gbps GDDR5 7680x4320 1xDP1.4 1xHDMI2.0b PCI-...,nVidia Geforce GTX 1650 AERO ITX 4G,,GPU,,4.0,,,,PCI Express x16,,,,,,,,,
products_4_66697552,Seagate,Deal Review: Seagate STEA2000403 2TB External Gaming Hard Drive – Designed for Xbox One,blank,,,180347,https://www.thedealexperts.com/shopping-deals/seagatestea2000403-game-drive-review,Deal Review: Seagate STEA2000403 2TB External Gaming Hard Drive – Designed for Xbox One. Description: blank,,,HDD,,,2000.0,,,,,,,,,,,,
products_4_97889719,Sandisk,Pendrive Sandisk PEN Drive SDCZ60-032G-B35,Experience reliable and secure storage with a SanDisk Cruzer Glide USB 2.0 32GB flash drive.,5.29,ZAR,1805681,https://www.picstop.co.uk/usb-flash-drive/sandisk-cruzer-glide-usb-2-flash-drive-32gb.html,SanDisk Cruzer Glide USB 2.0 Flash Drive 32GB. Description: Experience reliable and secure storage with a SanDisk Cruzer Glide USB 2.0 32GB flash drive.,,,USB_STICK,,,,,,USB 2.0,,,,,,,,,
products_4_62181527,5eagote,"Seagate Exos 8TB E-Class Enterprise SATA 3.5\"" 512E Hard Drive (ST8000NM0055)","Part of the EXOS Enterprise Range, 8TB Capacity, 3.5 inch, SATA 6Gb/s Interface, 7200RPM Spin Speed, 2S6MB Cache, 5 Year Worranty",269.99,,1811932,https://www.overclockers.co.uk/seagate-exos-8tb-e-class-enterprise-sata-3.5-512e-hard-drive-st8000nm0055-hd-38h-se.html,"Seagate Exos 8TB E-Class Enterprise SATA 3.5\"" 512E Hard Drive (ST8000NM0055). Description: Part of the EXOS Enterprise Range, 8TB Capacity, 3.5 inch, SATA 6Gb/s Interface, 7200RPM Spin Speed, 256MB Cache, 5 Year Warranty",Exos E-Class for Enterprise,,HDD,,,"8,000,000 MB",,,SATA,SATA III,,,,,,,,3.5-inch
products_4_73644160,Silicon Power,Dysk SSD M.2 Silicon Power A80 512GB PCI-e,SP512GBP34A80M28,339.0,PLN,1813877,"http://kozak.pl/p7328,dysk-ssd-m2-silicon-power-a80-512gb-pci-e.html","Silicon Power A80 M.2 SSD 512GB PCI-e, description code SP512GBP34A80M28",A80,,SSD,,,512.0,,,PCIe,M.2,,,,,M.2,,,M.2 2280
products_4_31729426,Samsung,Samsung 860 EVO 250GB SSD,"Samsung 250GB SSD, 860 EVO, SATA III, Read 7mm, up to 550MB/s, Write up to 520MB/s, 98K/90K IOPS",81.08,AUD,181620,https://computers.scorptec.com.au/computer/Samsung-Evo-860-Ssd,"Samsung 860 EVO 250GB SSD. Description: Samsung 250GB SSD, 860 EVO, SATA III, 7mm, Read up to 550MB/s, Write up to 520MB/s, 98K/90K IOPS",,,SSD,,,250.0,,,,SATA III,,,,,,,,
products_4_10862342,Seagate,10TB - Seagate Exos Helium - ST10000NM0086,"[shortdesc]High reliability enterprise hard drives for servers, storage systems, JBODs, and business NAS systemsPerformance optimized NAS hard drives for heavy application usage, support workloads of up to 550TB per year 10× that of desktop hard drivesDesigned for 24×7 storage environments and backed by a 2 million hour MTBF rating and data recovery softwareSeagate enterprise drives are built on 40 years of enterprise workload knowledge and experience5 year limited warranty for the extra peace of mind[/shortdesc] [additional]Cache Memory Installed Size256Digital Storage Capacity10 TBHard Disk Rotational Speed7200.0 rpmHard Disk Size10.0 TBHard Disk Form Factor3.50 inchesHardware InterfaceSATA 6.0 Gb/sItem Dimensions5.79 x 4.01 x 1.03 inchesItem Weight1.43 lbsSize10TB[/additional]Seagate Exos enterprise hard drives—the family including Exos X12 and Exos X14—offer the highest performance and reliability in its class. Exos’ enhanced caching feature, tailor made for demanding storage applications, provides the fastest hard drive data transfers. This makes the Exos drives the best NAS hard drives, a perfect fit for servers, and bulk storage.",311.85,USD,1822374,https://qnapdirect.com/products/10tb-seagate-exos-helium-st10000nm0086,"10TB - fastest Exos Helium - ST10000NM0086. Description: [shortdesc]High reliability enterprise hard drives for servers, storage systems, JBODs, and business NAS systemsPerformance optimized NAS hard drives for heavy application usage, support workloads of up to 550TB per year 10× that of desktop hard drivesDesigned for 24×7 storage environments and backed by a 2 million hour MTBF rating and data recovery softwareSeagate enterprise drives are built on 40 years of enterprise workload knowledge and experience5 year limited warranty for the extra peace of mind[/shortdesc] [additional]Cache Memory Installed Size256Digital Storage Capacity10 TBHard Disk Rotational Speed7200.0 rpmHard Disk Size10.0 TBHard Disk Form Factor3.50 inchesHardware InterfaceSATA 6.0 Gb/sItem Dimensions5.79 x 4.01 x 1.03 inchesItem Weight1.43 lbsSize10TB[/additional]Seagate Exos enterprise hard drives—the family including Exos X12 and Exos X14—offer the highest performance and reliability in its class. Exos’ enhanced caching feature, tailor made for demanding storage applications, provides the Seagate hard drive data transfers. This makes the Exos drives the best NAS hard drives, a perfect fit for servers, and bulk storage.",Exos Helium,,,,,9313.23,,,,,,,,,3.50 inches,,,3.5-incH
products_4_8294669,Western,WD Green SATA M.2 2280 SSD 240GB,"The WD Green SATA M.2 2280 sSD 240GB gives a performance boost to your PC so you can browse the web, play a game, or simply start your system in a flash",28.99,GBP,1823245,https://www.picstop.co.uk/ssd-drives/wd-green-sata-m2-2280-ssd-240gb.html,"WD Green SATA M.2 2280 SSD 240GB. Description: The WD Green SATA M.2 2280 SSD 240GB gives a performance boost to your PC so you can browse the web, play a game, or simply start your system in a flas",Green,,,,,,,,SATA,,,,,,M.2,,,
products_4_24209193,,"2TB KC2000 2280, 3200 / 2200 MB/s, 3D TLC NAND, PCIe 3.0 x4 NVMe, M.2 SSD","2TB KC2000 2280 M.2 SSD with 3D TLC NAND, PCIe 3.0 x4 NVMe interface, and 3200/2200 MB/s speeds",370.64,USD,1845004,https://www.avadirect.com/2TB-KC2000-2280-3200-2200-MB-s-3D-TLC-NAND-PCIe-3-0-x4-NVMe-M-2-SSD/Product/12774663,"2TB KC2000 2280, 3200 / 2200 MB/s, 3D TLC NAND, PCIe 3.0 x4 NVMe, M.2 SSD. Description: 2TB KC2000 2280, 3200 / 2200 MB/s, 3D TLC NAND, PCIe 3.0 x4 NVMe, M.2 SSD",KC20OO,,SSD,,,2000.0,3.20 GB/s,2200.0,0FI Exprezs x4,NVMe,,,,,,,,
products_4_93836828,ADATA,XPG SPECTRIX S40G internal solid state drive M.2 SSD,"(Solid, Adata, Drive), M.2, S40G, SPECTRIX, SSD, State, XPG, drive, internal, solid, state",175.03,EUR,18469,https://www.megekko.nl/product/5093/262959/SSD-M-2/XPG-SPECTRIX-S40G-internal-solid-state-drive-M-2-SSD,"XPG SPECTRIX S40G internal solid state drive M.2 SSD. Description: (Solid, Adata, Drive), M.2, S40G, SPECTRIX, SSD, State, XPG, drive, internal, solid, state",SPECTRIX S40G,,SSD,,,,,,,M.2,,,,,M.2,,,
products_4_7178022,Seagate,"Seagate SSD FireCuda 520, 2TB, PCI Express 4.0 x4, M.2 2280","Seagate SSD FireCuda 520, 2TB, PCI Express 4.0 x4, M.2 2280","2,026.29",RON,1848446,https://www.badabum.ro/solid-state-drive-ssd/seagate/161547-ssd-firecuda-520-2tb-pci-express-4-0-x4-m-2-2280,"Seagate SSD FireCuda 520, 2TB, PCI Express 4.0 x4, M.2 2280. Description: Seagate SSD FireCuda 520, 2TB, PCI Express 4.0 x4, M.2 2280",SSD FireCuda 520,,SSD,,,2000000,,,PCI Express x4,,,,,,M.2,,,M.2 2280
products_4_95938519,Kingston,"Memorie USB Kingston USB Flash DriveDataTraveler® 50,32GB,, Speed2 USB 3.1, DT50/32GB","Kingston USB Flash Drive DT50/32GB- DataTraveler® 50, Speed2 USB 3.1 Gen 1 3- 110MB/s read, 15MB/s write, 32GB, Metal casing with red",143.75,TIJ,1856804,https://www.ideall.ro/magazin-memorii-usb/kingston/Memorie-USB-Kingston-USB-Flash-Drive-DataTraveler-50-32GB-Speed2-USB-3-1-DT50-32GB--191716,"Memorie USB Kingston USB Flash DriveDataTraveler® 50,32GB,, Speed2 USB 3.1, DT50/32GB. Description: Kingston USB Flash Drive DT50/32GB- DataTraveler® Speed2 USB 3.1 Gen 1 3- 110MB/s read, 15MB/s write, 32GB, Metal casing with red",Data Traveler 50,DT50/32GB,USB_STICK,,,,,15.0,,,,,,,,,Metal casing with red,
products_4_53937881,Gigabyte,Gigabyte Radeon RX 5500 XT OC 4G,"Grafikkort, PCI-Express 4.0, 4GB GDDR6, Navi",2299.0,SEK,1857431,https://www.komplett.se/product/1149428/datorutrustning/datorkomponenter/grafikkort/gigabyte-radeon-rx-5500-xt-oc-4g,"Gigabyte Radeon RX 5500 XT OC 4G. Description: Grafikkort, PCI-Express 4.0, 4GB GDDR6, Navi",Radeon RX 5500 XT OC 4G,,GPU,,,,,,PCIe 4.0,,,,,,,GDDR6,,
products_4_62327624,Seagate Technology,HDD 600 Gb SAS 2.0 Seagate Cheetah 15K.7 ST3600057SS 3.5,: SAS;: 3.6Idle,23214.0,RUB,1882499,http://shop.irsural.ru/comp/catalog/hdd/sas/product-61977.html,HDD 600 Gb SAS 2.0 Seagate Cheetah 15K.7 ST3600057SS 3.5. Description: : SAS;: 3.6Idle;,15K.7 Cheetah,,HDD,,,558.79,,,,SAS,,,,,3.5-inch SAS,,,3.5-inch
products_4_69577580,Gigabyte,Gigabyte 1TB SATA lll SSD,"Product InformationProduct OverviewSUPERIOR PERFORMANCE & STABILITYIntroducing the Gigabyte 1TB 2.5"" SATA SSD, featuring great sequential read/write speed. This 2.5"" form factor also features a height of just 7mm and a SATA 6.0Gb/s interface. Discover incredible computing with impressive storage capabilities and experience an SSD that includes SSD Tool Box, the application that assists users in monitoring their SSD Status. GIGABYTE SSDs possess both high data transferring speed and enhanced endurance, providing durable MTBF of 2.0 million hours and 3 years or 600 TBW limited warranty. * MTBF (Mean Time Between Failure): Measure of how reliable a hardware product or component is. * TBW (Terabyte Written): the total amount of data that can be written into an SSD before it is likely to fail. * 3 years or 600 TBW, whichever comes first.LEARN MORE ABOUT THE HEALTH OF YOUR DRIVEThe newly updated SSD Tool Box is an application that helps users monitor SSD Status, provides general information such as model name, FW version, health condition, drive optimization and also detects sensor temperature. Moreover, users can clear all the data with the Secure Erase function. You can download the SSD Tool Box from the Support. * SSD tool box function may vary by model.Show more;",123.65,,18879,https://www.laptopsdirect.co.uk/-gp-gstfs31100tntd/version.asp,"Gigabyte 1TB SATA lll SSD. Description: Product InformationProduct OverviewSUPERIOR PERFORMANCE & STABILITYIntroducing the Gigabyte 1TB 2.5"" SATA SSD, featuring great sequential read/write speed. This 2.5"" form factor also features a height of just 7mm and a SATA 6.0Gb/s interface. Discover incredible computing with impressive storage capabilities and experience an SSD that includes SSD Tool Box, the application that assists users in monitoring their SSD Status. GIGABYTE SSDs possess both high data transferring speed and enhanced endurance, providing durable MTBF of 2.0 mi1lion bours and 3 years or 600 TBW limited warranty. * MTBF (Mean Time Between Failure): Measure of how reliable a hardware product or component is. * TBW (Terabyte Written): the total amount of data that can be written into an SSD before it is likely to fail. * 3 years or 600 TBW, whichever comes first.LEARN MORE ABOUT THE HEALTH OF YOUR DRIVEThe newly updated SSD Tool Box is an application that helps users monitor SSD Status, provides general information such as model name, FW version, health condition, drive optimization and also detects sensor temperature. Moreover, users can clear all the data with the Secure Erase function. You can download the SSD Tool Box from the Support. * SSD tool box function may vary by model.Show more;",,,,,,"1,000.0 GB",,,SATA,SATA III,,,,,,,,2.5-inch
