id,br,t,dsc,amt,ccy,cluster_id,productUrl,tdsc,m,mno,ptyp,cn,vrm,stg,rs,ws,bt,it,wd,ln,ht,wt,sc,mt,col,ff
products_2_64403748,Western Digital,"Western Digital Purple 10TB 3.5\"" Surveillance Hard Disk Drive (HDD)","10TB Capacity, SATA 6GB/s Interface, 7200RPM Spin Speed, 256MB Cache, Designed for CCTV and Surveillance Applications, 3 Year Warranty.",335.8,GBP,288547,https://www.novatech.co.uk/products/western-digital-purple-10tb-3-5-inch-surveillance-hard-disk-drive-hdd/wd101purz.html,"Western Digital Purple 10TB 3.5\"" Surveillance Hard Disk Drive (HDD). Description: 10TB Capacity, SATA 6GB/s Interface, 7200RPM Spin Speed, 256MB Cache, Designed for CCTV and Surveillance Applications, 3 Year Warranty.",Purple,,HDD,,,10000.0 GB,,,SATA,SATA III,,,,,3.5-inch SATA,,,3.5-inch
products_2_98380830,MSI,MSI GeForce GTX 1660 Super Gaming X 6GB GDDR6 HDMI/3*DP PCi Ex 3.0 16x,MSI GeForce GTX 1660 Super Gaming X 6GB GDDR6 HDMI/3*DP PCi Ex 3.0 16x,314.0,EUR,2893599,https://www.computervalley.it/product_info.php?products_id=28043,MSI GeForce GTX 1660 Super Gaming X 6GB GDDR6 HDMI/3*DP PCi Ex 3.0 16x. Description: MSI GeForce GTX 1660 Super Gaming X 6GB GDDR6 HDMI/3*DP PCi Ex 3.0 16x,GeForce GTX 1660 Super Gaming X,,GPU,GeForce GTX 1660 Super,6.0,,,,,,,,,,,GDDR6,,
products_2_44467616,Gigabyte,Gigabyte NVIDIA GeForce RTX 2070 SUPER 8GB GAMING OC 3X Turing Graphics Card,"GeForce RTX 2070 SUPER GAMING OC 3X 8GB GDDR6 Ray-Tracing Graphics Card, 2560 Core, 1605MHz GPU, 1815MHz Boost",563.61,GBP,289846,https://www.scan.co.uk/products/gigabyte-geforce-rtx-2070-super-gaming-oc-3x-8gb-gddr6-ray-tracing-graphics-card-2560-core-1605mhz-g,"Gigabyte NVIDIA GeForce RTX 2070 SUPER 8GB GAMING OC 3X Turing Graphics Card. Description: Gigabyte GeForce RTX 2070 SUPER GAMING OC 3X 8GB GDDR6 Ray-Tracing Graphics Card, 2560 Core, 1605MHz GPU, 1815MHz Boost",NVIDIA GeForce RTX 2070 SUPER 8GB GAMING OC 3X,,GPU,,"8,000 MB",,,,,,,,,,,,,
products_2_73685659,Crucial,"Crucial MX500 2.5\"" 500GB SATA III Solid State Drive",Bargain price SSD with a capacity of 500GB With Super Smooth performance due to it's SATA III interface and super Fluid 560Mbps read speed .,72.98,GBP,2900418,https://www.cclonline.com/product/247067/CT500MX500SSD1/Solid-State-Drives-SSDs-/Crucial-MX500-500GB-Solid-Sate-Drive-SATA-2-5-inch-Internal-/SSD0712,"Crucial MX500 2.5\"" 500GB SATA III Solid State Drive. Description: Bargain price SSD with a capacity of 500GB With Super Smooth performance due to it's SATA III interface and super Fluid 560Mbps read speed .",MX50,,SSD,,,465.66,560.0,,SATA,,,,,,,,,2.5-inch
products_2_49626504,Seagate,"HDD Extern Seagate Backup Plus Ultra Touch 2TB, 2.5\"", USB 3.0 & Type-C, Black - STHH2000400","HDD Extern Seagate Backup Plus Ultra Touch 2TB, 2.5\"", USB 3.0 & Type-C, Black - STHH2000400",529.0,R0N,2912012,http://shop.avansoft.ro/cumpara/hdd-extern-seagate-backup-plus-ultra-touch-2tb-2-5-usb-3-0-type-c-13453,"HDD Extern Seagate Backup Plus Ultra Touch 2TB, 2.5\"", USB 3.0 & Type-C, Black - STHH2000400. Description: HDD Extern Seagate Backup Plus Ultra Touch 2TB, 2.5\"", USB 3.0 & Type-C, Black - STHH2000400",Bockup Plus Ultra Toueh,STHH2000400,HDD,,,,,,U5B 3.O,USB Type-C,,,,,,,,2.5-inch
products_2_43883075,,Gigabyte 128GB M.2 PCIe NVMe SSD/Solid State Drive,"128GB Gigabyte, M.2 (2280) PCIe 3.0 (x4) NVMe SSD, HMB, V-NAND, 1550MB/s Read, 550MB/s Write, 130k/100k",25.49,GBP,2922429,https://www.scan.co.uk/products/128gb-gigabyte-m2-2280-pcie-30-x4-nvme-ssd-hmb-v-nand-1550mb-s-read-550mb-s-write-130k-100k,"Gigabyte 128GB M.2 PCIe NVMe SSD/Solid State Drive. Description: 128GB Gigabyte, M.2 (2280) PCIe 3.0 (x4) NVMe SSD, HMB, V-NAND, 1550MB/s Read, 550MB/s Write, 130k/100k",,,SSD,,,,,,PCI Express x4,NVMe,,,,,M.2,,,M.2 2280
products_2_54361651,Sandisk,Ultra Flair 32GB USB 3.0,"This SanDisk Ultra Flair USB Flash Drive has a large 32 GB capacity so there's plenty of room to store your important photos, videos, documents and other large files. It has a durable metal casing so you can take your USB Flash Drive on the go without worrying about damage.",15.80,EUR,292826,https://www.maxgaming.com/en/usb-memory-sticks/ultra-flair-32gb-usb-30-,"SanDisk Ultra Flair 32GB USB 3.0 Flash Drive. Description: This SanDisk Ultra Flair USB Flash Drive has a large 32 GB capacity so there's plenty of room to store your important photos, videos, documents and other large files. It has a durable metal casing so you can take your USB Flash Drive on the go without worrying about damage.",Ultra Flair,,,,,32.0 GB,0.15 GB/s,,US8 3.O,,,,,,,,,
products_2_74168060,G9gavytr,Gigabyte GeForce RTX 2080 SUPER 8GB Turbo,"TURBO FAN COOLING SYSTEMGIGABYTE turbo fan cooling system is designed for systems that use multiple graphics cards in space restricted chassis. With the vapor chamber direct touch GPU, blower fan and specially shaped exterior, it provides more airflow and better heat dissipation.THE OPTIMIZED AIRFLOWThe specially designed exterior increases the intake airflow of the graphics card in a limited space, and then the heat generated by the graphics card is quickly taken out of the entire chassis by the ultra-durable blower fan.VAPOR CHAMBER DIRECT TOUCHVapor chamber has the best thermal conductivity to transfer the heat rapidly from the GPU to the heat sink. In addition, the heat of the VRAM and the MOSFET is also conducted through the metal patch to the heat sink, and then the heat is taken out of the entire chassis by the blower fan.Double ball bearingDouble ball bearing is the most durable fan construction with a durability of over 50,000 hours. Double ball bearing has at least twice life as sleeve bearing.",,,2935408,https://www.novatech.co.uk/products/gigabyte-geforce-rtx-2080-super-turbo-8gb-graphics-card/gv-n208sturbo-8gc.html,"Gigabyte GeForce RTX 2080 Super Turbo 8GB Graphics Card. Description: Cuda Cores: 3072, Boost Clock: 1815MHz, GDDR6, 256-bit Memory, Mem Clock: 15.5Ghz, Ray Tracing, 3 x DisplayPort, 1 x HDMI, 1 x Type-C, 3 yr Warranty",GeForce RTX 2080 Super Turbo,,,,8.0 GB,,,,,,,,,,,GDDR6,,
products_2_75153586,Wcstern Digita1,"WD Green 1TB 2.5\"" SATA SSD/Solid State Drive","1TB WD Green, 2.5\"" 7mm SSD/Solid State Drive, SATA 3.0 (6Gb/s), Max Read. 545 MB/s",94.92,gBP,29428,https://www.scan.co.uk/products/1tb-wd-green-25-7mm-sata-iii-6gb-s-solid-state-drive-545mb-s-read,"WD Green 1TB 2.5"" SATA solid-state drive, 7mm slim profile. Description: 1TB WD Green SSD, 2.5"" 7mm form factor, SATA 3.0 (6Gb/s), maximum read speed 545 MB/s.",WD Green,,SSD,,,"1,000.0 GB",545.0,,SA,,,,,,,,,2.5-inch
products_2_7326400,Zotac,ZOTAC GAMING GeForce RTX 2060 6GB Twin Fan,"Grafikkort, PCI-Express 3.0, 8GB GDDR6, Turing","3,267.02",DKK,2949522,https://www.komplett.dk/product/1160685/hardware/pc-komponenter/grafikkort/zotac-gaming-geforce-rtx-2060-6gb-twin-fan,"ZOTAC GAMING GeForce RTX 2060 6GB Twin Fan. Description: Grafikkort, PCI-Express 3.0, 8GB GDDR6, Turing",GAMING GeForce RTX 2060 with 6GB and Twin Fan cooling,,,,,,,,PCI Express x16,,,,,,,GDDR6,,
products_2_88687859,Sandisk,SanDisk 256GB Ultra SDDDC3-256G-G46 USB 3.1 Type-C Flash Drive,SDDDC3-256G-G46 MAN 256GB USB 3.1 Gen 1 Dual Flash Drive r150MB/s Type-C + Type-A SanDisk Ultra Go Black SwivelRetail,34.85,SGD,2974429,https://www.oempcworld.com/OEMPCworld-com/500659.html,SanDisk 256GB Type-C SDDDC3-256G-G46 USB 3.1 Type-C Flash Drive. Description: SDDDC3-256G-G46 MAN 256GB USB 3.1 Gen 1 Dual Flash Drive r150MB/s Ultra + Type-A SanDisk Ultra Go Black SwivelRetail,Ultra Go,SDDDC3-256G-G46,USB_STICK,,,238.42 GiB,0.15 GB/s,,USB 3.0,USB Type-C,,,,,,,Black,
products_2_22713268,Gigabyte,Gigabyte AORUS GeForce RTX 2080 Ti XTREME WATERFORCE 11G Graphics Card,"4352 CUDA cores with a 1770 MHz boost clock, GDDR6 memory on a 352-bit bus, and 14140 MHz memory clock. Supports ray tracing and includes 3 DisplayPort ports, 3 HDMI ports, 1 Type-C port, and water cooling.",,,3031095,https://www.novatech.co.uk/products/gigabyte-aorus-geforce-rtx-2080-ti-xtreme-waterforce-11g-graphics-card/gv-n208taorusxw-11gc.html,"Gigabyte AORUS GeForce RTX 2080 Ti XTREME WATERFORCE 11G Graphics Card. Description: Cuda Cores: 4352, Boost Clock: 1770MHz, GDDR6, 352-bit Memory, Memory Clock: 14140Mhz, Ray Tracing, 3 x DisplayPort, 3 x HDMI, 1 x Type-C, Watercooled",AORUS GeForce RTX 2080 Ti XTREME WATERFORCE 11G,,GPU,GeForce RTX 2080 Ti,,,,,,,,,,,,GDDR6,,
products_2_63895377,ADATA,Adata XPG Spectrix S40G RGB 256GB M.2 NVMe 3500/1200 MB/s 3D TLC,"(Solid, ADATA, Adata, Drive), M.2, S40G, SPECTRIX, SSD, State, drive, internal, solid, state",60.95,EUR,305696,https://www.megekko.nl/product/5093/262733/SSD-M-2/ADATA-SPECTRIX-S40G-internal-solid-state-drive-M-2-SSD,"ADATA SPECTRIX S40G internal solid state drive M.2 SSD. Description: (Solid, ADATA, Adata, Drive), M.2, S40G, SPECTRIX, SSD, State, drive, internal, solid, state",SPECTRIX S40G,,SSD,,,,,,,M.2,,,,,,,,
products_2_23403721,Seagate,Seagate 1TB Backup Plus HDD USB 3.0,The Backup Plus portable drive from Seagate is the simple way to protect and share your entire digital life - without getting in the way of the rest of your life.,1560.06,NOK,306923,https://no.rs-online.com/web/p/hard-drives/8056206,Seagate 1TB Backup Plus HDD USB 3.0. Description: The Backup Plus portable drive from Seagate is the simple way to protect and share your entire digital life - without getting in the way of the rest of your life.,Backup Plus,,HDD,,,"1,000,000 MB",,,USB 3.0,,,,,,,,,
products_2_54186963,,"500GB FireCuda 520 2280, 5000 / 2500 MB/s, 3D TLC, PCIe 4.0 x4 NVMe, M.2 SSD","500GB FireCyda 520 2280, 5000 / q500 MB/s, 3D TLC, 0CIe 4.0 x4 NVMe, M.2 SSD",131.36,USD,307333,https://www.avadirect.com/500GB-FireCuda-520-2280-5000-2500-MB-s-3D-TLC-PCIe-4-0-x4-NVMe-M-2-SSD/Product/13071060,"500GB FireCuda 520 2280, 5000 / 2500 MB/s, 3D TLC, PCIe 4.0 x4 NVMe, M.2 SSD. Description: 500GB FireCuda 520 2280, 5000 / 2500 MB/s, 3D TLC, PCIe 4.0 x4 NVMe, M.2 SSD",FireCuda 520,,SATA SSD,,,500.0 GB,,,,NVMe,,,,,M2,,,
products_2_56905331,Kingston,Kingston 64GB DataTraveler Vault Flash Drive,Kingston 64GB DataTraveler Vault Flash Drive - this product is manufactured by Kingston in United States (and maybe in other countries),,,308029,https://www.productfrom.com/products/US/Kingston/0/1,Kingston 64GB DataTraveler Vault Flash Drive. Description: Kingston 64GB DataTraveler Vault Flash Drive - this product is manufactured by Kingston in United States (and maybe in other countries),<DataTraveler Vault>,,USB_STICK,,,64.0 GB,,,,,,,,,,,,
products_2_81078073,Asus,Asus ROG Strix GeForce RTX 2080 Super OC Edition 8GB Gaming Graphics Card,"Cuda Cores: 3072, Boost Clock: 1890MHz, GDDR6, 256-bit Memory, Mem Clock: 15.5Ghz, Ray Tracing, 3 x DisplayPort, 1 x HDMI, 1 x Type-C, 3 yr Warranty",,,3084900,https://www.novatech.co.uk/products/asus-rog-strix-geforce-rtx-2080-super-oc-edition-8gb-gaming-graphics-card/rog-strix-rtx2080s-o8g-gaming.html,"Asus ROG Strix GeForce RTX 2080 Super OC Edition 8GB Gaming Graphics Card. Description: Cuda Cores: 3072, Boost Clock: 1890MHz, GDDR6, 256-bit Memory, Mem Clock: 15.5Ghz, Ray Tracing, 3 x DisplayPort, 1 x HDMI, 1 x Type-C, 3 yr Warranty",ROG Strix GeForce RTX 2080 Super OC Edition 8GB Gaming Graphics Card,,GPU,,8.0,,,,,,,,,,,,,
products_2_50809926,Seagate,Seagate Barracuda 1TB 7.2K 6G 3.5 Inch SATA HDD ST1000DM003 0G1XNT,"Increase the storage capacity of your system with the 1TBHard Drive from Seagate. Offering a rotational speed of 7.2K RPM, this drive provides fast disk access. Featuring SATA interface, this hard drive delivers enhanced data transfer speeds.Seagate Barracuda 1TB 7.2K RPM 6G 3.5 Inch SATA HDD ST10",8.85,IN R,3090121,https://www.xfurbish.com/seagate-barracuda-1tb-7-2k-rpm-6g-3-5-inch-sata-hdd-st1000dm003-0g1xnt,"Seagote Barracuda 1TB 7.2K RPM 6G 3.5 Inch SATA HDD ST1000DM003 0G1XNT. Description: Increase the storage capacity of your system with the 1TBHard Drive from Seagate. Offering a rotational specd of 7.2K RPM, this drive provides fast disk access. Featuring SATA interface, this hard drive delivers enhanced data transfer speeds.Seagate Barracuda 1TB 7.2K RPM 6G 3.5 Inch SATA HDD ST10",Barracuda,0G1XNT ST1000DM003,HDD,,,1000.0,,,SATA,SATA III,,,,,3.5 Inch SATA,,,3.5-inch
products_2_79457331,Patriot,Patriot Viper VPN100 1TB M.2 2280 PCIe NVMe SSD,"Viper Gaming's VPN100 delivers the perfect combination across ultimate performances, ultra-fast speeds, and multi-tasking capabilities. 5x faster than SATA SSDs, VPN100 is the best-in-class reliability SSD for gamers, tech enthusiasts, content creators, and video rendering professionals looking into blazingly fast start up times and instantaneous access to their data for better productivity.Viper VPN100 m.2 SSD is designed with an External Thermal Sensor which diminishes risk of overheating and eliminates performance drops, as well as includes built-in aluminum heatshield and 8 thermal fins providing excellent thermaldissipation. VPN100 delivers superior performance and maximum reliability, becoming the best solution for all-in-one PC kits, small form-factor, or high-performance gaming PC builds.Backed by Patriot's award winning build quality and 3-year warranty; the Patriot VPN100 delivers one of the most reliable choices in performance class SSDs.Capacity1TBModelViperVPN100-1TBM28HInterface2280 M.2 PCIe Gen3 x 4, NVMe 1.3ControllerPhison E12 ControllerFlash Memory TypeNVMe 1.2Max Read/WriteSequential Read (ATTO): 3450MB/sSequential Write (ATTO): 3000MB/sSequential Read (CDM): 3450MB/sSequential Write (CDM): 3000MB/sMax 4KB Random Read/Write4K Aligned Random Read: 600K IOPs4K Aligned Random Write: 600K IOPsForm FactorM.2 2280PackagingRetailAdditional FeaturesMTFB: 2,000,000 hoursDRAM Cache: 512MB",186.0,GBP,3093891,https://www.pcbelfast.co.uk/product/patriot-viper-vpn100-1tb-m-2-2280-pcie-nvme-ssd,"Patriot Viper VPN100 1TB M.2 2280 PCIe NVMe SSD. Description: Viper Gaming's VPN100 delivers the perfect combination across ultimate performances, ultra-fast speeds, and multi-tasking capabilities. 5x faster than SATA SSDs, VPN100 is the best-in-class reliability SSD for gamers, tech enthusiasts, content creators, and video rendering professionals looking into blazingly fast start up times and instantaneous access to their data for better productivity.Viper VPN100 m.2 SSD is designed with an External Thermal Sensor which diminishes risk of overheating and eliminates performance drops, as well as includes built-in aluminum heatshield and 8 thermal fins providing excellent thermaldissipation. VPN100 delivers superior performance and maximum reliability, becoming the best solution for all-in-one PC kits, small form-factor, or high-performance gaming PC builds.Backed by Patriot's award winning build quality and 3-year warranty; the Patriot VPN100 delivers one of the most reliable choices in performance class SSDs.Capacity1TBModelViperVPN100-1TBM28HInterface2280 M.2 PCIe Gen3 x 4, NVMe 1.3ControllerPhison E12 ControllerFlash Memory TypeNVMe 1.2Max Read/WriteSequential Read (ATTO): 3450MB/sSequential Write (ATTO): 3000MB/sSequential Read (CDM): 3450MB/sSequential Write (CDM): 3000MB/sMax 4KB Random Read/Write4K Aligned Random Read: 600K IOPs4K Aligned Random Write: 600K IOPsForm FactorM.2 2280PackagingRetailAdditional FeaturesMTFB: 2,000,000 hoursDRAM Cache: 512MB",Viper VPN100,,SSD,,,931.32 GiB,,,,,,,,,M.2,,,M.2 2280
products_2_47587845,Western Digital,"WD Green 240GB Internal PC SSD - SATA III 6 Gb/s, 2.5\""/7mm - WDS240G2G0A","WD Green 240GB Internal PC SSD - SATA III 6 Gb/s, 2.5\""/7mm - WDS240G2G0A",40.76,USD,310315,https://www.newegg.com/western-digital-green-240gb/p/1Z4-0002-009T9,"WD Green 240GB Internal PC SSD - SATA III 6 Gb/s, 2.5\""/7mm - WDS240G2G0A. Description: WD Green 240GB Internal PC SSD - SATA III 6 Gb/s, 2.5\""/7mm - WDS240G2G0A",WD Green,,SSD,,,,,,,SATA III,,,,,"2.5""",,,2.5-inch
products_2_28943612,Seagat,"Seagate BarraCuda Pro ST10000DM0004 10TB 7200 RPM 256MB Cache SATA 6.0Gb/s 3.5\"" Hard Drive Bare Drive","Seagate BarraCuda Pro ST10000DM0004 10TB 7200 RPM 256MB Cache SATA 6.0Gb/s 3.5\"" Hard Drive Bare Drive",274.99,USD,3108417,https://www.newegg.com/seagate-barracuda-pro-st10000dm0004-10tb/p/N82E16822178998,"Seagate BarraCuda Pro ST10000DM0004 10TB 7200 RPM 256MB Cache SATA 6.0Gb/s 3.5\"" Hard Drive Bare Drive. Description: Seagate BarraCuda Pro ST10000DM0004 10TB 7200 RPM 256MB Cache SATA 6.0Gb/s 3.5\"" Hard Drive Bare Drive",BarraCuda Pro,,HDD,,,10000.0 GB,,,SATA,SATA III,,,,,3.5-inch SATA,,,3.5-inch
products_2_58681055,Seagate,Seagate One Touch 1TB Mobile External Solid State Drive in Black,Modern Black mobile external drive comes with huge 1TB storage space featuring smooth USB 3.0 connectivity,151.34,GBP,31494,https://www.cclonline.com/product/298426/STJE1000400/External-Storage/Seagate-One-Touch-1TB-USB3-External-Solid-State-Drive-in-Black/BAK8063,Seagate One Touch 1TB Mobile External Solid State Drive in Black. Description: Modern Black mobile external drive comes with huge 1TB storage space featuring smooth USB 3.0 connectivity,One Touch,,SSD,,,1000.0,,,,,,,,,,,Black,
products_2_8347839,,"1TB FireCuda 520 2280, 5000 / 4400 MB/s, 3D TLC, PCIe 4.0 x4 NVMe, M.2 SSD","1TB FireCuda 520 2280, 5000 / 4400 MB/s, 3D TLC, PCIe 4.0 x4 NVMe, M.2 SSD",263.43,USD,3178821,https://www.avadirect.com/1TB-FireCuda-520-2280-5000-4400-MB-s-3D-TLC-PCIe-4-0-x4-NVMe-M-2-SSD/Product/13071062,"1TB FireCuda 520 2280, 5000 / 4400 MB/s, 3D TLC, PCIe 4.0 x4 NVMe, M.2 SSD. Description: 1TB FireCuda 520 2280, 5000 / 4400 MB/s, 3D TLC, PCIe 4.0 x4 NVMe, M.2 SSD",FireCuda 520,,,,,,"5,000,000 KB/s",,,NVMe,,,,,,,,
products_2_2024149,Asus,ASUS Turbo -RTX2060S-8G-EVO 8 GeForce RTX 2060 SUPER NVIDIA GB GDDR6,"Turbo RTX2060S-8G-EVO graphics card with GeForce RTX 2060 SUPER, 8 GB GDDR6, 256-bit bus, 7680 x 4320 pixels, PCI Express 3.0 connectivity",395.44,EUR,320546,https://powertechbcn.com/es/tarjetas-graficas/780-asus-turbo-rtx2060s-8g-evo-nvidia-geforce-rtx-2060-super-8-gb-gddr6-4718017419666.html,"ASUS Turbo -RTX2060S-8G-EVO NVIDIA GeForce RTX 2060 SUPER 8 GB GDDR6. Description: Turbo -RTX2060S-8G-EVO, GeForce RTX 2060 SUPER, 8 GB, GDDR6, 256 bit, 7680 x 4320 Pixeles, PCI Express 3.0",Turno -RTX2060X-8G-EBO,,GPU,,7.45 GiB,,,,PCI Express x16,,,,,,,GDDR6,,
products_2_64696513,Seagate,"Seagate BARRACUDA 1TB 2.5\"" 7mm Internal Hard Drive - SATA3 - 5400RPM -128MB Cache (2years warranty )","Seagate BARRACUDA 1TB 2.5\"" 7mm Internal Hard Drive - SATA3 - 5400RPM -128MB Cache (2years warrant",97.75,NZD,3246480,https://www.pbtech.co.nz/product/HDDSE4512/Seagate-BARRACUDA-1TB-25-7mm-Internal-Hard-Drive,"Seagate BARRACUDA 1TB 2.5\"" 7mm Internal Hard Drive - SATA3 - 5400RPM -128MB Cache (2years warranty ). Description: Seagate BARRACUDA 1TB 2.5\"" 7mm Internal Hard Drive - SATA3 - 5400RPM -128MB Cache (2years warranty )",BARRACUDA,,HDD,,,1000000 MB,,,SATA,SATA III,,,,,2.5-inch SATA,,,2.5inch
products_2_41211362,,"Seagate ST8000NM000A Enterprise - 3.5\"" - 8000 GB - 7200 RPM ST8000NM000A","Seagate Enterprise ST8000NM000A - 3.5\"" - 8000 GB - 7200 RPM 8TB - SATA - 7200 RPM - 8.89 cm (3.5\"") Seagate Enterprise ST8000NM000A. HDD size: 3.5\"", HDD capacity: 8000 GB, HDD speed: 7200 RPM ST8000NM000A Enterprise Drive for Bulk Data ApplicationsExos 7E8 hard drives support up to 8TB per drive, offering bulk data storage for data centerinfrastructures requiring a highly reliable enterprise hard drive. Exos 7E8 provides cost-effective, reliable access to unstructured data. Built on field-proven 10th-generation conventionalmagnetic recording (CMR) technology, the Exos 7E8 drive helps to catalyze the datasphere,enabling data center architects and IT professionals to deliver trusted performance, rock-solidreliability, ironclad security, and low TCO for demanding 24×7 operations.Robust Bulk Data Storage for a 24×7 WorldExos 7E8 drives are backed by a 2 million hour MTBF rating and support workloads of 550TBper year—10× that of desktop hard drives. With state-of-the-art cache, on-the-fly error-correction algorithms, and rotational vibration design, the Exos 7E8 helps ensure consistentperformance in replicated and RAID multi-drive systems.High Performance for Mainstream Data Center ApplicationsMeet your storage workload requirements in the most efficient and cost-effective data centerfootprint on the market today. The Exos 7E8 delivers easy integration into bulk storage systemswith 12Gb/s SAS and SATA 6Gb/s interface options. With user-definable innovative technologyadvancements like PowerChoice and Seagate RAID Rebuild®, you can tailor your nearlinestorage requirements for even greater improvements in lowering your TCO.Enhanced Reliability, Data Protection, and SecurityAdvanced security features help protect data where it lives—on the drive. Exos 7E8 preventsunauthorized drive access and safeguards stored data with security features that includeSecure Downloads & Diagnostics, TCG-compliant Self-Encrypting Drive, and government-gradeFIPS/Common Criteria tamper-resistent hard drive. Seagate Secure drives simplify driverepurposing and disposal, help protect data-at-rest, and comply with corporate and federal datasecurity mandates.",135242.64,,3254311,http://www.lasernetworks.hu/seagate_enterprise_st8000nm000a_-_35_-_8000_gb_-_7200_rpm_st8000nm000a_184166,"Seagate Enterprise ST8000NM000A - 3.5\"" - 8000 GB - 7200 RPM ST8000NM000A. Description: Seagate Enterprise ST8000NM000A - 3.5\"" - 8000 GB - 7200 RPM 8TB - SATA - 7200 RPM - 8.89 cm (3.5\"") Seagate Enterprise ST8000NM000A. HDD size: 3.5\"", HDD capacity: 8000 GB, HDD speed: 7200 RPM ST8000NM000A Enterprise Drive for Bulk Data ApplicationsExos 7E8 hard drives support up to 8TB per drive, offering bulk data storage for data centerinfrastructures requiring a highly reliable enterprise hard drive. Exos 7E8 provides cost-effective, reliable access to unstructured data. Built on field-proven 10th-generation conventionalmagnetic recording (CMR) technology, the Exos 7E8 drive helps to catalyze the datasphere,enabling data center architects and IT professionals to deliver trusted performance, rock-solidreliability, ironclad security, and low TCO for demanding 24×7 operations.Robust Bulk Data Storage for a 24×7 WorldExos 7E8 drives are backed by a 2 million hour MTBF rating and support workloads of 550TBper year—10× that of desktop hard drives. With state-of-the-art cache, on-the-fly error-correction algorithms, and rotational vibration design, the Exos 7E8 helps ensure consistentperformance in replicated and RAID multi-drive systems.High Performance for Mainstream Data Center ApplicationsMeet your storage workload requirements in the most efficient and cost-effective data centerfootprint on the market today. The Exos 7E8 delivers easy integration into bulk storage systemswith 12Gb/s SAS and SATA 6Gb/s interface options. With user-definable innovative technologyadvancements like PowerChoice™ and Seagate RAID Rebuild®, you can tailor your nearlinestorage requirements for even greater improvements in lowering your TCO.Enhanced Reliability, Data Protection, and SecurityAdvanced security features help protect data where it lives—on the drive. Exos 7E8 preventsunauthorized drive access and safeguards stored data with security features that includeSecure Downloads & Diagnostics, TCG-compliant Self-Encrypting Drive, and government-gradeFIPS/Common Criteria tamper-resistent hard drive. Seagate Secure™ drives simplify driverepurposing and disposal, help protect data-at-rest, and comply with corporate and federal datasecurity mandates.",Exos 7E8,ST8000NM000A,,,,8000.0 GB,,,SATA,SATA  III,,,,,,,,
products_2_40849884,Western Digital,"WD Red Pro NAS 12TB HDD, WD121KFBX","WD 12TB Red Pro NAS 3.5 Hard Drive, SATA III, 7200RPM, Cache, CMR",878.60,AUD,32592,https://computers.scorptec.com.au/computer/Wd-Red-Pro,"Hard Red Pro NAS 12TB HDD, WD121KFBX. Description: WD 12TB Red Pro NAS 3.5 WD Drive, SATA III, 7200RPM, 256MB Cache, CMR",Red Pro NAS,WD121KFBX,HDD,,,11175.87,,,,SATA III,,,,,3.S-incb SATA,,,3.5-inch
products_2_4078281,,"16TB SkyHawk AI ST16000VE000, 7200 RPM, SATA 6Gb/s, 512e, 256MB cache, 3.5-Inch HDD","16TB SkyHawk AI ST16000VE000, 7200 RPM, SATA 6Gb/s, 512e, 256MB cache, 3.5-Inch HDD",389.1,USD,3260482,https://www.avadirect.com/16TB-SkyHawk-AI-ST16000VE000-7200-RPM-SATA-6Gb-s-512e-256MB-cache-3-5-Inch-HDD/Product/12948550,"16TB SkyHawk AI ST16000VE000, 7200 RPM, SATA 6Gb/s, 512e, 256MB cache, 3.5-Inch HDD. Description: 16TB SkyHawk AI ST16000VE000, 7200 RPM, SATA 6Gb/s, 512e, 256MB cache, 3.5-Inch HDD",SkyHawk,,HDD,,,16000.0 GB,,,SATA,SATA III,,,,,,,,3.5-inch
products_2_47954011,MSI,MSI GeForce RTX 2080 Super Gaming X Trio 8GB Graphics Card,"Cuda Cores: 3072, Boost Clock: 1845MHz, GDDR6, 256-bit Memory, Mem Clock: 15.5Ghz, Ray Tracing, 3 x DisplayPort, 1 x HDMI, 1 x Type-C, 3 yr Warranty",980.57,,327147,https://www.novatech.co.uk/products/msi-geforce-rtx-2080-super-gaming-x-trio-8gb-graphics-card/rtx2080supergamingxtrio.html,"MSI GeForce RTX 2080 Super Gaming X TrIo 8GB Graphics Card. Description: Cuda Cores: 3072, Boost Clock: 1845MHz, GDDR6, 256-bit Memory, Mem Clock: 15.5Ghz, Ray Tracing, 3 x DisplayPort, 1 x HDMI, 1 x Type-C, 3 yr Warranty",GeForce RTX 2080 Super Gaming X Trio,,GPU,,,,,,,,,,,,,,,
