_id,_fusion_sources,title_description,price,brand,form_factor,height_mm,weight_g,interface_type,length_mm,priceCurrency,url,width_mm,description,id,chipset_name,memory_type,read_speed_mb_s,write_speed_mb_s,storage_connection_type,product_type,storage_gb,title,model,color,bus_type,vram_gb,model_number,cluster_id
k02_noncorner_products_00048__products_4,"['k02_noncorner_products_00048__products_4', 'k02_noncorner_products_00048__products_1', 'k02_noncorner_products_00048__products_3', 'k02_noncorner_products_00048__products_2']",PCIe 5.0 audio performance accelerator for live synthesis and stage automation,1527.02,Nexara,,,,,,USD,,,"Aurora Flux is a fictional PCIe accelerator designed for ultra-low-latency audio synthesis and live algorithmic performance rigs. It pairs a compact fanless enclosure with deterministic timing, onboard pattern memory, and a driver stack tuned for stage cueing rather than graphics or general compute. The card is aimed at creative hardware installations where silent operation, repeatable clocking, and fast preset recall matter more than throughput benchmarks.",k02_noncorner_products_00048__products_4,FluxCore A48,,,,,AUDIO_ACCELERATOR,,Aurora Flux 48GB PCIe 5.0 Accelerator,Aurora Flux,,,48.0,NXF-4800-5G,
k02_noncorner_products_00210__products_2,"['k02_noncorner_products_00210__products_2', 'k02_noncorner_products_00210__products_1', 'k02_noncorner_products_00210__products_3', 'k02_noncorner_products_00210__products_4']",Portable LED lantern for outdoor and emergency use,46.42,Mirell,,,,,,USD,,,"Compact fictional battery-powered lantern for campsite and emergency lighting, featuring warm/cool modes, IPX4 splash resistance, and a built-in hanging hook. Sold as a standalone lighting product with no storage or compute functionality.",k02_noncorner_products_00210__products_2,,,,,,LANTERN,,Orion Forge X9 Portable Lantern,FoRge X9,,,,MFX9-LN24,
k02_noncorner_products_00318__products_3,"['k02_noncorner_products_00318__products_3', 'k02_noncorner_products_00318__products_2', 'k02_noncorner_products_00318__products_4', 'k02_noncorner_products_00318__products_1']",A fictional e-ink note-taking tablet separate from the reference storage devices,270.26,Lunexa,,,,,,USD,,,"Portable e-ink writing pad with a 14-inch monochrome display, stylus input, note-sync utility, and USB-C charging; designed for drafting, sketching, and document markup rather than data storage.",k02_noncorner_products_00318__products_3,Asteria NX1,,,,,TABLET,64.0,Lunexa QuillPad 14 e-ink notepad,14 QuillPad,,,,LQP14-EIN-01,
products_1_22424953,"['products_1_22424953', 'products_3_50853852']","Western Digital Purple Surveillance 4TB SATA III 3.5\"" Hard Drive. Description: Massive 4TB HDD Drive Capacity. Perfect 5400RPM Disk Speed for Storing Music",228.27499999999998,Western Digital,3.5-inch,,,SATA III,,GBP,"['https://www.cclonline.com/product/234564/WD40PURZ/Hard-Drives/WD-Purple-4TB-5400rpm-SATA-6Gb/s-Internal-Hard-Disk-Drive/HDD2885', 'https://www.ipcam-shop.nl/en/wd80purz.html']",,InterfaceSATA 6 Gb/s - Rotational Speed IntelliPower * - Buffer Size 64 MB,products_1_22424953,,,,,3.5-inch SATA,HDD,4000.0,"Western Digital Purple Surveillance 4TB SATA III 3.5\"" Hard Drive",Purple Surveillance,,SATQ,,,1428897.0
products_1_42225711,"['products_1_42225711', 'products_2_43227294']","GeForce® RTX 2080 SUPER™ Advanced ROG-STRIX-RTX2080S-A8G-GAMING, 1650 - 1860MHz, 8GB GDDR6, Graphics Card. Description: ASUS ROG Strix GeForce® RTX 2080 SUPER™ Advanced edition 8GB GDDR6 with powerful cooling and a super performance boost for high refresh rates and VR gaming",1022.79,Asus,,,,,,USD,"['https://www.avadirect.com/GeForce-RTX-2080-SUPER-Advanced-ROG-STRIX-RTX2080S-A8G-GAMING-1650-1860MHz-8GB-GDDR6-Graphics-Card/Product/12905257', 'https://www.avadirect.com/GeForce-RTX-2080-SUPER-OC-DUAL-RTX2080S-O8G-EVO-1650-1860MHz-8GB-GDDR6-Graphics-Card/Product/12906462']",,ASUS ROG Strix GeForce® RTX 2080 SUPER Advanced edition 8GB GDDR6 with powerful cooling and a super performance boost for high refresh rates and VR gaming,products_1_42225711,GeForce RTX 2080 Super,GDDR6,,,,GPU,,"GeForce® RTX 2080 SUPER Advanced ROG-STRIX-RTX2080S-A8G-GAMING, 1650 1860MHz, 8GB GDDR6, Graphics Card",ROG Strix GeForce RTX 2080 SUPER Advanced edition,,,8.0,,1036963.0
k02_noncorner_products_00113__products_2,"['k02_noncorner_products_00113__products_2', 'k02_noncorner_products_00113__products_4', 'k02_noncorner_products_00113__products_3', 'k02_noncorner_products_00113__products_1']",27-inch IPS monitor for everyday productivity with QHD resolution and flexible ergonomic stand.,269.68,Aurelin,,,,,,USD,,,"A fictional 27-inch desktop display designed for general office use and creative browsing, featuring a matte IPS panel, 2560x1440 resolution, 75Hz refresh rate, HDMI and DisplayPort inputs, and a fully adjustable stand with height, tilt, swivel, and pivot support.",k02_noncorner_products_00113__products_2,Controller Display IPS,,,,,MONITOR,,Nimble Ray 27 IPS Monitor,Ray 27,,,,AR-27IPS-75,
k02_noncorner_products_00100__products_3,"['k02_noncorner_products_00100__products_3', 'k02_noncorner_products_00100__products_4', 'k02_noncorner_products_00100__products_2', 'k02_noncorner_products_00100__products_1']",27-inch QHD office monitor,340.76,Auralis,,,,,,USD,,,"27-inch IPS desktop monitor with 2560x1440 resolution, 100Hz refresh rate, USB-C upstream with 65W power delivery, DisplayPort 1.4, HDMI 2.0, and adjustable height stand for general productivity and design workflows.",k02_noncorner_products_00100__products_3,,,,,,MONITOR,,Auralis Prism 27Q Office Monitor,Prism 27Q,,,,AP-27Q-100,
products_3_77221551,"['products_3_77221551', 'products_1_10126197', 'products_2_61334954']","Asus GeForce RTX 3090 TUF Gaming 24GB GDDR6X PCI-Express Graphics Card. Description: TUF-RTX3090-24G-GAMING, Boost Clock: 1725MHz, Memory 24GB 19500MHz GDDR6X, Cuda Cores: 10496, VR Ready, PhysX/CUDA Enabled, NVIDIA Ampere, 8nm Process, Real-Time Ray Tracing, 3 Years Warranty.",47824.7,Asus,,,,,,GBP,"['https://www.novatech.co.uk/products/asus-nvidia-geforce-rtx-3090-tuf-gaming-24gb-ampere-graphics-card/tuf-rtx3090-24g-gaming.html', 'https://www.overclockers.co.uk/asus-geforce-rtx-3090-tuf-gaming-24gb-gddr6x-pci-express-graphics-card-gx-44g-as.html', 'https://www.rebelgaming.co.za/product/asus-nvidia-geforce-rtx-3090-24gb-tuf-gaming-ampere-graphics-card']",,"TUF-RTX3090-24G-GAMING, Boost Clock: 1725MHz, 24GB 19500MHz GDDR6X, Cuda Cores: 10496, VR Ready, PhysX/CUDA Enabled, NVIDIA Ampere, 8nm Process, Real-Time Ray Tracing, 3 Years Warranty.",products_3_77221551,GeForce RTX 3090,GDDR6X,,,,GPU,,Asus GeForce RTX 3090 TUF Gaming 24GB GDDR6X PCI-Express Graphics Card,3090 RTX GEFORCE 24GB TUF GAMING,,PCIe,24.0,,699660.0
products_1_27965637,"['products_1_27965637', 'products_3_95284377', 'products_2_31237395']","Kingston Technology DataTraveler microDuo 3C 64GB USB flash drive USB Type-A / USB Type-C 3.0 (3.1 Gen 1) Black. Description: Dual interface for USB Type-A and USB Type-C ports.Kingston?s DataTraveler? microDuo 3C has a dual interface that works with both standard USB and USB Type-C? ports, making it ideal for newer devices such as smartphones, tablets, PCs and Macs. It?s available in capacities of up to 64GB with fast transfer speeds of up to 100MB/s read and 15MB/s write.- Dual interface accommodates USB Type-A and USB Type-C ports- Additional storage for newer devices with limited expansion ports- Fast data transfer speeds of up to 100MB/s read.",20.21,Kingstoj,,,,USB Type-C,,RON,"['https://www.oempcworld.com/OEMPCworld-com/038704.html', 'https://www.oempcworld.com/OEMPCworld-com/038705.html', 'https://www.picstop.co.uk/usb-flash-drive/kingston-datatraveler-microduo-3c-usb-flash-drive-128gb.html']",,"Dual interface for USB Type-A and USB Type-C ports.Kingston?s DataTraveler? microDuo 3C has a dual interface that works with both standard USB and USB Type-C? ports, making it ideal for newer devices such as smartphones, tablets, PCs and Macs. It?s available in capacities of up to 64GB with fast transfer speeds of up to 100MB/s read and 15MB/s write.- Dual interface accommodates USB Type-A and USB Type-C ports- Additional storage for newer devices with limited expansion ports- Fast data transfer speeds of up to 100MB/s read.",products_1_27965637,,,100.0,15.0,USB Type-C,USB_STICK,,Kingston 32GB DataTraveler DUO 3C DTDUO3C/32GB USB 3.1 Type-C Flash Drive,DataTraveler MicroDuo 3C,Silver,USB 3.0,,DTDU03C/32GB,383700.0
products_3_35648212,"['products_3_35648212', 'products_1_87560329', 'products_2_64306530']","Gigabyte AORUS NVIDIA GeForce RTX 2080 SUPER 8GB WATERFORCE WB Turing Graphics Card. Description: Gigabyte GeForce RTX 2080 SUPER AORUS WATERFORCE WB 8GB GDDR6 Ray-Tracing GPU, 3072 Core, 1650MHz Core, 1860MHz Boost",59289.71,Gigabyte,,,,,,EUR,"['https://pctecstore.it/rtx-2080/9059-gigabyte-gv-n208saorus-wb-8gc-geforce-rtx-2080-super-8-gb-gddr6-4719331305369.html', 'https://www.scan.co.uk/products/gigabyte-geforce-rtx-2080-super-aorus-waterforce-wb-8gb-gddr6-ray-tracing-gpu-3072-core-1650mhz-core', 'https://www.scan.co.uk/products/gigabyte-geforce-rtx-2080-ti-turbo-11gb-gddr6-vr-ready-graphics-card-4352-core-1350mhz-gpu-1545mhz-b']",,"Gigabyte GeForce RTX 2080 SUPER AORUS WATERFORCE WB 8GB GDDR6 Ray-Tracing GPU, 3072 Core, 1650MHz Core, 1860MHz Boost",products_3_35648212,GeForce RTX 2080 Super,GdDR6,,,,GPU,,Gigabyte AORUS NVIDIA GeForce RTX 2080 SUPER 8GB WATERFORCE WB Turing Graphics Card,AORUS NVIDIA GeForce RTX 2080 SUPER 8GB WATERFORCE WB,,PCI Express x16,9.5,,227533.0
k02_noncorner_products_00321__products_3,"['k02_noncorner_products_00321__products_3', 'k02_noncorner_products_00321__products_2', 'k02_noncorner_products_00321__products_4', 'k02_noncorner_products_00321__products_1']",27-inch curved QHD display designed for creative work and productivity,492.36,NovaMuse,,,,,,USD,,,"A fictional 27-inch curved desktop display designed for illustration studios, writing desks, and ambient workspace setups. The CurioSlate 27 pairs a QHD panel with wide color coverage, low blue-light tuning, and a single-cable USB-C input for tidy creative workstations. Its understated chassis and soft-white finish are intended for calm studio environments rather than gaming or enterprise deployments.",k02_noncorner_products_00321__products_3,NovaMuse ArcView Panel Engine,,,,,Monitor,,NovaMuse CurioSlate 27 Curved QHD Monitor,CurioSlate 27 Curved QHD,,,,NM-CS27QHD-C1,
k02_noncorner_products_00073__products_4,"['k02_noncorner_products_00073__products_4', 'k02_noncorner_products_00073__products_2', 'k02_noncorner_products_00073__products_1', 'k02_noncorner_products_00073__products_3']",27-inch IPS monitor with 2560x1440 resolution and USB-C connectivity,257.93,Nebra,,,,,,USD,,,"Nebra Quill 27Q is a fictional 27-inch IPS desktop monitor conceived for quiet studio work, document editing, and color-accurate everyday viewing. It features a 2560x1440 resolution, slim matte bezel design, and a fully adjustable stand with tilt, swivel, pivot, and height support. The panel is specified for 100% sRGB coverage, anti-glare coating, and low-blue-light modes for long sessions. Connectivity includes DisplayPort, HDMI, and a USB-C input for single-cable laptop use. It is positioned as a general-purpose productivity display rather than a storage or graphics device.",k02_noncorner_products_00073__products_4,Nebra QL27 IPS,,,,,MONITOR,,Nebra Quill 27Q IPS Monitor,Quill 27Q,,,,NQ27Q-2401,
k02_noncorner_products_00115__products_4,"['k02_noncorner_products_00115__products_4', 'k02_noncorner_products_00115__products_1', 'k02_noncorner_products_00115__products_2', 'k02_noncorner_products_00115__products_3']",High-refresh OLED monitor with USB-C and power delivery,821.38,Vespera,,,,,,USD,,,"27-inch OLED display designed for color-critical creative work and immersive gaming, featuring a 240Hz refresh rate, 2560x1440 resolution, 0.03ms response time, and USB-C input with 90W power delivery.",k02_noncorner_products_00115__products_4,AuroraView QX,,,,,MONITOR,,Vespera ArcLight 27Q OLED Monitor,ArcLight 27Q,,,,VL-27Q-240-OLED,
k02_noncorner_products_00140__products_1,"['k02_noncorner_products_00140__products_1', 'k02_noncorner_products_00140__products_2', 'k02_noncorner_products_00140__products_3', 'k02_noncorner_products_00140__products_4']",Curved QHD monitor,387.77,NovaGlyph,,,,,,USD,,,"27-inch curved display for creative work and casual gaming, featuring QHD resolution, 165 Hz refresh, adaptive sync, and dual HDMI plus DisplayPort inputs. Built for desktop use with a matte anti-glare panel and integrated stereo speakers.",k02_noncorner_products_00140__products_1,,,,,,Monitor,,NovaGlyph Arc9 Curved Monitor,Arc9,,,,NG-ARC9-27QH165,
k02_noncorner_products_00298__products_4,"['k02_noncorner_products_00298__products_4', 'k02_noncorner_products_00298__products_3', 'k02_noncorner_products_00298__products_2', 'k02_noncorner_products_00298__products_1']",Compact stereo field recorder for mobile audio capture,257.93,Aureline,,,,,,USD,,,"A fictional handheld audio recorder built for outdoor interviews, ambient sound capture, and quick podcast notes. It features dual cardioid microphones, 32-bit float recording, a color LCD, USB-C transfer, and microSD card support in a compact matte graphite housing. Designed for creators who need lightweight field audio rather than computer hardware or storage accessories.",k02_noncorner_products_00298__products_4,Aureline AudioCore Q7,,,,,audio recorder,,Aurora Quill 7 Stereo Field Recorder,Quill 7,,,,AQ7-SFR-01,
k02_noncorner_products_00059__products_4,"['k02_noncorner_products_00059__products_4', 'k02_noncorner_products_00059__products_3', 'k02_noncorner_products_00059__products_1', 'k02_noncorner_products_00059__products_2']","27-inch 1440p monitor for creative work, featuring a 144Hz refresh rate, USB-C connectivity, and 65W charging",504.11,NebulaForge,,,,,,USD,,,"Fictional 27-inch creative monitor designed for illustration, animation, and motion-graphics work. It features a 2560x1440 panel, 144Hz refresh rate, 99% sRGB coverage, USB-C input with 65W power delivery, and an integrated ambient-light sensor for studio use.",k02_noncorner_products_00059__products_4,AuroraView Signal Core,,,,,MONITOR,,NebulaForge 144Hz Quantum Ink Display,Quantum Ink 27QX,,,,NF-27QX-144,
k02_noncorner_products_00173__products_1,"['k02_noncorner_products_00173__products_1', 'k02_noncorner_products_00173__products_3', 'k02_noncorner_products_00173__products_2', 'k02_noncorner_products_00173__products_4']",Asterforge Prism Dock 256GB USB-C Portable Memory Module,46.94,Asterforge,,,,,,USD,,,"Compact USB-C portable memory module designed for quick transfer of project files, firmware bundles, and temporary cache data. Features a matte graphite shell, activity LED, and integrated key loop for everyday carry. Optimized for lightweight workflow transport rather than bulk archiving, with plug-and-play support across modern laptops and tablets.",k02_noncorner_products_00173__products_1,ARC-7,,,,,Memory Module,256.0,Asterforge Prism Dock 256GB USB-C Portable Memory Module,Prism Dock,,,,AF-PD256-C,
k02_noncorner_products_00034__products_3,"['k02_noncorner_products_00034__products_3', 'k02_noncorner_products_00034__products_2', 'k02_noncorner_products_00034__products_1', 'k02_noncorner_products_00034__products_4']",12GB LPDDR5X low-power memory module for embedded and OEM systems,87.54,Aster Vale,,,,,,USD,,,"A fictional low-power memory module designed for compact embedded systems and ultraportable devices. The Meridian series emphasizes bandwidth efficiency, modest heat output, and a balanced power profile for always-on appliances and thin client workstations. It uses LPDDR5X signaling in a soldered-module style package intended for OEM integration rather than retail upgrades.",k02_noncorner_products_00034__products_3,LPDDR5X,,,,,RAM,,Aster Vale Meridian 12GB LPDDR5X Memory Module,Meridian,,,12.0,AV-MD12L5X,
k02_noncorner_products_00046__products_3,"['k02_noncorner_products_00046__products_3', 'k02_noncorner_products_00046__products_2', 'k02_noncorner_products_00046__products_1', 'k02_noncorner_products_00046__products_4']",8GB DDR5 desktop memory module,41.07,Asterline,,,,,,USD,,,"High-efficiency desktop memory module designed for compact workstations and everyday creative builds. The Nimbus Quill uses a modern DDR5 interface with a single 8GB module capacity, optimized for stable multitasking, fast application loading, and low-power operation in mainstream systems.",k02_noncorner_products_00046__products_3,Asterline Quill DDR5,,,,,RAM,,Nimbus Quill 8GB DDR5 Desktop Memory,Nimbus Quill,,,,AQD5-08G560,
k02_noncorner_products_00310__products_3,"['k02_noncorner_products_00310__products_3', 'k02_noncorner_products_00310__products_1', 'k02_noncorner_products_00310__products_4', 'k02_noncorner_products_00310__products_2']",Curved QHD monitor with 165 Hz refresh and anti-glare finish,387.19,Miralux,,,,,,USD,,,"A fictional 27-inch curved monitor built for general productivity and casual entertainment, featuring a QHD panel, 165 Hz refresh rate, and adjustable tilt stand. The Aurora Spindle 27Q4 emphasizes wide viewing angles, integrated cable management, and a matte anti-glare finish for desk setups that need a clean display rather than storage or workstation graphics performance.",k02_noncorner_products_00310__products_3,Mir aView Q4,,,,,monitor,,Aurora Spindle 27Q4 Curved Monitor,Spindle 27Q4,,,,MLX-27Q4-CURV,
products_4_21085676,"['products_4_21085676', 'products_3_44201512', 'products_1_1088849']","ADATA SSD 512GB XPG SX8200 Pro PCIe Gen3x4 M.2 2280 (R:3500/W:3000 MB/s). Description: XPG SX8200 Pro PCIe Gen3x4 M.2 2280 Solid State Drive The SX8200 Pro M.2 2280 SSD is XPG’s fastest SSD to date and is designed for avid PC enthusiasts, gamers, and overclockers. It features an ultra-fast PCIe Gen3x4 interface that offers peak read/write speeds of 3500/3000MB per second, outpacing SATA 6Gb/s by a wide margin. Supporting NVMe 1.3, the SX8200 Pro delivers excellent random read/write performance and multi-tasking capabilities. With SLC caching, a DRAM Cache buffer, E2E Data Protection, and LDPC ECC, it maintains high speeds and data integrity, even during highly intensive applications such as gaming rendering, and overclocking.FeaturesUltra-fast PCIe Gen3x4 interface: R/W speed up to 3500/3000MB/s NVMe 1.3 support 3D NAND Flash for higher capacity and durability Advanced LDPC ECC Technology SLC Caching and DRAM cache buffer E2E Data Protection and RAID Engine Compact M.2 2280 form factor – ideal for gaming and high-end desktopsTECHNICAL SPECIFICATIONSPart No. ASX8200PNP-512GT-CEAN 4713218469458Capacity 512GBNAND Flash 3D TLCInterface PCIe Gen3x4Form Factor M.2 2280MTBF 2,000,000 hoursPower Consumption 0.33W Active (Typical),0.14W Slumber (Typical) (*measured by power meter)Operating Temperature 0°C~70°CStorage Temperature -40°C~85°CShock Resistance 1500G/0.5msCertifications RoHS, CE, FCC, BSMI, VCCI, KCDimensions (L x W x T) 22 x 80 x 3.5 mmWeight 8gWarranty 5 years.",109.22,ADATA,M.2 2280,3.5,8.0,NVME,80.0,EUR,"['https://shop-it.vektra.sk/adata-ssd-512gb-xpg-sx8200-pro-pcie-gen3x4-m-2-2280-r-3500-w-3000-mb-s', 'https://www.discountcomputerneeds.com.au/products/adata-xpg-256g-sx8200-pro-m-2-nvme-ssd', 'https://www.laurensontechnology.com/product-page/adata-xpg-sx8200-pro-pcie-m-2-2280-512gb-ssd']",22.0,"XPG SX8200 Pro PCIe Gen3x4 M.2 2280 Solid State Drive The SX8200 Pro M.2 2280 SSD is XPG’s fastest SSD to date and is designed for avid PC enthusiasts, gamers, and overclockers. It features an ultra-fast PCIe Gen3x4 interface that offers peak read/write speeds of 3500/3000MB per second, outpacing SATA 6Gb/s by a wide margin. Supporting NVMe 1.3, the SX8200 Pro delivers excellent random read/write performance and multi-tasking capabilities. With SLC caching, a DRAM Cache buffer, E2E Data Protection, and LDPC ECC, it maintains high speeds and data integrity, even during highly intensive applications such as gaming rendering, and overclocking.FeaturesUltra-fast PCIe Gen3x4 interface: R/W speed up to 3500/3000MB/s NVMe 1.3 support 3D NAND Flash for higher capacity and durability Advanced LDPC ECC Technology SLC Caching and DRAM cache buffer E2E Data Protection and RAID Engine Compact M.2 2280 form factor – ideal for gaming and high-end desktopsTECHNICAL SPECIFICATIONSPart No. ASX8200PNP-512GT-CEAN 4713218469458Capacity 512GBNAND Flash 3D TLCInterface PCIe Gen3x4Form Factor M.2 2280MTBF 2,000,000 hoursPower Consumption 0.33W Active (Typical),0.14W Slumber (Typical) (*measured by power meter)Operating Temperature 0°C~70°CStorage Temperature -40°C~85°CShock Resistance 1500G/0.5msCertifications RoHS, CE, FCC, BSMI, VCCI, KCDimensions (L x W x T) 22 x 80 x 3.5 mmWeight 8gWarranty 5 years.",products_4_21085676,,,3500.0,2650.0,M.2,SSD,512.0,ADATA SSD 256GB XPG SX8200 Pro PCIe Gen3x4 M.2 2280 (R:3500/W:3000 MB/s),XPG SX8200 Pro,,PCI Express x4,,ASX8200PNP-512GT-C,827983.0
k02_noncorner_products_00314__products_2,"['k02_noncorner_products_00314__products_2', 'k02_noncorner_products_00314__products_3', 'k02_noncorner_products_00314__products_4', 'k02_noncorner_products_00314__products_1']",27-inch QHD IPS monitor with USB-C power delivery,387.77,Novalume,,,,,,USD,,,"Novalume PrismDesk 27 is a fictional 27-inch desktop monitor designed for studio color work and everyday productivity. It features a 2560 x 1440 IPS panel, 75Hz refresh rate, built-in anti-glare coating, and a fully adjustable stand. Connectivity includes HDMI, DisplayPort, and USB-C with 65W power delivery. The display is aimed at creators who want a bright, wide-gamut screen in a compact workspace.",k02_noncorner_products_00314__products_2,AuroraView QL-7,,,,,MONITOR,,Novalume PrismDesk 27,PrismDesk 27,,,,NDP27-65C,
k02_noncorner_products_00133__products_2,"['k02_noncorner_products_00133__products_2', 'k02_noncorner_products_00023__products_3', 'k02_noncorner_products_00133__products_4', 'k02_noncorner_products_00133__products_1']",27-inch QHD IPS monitor with USB-C charging and adjustable stand,380.63,Aurelia,,,,,,USD,,,"A fictional 27-inch desktop monitor designed for illustration and office layout mockups. It features a 2560x1440 IPS panel, 75Hz refresh rate, adaptive sync support, and a single USB-C input with 65W charging. The matte black chassis includes a height-adjustable stand, flicker-reduction mode, and built-in dual 3W speakers for basic multimedia use.",k02_noncorner_products_00133__products_2,Aurelia VisionDrive MX7,,,,,MONITOR,,Aurelia Prism 27Q 27-inch QHD Monitor,Prism 27Q,,,,AP27Q-65C-75,
k02_noncorner_products_00178__products_2,"['k02_noncorner_products_00178__products_2', 'k02_noncorner_products_00178__products_3', 'k02_noncorner_products_00178__products_4', 'k02_noncorner_products_00178__products_1']",Matte ceramic mug with 340ml capacity and Midnight Teal finish,18.75,Nadir,,,,,,USD,,,"A fictional ceramic beverage mug designed for everyday desk use. The Quillforge line features a matte glaze finish, a wide handle, and a dishwasher-safe build intended for coffee, tea, and hot chocolate. This variant comes in Midnight Teal with a 340ml capacity and a subtly tapered profile for comfortable gripping.",k02_noncorner_products_00178__products_2,,,,,,KITCHENWARE,,Nadir Quillforge Ceramic Mug 340ml Midnight Teal,Quillforge,,,,QF-340-MT,
k02_noncorner_products_00055__products_2,"['k02_noncorner_products_00055__products_2', 'k02_noncorner_products_00055__products_3', 'k02_noncorner_products_00055__products_1', 'k02_noncorner_products_00055__products_4']",27-inch curved QHD monitor with USB-C and 165Hz refresh,375.97,Nexera,,,,,,USD,,,"A fictional 27-inch curved display designed for immersive reading, atmospheric visualization, and split-pane productivity. It features a 2560x1440 panel, 165Hz refresh rate, USB-C input, and a matte anti-glare finish for extended desktop sessions.",k02_noncorner_products_00055__products_2,Aurora Display Engine,,,,,Monitor,,Aurora Tide 27QW Curved Monitor,2 7QW,,,,NX-27 QW-165C,
k02_noncorner_products_00360__products_3,"['k02_noncorner_products_00360__products_3', 'k02_noncorner_products_00360__products_4', 'k02_noncorner_products_00360__products_1', 'k02_noncorner_products_00360__products_2']",12TB external archive hard drive,293.18,Vellora,,,,,,USD,,,"Portable archival hard drive for long-term media backups and cold storage workflows. Features U5B-C connectivity, bus-powered operation, and a reinforced enclosure with vibration damping for desktop and field use.",k02_noncorner_products_00360__products_3,,,,,,HDD,12000.0,Orchard Tide 12TB External Archive Drive,Ofchard Tide,,,,VT-12T-AR C,
k02_noncorner_products_00014__products_2,"['k02_noncorner_products_00014__products_2', 'k02_noncorner_products_00014__products_3', 'k02_noncorner_products_00014__products_4', 'k02_noncorner_products_00014__products_1']",27-inch 4K IPS monitor with 144 Hz refresh rate and USB-C power delivery,505.27,Velora,,,,,,USD,,,"A fictional 27-inch desktop display built for creative work and gaming, featuring a 3840 x 2160 IPS panel, 144 Hz refresh rate, USB-C input with 65W power delivery, adjustable stand, and slim bezels. Designed as a modern productivity monitor rather than a storage device.",k02_noncorner_products_00014__products_2,NovaView DPX-1,,,,,Monitor,,Velora Prism 4K Monitor 27-inch,Prism 27Q,,,,VLP-27Q4K-144,
k02_noncorner_products_00283__products_3,"['k02_noncorner_products_00283__products_3', 'k02_noncorner_products_00283__products_1', 'k02_noncorner_products_00283__products_2', 'k02_noncorner_products_00283__products_4']",27-inch QHD IPS office monitor with USB-C power delivery,258.51,Nebula Sedge,,,,,,USD,,,"A fictional 27-inch desktop monitor designed for general office, writing, and light design workflows. It features a 2560 x 1440 IPS panel, 75Hz refresh rate, flicker-reduction backlight, and adjustable tilt stand. Connectivity includes HDMI, DisplayPort, and USB-C video input with 65W power delivery for compatible laptops. The matte screen coating and low-blue-light preset make it suitable for long work sessions.",k02_noncorner_products_00283__products_3,AuroraView AV2700,,,,,Monitor,,Nebula Sedge 27-inch QHD Office Monitor NX-27QH,NX-27QH,,,,NSD-27QH-65W,
k02_noncorner_products_00070__products_1,"['k02_noncorner_products_00070__products_1', 'k02_noncorner_products_00070__products_2', 'k02_noncorner_products_00070__products_4', 'k02_noncorner_products_00070__products_3']",27-inch 4K IPS monitor with USB-C and HDR10,387.77,LumenArc,,,,,,USD,,,"A fictional desktop display designed for color-accurate creative work and everyday productivity. The Quartz panel combines a 27-inch 3840x2160 IPS screen with wide viewing angles, 95% DCI-P3 coverage, HDR10 support, and a fully adjustable stand for ergonomic use. It includes DisplayPort, HDMI, and USB-C connectivity with 65W power delivery for modern laptops.",k02_noncorner_products_00070__products_1,,,,,,MONITOR,,LumenArc Quartz 27-inch 4K IPS Monitor,Quartz 27Q4,,,,LA-Q27-4K-01,
k02_noncorner_products_00103__products_4,"['k02_noncorner_products_00103__products_4', 'k02_noncorner_products_00103__products_2', 'k02_noncorner_products_00103__products_1', 'k02_noncorner_products_00103__products_3']","27-inch QHD IPS monitor with USB-C, 75Hz refresh, and built-in speakers",258.51,Aurelis,,,,,,USD,,,"A fictional 27-inch desktop display designed for everyday productivity and light creative work. It features A QHD IPS panel, 75Hz refresh rate, integrated dual speakers, and USB-C input with basic power delivery for tidy single-cable setups. The matte black chassis and slim bezels make it suitable for home offices, study spaces, and reception desks.",k02_noncorner_products_00103__products_4,Aurelis ViewCorc VX7,,,,,MONITOR,,"Nebula Crest 27"" QHD Office Monitor",Crest 27Q,,,,AC-27Q-75,
products_1_32159667,"['products_1_32159667', 'products_2_55043002']","Seagate EXOS 10TB 3.5\"" SATA Enterprise HDD/Hard Drive 7200rpm. Description: 10TB Seagate EXOS ST10000NM0016, 3.5\"" Enterprise HDD, SATA III - 6GB/s, 7200rpm, 256MB Cache, 512E, 4.16ms, OEM",336.055,Seagate,3.5-inch,,,SATA III,,GBP,"['https://www.scan.co.uk/products/10tb-seagate-exos-st10000nm0016-35-enterprise-hdd-sata-iii-6gb-s-7200rpm-256mb-cache-512e-416ms-oem', 'https://www.scan.co.uk/products/10tb-seagate-exos-st10000nm0096-sas-hard-drive-35-hdd-sas-12gb-s-7200rpm-256mb-cache-512e-oem']",,"10TB Seagate EXOS ST10000NM0016, 3.5\"" Enterprise HDD, SATA III - 6GB/s, 7200rpm, 256MB Cache, 512E, 4.16ms, OEM",products_1_32159667,,,,,3.5-inch SAS,,10000.0,"Seagate EXOS 10TB 3.5\"" SATA Enterprise HDD/Hard Drive 7200rpm",EXOS,,SATA,,ST10000NM0016,1174110.0
