id_dblp,id_crossref,label
dblp-38707,crossref-38947,1
dblp-15309,crossref-50819,0
dblp-59645,crossref-49507,1
dblp-36326,crossref-25437,1
dblp-38296,crossref-51947,0
dblp-17621,crossref-16333,0
dblp-22929,crossref-05872,0
dblp-14545,crossref-00677,0
dblp-18373,crossref-19127,0
dblp-03000,crossref-05459,0
dblp-42271,crossref-58599,0
dblp-36482,crossref-00522,0
dblp-18786,crossref-18821,0
dblp-54864,crossref-52157,1
dblp-17901,crossref-60413,0
dblp-11666,crossref-25533,0
dblp-40915,crossref-30670,1
dblp-00732,crossref-05270,0
dblp-20697,crossref-56815,1
dblp-04501,crossref-38095,1
dblp-04443,crossref-38020,1
dblp-29771,crossref-30975,0
dblp-14028,crossref-20124,1
dblp-42279,crossref-01085,0
dblp-27466,crossref-26430,1
dblp-40824,crossref-57135,0
dblp-23233,crossref-26023,1
dblp-15652,crossref-10076,0
dblp-54524,crossref-30059,1
dblp-57323,crossref-34438,1
dblp-08402,crossref-00546,0
dblp-44005,crossref-16174,0
dblp-56157,crossref-16187,0
dblp-26529,crossref-45976,0
dblp-55808,crossref-10612,0
dblp-14328,crossref-21565,0
dblp-22583,crossref-55375,0
dblp-36619,crossref-21855,1
dblp-17496,crossref-09419,0
dblp-42664,crossref-25151,1
dblp-43863,crossref-44444,0
dblp-02239,crossref-59906,0
dblp-11507,crossref-09454,1
dblp-40033,crossref-16404,1
dblp-56616,crossref-38618,0
dblp-02706,crossref-56561,0
dblp-54172,crossref-15921,0
dblp-22526,crossref-48638,0
dblp-60559,crossref-18636,1
dblp-58472,crossref-34985,0
dblp-29169,crossref-27510,0
dblp-43290,crossref-02894,0
dblp-36893,crossref-17103,0
dblp-47568,crossref-35430,1
dblp-46367,crossref-14921,1
dblp-24827,crossref-21943,0
dblp-59764,crossref-22224,1
dblp-44745,crossref-04882,0
dblp-34004,crossref-25572,0
dblp-55298,crossref-18367,0
dblp-31062,crossref-46419,0
dblp-31352,crossref-00483,0
dblp-05757,crossref-53299,0
dblp-57281,crossref-42134,0
dblp-24318,crossref-17259,0
dblp-57240,crossref-21588,0
dblp-60112,crossref-20791,0
dblp-50632,crossref-46964,1
dblp-17734,crossref-51029,1
dblp-39292,crossref-19103,0
dblp-34595,crossref-59428,0
dblp-13884,crossref-38317,1
dblp-37364,crossref-30243,0
dblp-29519,crossref-01968,1
dblp-09517,crossref-52990,0
dblp-31275,crossref-22898,0
dblp-27996,crossref-49698,0
dblp-48246,crossref-40845,0
dblp-19061,crossref-28040,0
dblp-11708,crossref-05672,0
dblp-23689,crossref-39039,1
dblp-21130,crossref-16017,0
dblp-19373,crossref-39437,0
dblp-12347,crossref-22183,0
dblp-18166,crossref-30889,0
dblp-33705,crossref-23473,0
dblp-50602,crossref-03967,0
dblp-50629,crossref-30852,0
dblp-42272,crossref-08105,1
dblp-59753,crossref-17846,0
dblp-35741,crossref-02232,0
dblp-48066,crossref-43606,1
dblp-12947,crossref-36363,1
dblp-36496,crossref-18881,0
dblp-35784,crossref-30091,0
dblp-04852,crossref-17779,0
dblp-25281,crossref-34369,1
dblp-06399,crossref-40014,1
dblp-46199,crossref-33588,0
dblp-53208,crossref-60393,0
dblp-18114,crossref-41380,0
dblp-18679,crossref-25841,0
dblp-46152,crossref-38776,0
dblp-13912,crossref-37970,0
dblp-34545,crossref-00428,0
dblp-42587,crossref-35715,1
dblp-60049,crossref-09651,0
dblp-35530,crossref-49438,0
dblp-04196,crossref-25807,0
dblp-30681,crossref-59989,1
dblp-18487,crossref-28479,0
dblp-00879,crossref-18597,0
dblp-08546,crossref-26305,0
dblp-50987,crossref-45553,1
dblp-55209,crossref-25435,0
dblp-05678,crossref-11493,0
dblp-36084,crossref-01106,0
dblp-26861,crossref-54512,1
dblp-27394,crossref-16580,0
dblp-08479,crossref-52308,0
dblp-45515,crossref-32621,1
dblp-50289,crossref-42740,0
dblp-58212,crossref-32168,0
dblp-53126,crossref-20575,0
dblp-54802,crossref-56059,0
dblp-28913,crossref-52063,1
dblp-59041,crossref-44502,0
dblp-19850,crossref-31961,0
dblp-12006,crossref-26544,0
dblp-34817,crossref-53436,1
dblp-46225,crossref-12762,1
dblp-14293,crossref-03717,0
dblp-16971,crossref-55671,0
dblp-47349,crossref-02262,0
dblp-24463,crossref-38844,0
dblp-19253,crossref-48704,1
dblp-47619,crossref-17894,0
dblp-23611,crossref-09925,0
dblp-25700,crossref-26191,1
dblp-33136,crossref-02828,1
dblp-26615,crossref-53274,0
dblp-15079,crossref-15832,0
dblp-13714,crossref-33983,0
dblp-03452,crossref-19529,0
dblp-59123,crossref-40519,0
dblp-41295,crossref-15533,0
dblp-00754,crossref-18969,0
dblp-13803,crossref-21466,1
dblp-41582,crossref-56453,0
dblp-47105,crossref-12475,1
dblp-33248,crossref-02189,0
dblp-27704,crossref-18049,1
dblp-32880,crossref-22915,0
dblp-10354,crossref-27455,0
dblp-50934,crossref-17681,0
dblp-06386,crossref-37799,0
dblp-13356,crossref-44453,0
dblp-18995,crossref-54562,0
dblp-26484,crossref-44177,0
dblp-56004,crossref-14793,0
dblp-13924,crossref-38319,1
dblp-23379,crossref-05686,0
dblp-23257,crossref-06122,1
dblp-38580,crossref-52180,1
dblp-51764,crossref-11604,1
dblp-40925,crossref-46344,1
dblp-51405,crossref-56338,0
dblp-29862,crossref-00087,1
dblp-44270,crossref-56744,1
dblp-22543,crossref-21070,1
dblp-52717,crossref-34331,1
dblp-54008,crossref-08897,1
dblp-24294,crossref-55995,0
dblp-23909,crossref-24902,1
dblp-49869,crossref-10094,0
dblp-35456,crossref-18801,1
dblp-10466,crossref-58775,0
dblp-51114,crossref-03223,0
dblp-08479,crossref-08862,0
dblp-41702,crossref-46527,0
dblp-24352,crossref-49302,0
dblp-15610,crossref-32778,0
dblp-10370,crossref-42076,0
dblp-29253,crossref-41224,0
dblp-22351,crossref-12106,0
dblp-04140,crossref-60100,0
dblp-56387,crossref-33047,1
dblp-40435,crossref-53715,1
dblp-42387,crossref-16897,0
dblp-42193,crossref-15077,0
dblp-52460,crossref-39652,0
dblp-53016,crossref-39880,0
dblp-38981,crossref-55345,1
dblp-45030,crossref-24595,0
dblp-20544,crossref-15213,0
dblp-35677,crossref-31277,0
dblp-50287,crossref-38846,0
dblp-38572,crossref-29391,0
dblp-26981,crossref-00945,0
dblp-39687,crossref-13570,1
dblp-25747,crossref-43024,0
dblp-09509,crossref-31938,0
dblp-02239,crossref-38782,1
dblp-45298,crossref-59834,1
dblp-53900,crossref-10009,0
dblp-38350,crossref-60236,0
dblp-05235,crossref-26453,0
dblp-01974,crossref-32702,0
dblp-33469,crossref-51424,1
dblp-22421,crossref-16398,0
dblp-23145,crossref-34896,0
dblp-53970,crossref-33167,0
dblp-10097,crossref-50335,0
dblp-52763,crossref-07744,0
dblp-46679,crossref-19609,1
dblp-56377,crossref-42440,0
dblp-30789,crossref-12903,0
dblp-17460,crossref-41747,0
dblp-38864,crossref-48035,0
dblp-29469,crossref-52452,0
dblp-15219,crossref-51350,0
dblp-03141,crossref-01432,0
dblp-16953,crossref-15383,0
dblp-37401,crossref-04462,0
dblp-55462,crossref-26642,1
dblp-38907,crossref-43578,1
dblp-37554,crossref-33601,0
dblp-01741,crossref-02146,0
dblp-07839,crossref-57434,0
dblp-04294,crossref-15842,0
dblp-27164,crossref-36117,0
dblp-01474,crossref-47401,0
dblp-30912,crossref-38770,0
dblp-17503,crossref-47957,0
dblp-21185,crossref-11060,1
dblp-26798,crossref-25725,0
dblp-55110,crossref-54704,0
dblp-27402,crossref-34863,0
dblp-35158,crossref-34995,1
dblp-04720,crossref-51114,0
dblp-25266,crossref-60167,0
dblp-10025,crossref-52802,1
dblp-46221,crossref-13642,1
dblp-29955,crossref-00409,0
dblp-15394,crossref-00466,1
dblp-47150,crossref-28394,0
dblp-38111,crossref-01009,0
dblp-33786,crossref-44053,1
dblp-47161,crossref-47155,0
dblp-07842,crossref-20761,0
dblp-31343,crossref-56161,1
dblp-57700,crossref-54422,0
dblp-39736,crossref-06084,0
dblp-12717,crossref-14893,0
dblp-46408,crossref-35244,0
dblp-40245,crossref-31215,0
dblp-44048,crossref-41376,0
dblp-26010,crossref-23095,0
dblp-40316,crossref-22844,0
dblp-22954,crossref-46661,0
dblp-04622,crossref-18763,0
dblp-25943,crossref-50978,0
dblp-30126,crossref-29439,0
dblp-12645,crossref-52247,0
dblp-49682,crossref-60107,0
dblp-52587,crossref-07918,0
dblp-51585,crossref-44026,0
dblp-07258,crossref-19297,1
dblp-14401,crossref-51505,1
dblp-00032,crossref-28815,1
dblp-54633,crossref-04819,1
dblp-37806,crossref-32087,0
dblp-39241,crossref-39000,0
dblp-29308,crossref-59788,0
dblp-24292,crossref-20483,0
dblp-30108,crossref-24633,0
dblp-05199,crossref-00109,0
dblp-03305,crossref-27129,1
dblp-41055,crossref-14377,0
dblp-26796,crossref-15364,0
dblp-55977,crossref-09330,0
dblp-19117,crossref-22051,0
dblp-16418,crossref-15973,0
dblp-35071,crossref-56842,0
dblp-05816,crossref-11610,0
dblp-33564,crossref-47879,0
dblp-02619,crossref-20311,0
dblp-38948,crossref-23267,1
dblp-60410,crossref-12939,0
dblp-37903,crossref-20544,1
dblp-33803,crossref-18466,1
dblp-38296,crossref-49044,1
dblp-44182,crossref-18598,0
dblp-54966,crossref-31989,0
dblp-16666,crossref-58689,0
dblp-06807,crossref-43347,0
dblp-40281,crossref-22714,0
dblp-58580,crossref-34398,0
dblp-17539,crossref-60589,0
dblp-43506,crossref-52131,1
dblp-03353,crossref-09401,0
dblp-16734,crossref-53212,1
dblp-20520,crossref-23787,1
dblp-39923,crossref-21992,0
dblp-03315,crossref-13607,0
dblp-51863,crossref-03884,0
dblp-01144,crossref-30941,0
dblp-33739,crossref-05747,0
dblp-02143,crossref-40780,0
dblp-00455,crossref-50817,0
dblp-16880,crossref-16253,0
dblp-16013,crossref-24319,0
dblp-25830,crossref-35124,0
dblp-44598,crossref-24511,0
dblp-50976,crossref-27092,0
dblp-02954,crossref-05352,1
dblp-23876,crossref-16543,1
dblp-43495,crossref-04328,1
dblp-49255,crossref-58170,0
dblp-45990,crossref-16785,0
dblp-43489,crossref-33644,0
dblp-35308,crossref-34322,0
dblp-17028,crossref-57460,0
dblp-21925,crossref-00165,0
dblp-22410,crossref-43711,0
dblp-49966,crossref-10439,0
dblp-54802,crossref-09793,1
dblp-24868,crossref-12589,1
dblp-26830,crossref-42873,0
dblp-34930,crossref-42352,0
dblp-12301,crossref-41161,0
dblp-30455,crossref-12231,1
dblp-13053,crossref-58896,0
dblp-28181,crossref-23038,1
dblp-25746,crossref-37920,0
dblp-34598,crossref-11807,0
dblp-32028,crossref-44457,0
dblp-07001,crossref-01107,1
dblp-22157,crossref-31155,0
dblp-04707,crossref-30136,0
dblp-38101,crossref-36052,0
dblp-17972,crossref-10910,0
dblp-17041,crossref-25151,0
dblp-19993,crossref-32809,0
dblp-06307,crossref-18924,0
dblp-45729,crossref-54792,0
dblp-49248,crossref-44181,0
dblp-10971,crossref-37933,1
dblp-23469,crossref-46567,0
dblp-47906,crossref-19961,0
dblp-28839,crossref-30159,0
dblp-30371,crossref-16027,0
dblp-47243,crossref-14957,0
dblp-53043,crossref-05231,0
dblp-54616,crossref-21967,1
dblp-30046,crossref-51270,0
dblp-31006,crossref-04975,0
dblp-12049,crossref-29469,0
dblp-11000,crossref-22552,0
dblp-32748,crossref-14981,0
dblp-25844,crossref-13810,0
dblp-28945,crossref-24483,0
dblp-14115,crossref-58439,0
dblp-36601,crossref-29563,0
dblp-36488,crossref-54441,0
dblp-42164,crossref-56876,1
dblp-34798,crossref-01451,0
dblp-26529,crossref-30450,0
dblp-55118,crossref-09796,1
dblp-18314,crossref-19117,0
dblp-14115,crossref-38365,1
dblp-14905,crossref-43263,0
dblp-07997,crossref-37070,1
dblp-37364,crossref-43928,0
dblp-06331,crossref-34641,1
dblp-43716,crossref-43104,0
dblp-15874,crossref-55588,1
dblp-56334,crossref-21753,0
dblp-00062,crossref-28751,0
dblp-35058,crossref-45923,1
dblp-58446,crossref-07323,0
dblp-20787,crossref-46243,0
dblp-24870,crossref-18153,1
dblp-53141,crossref-27321,1
dblp-35552,crossref-30914,0
dblp-07584,crossref-03375,0
dblp-06864,crossref-03198,0
dblp-06746,crossref-02650,0
dblp-06494,crossref-51105,0
dblp-17424,crossref-36605,0
dblp-41299,crossref-34031,1
dblp-15335,crossref-09672,0
dblp-17252,crossref-22274,0
dblp-03647,crossref-18726,0
dblp-39157,crossref-16718,0
dblp-19286,crossref-18720,0
dblp-45422,crossref-24899,1
dblp-36152,crossref-14666,0
dblp-36667,crossref-02214,0
dblp-51950,crossref-43165,0
dblp-59699,crossref-19210,1
dblp-29249,crossref-55877,0
dblp-53759,crossref-16053,1
dblp-12954,crossref-50263,0
dblp-52502,crossref-42150,0
dblp-22138,crossref-11634,1
dblp-28422,crossref-08897,0
dblp-52165,crossref-44286,0
dblp-15280,crossref-44379,0
dblp-09376,crossref-43905,0
dblp-17491,crossref-39043,0
dblp-43533,crossref-48848,1
dblp-02546,crossref-43122,0
dblp-39171,crossref-38883,0
dblp-37263,crossref-56999,0
dblp-17121,crossref-30368,0
dblp-44964,crossref-30368,0
dblp-10542,crossref-33465,0
dblp-56768,crossref-50621,0
dblp-11558,crossref-50305,0
dblp-06267,crossref-09015,1
dblp-60518,crossref-48410,0
dblp-17011,crossref-11730,1
dblp-15897,crossref-27682,0
dblp-34845,crossref-43084,1
dblp-35308,crossref-20240,0
dblp-37934,crossref-23638,0
dblp-10155,crossref-51865,0
dblp-33509,crossref-07709,0
dblp-13556,crossref-32819,0
dblp-02579,crossref-26774,1
dblp-30647,crossref-50145,0
dblp-50151,crossref-56148,0
dblp-27881,crossref-50665,0
dblp-47765,crossref-45289,0
dblp-36458,crossref-05014,0
dblp-05332,crossref-31233,0
dblp-51421,crossref-06720,1
dblp-22105,crossref-10849,0
dblp-49539,crossref-54228,0
dblp-48501,crossref-19812,0
dblp-54056,crossref-06246,1
dblp-15208,crossref-41808,1
dblp-41276,crossref-16711,0
dblp-26919,crossref-16631,0
dblp-17741,crossref-22273,1
dblp-52416,crossref-34303,1
dblp-42931,crossref-11266,1
dblp-53944,crossref-00919,0
dblp-53821,crossref-35723,1
dblp-39658,crossref-35817,0
dblp-44703,crossref-05920,0
dblp-27698,crossref-26369,0
dblp-29955,crossref-23719,0
dblp-33501,crossref-27403,1
dblp-21486,crossref-60261,0
dblp-56482,crossref-05118,0
dblp-40333,crossref-11418,0
dblp-18805,crossref-11557,1
dblp-22393,crossref-00487,0
dblp-39066,crossref-43483,0
dblp-58653,crossref-54649,0
dblp-48541,crossref-23298,0
dblp-60294,crossref-46774,0
dblp-35669,crossref-58978,0
dblp-16276,crossref-51360,1
dblp-56954,crossref-12148,0
dblp-01282,crossref-09284,0
dblp-44689,crossref-26456,0
dblp-45074,crossref-56774,1
dblp-19205,crossref-30637,0
dblp-37478,crossref-34667,0
dblp-46536,crossref-18686,0
dblp-02950,crossref-27063,1
dblp-58232,crossref-54378,0
dblp-30550,crossref-24696,0
dblp-57937,crossref-18114,0
dblp-23159,crossref-02399,0
dblp-49304,crossref-50327,0
dblp-21796,crossref-36064,1
dblp-20189,crossref-15347,0
dblp-37919,crossref-02181,0
dblp-09454,crossref-54320,1
dblp-04679,crossref-02516,0
dblp-21410,crossref-56527,0
dblp-37108,crossref-10823,0
dblp-32666,crossref-19640,0
dblp-47910,crossref-27267,1
dblp-44713,crossref-15288,0
dblp-12868,crossref-46902,0
dblp-08891,crossref-57233,1
dblp-46803,crossref-24136,0
dblp-15662,crossref-53851,0
dblp-20966,crossref-25407,0
dblp-39600,crossref-56895,0
dblp-36061,crossref-15571,0
dblp-16517,crossref-45441,0
dblp-06677,crossref-35076,1
dblp-25503,crossref-44442,0
dblp-54361,crossref-48095,0
dblp-19851,crossref-26620,0
dblp-53886,crossref-18862,0
dblp-18372,crossref-03878,0
dblp-41336,crossref-25746,0
dblp-49883,crossref-39875,1
dblp-60255,crossref-31972,0
dblp-28012,crossref-03874,0
dblp-39117,crossref-02184,0
dblp-04404,crossref-34914,0
dblp-54982,crossref-30460,1
dblp-35410,crossref-10054,0
dblp-29919,crossref-27351,1
dblp-55462,crossref-51605,0
dblp-15046,crossref-42338,1
dblp-38632,crossref-31834,1
dblp-32588,crossref-16188,0
dblp-19713,crossref-41060,0
dblp-24457,crossref-26182,0
dblp-29603,crossref-44630,0
dblp-22850,crossref-30648,0
dblp-13592,crossref-03916,1
dblp-10406,crossref-49967,0
dblp-28019,crossref-11216,0
dblp-33011,crossref-45779,1
dblp-60550,crossref-32091,0
dblp-37416,crossref-22167,0
dblp-42935,crossref-60024,0
dblp-30059,crossref-19646,1
dblp-35869,crossref-09778,0
dblp-35907,crossref-43017,0
dblp-48417,crossref-02247,1
dblp-56987,crossref-11686,1
dblp-03096,crossref-05306,1
dblp-26919,crossref-14171,1
dblp-51933,crossref-45078,1
dblp-46747,crossref-38950,0
dblp-41121,crossref-44584,1
dblp-43528,crossref-01280,0
dblp-39049,crossref-14602,0
dblp-12332,crossref-00957,1
dblp-04508,crossref-37979,1
dblp-53507,crossref-18766,1
dblp-23622,crossref-14029,0
dblp-11054,crossref-43737,0
dblp-38340,crossref-30167,0
dblp-49797,crossref-57290,0
dblp-09423,crossref-20603,0
dblp-30695,crossref-28367,0
dblp-47597,crossref-17844,0
dblp-17120,crossref-06943,1
dblp-54064,crossref-48322,0
dblp-38667,crossref-14832,1
dblp-26407,crossref-56268,0
dblp-12195,crossref-01063,0
dblp-00640,crossref-37090,0
dblp-54662,crossref-11072,0
dblp-36012,crossref-27325,1
dblp-35905,crossref-36864,0
dblp-15897,crossref-04251,0
dblp-02450,crossref-39355,0
dblp-36447,crossref-16517,0
dblp-20804,crossref-00813,0
dblp-45262,crossref-32410,0
dblp-46215,crossref-55834,0
dblp-23339,crossref-31378,0
dblp-16831,crossref-32199,0
dblp-20509,crossref-09565,0
dblp-17689,crossref-41727,0
dblp-23687,crossref-02341,0
dblp-03903,crossref-43505,0
dblp-29624,crossref-24480,0
dblp-56140,crossref-25746,0
dblp-38594,crossref-48778,1
dblp-20475,crossref-30410,1
dblp-34218,crossref-24046,0
dblp-07712,crossref-08377,0
dblp-26873,crossref-16931,0
dblp-58796,crossref-57079,1
dblp-37949,crossref-30996,0
dblp-26878,crossref-10212,0
dblp-58272,crossref-01355,1
dblp-21611,crossref-52297,1
dblp-58767,crossref-44300,0
dblp-18139,crossref-07155,0
dblp-23206,crossref-06712,0
dblp-18266,crossref-40353,0
dblp-14926,crossref-36844,0
dblp-49701,crossref-57189,0
dblp-41738,crossref-49804,0
dblp-52105,crossref-15951,0
dblp-51060,crossref-47846,0
dblp-22782,crossref-27633,1
dblp-05510,crossref-20494,0
dblp-00547,crossref-49494,0
dblp-34394,crossref-51427,0
dblp-24499,crossref-20311,0
dblp-24608,crossref-33938,0
dblp-42342,crossref-44173,0
dblp-20024,crossref-05588,0
dblp-22039,crossref-46981,0
dblp-06230,crossref-45506,0
dblp-17415,crossref-33479,0
dblp-32397,crossref-07763,0
dblp-08410,crossref-02609,0
dblp-44167,crossref-33028,1
dblp-45864,crossref-43834,0
dblp-28171,crossref-18444,0
dblp-01516,crossref-11941,0
dblp-35869,crossref-54472,0
dblp-34026,crossref-31479,0
dblp-37209,crossref-51816,0
dblp-54592,crossref-01510,1
dblp-24106,crossref-38330,0
dblp-46211,crossref-24245,0
dblp-02667,crossref-27270,1
dblp-06165,crossref-37424,1
dblp-12267,crossref-20318,0
dblp-56105,crossref-58480,0
dblp-34026,crossref-25633,1
dblp-48187,crossref-30681,1
dblp-15517,crossref-44404,0
dblp-36840,crossref-35784,1
dblp-38840,crossref-10469,0
dblp-36156,crossref-16936,1
dblp-59209,crossref-55713,0
dblp-43727,crossref-18428,1
dblp-06728,crossref-48112,0
dblp-44636,crossref-34109,0
dblp-39798,crossref-47265,0
dblp-44186,crossref-40303,1
dblp-19888,crossref-49128,1
dblp-32908,crossref-26603,0
dblp-17020,crossref-20335,0
dblp-41854,crossref-45827,0
dblp-27531,crossref-04989,0
dblp-09536,crossref-55684,0
dblp-35795,crossref-14647,0
dblp-24715,crossref-57228,1
dblp-02935,crossref-05364,1
dblp-57999,crossref-45827,0
dblp-34204,crossref-38132,0
dblp-52357,crossref-42115,0
dblp-32718,crossref-14174,0
dblp-43352,crossref-33924,0
dblp-29642,crossref-54661,1
dblp-30521,crossref-25659,0
dblp-30754,crossref-25609,0
dblp-21632,crossref-58735,1
dblp-38566,crossref-01265,0
dblp-58362,crossref-41908,0
dblp-53802,crossref-20189,1
dblp-14321,crossref-34398,0
dblp-39975,crossref-25387,1
dblp-55551,crossref-29355,0
dblp-37590,crossref-46963,0
dblp-30631,crossref-17436,0
dblp-47161,crossref-37968,0
dblp-28839,crossref-49528,0
dblp-27481,crossref-30327,0
dblp-27616,crossref-19499,0
dblp-08830,crossref-34559,0
dblp-56295,crossref-38802,0
dblp-14275,crossref-43842,0
dblp-22651,crossref-42297,0
dblp-43155,crossref-04116,0
dblp-41058,crossref-52867,0
dblp-48836,crossref-35786,0
dblp-48388,crossref-21280,1
dblp-23425,crossref-38471,0
dblp-16240,crossref-43186,0
dblp-41847,crossref-56116,1
dblp-48678,crossref-17293,0
dblp-01000,crossref-47459,1
dblp-16583,crossref-51271,0
dblp-39662,crossref-24865,0
dblp-44658,crossref-50056,0
dblp-22786,crossref-50332,0
dblp-03964,crossref-14966,0
dblp-42924,crossref-37666,1
dblp-30729,crossref-54062,0
dblp-38587,crossref-27282,0
dblp-40127,crossref-24724,1
dblp-52589,crossref-35471,0
dblp-41007,crossref-45517,0
dblp-55305,crossref-49617,0
dblp-07510,crossref-24948,0
dblp-29452,crossref-22939,1
dblp-12187,crossref-11895,1
dblp-39013,crossref-32458,0
dblp-39438,crossref-05214,0
dblp-28999,crossref-01876,1
dblp-59659,crossref-01126,1
dblp-15860,crossref-17520,1
dblp-01927,crossref-11753,0
dblp-04483,crossref-24122,0
dblp-48074,crossref-47559,0
dblp-13504,crossref-43199,0
dblp-58728,crossref-14229,0
dblp-08845,crossref-48164,0
dblp-16056,crossref-41099,0
dblp-02342,crossref-27177,0
dblp-30557,crossref-23775,0
dblp-25036,crossref-18041,1
dblp-45944,crossref-39070,0
dblp-54524,crossref-36308,0
dblp-05985,crossref-36407,0
dblp-08580,crossref-11820,0
dblp-10480,crossref-08217,0
dblp-04037,crossref-12433,0
dblp-20147,crossref-09069,1
dblp-38701,crossref-20849,0
dblp-20966,crossref-27130,0
dblp-22295,crossref-39639,1
dblp-36481,crossref-41741,1
dblp-32878,crossref-55373,0
dblp-01365,crossref-31377,1
dblp-01867,crossref-51940,0
dblp-20484,crossref-37442,1
dblp-37724,crossref-25213,0
dblp-15817,crossref-41104,0
dblp-55503,crossref-37402,0
dblp-33643,crossref-11925,0
dblp-33993,crossref-58677,0
dblp-11321,crossref-04952,0
dblp-06653,crossref-29200,0
dblp-22865,crossref-47152,1
dblp-29897,crossref-39992,1
dblp-49274,crossref-12387,0
dblp-53697,crossref-24595,0
dblp-23837,crossref-03710,0
dblp-20696,crossref-12174,0
dblp-38375,crossref-52273,0
dblp-25170,crossref-50587,1
dblp-44861,crossref-42784,0
dblp-30439,crossref-47555,0
dblp-30136,crossref-24221,1
dblp-32718,crossref-51366,0
dblp-04388,crossref-33504,0
dblp-04140,crossref-20036,0
dblp-10441,crossref-06947,0
dblp-01287,crossref-36168,0
dblp-33509,crossref-36627,0
dblp-13371,crossref-08822,0
dblp-19495,crossref-41711,1
dblp-36956,crossref-36813,1
dblp-03768,crossref-44153,0
dblp-23338,crossref-35997,0
dblp-42805,crossref-12684,1
dblp-02371,crossref-31833,1
dblp-43699,crossref-11068,0
dblp-14656,crossref-40278,0
dblp-05876,crossref-41866,0
dblp-09841,crossref-32814,1
dblp-09520,crossref-32946,1
dblp-10964,crossref-31460,0
dblp-08857,crossref-08652,0
dblp-23058,crossref-19304,0
dblp-15868,crossref-54489,1
dblp-44607,crossref-31879,0
dblp-17613,crossref-07577,0
dblp-16341,crossref-04991,1
dblp-01946,crossref-11106,0
dblp-38344,crossref-45630,0
dblp-45271,crossref-39898,0
dblp-29021,crossref-08889,0
dblp-41110,crossref-54657,1
dblp-02746,crossref-47552,0
dblp-35511,crossref-51283,0
dblp-54947,crossref-01866,0
dblp-02797,crossref-27135,1
dblp-35760,crossref-11376,0
dblp-52351,crossref-16622,0
dblp-41828,crossref-44939,1
dblp-37379,crossref-28519,1
dblp-44208,crossref-07653,1
dblp-24380,crossref-49065,0
dblp-07428,crossref-41742,0
dblp-18960,crossref-20570,0
dblp-06709,crossref-36917,0
dblp-43520,crossref-16451,0
dblp-04337,crossref-55181,0
dblp-40783,crossref-30439,0
dblp-08092,crossref-49232,0
dblp-46679,crossref-28388,0
dblp-59344,crossref-16596,0
dblp-38212,crossref-12483,1
dblp-07822,crossref-52622,1
dblp-43028,crossref-45030,0
dblp-00874,crossref-10486,0
dblp-32953,crossref-11091,1
dblp-38661,crossref-23342,0
dblp-13326,crossref-42223,0
dblp-57358,crossref-44919,0
dblp-35234,crossref-33764,0
dblp-26906,crossref-02743,0
dblp-43105,crossref-06538,0
dblp-51933,crossref-41837,0
dblp-44872,crossref-06669,0
dblp-48591,crossref-27934,0
dblp-48452,crossref-14004,0
dblp-15288,crossref-51629,0
dblp-21124,crossref-01277,0
dblp-49991,crossref-15197,0
dblp-05756,crossref-29915,1
dblp-18894,crossref-23612,0
dblp-28532,crossref-34935,0
dblp-32146,crossref-51234,1
dblp-19803,crossref-15967,0
dblp-05955,crossref-16866,0
dblp-36231,crossref-20038,1
dblp-16460,crossref-41782,0
dblp-55306,crossref-43127,0
dblp-43781,crossref-50533,0
dblp-37786,crossref-35413,0
dblp-29338,crossref-55416,0
dblp-58065,crossref-33577,0
dblp-53340,crossref-25204,0
dblp-15712,crossref-09690,0
dblp-11665,crossref-10880,1
dblp-25233,crossref-25267,1
dblp-51783,crossref-36247,0
dblp-52709,crossref-51087,0
dblp-47804,crossref-47874,0
dblp-48955,crossref-17176,1
dblp-46454,crossref-34197,0
dblp-50275,crossref-52705,0
dblp-28271,crossref-51350,0
dblp-01533,crossref-38888,0
dblp-01399,crossref-53274,0
dblp-30709,crossref-02477,1
dblp-57230,crossref-58743,0
dblp-53114,crossref-48524,0
dblp-18892,crossref-14573,0
dblp-44426,crossref-36579,1
dblp-45219,crossref-21103,1
dblp-57604,crossref-35023,0
dblp-45047,crossref-42181,0
dblp-08741,crossref-30545,0
dblp-54596,crossref-18896,0
dblp-37473,crossref-52842,0
dblp-21150,crossref-25550,0
dblp-20235,crossref-54259,0
dblp-03355,crossref-35715,0
dblp-13381,crossref-24416,1
dblp-57572,crossref-42038,0
dblp-46469,crossref-58062,0
dblp-51616,crossref-13185,1
dblp-07776,crossref-52602,1
dblp-49798,crossref-12309,0
dblp-37463,crossref-09295,0
dblp-48589,crossref-25679,1
dblp-10884,crossref-50891,0
dblp-33009,crossref-10628,0
dblp-04871,crossref-20030,0
dblp-52215,crossref-06258,0
dblp-10130,crossref-06826,1
dblp-45844,crossref-02028,1
dblp-07183,crossref-35207,1
dblp-50841,crossref-02415,0
dblp-46726,crossref-10115,0
dblp-46658,crossref-41380,0
dblp-08034,crossref-32893,0
dblp-12233,crossref-22972,0
dblp-05460,crossref-48047,0
dblp-00052,crossref-09150,1
dblp-08197,crossref-42724,0
dblp-21948,crossref-37966,0
dblp-05292,crossref-45506,0
dblp-34045,crossref-31150,1
dblp-00656,crossref-36835,1
dblp-37209,crossref-48958,0
dblp-06252,crossref-58535,0
dblp-56263,crossref-17616,0
dblp-35417,crossref-33403,0
