_id,_fusion_sources,userScore,releaseYear,platform,developer,id,name,ESRB,series,criticScore,genres,globalSales,publisher
metacritic_7301,"['metacritic_7301', 'dbpedia_13598']",,2014-01-01 00:00:00,Xbox One,Access Games,metacritic_7301,D4: Dark Dreams Don't Die,M,,76.0,"Action,Adventure,General,3D,Point-and-Click,Modern,Third-Person,Modern",,
sales_1970,"['sales_1970', 'dbpedia_38805']",,2005-01-01 00:00:00,Nintendo GameCube,Xbox (console),sales_1970,Madagascar,E10+,Madagascar (franchise),70.0,Action-adventure game,0.0,
metacritic_16553,"['metacritic_16553', 'dbpedia_3306']",5.1,2002-01-01 00:00:00,Nintendo GameCube,Ubi Soft Montreal,metacritic_16553,Disney's Donald Duck: Goin' Quackers,E,,61.0,"Action,Platformer,3D",,
dbpedia_57865,"['dbpedia_57865', 'metacritic_19887']",7.5,2002-01-01 00:00:00,Windows PC,"Monte Cristo Multimedia,Monte Cristo",dbpedia_57865,Dino Island,E,,42.0,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",,
metacritic_281,"['metacritic_281', 'dbpedia_40975']",8.7,2000-01-01 00:00:00,iOS (iPhone),Funcom,metacritic_281,The Longest Journey,M,,91.0,Adventure game,,
dbpedia_43048,"['dbpedia_43048', 'metacritic_16639']",8.0,2005-01-01 00:00:00,Nintendo DS,Double Helix Games,dbpedia_43048,Star Wars: Episode III – Revenge of the Sith,T,,61.0,"Action Adventure,Sci-Fi",,
metacritic_18156,"['metacritic_18156', 'dbpedia_19169']",,2002-01-01 00:00:00,Xbox,Blitz Games,metacritic_18156,Zapper: One Wicked Cricket,E,,55.0,"Action,Platformer,3D",,
metacritic_11682,"['metacritic_11682', 'dbpedia_2945']",,2004-01-01 00:00:00,Nintendo Switch,Terminal Reality,metacritic_11682,BloodRayne 2,M,BloodRayne,70.0,"Action,Shooter,Third-Person,Fantasy",,
dbpedia_10770,"['dbpedia_10770', 'metacritic_11893']",5.8,2009-01-01 00:00:00,Nintendo DS,Ubisoft Montpellier,dbpedia_10770,Rabbids Go Home,E,Rabbids,70.0,"Action Adventure,Adventure,Puzzle,Action,General,General,Linear",,
sales_3206,"['sales_3206', 'dbpedia_21009', 'metacritic_13005']",,2002-01-01 00:00:00,Game Boy Advance,Digital Eclipse Software,sales_3206,Disney's Tarzan: Return to the Jungle,E,,68.0,"Action,Platformer,2D",0.0,Activision
dbpedia_21045,"['dbpedia_21045', 'metacritic_15773', 'sales_5816']",6.5,2004-01-01 00:00:00,Game Boy Advance,Black Rock Studio,dbpedia_21045,Hot Wheels: Stunt Track Challenge,E,Hot Wheels,63.0,Racing video game,0.0,THQ
dbpedia_17386,"['dbpedia_17386', 'metacritic_5164']",8.5,2008-01-01 00:00:00,Windows PC,Paradox Development Studio,dbpedia_17386,Europa Universalis: Rome - Vae Victis,E10+,,79.0,"Strategy,General,General",,
metacritic_7423,"['metacritic_7423', 'dbpedia_3351']",7.4,2004-01-01 00:00:00,Windows PC,Deep Red Games,metacritic_7423,Vegas Tycoon,T,,76.0,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",,
dbpedia_45460,"['dbpedia_45460', 'sales_254', 'metacritic_12204']",4.1,2014-01-01 00:00:00,PlayStation 4,"Ubisoft, Ubisoft Montreal",dbpedia_45460,Assassin's Creed: Unity,M,Assassin's Creed,71.0,"Action Adventure,Historic,Open-World",3.0,Ubisoft
dbpedia_31753,"['dbpedia_31753', 'metacritic_858']",8.4,2012-01-01 00:00:00,Xbox 360,CD Projekt Red Studio,dbpedia_31753,The Witcher 2: Assassins of Kings,M,Trine (video game),88.0,"Action RPG,Role-Playing,Action RPG",,
sales_1754,"['sales_1754', 'metacritic_18144', 'dbpedia_25384']",6.2,2006-01-01 00:00:00,PlayStation 3,Game Republic,sales_1754,Genji: Days of the Blade,T,,55.0,"Action Adventure,Fantasy,General,Fantasy",0.0,
dbpedia_35875,"['dbpedia_35875', 'metacritic_414']",7.8,2008-01-01 00:00:00,PlayStation 2,Atlus Co.,dbpedia_35875,Shin Megami Tensei: Persona 4,M,Persona (series),90.0,"Role-Playing,Console-style RPG",,
dbpedia_28285,"['dbpedia_28285', 'metacritic_16234']",6.2,2013-01-01 00:00:00,Xbox 360,Milestone S.r.l,dbpedia_28285,WRC 4: FIA World Rally Championship,,World Rally Championship (video game series),,Racing video game,,
metacritic_4613,"['metacritic_4613', 'dbpedia_8826']",4.2,2021-01-01 00:00:00,Xbox Series X,Blizzard Entertainment,metacritic_4613,Diablo II: Resurrected,M,Diablo (series),80.0,"Role-Playing,Action RPG",,
dbpedia_21834,"['dbpedia_21834', 'metacritic_10777', 'sales_3569']",8.399999999999999,2009-01-01 00:00:00,Wii,Ubisoft Montreal,dbpedia_21834,Shaun White Snowboarding: World Stage,E,,72.0,"Sports,Alternative,Individual,Snowboarding,Snowboarding,Ski / Snowboard",0.0,Ubisoft
dbpedia_16602,"['dbpedia_16602', 'k04__fab__sales__dbpedia_2757', 'metacritic_1998']",,2018-01-01 00:00:00,PlayStation 4,Spike Chunsoft,dbpedia_16602,428: Shibuya Scramble,T,,85.0,"Action Adventure,Adventure,General,Visual Novel",,
dbpedia_37251,"['dbpedia_37251', 'sales_7346']",,1994-01-01 00:00:00,Game Boy Advance,Disney Interactive,dbpedia_37251,Disney's Aladdin,E,,59.0,Action game,0.0,Capcom
k02_noncorner_games_00204__dbpedia,"['k02_noncorner_games_00204__dbpedia', 'k02_noncorner_games_00204__sales', 'k02_noncorner_games_00204__metacritic']",,2021-01-01 00:00:00,,Northstar Atelier,k02_noncorner_games_00204__dbpedia,Moonveil Harbor,,,,"Simulation,Story,Rhythm,Adventure",,
dbpedia_55607,"['dbpedia_55607', 'metacritic_8919']",6.8,2014-01-01 00:00:00,Xbox One,Harmonix Music Systems,dbpedia_55607,Dance Central Spotlight,T,Dance Central,74.0,"Action,Miscellaneous,Rhythm,Dancing",,
metacritic_13115,"['metacritic_13115', 'dbpedia_63595']",8.0,2006-01-01 00:00:00,PlayStation Portable (PSP),Rainbow Studios,metacritic_13115,MX vs. ATV Unleashed: On the Edge,E,,68.0,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",,
sales_1999,"['sales_1999', 'dbpedia_24108']",7.2,2008-01-01 00:00:00,PlayStation 3,Exient Entertainment,sales_1999,Tiger Woods PGA Tour 09,E,PGA Tour (video game series),82.0,Sports game,0.0,Electronic Arts
dbpedia_21231,"['dbpedia_21231', 'sales_7485']",5.4,2006-01-01 00:00:00,Nintendo DS,MileStone Inc.,dbpedia_21231,Tank Beat,E10+,,40.0,Strategy game,0.0,Midas Interactive Entertainment
dbpedia_43294,"['dbpedia_43294', 'metacritic_1536']",7.8,2012-01-01 00:00:00,Xbox 360,Harmonix Music Systems,dbpedia_43294,Dance Central 3,T,Dance Central,86.0,"Dancing,Action,Miscellaneous,Rhythm,Dancing",,
metacritic_8973,"['metacritic_8973', 'sales_4374', 'dbpedia_7064']",7.45,2011-01-01 00:00:00,Windows PC,"Relic,Relic Entertainment",metacritic_8973,"Warhammer 40,000: Space Marine",M,,74.0,"Action,Role-Playing,Action RPG,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",0.0,THQ
dbpedia_9978,"['dbpedia_9978', 'metacritic_15219']",6.5,2012-01-01 00:00:00,Windows PC,The Farm 51,dbpedia_9978,Painkiller: Hell & Damnation,M,,64.0,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",,
metacritic_4466,"['metacritic_4466', 'sales_7454', 'dbpedia_62939']",7.85,2005-01-01 00:00:00,Windows PC,Gas Powered Games,metacritic_4466,Dungeon Siege II,M,,80.0,"Role-Playing,Action RPG,Action RPG",0.0,Microsoft Game Studios
dbpedia_28417,"['dbpedia_28417', 'metacritic_8255', 'sales_2748']",6.95,2011-01-01 00:00:00,Xbox 360,Wargaming Chicago-Baltimore,dbpedia_28417,F.E.A.R. 3,M,,75.0,"Modern,Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",0.0,Warner Bros. Interactive Entertainment
dbpedia_25123,"['dbpedia_25123', 'metacritic_20339']",6.9,2006-01-01 00:00:00,Windows PC,Vicarious Visions,dbpedia_25123,American McGee Presents Bad Day LA,M,Madagascar (franchise),28.0,"Action Adventure,Modern,General,Modern",,
dbpedia_60301,"['dbpedia_60301', 'metacritic_19615']",5.4,2013-01-01 00:00:00,Windows PC,Cyanide (company),dbpedia_60301,Impire,,,45.0,"Strategy,General,General",,
metacritic_8860,"['metacritic_8860', 'dbpedia_6675']",7.9,2020-01-01 00:00:00,Nintendo Switch,Airship Syndicate Entertainment,metacritic_8860,Darksiders Genesis,T,,74.0,"Role-Playing,Action RPG",,
metacritic_3081,"['metacritic_3081', 'dbpedia_58998']",7.8,2017-01-01 00:00:00,Nintendo Switch,Zen Studios,metacritic_3081,Pinball FX 3,E10+,,82.0,"Action,Pinball",,
k02_noncorner_games_00504__metacritic,"['k02_noncorner_games_00504__metacritic', 'k02_noncorner_games_00504__sales', 'k02_noncorner_games_00504__dbpedia']",,2018-01-01 00:00:00,,Moonharbor Interactive,k02_noncorner_games_00504__metacritic,Orbit Quasar,,,,"Simulation,Strategy,Management",,
dbpedia_20576,"['dbpedia_20576', 'metacritic_16718']",7.8,2004-01-01 00:00:00,Nintendo DS,Coresoft,dbpedia_20576,World Championship Poker,E,,60.0,"Miscellaneous,Parlor,Gambling",,
dbpedia_60172,"['dbpedia_60172', 'metacritic_9250']",8.4,2010-01-01 00:00:00,Xbox 360,CyberConnect2,dbpedia_60172,Naruto Shippuden: Ultimate Ninja Storm 2,T,Naruto: Ultimate Ninja,74.0,"Action,Fighting,Fighting,3D,3D",,
metacritic_273,"['metacritic_273', 'sales_4322', 'dbpedia_849']",7.05,2002-01-01 00:00:00,Nintendo GameCube,EA Tiburon,metacritic_273,NCAA Football 2003,E,,91.0,"Sports,Traditional,Football,Sim",0.0,Electronic Arts
dbpedia_22429,"['dbpedia_22429', 'sales_1372', 'metacritic_8633']",7.7,2007-01-01 00:00:00,PlayStation 2,Rockstar Leeds,dbpedia_22429,Grand Theft Auto: Vice City Stories,M,Grand Theft Auto,75.0,"Action Adventure,Modern",0.0,Take-Two Interactive
metacritic_6708,"['metacritic_6708', 'dbpedia_38371']",7.4,2018-01-01 00:00:00,Windows PC,Inti Creates,metacritic_6708,Bloodstained: Curse of the Moon,,,77.0,"Action,Action Adventure,Platformer,Open-World,2D",,
metacritic_8056,"['metacritic_8056', 'dbpedia_23207']",,2018-01-01 00:00:00,Windows PC,Creative Assembly,metacritic_8056,A Total War Saga: Thrones of Britannia,,,75.0,"Strategy,Real-Time,General",,
metacritic_6024,"['metacritic_6024', 'dbpedia_14311']",7.7,2008-01-01 00:00:00,,Atari Games,metacritic_6024,"Blast Works: Build, Trade, Destroy",E,,78.0,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Horizontal",,
dbpedia_511,"['dbpedia_511', 'metacritic_44']",9.2,2020-01-01 00:00:00,Linux / SteamOS,Valve Corporation,dbpedia_511,Half-Life: Alyx,,Half-Life (series),93.0,"Action,Shooter,First-Person,Arcade",,
dbpedia_42524,"['dbpedia_42524', 'metacritic_4536']",6.6,2008-01-01 00:00:00,PlayStation Portable (PSP),Konami,dbpedia_42524,Pro Evolution Soccer 2008,E,Pro Evolution Soccer,80.0,"Sports,Traditional,Team,Soccer,Sim,Sim",,
metacritic_16345,"['metacritic_16345', 'dbpedia_21675']",6.4,2017-01-01 00:00:00,PlayStation 4,"IllFonic,Gun Interactive",metacritic_16345,Friday the 13th: The Game,M,,61.0,"Action Adventure,Survival",,
dbpedia_45879,"['dbpedia_45879', 'metacritic_10209']",8.1,2008-01-01 00:00:00,PlayStation 2,Incognito Entertainment,dbpedia_45879,Twisted Metal: Head-On - Extra Twisted Edition,T,Twisted Metal,73.0,"Driving,Car Combat",,
sales_4853,"['sales_4853', 'dbpedia_31398', 'metacritic_16584']",7.55,2000-01-01 00:00:00,PlayStation,Argonaut Games,sales_4853,Alien Resurrection,M,,61.0,"Action,Shooter,First-Person,Sci-Fi",0.0,Fox Interactive
dbpedia_2129,"['dbpedia_2129', 'sales_337', 'metacritic_9090']",5.25,2016-01-01 00:00:00,Windows PC,Capcom,dbpedia_2129,Street Fighter IV,T,Street Fighter,74.0,"Action,Fighting,2D",2.0,Capcom
dbpedia_24807,"['dbpedia_24807', 'metacritic_18643']",7.0,2006-01-01 00:00:00,Nintendo DS,"Climax Group,Climax Studios",dbpedia_24807,Nicktoons Unite!,E,,53.0,"Action,Adventure,General,General,General,Platformer,3D",,
metacritic_17387,"['metacritic_17387', 'dbpedia_55528']",6.5,2010-01-01 00:00:00,Wii,Team17,metacritic_17387,Worms: Battle Islands,E10+,,58.0,"Strategy,Turn-Based,Fantasy,Fantasy,Artillery",,
dbpedia_1762,"['dbpedia_1762', 'metacritic_15636']",5.9,2013-01-01 00:00:00,PlayStation 3,Frima Studio,dbpedia_1762,Zombie Tycoon 2: Brainhov's Revenge,T,Trine (video game),63.0,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",,
dbpedia_7821,"['dbpedia_7821', 'metacritic_13273']",5.4,2010-01-01 00:00:00,Windows PC,Carbonated Games,dbpedia_7821,Commander: Conquest of the Americas,T,Uno (card game),68.0,"Strategy,Real-Time,General,General,Command",,
dbpedia_42065,"['dbpedia_42065', 'metacritic_9458']",6.8,2021-01-01 00:00:00,Xbox One,Carbonated Games,dbpedia_42065,Sonic Colors: Ultimate,E,Uno (card game),74.0,"Action,Platformer,2D,3D",,
dbpedia_1123,"['dbpedia_1123', 'metacritic_1800']",7.2,2008-01-01 00:00:00,Windows PC,Telltale Games,dbpedia_1123,Sam & Max Episode 204: Chariots of the Dogs,T,Sam & Max,85.0,"Adventure,General,3D,Point-and-Click,Third-Person",,
dbpedia_7670,"['dbpedia_7670', 'metacritic_14521']",7.0,2014-01-01 00:00:00,PlayStation Vita,Q Entertainment,dbpedia_7670,Destiny of Spirits,T,,66.0,"Action,General,Strategy,Turn-Based,General,Fantasy",,
dbpedia_7363,"['dbpedia_7363', 'metacritic_2207']",7.1,2018-01-01 00:00:00,Windows PC,Creative Assembly,dbpedia_7363,Total War: WARHAMMER II - Rise of the Tomb Kings,,,84.0,"Strategy,Real-Time,Tactics",,
metacritic_4751,"['metacritic_4751', 'dbpedia_64878', 'sales_2053']",6.9,2014-01-01 00:00:00,Windows PC,Ubisoft Montreal,metacritic_4751,Far Cry 4,M,Far Cry,80.0,"Action,Shooter,First-Person,Modern,Arcade",0.0,Ubisoft
metacritic_298,"['metacritic_298', 'dbpedia_2284']",7.8,2009-01-01 00:00:00,Windows PC,Capcom,metacritic_298,Street Fighter IV,T,,91.0,"Action,Fighting,Fighting,3D,2D,3D",,
dbpedia_13508,"['dbpedia_13508', 'sales_7442', 'metacritic_13137']",6.25,2010-01-01 00:00:00,Windows PC,Capcom,dbpedia_13508,Lost Planet 2,T,Lost Planet,65.5,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",0.0,Capcom
metacritic_2108,"['metacritic_2108', 'dbpedia_54501']",8.2,2017-01-01 00:00:00,Xbox One,Arkane Studios,metacritic_2108,Prey,M,,84.0,"General,Action,Role-Playing,Shooter,Action RPG,First-Person,Arcade",,
metacritic_10013,"['metacritic_10013', 'dbpedia_54027']",7.5,2015-01-01 00:00:00,Wii U,Ubisoft Paris,metacritic_10013,Just Dance 2016,E10+,,73.0,"Action,Rhythm,Dancing",,
dbpedia_3146,"['dbpedia_3146', 'sales_828', 'metacritic_12966']",6.5,2008-01-01 00:00:00,PlayStation Portable (PSP),EA Tiburon,dbpedia_3146,Madden NFL 09,E,Madden NFL,67.5,"Sports,Traditional,Team,Football,Sim,Sim",1.0,Electronic Arts
sales_5882,"['sales_5882', 'metacritic_3394', 'dbpedia_4598']",8.3,2005-01-01 00:00:00,Xbox,Visual Concepts,sales_5882,College Hoops 2K6,E,,82.0,"Sports,Traditional,Basketball,Sim",0.0,Take-Two Interactive
dbpedia_20701,"['dbpedia_20701', 'sales_2423', 'metacritic_7906']",6.25,2007-01-01 00:00:00,PlayStation 3,Paradigm Entertainment,dbpedia_20701,Stuntman: Ignition,T,,76.0,"Driving,Racing,Mission-based,Arcade,Mission-based,Automobile",0.0,THQ
metacritic_8832,"['metacritic_8832', 'dbpedia_39736']",,2001-01-01 00:00:00,PlayStation 2,EA Sports,metacritic_8832,Triple Play Baseball,E,,74.0,"Sports,Traditional,Baseball,Sim",,
dbpedia_26241,"['dbpedia_26241', 'metacritic_2227']",7.9,2017-01-01 00:00:00,Xbox One,Arkane Studios,dbpedia_26241,Dishonored: Death of the Outsider,M,Dishonored (series),84.0,"Action Adventure,General",,
dbpedia_52657,"['dbpedia_52657', 'metacritic_18564']",7.7,2004-01-01 00:00:00,Xbox,KCEJ,dbpedia_52657,Yu-Gi-Oh! The Dawn of Destiny,E,,53.0,"Miscellaneous,Card Battle",,
dbpedia_26799,"['dbpedia_26799', 'metacritic_19247']",7.8,2001-01-01 00:00:00,PlayStation 2,Team17,dbpedia_26799,Stunt GP,E,,49.0,"Driving,Racing,Kart",,
metacritic_15447,"['metacritic_15447', 'dbpedia_13568']",,2000-01-01 00:00:00,PlayStation 2,Electronic Arts,metacritic_15447,X-Squad,T,,64.0,"Action,Shooter,Third-Person,Sci-Fi",,
dbpedia_61894,"['dbpedia_61894', 'metacritic_5530']",8.1,2014-01-01 00:00:00,Windows PC,MachineGames,dbpedia_61894,Wolfenstein: The New Order,M,,79.0,"General,Shooter,Historic,Action,Shooter,First-Person,Historic,Arcade",,
dbpedia_55158,"['dbpedia_55158', 'sales_4537', 'metacritic_18536']",6.449999999999999,2008-01-01 00:00:00,Xbox 360,EA Canada,dbpedia_55158,FaceBreaker,T,,54.0,"Sports,Traditional,Individual,Boxing,Boxing,Combat,Boxing / Martial Arts",0.0,Electronic Arts
metacritic_18034,"['metacritic_18034', 'dbpedia_7530']",7.8,2008-01-01 00:00:00,Wii,Gameloft,metacritic_18034,Summer Athletics: The Ultimate Challenge,E,,56.0,"Sports,Olympic Sports,Olympic Sports,Individual,Athletics",,
dbpedia_35417,"['dbpedia_35417', 'metacritic_15803']",7.5,2000-01-01 00:00:00,Windows PC,Genetic Anomalies,dbpedia_35417,Star Trek: ConQuest Online,E,,63.0,Digital collectible card game,,
dbpedia_38901,"['dbpedia_38901', 'metacritic_10560']",8.1,2013-01-01 00:00:00,Windows PC,NeocoreGames,dbpedia_38901,The Incredible Adventures of Van Helsing,T,,,"Role-Playing,Action RPG,Action RPG",,
metacritic_11881,"['metacritic_11881', 'dbpedia_43955']",7.2,2018-01-01 00:00:00,Xbox One,"TheMeatly Games,Joey Drew Studios",metacritic_11881,Bendy and the Ink Machine,T,,70.0,"Adventure,3D,First-Person",,
dbpedia_11309,"['dbpedia_11309', 'metacritic_19053']",7.0,2013-01-01 00:00:00,Nintendo 3DS,"Level 5,NATSUME ATARI Inc.",dbpedia_11309,Bugs vs. Tanks!,T,Guild (video game series),,"Action,Simulation,General,General,Vehicle,Combat",,
dbpedia_7921,"['dbpedia_7921', 'metacritic_1912']",7.3,2014-01-01 00:00:00,PlayStation 4,Lucid GaMes,dbpedia_7921,Geometry Wars 3: Dimensions,E,,85.0,"Action,Shooter,Static,Shoot-'Em-Up,Top-Down",,
metacritic_11185,"['metacritic_11185', 'dbpedia_60234']",7.8,2015-01-01 00:00:00,PlayStation 4,Red Thread Games,metacritic_11185,Dreamfall Chapters Book Two: Rebels,,,71.0,"Adventure,3D,Third-Person",,
metacritic_1517,"['metacritic_1517', 'dbpedia_3922']",6.7,2008-01-01 00:00:00,PlayStation 3,Grin (company),metacritic_1517,Bionic Commando: Rearmed,M,,86.0,"Action,Platformer,Platformer,2D,2D",,
metacritic_14682,"['metacritic_14682', 'dbpedia_49661', 'sales_7693']",8.5,2003-01-01 00:00:00,Windows PC,Lost Toys,metacritic_14682,Battle Engine Aquila,T,,70.5,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",0.0,Atari
metacritic_3916,"['metacritic_3916', 'dbpedia_45053']",7.9,2015-01-01 00:00:00,Windows PC,Telltale Games,metacritic_3916,Tales From The Borderlands: Episode 3 - Catch A Ride,M,,81.0,Graphic adventure game,,
dbpedia_18420,"['dbpedia_18420', 'sales_6872']",,2012-01-01 00:00:00,Xbox 360,Zoe Mode,dbpedia_18420,Zumba Fitness Core,E10+,,77.0,Exergaming,0.0,505 Games
metacritic_1804,"['metacritic_1804', 'dbpedia_46072']",7.5,2011-01-01 00:00:00,Windows PC,Mode 7 Games,metacritic_1804,Frozen Synapse,,,85.0,"Strategy,Turn-Based,General,Modern,Tactics",,
sales_5473,"['sales_5473', 'dbpedia_30873', 'metacritic_15082']",7.7,2011-01-01 00:00:00,Wii,High Voltage Software,sales_5473,Conduit 2,T,,64.0,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",0.0,Sega
metacritic_14476,"['metacritic_14476', 'dbpedia_13604']",7.0,2005-01-01 00:00:00,PlayStation 2,SystemSoft Alpha,metacritic_14476,Magna Carta: Tears of Blood,T,,66.0,"Role-Playing,Console-style RPG",,
metacritic_17706,"['metacritic_17706', 'dbpedia_56200', 'sales_2981']",6.7,2006-01-01 00:00:00,Nintendo GameCube,"Pipeworks Software, Inc.",metacritic_17706,Rampage: Total Destruction,E10+,Rampage (franchise),57.0,"Action,General",0.0,Midway Games
k04__fab__sales__dbpedia_18125,"['k04__fab__sales__dbpedia_18125', 'dbpedia_34960']",,2017-01-01 00:00:00,macOS,NeocoreGames,k04__fab__sales__dbpedia_18125,Deathtrap,,,,Action role-playing game,,
dbpedia_57934,"['dbpedia_57934', 'metacritic_19467']",,2008-01-01 00:00:00,Nintendo DS,Genki (company),dbpedia_57934,What's Cooking with Jamie Oliver,E,,47.0,"Simulation,General,General,Virtual,Career",,
metacritic_18956,"['metacritic_18956', 'dbpedia_19686']",5.7,2016-01-01 00:00:00,PlayStation 4,Oasis Games,metacritic_18956,Toukiden 2,E,,51.0,"Action Adventure,Puzzle,Action,General",,
dbpedia_45563,"['dbpedia_45563', 'metacritic_12656']",6.5,2012-01-01 00:00:00,Windows PC,Electronic Arts,dbpedia_45563,FIFA Soccer 13,E,FIFA (video game series),69.0,"Sim,Sports,Traditional,Team,Soccer,Sim",,
metacritic_14242,"['metacritic_14242', 'dbpedia_23662', 'sales_951']",7.15,2007-01-01 00:00:00,Windows PC,Capcom,metacritic_14242,Lost Planet: Extreme Condition,T,,72.5,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",1.0,Capcom
k04__fab__sales__dbpedia_11783,"['k04__fab__sales__dbpedia_11783', 'dbpedia_59153']",,,Android,Canada EA,k04__fab__sales__dbpedia_11783,FIFA Mobile,,FIFA (video game series),,Sports game,,
metacritic_16290,"['metacritic_16290', 'sales_154', 'dbpedia_57037']",7.7,2000-01-01 00:00:00,Game Boy Advance,Reflections Interactive,metacritic_16290,Driver 2,T,,62.0,"Driving,Mission-based",4.0,Atari
dbpedia_33979,"['dbpedia_33979', 'metacritic_18298']",5.4,2007-01-01 00:00:00,Windows PC,Traveller's Tales,dbpedia_33979,Transformers: The Game,T,,55.0,"Action Adventure,Sci-Fi,Sci-Fi,General",,
dbpedia_61261,"['dbpedia_61261', 'metacritic_10992']",,2010-01-01 00:00:00,Wii,THQ,dbpedia_61261,UDraw Studio,E,,,"Miscellaneous,General,General",,
dbpedia_11446,"['dbpedia_11446', 'k04__fab__sales__dbpedia_17515']",,2008-01-01 00:00:00,,Digital Sumo,dbpedia_11446,FIFA 09,,FIFA (video game series),,Sports game,,
dbpedia_6029,"['dbpedia_6029', 'metacritic_2087']",5.6,2012-01-01 00:00:00,PlayStation 3,Capcom,dbpedia_6029,Street Fighter X Tekken,T,,84.0,"Action,Fighting,Fighting,3D,2D,3D",,
sales_2254,"['sales_2254', 'dbpedia_36672', 'metacritic_14487']",5.55,2011-01-01 00:00:00,Xbox 360,"Eurocom Entertainment Software,Eurocom",sales_2254,Disney Universe,E10+,,66.0,"Action Adventure,Adventure,General,Fantasy,General,Fantasy",0.0,Disney Interactive Studios
dbpedia_6266,"['dbpedia_6266', 'metacritic_18054']",6.4,2017-01-01 00:00:00,Windows PC,Psygnosis,dbpedia_6266,Perception,M,,56.0,"Adventure,3D,First-Person",,
metacritic_17808,"['metacritic_17808', 'dbpedia_56303', 'sales_2140']",6.15,2013-01-01 00:00:00,PlayStation 3,Techland,metacritic_17808,Dead Island: Riptide,M,,59.5,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",0.0,Deep Silver
metacritic_18288,"['metacritic_18288', 'dbpedia_49759']",5.9,2012-01-01 00:00:00,Windows PC,JoWooD Entertainment AG,metacritic_18288,SpellForce 2: Faith in Destiny,T,,55.0,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",,
metacritic_9809,"['metacritic_9809', 'dbpedia_29219']",7.3,2015-01-01 00:00:00,Xbox One,Capcom,metacritic_9809,Resident Evil: Revelations 2 - Episode 3: Judgment,M,Resident Evil,73.0,"Action Adventure,Survival",,
metacritic_16185,"['metacritic_16185', 'dbpedia_3212']",6.3,2007-01-01 00:00:00,Wii,Transmission Games,metacritic_16185,Heatseeker,T,,62.0,"Simulation,Flight,Modern Jet,Modern Jet,Combat",,
dbpedia_51010,"['dbpedia_51010', 'sales_612']",6.7,2016-01-01 00:00:00,PlayStation 4,Visual Concepts,dbpedia_51010,NBA 2K17,E,,88.0,Sports game,1.0,Take-Two Interactive
k04__fab__sales__dbpedia_34583,"['k04__fab__sales__dbpedia_34583', 'dbpedia_22135']",,2014-01-01 00:00:00,Android,Canada EA,k04__fab__sales__dbpedia_34583,EA Sports UFC,,,,Fighting game,,
dbpedia_45476,"['dbpedia_45476', 'metacritic_19364']",7.7,2011-01-01 00:00:00,Xbox 360,Konami,dbpedia_45476,Otomedius Excellent,,Otomedius,48.0,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical,Horizontal",,
dbpedia_23168,"['dbpedia_23168', 'metacritic_13343']",7.2,2014-01-01 00:00:00,Xbox 360,Lionhead Studios,dbpedia_23168,Fable Anniversary,M,,68.0,"Action RPG,Role-Playing,Action RPG",,
dbpedia_57763,"['dbpedia_57763', 'metacritic_14657']",,2014-01-01 00:00:00,Xbox One,Team17,dbpedia_57763,Flockers,T,,65.0,Strategy video game,,
sales_6677,"['sales_6677', 'metacritic_18649', 'dbpedia_22868']",6.4,2012-01-01 00:00:00,Xbox 360,Saber Interactive,sales_6677,Inversion,M,,53.0,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",0.0,Namco Bandai Games
sales_6017,"['sales_6017', 'metacritic_20290', 'dbpedia_31939']",,2007-01-01 00:00:00,Nintendo DS,Atomic Planet Entertainment,sales_6017,Jenga World Tour,E,,32.0,"Miscellaneous,Puzzle,Party,General",0.0,
dbpedia_62892,"['dbpedia_62892', 'metacritic_2051']",8.7,2005-01-01 00:00:00,PlayStation 2,Pandemic Studios,dbpedia_62892,MechWarrior 2: Mercenaries,T,,84.0,"Action Adventure,Modern",,
dbpedia_12105,"['dbpedia_12105', 'metacritic_16386']",5.7,2007-01-01 00:00:00,Windows PC,Cyanide (company),dbpedia_12105,Loki,M,,61.0,"Role-Playing,Action RPG,Action RPG",,
metacritic_16725,"['metacritic_16725', 'dbpedia_61346']",6.0,2006-01-01 00:00:00,PlayStation Portable (PSP),MumboJumbo,metacritic_16725,Luxor: The Wrath of Set,E,Luxor (video game),60.0,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",,
