id,name,artist,release-date,release-country,duration,label,genre,tracks
lastFM_2076,Born to die,Blind Passengers,,,666.0,,,"['Born to die', 'Headache... (new prosperity)', 'Born To Die (Gen-Mix)', 'Yes Sir (Hospital-Mix)', 'Sarajevo']"
lastFM_2083,Enchanting Nature,Christopher Franke,,,,,,[]
lastFM_2089,past for  future,Neuron,,,,,,[]
lastFM_2097,Distance,CODY,,,1782.0,,,
lastFM_2114,*popular* Electronic Music Studio,T. Universe,,,2350.0,,,"['Hard And Fast', 'Bitcrush', 'Hofty', 'Hold On', 'Palace', 'Stalker', 'Tu Baby', 'Swing Ting', 'Bleepsqweek', 'Long Plain', 'beatwork']"
lastFM_2116,One by,Kera,,,3942.0,,,"['Cellar Of Knowledge', 'One By One', 'Next Shiver', 'Underhanground', 'Marabounta', 'U45, Part I', 'U45, Part II', 'If Only', 'Heavy Prices', 'Wick']"
lastFM_2124,Narcotic  EP,H. Flinsch,,,,,,[]
lastFM_2126,Propa Classics  One,DJ Rap,,,,,,[]
lastFM_2137,Butterfly,Haus Arafna,,,2475.0,,,"['Son of Cain', 'I Kill to Survive', 'Invisible', 'FÃƒÂ¼r Immer', 'Schockraum', 'Must We Burn', 'Satanas and Friends', 'Scars', 'Hingabe', 'Part of Fortune', 'Agitation', 'Mirror Me', 'Gravity to the End']"
lastFM_2145,Sunrise,Sunrise,,,,,,[]
lastFM_2151,Behaviour (The Underworld Mixes),BjÃƒÂ¶rk,,,,,,[]
lastFM_2152,Ebats Spirituels,Vox Populi!,,,,,,[]
lastFM_2157,Soundz of the Future,Muffler,,,1474.0,,,"['only you can make me feel', 'Pull Tricks', 'Emotive', 'Transform', 'Heaven', 'Nutcracker', 'Bleak', 'Sound Of the Future', 'Ghetto Jungle Dub', 'White Lines', 'Black Lines', 'Smasher']"
lastFM_2161,Happiness Can't Buy Money,T. Tom Club,,,,,,[]
lastFM_2178,Resurrection For Nothing,Alex K. Katz,,,,,,[]
lastFM_2186,Without You I'm Nothing,Placebo,,,335.0,,,"['Pure Morning', 'Brick Shithouse', ""You Don't Care About Us"", 'Ask for Answers', ""Without You I'm Nothing"", 'Allergic (to Thoughts of Mother Earth)', 'The Crawl', 'Every You Every Me', 'My Sweet Prince', ""Summer's Gone"", 'Scared of Girls', 'Burger Queen/Evil Dildo']"
lastFM_2194,Album: Inside Outside,The Cover Girls,,,,,,[]
lastFM_2200,Daydream EP,Marco Bailey,,,1100.0,,,"['Day Dream', 'Magic Phone Call (Dirty Bitch Mix)', 'Magic Phone Call (The clean Mix)', 'Planet Goa (remix)']"
lastFM_2207,The Electronic  To Depeche Mode,Various,,,,,,[]
lastFM_2208,Reactivated Expansion /  Fantasies,Peter Falk,,,434.0,,,"['Reactivated Expansion', 'Fractal Fantasies']"
lastFM_2209,The Time Traveller,C. Future Collective,,,572.0,,,"['past', 'Future', 'The Time Machine']"
lastFM_2210,Don't stop the music,T. Word,,,,,,[]
lastFM_2215,Looking  Trouble EP,Natural Rhythm,,,,,,
lastFM_2217,Liberation,CLSM,,,,,,[]
lastFM_2220,Spirit Remixes,Acetate,,,,,,[]
lastFM_2228,Feel The Music,D. Spencer,,,,,,[]
lastFM_2235,Nocturne,T99,,,,,,[]
lastFM_2243,Lush Life Electronica,The Bionaut,,,1088.0,,,"['4 Letter Words in Mixed Company', 'Lubricate Your Living Room', 'Lush Life Electronica', 'Ingenieur Mars', 'Second Hand Furniture', 'The Receipe', 'Vitagraph', 'I Sing the Body Electric', 'Student Bashing at the Seaside', 'The Juice Reminder', 'Noami H. Et Le Monde Irreel', 'Memphis Scifi', 'Electric Campfire (In a Neo-Ackermann Style)']"
lastFM_2250,The Singles Collection 1993-1998,Underground Sound O. Lisbon,,,,,,
lastFM_2254,Bring It On Down,D-Rail,,,,,,[]
lastFM_2256,Album: Never Give Up On A Good Thing,George Benson,,,,,,[]
lastFM_2257,Album: Eight Electronic Pieces,Tod Dockstader,,,540.0,,,"['Piece #1', 'Piece #2', 'Piece #3', 'Piece #4', 'Piece #5', 'Piece #6', 'Piece #7', 'Piece #8']"
lastFM_2258,Mama,Radars,,,588.0,,,"['Mama Said (Hedonix Vocal Mix)', 'Mama Said (Hedonix Prog Mix)']"
lastFM_2271,Golden Techno Classics,Unit Moebius,,,1152.0,,,"['B.C.', 'Uniform', 'LD 100', 'Fish Sticks', 'Swamp Thing', 'Nylon', '200']"
lastFM_2283,The Quest Of Psyborg / Psyborg Spiritual Spice,Creative Alienation,,,0.0,,,[]
lastFM_2284,Psychic Orient / Sin Gravity,S. Distortion,,,84.0,,,"['Psychic Orient', 'Sin Gravity']"
lastFM_2306,Repeater,Kinetico,,,,,,[]
lastFM_2315,Everything  Broken,The Second Sight,,,1435.0,,,"['Intro', 'Everything is Broken', 'Run', 'My Love', 'Cold', 'Answer', 'Calming (Instrumental)', 'In Jail', 'Never believe', 'The Seducer', 'Think about change']"
lastFM_2318,Broken Bodum,Tinkertoy,,,220.0,,,"['Broken Bodum', 'The Sandy Shores of Burma']"
lastFM_2319,Don't Stop The Music (The Joey Negro Remixes),Lionel Richie,,,,,,[]
lastFM_2323,Traveller,E. Company,,,,,,[]
lastFM_2329,Love On The Dancefloor,Cerrone,,,,,,[]
lastFM_2333,Taste The Music,Kleeer,,,585.0,,,"['Taste The Music', ""I've Had Enough (Can't Take Anymore)"", 'De Ting Continues', 'Wall To Wall', 'I Shall Get Over', 'Fella', 'Swann', 'Affirmative Mood']"
lastFM_2335,3rd EP - The Trilogy Ends,Psychogenetic Soundforce,,,,,,[]
lastFM_2344,Roots of the future,Fabrice Lig,,,295.0,,,"['Opening', 'Thru Your Soul (feat. Cleo)', 'Nocturnal melody', 'Galapagos', 'Pure sound', 'Doux Reves', 'From start to end', 'Swing swords', 'The trarchy', 'Escape from nowhere']"
lastFM_2358,The BallaÃƒÂ° Of The Broken Birdie Records,mÃƒÂºm,,,780.0,,,"['The Ballad Of The Broken Birdie Records (Original Mix)', 'The Ballad of the Broken Birdie Records (Ruxpin remix I)', 'The Ballad of the Broken Birdie Records (Ruxpin remix II)']"
lastFM_2363,Trouble At Mill EP,Pendle Coven,,,,,,[]
lastFM_2368,Theriomorphic Spirits,TeHÃƒâ€M,,,,,,[]
lastFM_2380,Way Of The Future / Deep Sensation,Eternal Bass,,,,,,[]
lastFM_2390,Give Up the Funk (Tear the Roof off the Sucker),Parliament,,,,,,[]
lastFM_2395,Empire,Sonic Empire,,,,,,[]
lastFM_2411,hidden  of magnetic field,Different State,,,,,,[]
lastFM_2412,Pom Pom,B. System,,,1204.0,,,"['Pom Pom (POM POM MIX)', 'Pom Pom (POM POM POMPERO MIX)', 'Pom Pom (TA TA MIX)', 'Pom Pom (REVERCE MIX)', 'Pom Pom (HE HO MIX)']"
lastFM_2423,Get Ready  This (The Remixes),2. Unlimited,,,,,,[]
lastFM_2425,Epitaph  Shattered Dreams,Profane G.,,,352.0,,,"['Forever Sleep', 'The Silentborn of Death', 'Veiled in the Mists of Obscurity', 'Falling Petals of Black Roses', 'By Darkness Embraced', 'Epitaph of Shattered Dreams', 'The Sorrowful Scent of Funeral Flowers']"
lastFM_2427,Can't Let Go,M-Gee,,,,,,[]
lastFM_2433,Rising Ep,,,,448.0,,,"['Womb', 'Rising']"
lastFM_2442,The Troubleshooters,Funkdoobiest,,,416.0,,,"['Doobie Show', 'Papi Chulo', 'Crazy Puerto Rican', 'The Anthem', 'Alley', 'Oye Papi!', 'Act on It', 'First Million', 'Natural Fun', ""Life's a Gamble"", 'Tribal Flutes', 'Five Deadly Indians', 'The Troubleshooters', ""Holdin' It Down"", ""I'm Feelin It"", ""Stretchin'"", 'Papi Chulo (Spanish)']"
lastFM_2447,[explicit] Move It To The Music,gonzalez,,,,,,[]
lastFM_2459,Absence,I. Absentia,,,752.0,,,"['BPM4', 'Comprehension', 'From Your DevilÃ¢â‚¬Â¦', 'Innocence', 'Passing The Future', 'Dig Those Teeth', 'The Messenger', 'Dissolve', 'BPM3', 'Prisoned', 'Absence', 'Clubprehension']"
lastFM_2468,Innuendo,Interlace,,,1305.0,,,"['Soul of a New Machine', 'Ascent', 'Anodyne', 'Stone Mirror', 'Relapse', 'Missing Link', 'Equus', 'Tetragrammaton']"
lastFM_2479,Electronic Ethnology,NetSlov,,,1426.0,,,"['The Undo World', 'Acid Age (edit)', 'The 5th Element', 'Sufism', 'Move_On', 'Venice (2004 mix)', 'Frankie', 'Dream Hunters', 'Ozero', 'Taiminz', 'Lesotho Nights', 'KGB Flower', 'The Worm']"
lastFM_2484,Elephant Paw (Get Down To The,Pan Position,,,280.0,,,"['Elephant Paw (Get Down To The Funk) (Edit)', 'Elephant Paw (Get Down To The Funk) (Xen Mantra Dub)', 'Elephant Paw (Get Down To The Funk) (Trance Remix)', 'Elephant Paw (Get Down To The Funk) (Xen Mantra Remix)', 'Elephant Paw (Get Down To The Funk) (Club Remix)', 'elephant paw (get down to the funk) (paw remix)']"
lastFM_2491,"Mixed Live: Giant, Los Angeles",T. Paul,,,3024.0,,,"['Like This Like That', 'Sputnik One', 'Plasmids', 'The Virus', '(Always) A Permanent State', 'Bid Red Woosh', 'Funky Heroes', 'Sunset on Ibiza', 'Into the Dawn', 'Precious Heart', 'The Legacy', 'Please Save Me', ""God's Love"", 'Bumper', 'Discogogofiesta', 'Soul Heaven']"
lastFM_2494,Mind  Manners,James T. Cotton,,,468.0,,,"['Mind Your Manners (Food Be Clean mix)', 'Mind Your Manners (Public Safety Mix)', 'Take Care of The Incompleted and The Sick']"
lastFM_2495,Echoes in the Emptiness,Exuviae,,,0.0,,,"['otherplace', 'lightness', 'right as rain']"
lastFM_2497,Obscura,Ã. [Phase],,,,,,[]
lastFM_2505,Volume 1,Kyoto Jazz Massive,,,,,,[]
lastFM_2506,Outside Versus In,R. Santos,,,,,,[]
lastFM_2518,[explicit] Religious Experience,Space Tribe,,,2108.0,,,"['You Wanna Get High Emi 2000', ""Dance Like Nobody's Watching"", 'It Might Lead Anywhere', 'You Create Your Own Reality', 'Gods Chosen People', 'Dimension Shift', 'Accelerate & Intensify', 'Change Your Whole Life']"
lastFM_2522,Club Classics 15,Off,,,,,,[]
lastFM_2526,Hypnotized,Clubland,,,,,,[]
lastFM_2540,Funkentelechy Vs. The Placebo Syndrome,Parliament,,,440.0,,,"['Bop Gun (Endangered Species)', 'Sir Nose D Voidoffunk', 'Wizard Of Finance', 'Funkentelechy', 'Placebo Syndrome', 'Flash Light']"
lastFM_2555,Brazil  Electronic Experience,M4J,,,510.0,,,"['Intro 16A', 'Stage Piano', 'Capoeira', 'Pedro Bahiano', 'Camisa Verde', 'D Smoke', '16B Swing', 'She', 'Ãƒâ€° Isso AÃƒÂ\xad']"
lastFM_2562,My Way  Remixes Collection,Com.a,,,648.0,,,"['Winner Of The Zoo', 'Molest In The Schoolbus (Bustle.Mix)', 'Octelcogopod (Distorted Elevator.Mix)', 'Pedophilia Robot', 'Intelligent Deceitful Man', 'Angels Are There (Peeping.remix)', 'Triangle Acid and Lipstick Stain Concerto for Computers Opus 125 D Miner (While My Cock Gently Sweeps.mix)', 'All My Loving To', 'Molest In The Schoolbus', 'O_Superman (To My Friend.Mix)', 'Triplet Poets (Death Absinthe.Mix)', 'Air Scratch Battle (Kid606 Ass_scratch_fever.remix)']"
lastFM_2567,New Millennium,Topazz,,,,,,[]
lastFM_2573,Album: The Music's Got Me,Bass Bumpers,,,1395.0,,,"[""The Music's Got Me (RZ's Rammel Mix)"", ""The Music's Got Me (Charismatic Mix)"", ""The Music's Got Me (Factory Dub)"", ""The Music's Got Me (Dread Mix)"", ""The Music's Got Me (Radio Version 1)"", ""The Music's Got Me (Radio Version 2)""]"
lastFM_2574,The Mystery Of The Yeti / Mystical Experiences,Mystery of The Yeti,,,,,,[]
lastFM_2576,Psychic Friends EP,J. Youngman,,,,,,"['Psychic Friends', 'Represent the City', ""Droppin' Bombs""]"
lastFM_2584,Let the Drums Speak,Mighty D. Katz,,,108.0,,,"['Let the Drums Speak', 'Williams the First']"
lastFM_2589,Electronic Satisfaction,Laidback Luke,,,288.0,,,"['E.S.', 'Give Me a Reason', 'Let Me Live', 'Popmusic', 'Spacefunk', ""Cats 'n Jammer Kidz"", 'Rocking With the Best', 'Mongo Magic', 'Secured', 'Side Stepper', 'Silence', 'Generation']"
lastFM_2595,Le Contrat,G. Gobeil,,,,,,[]
lastFM_2600,Hardcore U Know / The Judgement,Marc Smith vs. Scott Brown,,,,,,[]
lastFM_2635,Don't You Feel It On The Dancefloor,Euphrasia,,,,,,
lastFM_2639,Smells Like Teen Spirit 2003,Nirvana,,,42.0,,,['smells like teen spirit 2003']
lastFM_2646,leisure world,James Din A.,,,,,,"['rÃƒÂ¶mer sulky', 'Ehehygiene', 'drehwurmlocher', 'nylonpeiler']"
lastFM_2657,Don't Be Alone / Blackout,JDS,,,,,,[]
lastFM_2659,The Diary of Alicia Keys,Alicia K.,,,4214.0,,,"[""Harlem's Nocturne"", 'Karma', 'Heartburn', 'If I Was Your Woman / Walk On By', 'If I Was Your Woman', ""You Don't Know My Name"", ""If I Ain't Got You"", 'Diary (feat. Tony! Toni! Tone!)', 'Diary', 'Diary', 'Diary', 'Dragon Days', 'Wake Up', 'So Simple', 'When You Really Love Someone', 'Feeling U, Feeling Me (Interlude)', 'Feeling You, Feeling Me (Inter', 'Feeling U, Feeling Me', 'Slow Down', 'Samsonite Man', 'Nobody Not Really (Interlude)', 'Nobody Not Really', 'Streets of New York', ""If I Ain't Got You - Spanish Version""]"
lastFM_2665,That Compact Disc By Oceanic,Oceanic,,,,,,[]
lastFM_2667,of Mutations,V. Unis,,,1222.0,,,"['Aleph', 'A Link to Forever', ""Metatron's Cube"", 'Crossing the Photon Sphere', 'The Ascension Process', 'Magnetic Anamoly', 'Where Does Memory Go?', 'All Eyes on the Timestar']"
lastFM_2679,Spiritualism / Trans Bohemia,Breakage,,,168.0,,,"['Spiritualism', 'Trans bohemia']"
lastFM_2690,Beyond,Arbre N.,,,3642.0,,,[]
lastFM_2692,The Lost Tapes,Page,,,1920.0,,,"['Jag kommer in', 'Du ÃƒÂ¤r min vÃƒÂ¥r', 'Flera hundra mil', 'Det syns ingen snÃƒÂ¶', 'Rosa moln & vita segel', 'Vill ni fÃƒÂ¶lja oss', 'Liv', 'Dansande man', 'FÃƒÂ¶rsÃƒÂ¶k att glÃƒÂ¶mma vÃƒÂ¤rlden', 'Bara igÃƒÂ¥r', '333', 'Scotland Yard']"
lastFM_2693,Bang,Brownmark,,,,,,[]
lastFM_2696,Of Liberation,Condition O.,,,1024.0,,,"['Alive', 'Feignedly', 'Lost', 'Mirror', 'Crying Angel', 'Black Skin', 'Invisible Face', 'Last Station (Movement)', 'Mirror (Live)']"
lastFM_2704,Nightmare,Takaaki I.,,,578.0,,,"['Only Human', 'Tune in Turn on', 'Hollow Cost', 'suspicious']"
lastFM_2706,Aquamarine / Deep Purple,Parallax,,,360.0,,,"['Aquamarine', 'Deep Purple']"
lastFM_2711,The Lost Souls,DynArec,,,0.0,,,"['The Lost Souls', 'Lamatry', 'Seed the Mark', 'Tess Till 340', '[untitled]']"
lastFM_2719,Me Against the Music (Remixes),Britney Spears,,,1110.0,,,"['Me Against The Music (The Trak Starz Remix)', 'Me Against the Music (The Mad Brit Mixshow)', 'Me Against The Music (Gabriel & Dresden Club Mix)', ""Me Against The Music (Rishi Rish's Punjabi Club Mix)"", ""Me Against the Music (feat. Madonna) (Bloodshy & Avant 'Dubbie Style' remix)"", ""Me Against The Music (Peter Rauhofer's Electrohouse Dub)"", 'Me Against The Music (Passengerz Vs. The Club Mix)', 'Me Against The Music (Gabriel & Dresden Dub)']"
lastFM_2722,Welcome to the Future,Sanity,,,,,,"['Welcome to the Future (Extended Mix)', 'Welcome to the Future (DJ Mellow-D vs. Ravelab Remix)', 'Welcome to the Future (Short Mix)']"
lastFM_2723,Don't Give Up,Michelle Weeks,,,,,,[]
lastFM_2728,Experience,Al Gromer Khan,,,423.0,,,"['Door of the Minbar', 'Paisley in Meherabad', 'Silent Voice', 'Atma Drum', ""The King's Chamber"", 'A Hundred Moons', 'Mahal Recall', 'Isfahan Green']"
lastFM_2729,Enter The  (Energy Millennium Anthem),Dj Energy,,,,,,[]
lastFM_2739,Spirits from the Inside,Sleepwalk,,,490.0,,,"['Where are you Gone', 'Cry In The Dark (Re-Voiced)', 'Burning in Hell', 'Tinitus', 'TimeBomB 2000', 'Lose Yourself', 'Strangehouse', 'Rescue Me', 'Seed of Dead Jump', 'Hysteria', 'Doggy Style', 'Deep Water', 'White Tunnel']"
lastFM_2740,Conditions,Narcotik,,,,,,[]
lastFM_2742,*popular* Nowhere Left To Run,Further,,,760.0,,,"['Nowhere Left To Run (Secret Destination Mix)', 'Stone Cold (Richard Davis Rethink)', 'Nowhere Left To Run (Further Theme)']"
lastFM_2749,Warning,Undercover M.,,,,,,[]
lastFM_2752,Uchikomi Sakusen 1,Ryo C.,,,2310.0,,,"['Aurapoo', 'Condi-Toner-Melancoli', 'For Your Garment-Dearth March', 'Stickyloopahoopa', '2001 Resolution', 'Heyyoman!', 'N.B.S.P.', 'Muffinonsunday', 'Kitty Kitchen Theme', 'Q Smoke & Hunger', 'Boogie Woozie Nightmare', 'Random Slim Boy', 'Blindlame_spasta', 'Oh, My Brain!']"
lastFM_2754,Propa Classics Volume,D. Rap,,,,,,[]
lastFM_2757,Electronica  Lovers,D. Pop,,,0.0,,,[]
lastFM_2762,Soundtrack To Live Monsters,D. Gahan,,,324.0,,,"['Hidden Houses', 'Hold On', 'Dirty Sticky Floors', 'Black and Blue Again', 'Stay', 'A Little Piece', 'I Need You', 'Bottle Living']"
lastFM_2763,The Virgin Suicides,Air,,,816.0,,,"['Playground Love', 'Highschool Lover', 'Clouds Up', 'Bathroom Girl', 'Cemetary Party', 'Dark Messages', ""The Word 'Hurricane'"", 'Dirty Trip', 'Highschool Lover (Theme from The Virgin Suicides)', 'Afternoon Sister', 'Ghost Song', 'Empty House', 'Dead Bodies', 'Suicide Underground', 'Bathroom girl (demo version)', 'Playground love (vibraphone version)']"
lastFM_2768,Conductor / Glass Danse,T. Faint,,,338.0,,,"['The Conductor (Thin White Duke Remix)', 'Glass Danse (Paul Oakenfold Remix)', 'Glass Danse (Paul Oakenfold instrumental remix)']"
lastFM_2777,Fidicin Drones,Michael J. Schumacher,,,,,,[]
lastFM_2778,Fearless,Rio Klein,,,,,,[]
lastFM_2780,Wax-Work,The Shadow Ring,,,1290.0,,,"[""You're Holding All Your Feathered Stock"", 'Catching Sight / Of Passing Things', 'Brush Mice', 'Camel or Carthorse', 'Rats & Mice', 'V.E.R.M.I.N.', 'Gloved-up']"
lastFM_2789,[explicit] Echo Base Soundsystem,E. Base Soundsystem,,,450.0,,,"['Nyingje', 'Niko', 'Zentrum', 'Dem Have', 'Leroi Clinging To Fire', 'Dervish']"
lastFM_2798,[explicit] Bound for Ascension,M. Lanning,,,323.0,,,"['Bound for Ascension (Original)', 'Bound For Ascension (Drew Nichols Remix)']"
lastFM_2803,The Future Is Now (Platinum Edition),Non Phixion,,,,,,[]
lastFM_2804,In Absentia,T. Quam Tabula Rasa,,,1833.0,,,"['Mentula MÃ…â€œcatur', 'Miskompieni Vizagho', 'Lyein', 'Flatus Vocis', 'Celebrazioni Di Spasmi Cerebrali', 'Inanis Conatum', 'Stati Destasi', 'Construenda / Delenda Imago', 'Algos E Lagneia']"
lastFM_2805,Tidal Warning EP,Caro Snatch,,,,,,[]
lastFM_2810,Versions Of The Unseen Ep,T. Rootsman,,,,,,[]
lastFM_2813,Supernatural Thing,A. Freeland,,,,,,[]
lastFM_2827,The Promiseland,Hypetraxx,,,,,,[]
lastFM_2829,Funeral Icecream,M. Memories,,,,,,[]
lastFM_2843,Tribal Spirit,Brannan Lane,,,,,,[]
lastFM_2856,Watch The Sunrise,Audioplacid,,,,,,[]
lastFM_2857,Sunrise,D. Kult,,,62.0,,,"['Sunrise', 'On and On', 'Blue', 'French']"
lastFM_2863,Something,Kazooo,,,42.0,,,['Beyond Something']
lastFM_2865,Sound Bwoy Burial /  Night Long,Gant,,,,,,[]
lastFM_2866,Our Comprehension,MYDRIASIS,,,864.0,,,"['Beyond Our Comprehension', 'Paraganj']"
lastFM_2879,*popular* The Letting Go,The Diggerman,,,,,,[]
lastFM_2880,Killa / Ascension,Calyx,,,,,,[]
lastFM_2893,Crimen  Angeles,John-Core,,,,,,[]
lastFM_2900,Disco Remedy,U.S.A.,,,,,,[]
lastFM_2907,Time of  Future,Mother Earth,,,888.0,,,"[""Hope You're Feelin Better"", 'Jonathan E', 'Bad Ass Weed', 'Mister Freedom', 'Time Of The Future', 'Riot On 103rd Street', 'A Trip Down Brian Lane', 'Warlocks Of Pendragon', 'Compare Yourself']"
lastFM_2922,United  Remixes),Prince Ital Joe Feat. Marky Mark,,,39.0,,,"['United (Damage Control remix)', ""United (the world's address)""]"
lastFM_2925,*popular* Move to the Music,A. Brother From Mars,,,0.0,,,['Move to the Music (Speed Blaster)']
lastFM_2927,Of Liberation (Remix),Para-Dizer,,,114.0,,,"['song of liberation (interactive remix)', 'Song Of Liberation (Urban Baal Remix)', 'Song Of Liberation (Acrid Abeyance Remix)']"
lastFM_2944,Blade Runner,C. Natty,,,364.0,,,"['[untitled]', '[untitled]']"
lastFM_2946,Untrue,Soulproof,,,174.0,,,['Untrue']
lastFM_2951,Feel  Music,D. Zuul,,,,,,[]
lastFM_2965,Bump Dis / Tha Trouble,D. Oddz,,,,,,[]
lastFM_2972,Live at the Dance Factory,Orbital,,,3304.0,,,"['Planet of the Shapes', 'Lush 3Ã¢â‚¬â€œ1', 'Lush (Euro Tunnel Mix)', 'Remind', 'Chime', 'Monday', 'Monday (Orchestra)', 'The Naked and the Dead', 'The Naked and the Dub', 'Halcyon']"
lastFM_2974,Warning,A.K.A.,,,,,,[]
lastFM_2978,Beyond Seven,Mateo Murphy,,,90.0,,,"['Beyond Seven', 'Shadows', 'Beyond Seven (Greg Gow Beyond 7 Seven remix)']"
lastFM_2994,Subject to electronic control,Monomorph,,,0.0,,,"['New life', 'Sekuon omo', 'Blue tono', 'Moon', 'High generations', 'Therna aeterna', 'Particlexia', 'Loox', 'Chinese flow', 'May', 'Electronic theories']"
lastFM_2999,Impalpable,Sylvain Chauveau,,,112.0,,,"['Blanc', 'Radiophonie N1', 'Doucement, Le Grain De Sa Peau', 'Radiophonie N2', 'Adieu misericorde', 'Leger', 'ArachnÃƒÂ©enne Encore', 'Je Me Suis BÃƒÂ¢ti Sur Une Colonne Absente', 'Untitled', 'Nocturne Urbain']"
lastFM_3000,Music Box,Aleksi E.,,,170.0,,,"['75% Sale', ""Good Citizen's Tango"", 'Flight of the Bumblebee', 'The All-Family Stomp', ""Rock 'n Roll Butterfly"", 'Freefall', 'Sadness']"
lastFM_3003,Movement,Meatworks,,,,,,[]
lastFM_3008,Morbid Monster Breaks,Sickboy,,,697.0,,,"['Morbid', 'Copycat Homicide', 'HellBankNote', 'The Large Pedal Step', 'Much Advice Against Everyone', 'Tashtang']"
lastFM_3010,State of Anxiety,mistress n.,,,0.0,,,[]
lastFM_3011,Resurrection,Classified P.,,,,,,[]
lastFM_3019,Stratosphere,Darkhalo,,,,,,[]
lastFM_3022,Spirit of the Sun,L. Fontana,,,,,,[]
lastFM_3023,Millennium,D. Click,,,,,,[]
lastFM_3030,Endless Summer,Caater,,,880.0,,,"['Endless Summer (Radio Version)', 'Endless Summer (Extended Version)', 'Endless Summer (Bostik Remix)', 'Endless Summer (DJ Zerox Remix)']"
lastFM_3033,Trouble Don't Last Always,V. Mitchell,,,,,,[]
lastFM_3037,Outside the Circle of,Chris Watson,,,1050.0,,,"['Adult cheetah resting by beobab tree', 'Southern right whale surfacing in the South Atlantic', 'Male Capercallie Display, Caledonian Pine Forest', 'Red rumped tinkerbird, Rain forest, Cameroon', 'Hippopotami Emerging From River Mara At Dusk', 'Massed Knot Roost On Shingle Bank, Snettisham, Norfolk', 'Starling Song By Nest Site In Ruined Bothy, Island Of Coll, Western Isles, Scotland', 'Spider monkeys moving through tree canopy, Santa Rosa Nat. Park, CostaRica', 'Lemon Rumped Tinkerbird, Rain Forest, Cameroon', 'Corncrake Songs From Territorial Males, Island Of Coll, Western Isles, Scotland', 'Lioness threatens male, Itong Plains, Kenya', 'Vultures, Nine Birds Feeding On Zebra Carcass, Itong Plains, Kenya', 'Red deer stag roar by forest edge, Glen Affric, Scotland', 'Unidentified Pair Of Birds Singing Hidden In Tree Canopy, Nancite, Costa Rica', 'Mozambique Nightjar Singing In Sandy Scrub On Banks Of Zambezi, Zimbabwe', 'Insect Hidden In The Leaf Litter, Rain Forest, Cameroon', 'Kittiwakes, Colony Around Cliff Nest Sites, Dunstanburgh Castle, Northumberland', 'Woodpigeon wing past mics, Coille Na Ulaidh, Glen Affric, Scotland', 'Elephants, Family Group Asleep In Rough Grassland, Maasai Mara, Kenya', 'Deathwatch Beetles, Advertising Display In Oak Beam, Edingthorpe, Norfolk', 'Tawny Owls, Calls On Territorial Boundaries, Bolam Lake, Northumberland', 'Spotted Hyena Contact Whoops, Billashaka Luger, Maasai Mara, Kenya']"
lastFM_3038,Relapse / Lotus,,,,,,,[]
lastFM_3039,Fall Into The Future,Galaexia,,,92.0,,,"['Fall Into The Future - Floor Mix', 'Fall Into The Future - Vocal Radio Edit', 'Fall Into The Future - Strong Rmx', 'Fall Into The Future - E-Tronik Rmx']"
lastFM_3044,*popular* Empires (Bring Me Men),Lamya,,,,,,
lastFM_3046,Dance  The Music,L. Panaflex,,,1148.0,,,"['Dance To The Music (Radio Mix)', 'Dance To The Music (Peter Rauhofer Re-Construction Mix)', 'Dance To The Music (Peter Rauhofer Tribal Dub)', 'Dance To The Music (Accapella)']"
lastFM_3054,Daydream,I. Monster,,,123.0,,,"['Daydream', 'Full Speed To Metric']"
lastFM_3058,The Dancefloor,Trance Generators,,,,,,[]
lastFM_3075,Simples Visions,harpagÃƒÂ¨s,,,,,,
lastFM_3079,Fusion Monster,ArkÃ„Â±n A.,,,3776.0,,,"['KÃ„Â±tmir', 'DebernuÃ…Å¸', 'Ã…Å¾azenuÃ…Å¸', 'KefeÃ…Å¸tetayyuÃ…Å¸', 'MernuÃ…Å¸', 'Mekseline', 'Meslina', 'Yemliha']"
lastFM_3080,The Disintegration Loops III,William Basinski,,,1224.0,,,"['dlp 4', 'dlp 5']"
lastFM_3085,Diversion,Distraction D.,,,,,,[]
lastFM_3088,Spooky Weirdness,Hydra,,,,,,[]
lastFM_3091,Repeats: 1993-2002,Anything B.,,,1156.0,,,"['Answer Me', 'Blue Little Rose', 'Faith', 'Simpleton (As the Diary)', 'Because (As the Diary)', 'Heaven60', 'Negaverse', 'Radio Static', 'Clean', 'Welcome to the End', 'Ending 2']"
lastFM_3092,Ex Ex Girlfriend,D'n'D,,,,,,[]
lastFM_3093,Smack My Bitch Up / Voodoo People (Remixes),The Prodigy,,,182.0,,,"['Smack My Bitch Up (Guitars on Acid Remix)', 'Voodoo People (Eskimo remix)']"
lastFM_3095,Sunrise,Circle,,,1824.0,,,"['Nopeuskuningas', 'Satulinnut', 'Hautain takaa', 'Vaanen valtiatar', 'KylÃƒÂ¤n suurin miekka', 'Rautakotka', 'Paholaisratsastaja', 'Lokki']"
lastFM_3099,The Good Life,C. Agents,,,,,,[]
lastFM_3100,Stratosphere / Cardassian,Otis,,,,,,[]
lastFM_3112,Fantasia Erotica,Carmen Electra,,,,,,[]
