silver_cluster_id,pipe_cluster_id,type,title,publication_year,journal,volume,issue,first_page,last_page,referenced_works_count,n_attributes_correct,fully_correct
crossref-18463+dblp-48873+open_alex-07055,crossref-18463,True,True,True,True,True,,True,True,True,8,True
crossref-18464+dblp-45890+open_alex-07599,crossref-18464,True,True,True,False,True,True,True,True,True,8,False
crossref-18465+dblp-22471+open_alex-11824,crossref-18465,True,True,True,True,True,,,,True,6,True
crossref-18466+dblp-33803+open_alex-18482,crossref-18466,True,True,True,True,True,True,True,True,True,9,True
crossref-18467+dblp-06334+open_alex-21207,crossref-18467,True,True,True,,,,True,True,True,6,True
crossref-18468+dblp-48658+open_alex-06394,crossref-18468,True,True,True,True,True,True,True,True,True,9,True
crossref-18470+dblp-51232+open_alex-13021,crossref-18470,True,True,True,True,True,True,True,True,True,9,True
crossref-18471+dblp-37283+open_alex-16384,crossref-18471,True,False,True,True,True,True,True,True,True,8,False
crossref-18472+dblp-06333+open_alex-16532,crossref-18472,True,False,True,,,,True,True,True,5,False
crossref-18473+dblp-59909+open_alex-13504,crossref-18473,True,True,True,True,True,True,,,True,7,True
crossref-18474+dblp-24469+open_alex-21156,crossref-18474,True,True,True,True,True,True,True,True,True,9,True
crossref-18476+dblp-44383+open_alex-04186,crossref-18476,True,False,True,False,True,True,True,True,True,7,False
crossref-18477+dblp-44393+open_alex-14485,crossref-18477,True,True,True,False,True,True,True,True,True,8,False
crossref-18480+dblp-54500+open_alex-07594,crossref-18480,True,True,True,True,True,True,True,True,True,9,True
crossref-18481+dblp-50122+open_alex-16317,crossref-18481,True,True,True,True,True,True,True,True,True,9,True
crossref-18482+dblp-49073+open_alex-01832,crossref-18482,True,True,True,False,True,True,True,True,True,8,False
crossref-18483+dblp-21001+open_alex-06208,crossref-18483,True,True,True,True,True,True,True,True,True,9,True
crossref-18484+dblp-55953+open_alex-08455,crossref-18484,True,True,True,True,True,True,True,True,True,9,True
crossref-18485+dblp-51197+open_alex-02070,crossref-18485,True,True,True,True,True,True,True,True,True,9,True
crossref-18486+dblp-25647+open_alex-11032,crossref-18486,True,True,True,True,True,True,True,True,True,9,True
crossref-18487+dblp-17604+open_alex-10367,crossref-18487,True,True,True,True,True,True,True,True,True,9,True
crossref-18489+dblp-16305+open_alex-10052,crossref-18489,True,True,True,True,True,True,True,True,True,9,True
crossref-18491+dblp-53153+open_alex-03430,crossref-18491,True,True,True,True,True,True,True,True,True,9,True
crossref-18492+dblp-54767+open_alex-06888,crossref-18492,True,True,True,True,True,True,True,True,True,9,True
crossref-18493+dblp-21290+open_alex-02340,crossref-18493,True,True,True,True,True,True,True,True,True,9,True
crossref-18494+dblp-17763+open_alex-03474,crossref-18494,True,False,False,False,True,True,True,True,True,6,False
crossref-18495+dblp-31605+open_alex-18495,crossref-18495,True,True,True,True,True,True,True,True,True,9,True
crossref-18498+dblp-58008+open_alex-36333,dblp-58008,True,True,True,False,True,False,False,False,False,4,False
crossref-18499+dblp-53222+open_alex-13028,crossref-18499,True,True,True,True,True,True,True,True,True,9,True
crossref-18500+dblp-24559+open_alex-09500,crossref-18500,True,True,True,True,True,True,True,True,True,9,True
crossref-18501+dblp-53334+open_alex-12606,crossref-18501,True,True,True,True,True,True,True,True,True,9,True
crossref-18502+dblp-47788+open_alex-18485,crossref-18502,True,False,False,True,True,True,True,True,True,7,False
crossref-18503+dblp-35286+open_alex-21192,crossref-18503,True,True,True,True,True,True,True,True,True,9,True
crossref-18504+dblp-32493+open_alex-14466,crossref-18504,True,True,True,True,True,True,True,True,True,9,True
crossref-18505+dblp-48121+open_alex-09244,crossref-18505,True,False,True,True,True,True,True,True,True,8,False
crossref-18506+dblp-33789+open_alex-12602,crossref-18506,True,True,True,True,True,True,True,True,True,9,True
crossref-18507+dblp-47068+open_alex-00797,crossref-18507,True,False,True,True,True,True,True,True,True,8,False
crossref-18510+dblp-22167+open_alex-07786,crossref-18510,True,True,True,True,True,True,True,True,True,9,True
crossref-18511+dblp-16970+open_alex-04117,crossref-18511,True,True,True,True,True,True,True,True,True,9,True
crossref-18512+dblp-51222+open_alex-10371,crossref-18512,True,True,True,True,True,True,True,True,True,9,True
crossref-18514+dblp-05931+open_alex-19376,crossref-18514,True,False,True,True,,,True,True,True,6,False
crossref-18515+dblp-24791+open_alex-03888,crossref-18515,True,True,True,True,True,True,True,True,True,9,True
crossref-18516+dblp-31327+open_alex-09217,crossref-18516,True,True,True,True,True,True,True,True,True,9,True
crossref-18517+dblp-05927+open_alex-17733,crossref-18517,True,True,True,True,,,True,True,True,7,True
crossref-18519+dblp-05929+open_alex-17734,crossref-18519,True,True,True,True,,,True,True,True,7,True
crossref-18521+dblp-25264,crossref-18521,True,False,True,False,False,True,True,True,True,6,False
crossref-18522+dblp-20839+open_alex-11431,crossref-18522,True,True,True,True,True,True,True,True,True,9,True
crossref-18523+dblp-05924+open_alex-20260,crossref-18523,True,True,True,True,,,True,True,True,7,True
crossref-18526+dblp-47729+open_alex-17691,crossref-18526,True,True,True,True,True,True,True,True,,8,True
crossref-18528+dblp-05928+open_alex-12623,crossref-18528,True,False,True,True,,,True,True,True,6,False
crossref-18529+dblp-05925+open_alex-19369,crossref-18529,True,True,True,True,,,True,True,True,7,True
crossref-18530+dblp-05926+open_alex-17007,crossref-18530,True,True,True,True,,,True,True,True,7,True
crossref-18532+dblp-54761+open_alex-13023,crossref-18532,True,True,True,True,True,True,True,True,True,9,True
crossref-18533+dblp-31046+open_alex-20236,crossref-18533,True,True,True,True,True,True,True,True,True,9,True
crossref-18534+dblp-37772,crossref-18534,False,True,True,False,False,,True,True,True,5,False
crossref-18535+dblp-16809+open_alex-05939,crossref-18535,True,True,True,True,True,True,True,True,True,9,True
crossref-18537+dblp-05932+open_alex-15766,crossref-18537,True,False,True,True,,,True,True,True,6,False
crossref-18538+dblp-24512,crossref-18538,True,False,True,False,True,True,True,True,True,7,False
crossref-18539+dblp-34878+open_alex-14487,crossref-18539,True,True,True,True,True,True,True,True,True,9,True
crossref-18540+dblp-35215+open_alex-08670,crossref-18540,True,True,True,True,True,True,True,True,True,9,True
crossref-18541+dblp-28827+open_alex-21288,crossref-18541,True,True,True,True,True,,True,True,False,7,False
crossref-18542+dblp-34408+open_alex-04432,crossref-18542,True,True,True,True,True,True,True,True,True,9,True
crossref-18543+dblp-34683+open_alex-11034,crossref-18543,True,True,True,True,True,True,True,True,True,9,True
crossref-18544+dblp-13822+open_alex-13946,crossref-18544,True,False,True,,,,True,True,True,5,False
crossref-18545+dblp-13817+open_alex-09778,crossref-18545,True,False,True,,,,True,True,True,5,False
crossref-18546+dblp-59103+open_alex-03152,crossref-18546,True,True,True,True,True,True,True,True,True,9,True
crossref-18548+dblp-30242+open_alex-11829,crossref-18548,True,True,True,True,True,True,True,True,True,9,True
crossref-18550+dblp-04903+open_alex-21140,crossref-18550,True,False,True,,,,True,True,True,5,False
crossref-18551+dblp-13872+open_alex-05654,crossref-18551,True,False,True,,,,True,True,True,5,False
crossref-18552+dblp-04926+open_alex-16949,crossref-18552,True,True,True,,,,True,True,True,6,True
crossref-18553+dblp-33093+open_alex-02273,crossref-18553,True,True,True,True,True,True,True,True,True,9,True
crossref-18554+dblp-47460+open_alex-20227,crossref-18554,True,False,True,True,True,True,True,True,True,8,False
crossref-18555+dblp-56782+open_alex-09496,crossref-18555,True,False,True,True,True,True,True,True,True,8,False
crossref-18556+dblp-04933+open_alex-21111,crossref-18556,True,False,True,,,,True,True,True,5,False
crossref-18557+dblp-51517+open_alex-15080,crossref-18557,True,False,True,True,True,True,True,True,True,8,False
crossref-18558+dblp-13873+open_alex-21248,crossref-18558,True,True,True,,,,True,True,True,6,True
crossref-18560+dblp-04922+open_alex-11801,crossref-18560,True,False,True,,,,True,True,True,5,False
crossref-18561+dblp-04902+open_alex-13008,crossref-18561,True,False,True,,,,True,True,True,5,False
crossref-18563+dblp-51343+open_alex-07236,crossref-18563,True,True,True,True,True,True,True,True,True,9,True
crossref-18564+dblp-44917+open_alex-08919,crossref-18564,True,True,True,False,True,True,,,True,6,False
crossref-18565+dblp-13821+open_alex-21198,crossref-18565,True,False,True,,,,True,True,True,5,False
crossref-18566+dblp-47722+open_alex-21989,dblp-47722,True,False,True,False,True,True,False,False,False,4,False
crossref-18568+dblp-35487+open_alex-03209,crossref-18568,True,True,True,True,True,True,True,True,True,9,True
crossref-18569+dblp-45823+open_alex-17697,crossref-18569,True,True,True,True,True,True,True,True,True,9,True
crossref-18570+dblp-34301+open_alex-09494,crossref-18570,True,True,True,True,True,True,True,True,True,9,True
crossref-18572+dblp-34735+open_alex-09493,crossref-18572,True,True,True,True,True,True,True,True,True,9,True
crossref-18573+dblp-35159+open_alex-05649,crossref-18573,True,True,True,True,True,True,True,True,True,9,True
crossref-18574+dblp-04929+open_alex-06201,crossref-18574,True,False,True,,,,True,True,True,5,False
crossref-18575+dblp-20976+open_alex-15741,crossref-18575,True,False,True,True,True,True,True,True,True,8,False
crossref-18576+dblp-56137+open_alex-16327,crossref-18576,True,True,True,True,True,True,True,True,True,9,True
crossref-18577+dblp-47459+open_alex-15727,crossref-18577,True,True,True,True,True,True,True,True,True,9,True
crossref-18578+dblp-17262+open_alex-09780,crossref-18578,True,True,True,True,True,True,True,True,True,9,True
crossref-18579+dblp-35293+open_alex-21211,crossref-18579,True,True,True,True,True,True,True,True,True,9,True
crossref-18580+dblp-04904+open_alex-11319,crossref-18580,True,False,True,,,,True,True,True,5,False
crossref-18581+dblp-04930+open_alex-16934,crossref-18581,True,False,True,,,,True,True,True,5,False
crossref-18582+dblp-35721+open_alex-21194,crossref-18582,True,True,True,True,True,True,True,True,True,9,True
crossref-18583+dblp-18367,crossref-18583,True,True,True,False,True,True,True,True,True,8,False
crossref-18584+dblp-30543+open_alex-14674,crossref-18584,True,True,True,True,True,,,,True,6,True
crossref-18585+dblp-56910+open_alex-01868,crossref-18585,True,True,True,True,True,True,True,True,True,9,True
crossref-18586+dblp-28180+open_alex-01054,crossref-18586,True,False,True,True,True,True,True,True,True,8,False
crossref-18587+dblp-28634+open_alex-03547,crossref-18587,True,False,True,True,True,True,True,True,True,8,False
crossref-18588+dblp-60367+open_alex-07616,crossref-18588,True,True,True,False,True,True,True,True,True,8,False
crossref-18589+dblp-26880+open_alex-18146,crossref-18589,True,True,True,False,True,True,True,True,True,8,False
crossref-18592+dblp-17851+open_alex-11826,crossref-18592,True,False,True,True,True,True,True,True,True,8,False
crossref-18593+dblp-16878+open_alex-03149,crossref-18593,True,True,True,True,True,True,True,True,True,9,True
crossref-18594+dblp-28190+open_alex-05189,crossref-18594,True,True,True,True,True,True,True,True,True,9,True
crossref-18595+dblp-28175+open_alex-14482,crossref-18595,True,False,True,True,True,True,True,True,True,8,False
crossref-18596+dblp-16615+open_alex-03610,crossref-18596,True,True,True,True,True,True,True,True,True,9,True
crossref-18597+dblp-17635+open_alex-11427,crossref-18597,True,True,True,True,True,True,True,True,True,9,True
crossref-18598+dblp-35459+open_alex-08025,crossref-18598,True,True,True,True,True,True,True,True,True,9,True
crossref-18599+dblp-59973+open_alex-13066,crossref-18599,True,True,True,True,True,True,True,True,True,9,True
crossref-18600+dblp-17831+open_alex-03609,crossref-18600,True,True,True,True,True,True,True,True,True,9,True
crossref-18601+dblp-18008+open_alex-12212,crossref-18601,True,False,True,True,True,True,,,False,5,False
crossref-18602+dblp-30063+open_alex-21213,crossref-18602,True,True,True,True,True,True,True,True,True,9,True
crossref-18603+dblp-48599+open_alex-01331,crossref-18603,True,True,True,False,True,True,,,True,6,False
crossref-18604+dblp-34228+open_alex-08023,crossref-18604,True,True,True,True,True,True,True,True,True,9,True
crossref-18605+dblp-16573+open_alex-08686,crossref-18605,True,True,True,True,True,True,True,True,True,9,True
crossref-18606+dblp-06826+open_alex-16969,crossref-18606,True,False,True,,,,True,True,True,5,False
crossref-18607+dblp-54165+open_alex-12604,crossref-18607,True,True,True,True,True,True,,,True,7,True
crossref-18608+dblp-51792+open_alex-06217,crossref-18608,True,True,True,True,True,True,True,True,True,9,True
crossref-18609+dblp-28423+open_alex-01451,crossref-18609,True,False,True,True,True,True,True,True,True,8,False
crossref-18610+dblp-40932+open_alex-11437,crossref-18610,True,False,True,True,True,True,True,True,True,8,False
crossref-18611+dblp-29803+open_alex-11830,crossref-18611,True,True,True,True,True,True,True,True,True,9,True
crossref-18612+dblp-25732+open_alex-14481,crossref-18612,True,False,True,True,True,True,True,True,True,8,False
crossref-18613+dblp-51174+open_alex-10051,crossref-18613,True,True,True,True,True,True,True,True,True,9,True
crossref-18614+dblp-34799+open_alex-14483,crossref-18614,True,True,True,True,True,True,True,True,True,9,True
crossref-18615+dblp-26859+open_alex-17704,crossref-18615,True,False,True,False,True,True,True,True,True,7,False
crossref-18616+dblp-29234+open_alex-17730,crossref-18616,True,True,True,True,True,True,True,True,True,9,True
crossref-18617+dblp-25748+open_alex-13019,crossref-18617,True,False,True,True,True,True,True,True,True,8,False
crossref-18618+dblp-20190+open_alex-03100,crossref-18618,True,True,True,True,True,True,True,True,True,9,True
crossref-18619+dblp-34936+open_alex-10031,crossref-18619,True,True,True,True,True,True,True,True,True,9,True
crossref-18623+dblp-21020+open_alex-21200,crossref-18623,True,True,True,True,True,True,True,True,True,9,True
crossref-18625+dblp-16955+open_alex-16330,crossref-18625,True,True,True,True,True,True,True,True,True,9,True
crossref-18626+dblp-35207+open_alex-17701,crossref-18626,True,True,True,True,True,True,True,True,True,9,True
crossref-18627+dblp-41228+open_alex-19324,crossref-18627,True,True,True,True,True,True,,,True,7,True
crossref-18628+dblp-31822+open_alex-11430,crossref-18628,True,True,True,True,True,True,True,True,True,9,True
crossref-18630+dblp-25735+open_alex-17688,crossref-18630,True,False,True,True,True,True,True,True,True,8,False
crossref-18631+dblp-46278+open_alex-14271,crossref-18631,True,True,False,True,True,True,True,True,False,7,False
crossref-18632+dblp-35025+open_alex-03144,crossref-18632,True,True,True,True,True,True,True,True,True,9,True
crossref-18633+dblp-54451+open_alex-15722,crossref-18633,True,True,True,True,True,True,True,True,True,9,True
crossref-18634+dblp-32505+open_alex-04279,crossref-18634,True,True,True,True,True,True,True,True,True,9,True
crossref-18635+dblp-49343+open_alex-20139,crossref-18635,True,True,True,True,True,True,True,True,True,9,True
crossref-18636+dblp-60559+open_alex-11823,crossref-18636,True,True,True,True,True,True,True,True,True,9,True
crossref-18637+dblp-36153+open_alex-20229,crossref-18637,True,True,True,True,True,True,False,False,True,7,False
crossref-18639+dblp-41005+open_alex-04880,crossref-18639,True,False,True,True,True,True,True,True,True,8,False
crossref-18640+dblp-26487+open_alex-05417,crossref-18640,True,True,True,True,True,True,True,True,True,9,True
crossref-18641+dblp-54572+open_alex-17686,crossref-18641,True,True,True,True,True,True,True,True,True,9,True
crossref-18642+dblp-48348+open_alex-04281,crossref-18642,True,True,True,False,True,True,,,True,6,False
crossref-18643+dblp-29069+open_alex-16252,crossref-18643,True,False,True,False,True,True,True,True,True,7,False
crossref-18644+dblp-06811+open_alex-09773,crossref-18644,True,False,True,,,,True,True,True,5,False
crossref-18645+dblp-58922+open_alex-07238,crossref-18645,True,True,True,True,True,True,True,True,True,9,True
crossref-18646+dblp-39464+open_alex-04881,crossref-18646,True,True,True,True,True,True,True,True,True,9,True
crossref-18647+dblp-22682+open_alex-15719,crossref-18647,True,False,True,False,True,True,True,True,True,7,False
crossref-18648+dblp-41012+open_alex-08684,crossref-18648,True,False,True,True,True,True,True,True,True,8,False
crossref-18650+dblp-53485+open_alex-08687,crossref-18650,True,True,True,True,True,True,True,True,True,9,True
crossref-18651+dblp-59839+open_alex-20231,crossref-18651,True,True,True,True,True,True,,,True,7,True
crossref-18652+dblp-06809+open_alex-02948,crossref-18652,True,False,True,,,,True,True,True,5,False
crossref-18654+dblp-16011+open_alex-14476,crossref-18654,True,False,True,True,True,True,True,True,True,8,False
crossref-18655+dblp-44398+open_alex-11029,crossref-18655,True,True,True,False,True,True,True,True,True,8,False
crossref-18657+dblp-41021+open_alex-04116,crossref-18657,True,True,True,True,True,True,True,True,True,9,True
crossref-18658+dblp-44414+open_alex-05528,crossref-18658,True,True,True,False,True,True,True,True,True,8,False
crossref-18659+dblp-16266+open_alex-06216,crossref-18659,True,True,True,True,True,True,True,True,True,9,True
crossref-18660+dblp-57356+open_alex-04430,crossref-18660,True,False,True,True,True,True,True,True,True,8,False
crossref-18661+dblp-47878+open_alex-08921,crossref-18661,True,True,True,True,True,True,True,True,True,9,True
crossref-18662+dblp-53235+open_alex-13025,crossref-18662,True,True,True,True,True,True,True,True,True,9,True
crossref-18663+dblp-56128+open_alex-17695,crossref-18663,True,True,True,True,True,True,True,True,True,9,True
crossref-18665+dblp-10023+open_alex-08464,crossref-18665,True,False,True,,,,True,True,True,5,False
crossref-18666+dblp-32650+open_alex-12208,crossref-18666,True,True,True,False,True,True,True,True,True,8,False
crossref-18667+dblp-48367+open_alex-00964,crossref-18667,True,True,True,False,True,True,,,True,6,False
crossref-18668+dblp-17264+open_alex-01026,crossref-18668,True,True,True,True,True,True,True,True,True,9,True
crossref-18669+dblp-50132+open_alex-21209,crossref-18669,True,True,True,True,True,True,True,True,True,9,True
crossref-18670+dblp-41200+open_alex-15723,crossref-18670,True,False,True,True,True,True,,,True,6,False
crossref-18673+dblp-17080+open_alex-18492,crossref-18673,True,True,True,True,True,True,True,True,True,9,True
crossref-18674+dblp-10022+open_alex-13485,crossref-18674,True,False,True,,,,True,True,True,5,False
crossref-18675+dblp-43890+open_alex-01990,crossref-18675,True,False,True,True,True,True,True,True,True,8,False
crossref-18676+dblp-43814+open_alex-05303,crossref-18676,True,False,True,True,True,True,True,True,True,8,False
crossref-18678+dblp-10021+open_alex-13972,crossref-18678,True,True,True,,,,True,True,True,6,True
crossref-18680+dblp-43742+open_alex-01554,crossref-18680,True,False,True,True,True,True,True,True,True,8,False
crossref-18681+dblp-48596+open_alex-13464,crossref-18681,True,True,True,False,True,True,,,True,6,False
crossref-18682+dblp-31114+open_alex-15077,crossref-18682,True,True,True,True,True,True,True,True,True,9,True
crossref-18683+dblp-32657+open_alex-13465,crossref-18683,True,True,True,False,True,True,True,True,True,8,False
crossref-18685+dblp-41186+open_alex-07782,crossref-18685,True,False,True,True,True,True,,,True,6,False
crossref-18686+dblp-32633+open_alex-07596,crossref-18686,True,True,True,False,True,True,True,True,True,8,False
crossref-18687+dblp-27919+open_alex-05184,crossref-18687,True,False,True,True,True,True,True,True,True,8,False
crossref-18689+dblp-53415+open_alex-07597,crossref-18689,True,True,True,True,True,True,True,True,True,9,True
crossref-18690+dblp-33572+open_alex-01652,crossref-18690,True,True,True,True,True,True,True,True,True,9,True
crossref-18691+dblp-38717+open_alex-06392,crossref-18691,True,True,True,True,True,True,True,True,True,9,True
crossref-18692+dblp-53536+open_alex-04975,crossref-18692,True,True,True,True,True,True,True,True,True,9,True
crossref-18693+dblp-34452+open_alex-09214,crossref-18693,True,False,True,True,True,True,True,True,True,8,False
crossref-18694+dblp-47088+open_alex-05938,crossref-18694,True,True,True,True,True,True,True,True,True,9,True
crossref-18696+dblp-39139+open_alex-13981,crossref-18696,True,False,True,True,True,True,True,True,True,8,False
crossref-18698+dblp-32069+open_alex-21203,crossref-18698,True,False,True,True,True,True,True,True,True,8,False
crossref-18699+dblp-32295+open_alex-11429,crossref-18699,True,True,True,True,True,True,True,True,True,9,True
crossref-18700+dblp-18350+open_alex-21210,crossref-18700,True,True,True,True,True,True,True,True,True,9,True
crossref-18701+dblp-28766+open_alex-20233,crossref-18701,True,True,True,True,True,True,True,True,True,9,True
crossref-18702+dblp-33357+open_alex-16982,crossref-18702,True,False,True,True,True,True,True,True,True,8,False
crossref-18703+dblp-39159+open_alex-14477,crossref-18703,True,False,True,True,True,True,True,True,True,8,False
crossref-18704+dblp-29912+open_alex-12211,crossref-18704,True,True,True,False,True,True,True,True,True,8,False
crossref-18706+dblp-33500+open_alex-21191,crossref-18706,True,True,True,True,True,True,True,True,True,9,True
crossref-18707+dblp-26354+open_alex-06568,crossref-18707,True,True,True,True,True,True,True,True,True,9,True
crossref-18708+dblp-16607+open_alex-06074,crossref-18708,True,True,True,True,True,True,True,True,True,9,True
crossref-18709+dblp-39364+open_alex-14673,crossref-18709,True,True,True,True,True,True,True,True,True,9,True
crossref-18710+dblp-44106+open_alex-18479,crossref-18710,True,True,True,True,True,,True,True,True,8,True
crossref-18711+dblp-24799+open_alex-08041,crossref-18711,True,True,True,True,True,True,True,True,True,9,True
crossref-18712+dblp-22484,crossref-18712,True,False,True,False,False,False,,,True,3,False
crossref-18713+dblp-30908+open_alex-06231,crossref-18713,True,True,True,True,True,True,True,True,True,9,True
crossref-18714+dblp-44489+open_alex-18488,crossref-18714,True,False,True,False,True,True,,,True,5,False
crossref-18715+dblp-35552+open_alex-13031,crossref-18715,True,False,True,True,True,True,True,True,True,8,False
crossref-18716+dblp-29828+open_alex-06075,crossref-18716,True,True,True,True,True,True,True,True,True,9,True
crossref-18717+dblp-31354+open_alex-12213,crossref-18717,True,True,True,True,True,True,True,True,True,9,True
crossref-18718+dblp-24695+open_alex-19333,crossref-18718,True,False,True,True,True,True,True,True,True,8,False
crossref-18719+dblp-33157+open_alex-06219,crossref-18719,True,True,True,True,True,True,True,True,True,9,True
crossref-18720+dblp-17842+open_alex-01462,crossref-18720,True,True,True,True,True,True,True,True,True,9,True
crossref-18721+dblp-26537+open_alex-04358,crossref-18721,True,True,True,True,True,True,True,True,True,9,True
crossref-18722+dblp-55740+open_alex-08020,crossref-18722,True,True,True,True,True,True,True,True,True,9,True
crossref-18723+dblp-37560+open_alex-08026,crossref-18723,True,True,True,True,True,True,True,True,True,9,True
crossref-18724+dblp-26346+open_alex-18535,crossref-18724,True,True,True,True,True,True,True,True,True,9,True
crossref-18725+dblp-54666+open_alex-16977,crossref-18725,True,False,True,True,True,True,True,True,True,8,False
crossref-18726+dblp-58129+open_alex-18511,crossref-18726,True,True,True,True,True,True,True,True,True,9,True
crossref-18727+dblp-30124,crossref-18727,True,False,True,False,True,False,True,True,True,6,False
crossref-18728+dblp-18906+open_alex-57983,crossref-18728,True,False,False,False,False,True,True,True,True,5,False
crossref-18729+dblp-30447+open_alex-02012,crossref-18729,True,True,True,False,True,True,True,True,True,8,False
crossref-18730+dblp-53135+open_alex-15086,crossref-18730,True,True,True,True,True,True,True,True,True,9,True
crossref-18731+dblp-56287+open_alex-13957,crossref-18731,True,True,True,False,True,True,True,True,True,8,False
crossref-18732+dblp-15922+open_alex-16329,crossref-18732,True,True,True,True,True,True,True,True,True,9,True
crossref-18733+dblp-34605+open_alex-09498,crossref-18733,True,True,True,True,True,True,True,True,True,9,True
crossref-18734+dblp-54680+open_alex-10053,crossref-18734,True,False,True,True,True,True,True,True,True,8,False
crossref-18735+dblp-33726+open_alex-17700,crossref-18735,True,True,True,True,True,True,True,True,True,9,True
crossref-18736+dblp-41505+open_alex-19332,crossref-18736,True,True,True,True,True,True,,,True,7,True
crossref-18738+dblp-21045+open_alex-11435,crossref-18738,True,True,True,True,True,True,True,True,True,9,True
crossref-18739+dblp-34728+open_alex-04049,crossref-18739,True,True,True,True,True,True,True,True,True,9,True
crossref-18740+dblp-55771+open_alex-16340,crossref-18740,True,True,True,True,True,True,True,True,True,9,True
crossref-18741+dblp-48625+open_alex-13030,crossref-18741,True,True,True,True,True,True,True,True,True,9,True
crossref-18742+dblp-51594+open_alex-21196,crossref-18742,True,True,True,False,True,True,True,True,True,8,False
crossref-18743+dblp-30151+open_alex-07400,crossref-18743,True,True,True,True,True,True,True,True,True,9,True
crossref-18744+dblp-23254+open_alex-08688,crossref-18744,True,True,True,True,True,True,True,True,True,9,True
crossref-18745+dblp-54447+open_alex-16339,crossref-18745,True,True,True,True,True,True,True,True,True,9,True
crossref-18746+dblp-39957+open_alex-15144,crossref-18746,True,True,True,True,True,True,True,True,True,9,True
crossref-18747+dblp-37305+open_alex-16980,crossref-18747,True,True,True,True,True,,True,True,True,8,True
crossref-18748+dblp-30167+open_alex-06714,crossref-18748,True,True,True,True,True,True,True,True,True,9,True
crossref-18750+dblp-41193+open_alex-21185,crossref-18750,True,True,True,True,True,True,,,True,7,True
crossref-18752+dblp-15936+open_alex-08470,crossref-18752,True,True,True,True,True,True,True,True,True,9,True
crossref-18753+dblp-33218+open_alex-13951,crossref-18753,True,True,True,True,True,True,True,True,True,9,True
crossref-18754+dblp-48255+open_alex-21551,dblp-48255,True,False,True,True,True,True,False,False,False,5,False
crossref-18755+dblp-58914+open_alex-04482,crossref-18755,True,True,True,False,True,True,True,True,True,8,False
crossref-18756+dblp-12738+open_alex-17045,crossref-18756,True,False,True,,,,True,True,True,5,False
crossref-18757+dblp-29393+open_alex-04355,crossref-18757,True,True,True,True,True,True,False,False,True,7,False
crossref-18758+dblp-15921+open_alex-20298,crossref-18758,True,False,True,True,True,True,True,True,True,8,False
crossref-18759+dblp-30551+open_alex-06545,crossref-18759,True,True,True,True,True,,,,True,6,True
crossref-18761+dblp-29475+open_alex-12600,crossref-18761,True,True,True,True,True,True,False,False,True,7,False
crossref-18762+dblp-38130+open_alex-15739,crossref-18762,True,True,True,False,True,True,True,True,True,8,False
crossref-18763+dblp-32324+open_alex-13952,crossref-18763,True,True,True,True,True,True,True,True,True,9,True
crossref-18764+dblp-54457+open_alex-18481,crossref-18764,True,True,True,True,True,True,True,True,True,9,True
crossref-18765+dblp-31528+open_alex-13959,crossref-18765,True,True,True,True,True,True,True,True,True,9,True
crossref-18766+dblp-53507+open_alex-05415,crossref-18766,True,True,True,True,True,True,True,True,True,9,True
crossref-18767+dblp-21173+open_alex-01682,crossref-18767,True,False,True,True,True,True,True,True,True,8,False
crossref-18769+dblp-12740+open_alex-11464,crossref-18769,True,True,True,,,,True,True,True,6,True
crossref-18770+dblp-23237+open_alex-05416,crossref-18770,True,False,True,True,True,True,True,True,True,8,False
crossref-18771+dblp-20806+open_alex-25177,crossref-15681,True,True,False,False,True,True,False,False,False,4,False
crossref-18772+dblp-52886+open_alex-09210,crossref-18772,True,True,True,True,True,,True,True,True,8,True
crossref-18773+dblp-12739+open_alex-17764,crossref-18773,True,True,True,,,,True,True,True,6,True
crossref-18774+dblp-47097+open_alex-06719,crossref-18774,True,True,True,True,True,True,True,True,True,9,True
crossref-18776+dblp-34747+open_alex-18478,crossref-18776,True,True,True,True,True,True,True,True,True,9,True
crossref-18778+dblp-22897+open_alex-07239,crossref-18778,True,True,True,True,True,True,True,True,False,8,False
crossref-18779+dblp-28979+open_alex-10083,crossref-18779,True,True,True,True,True,True,True,True,True,9,True
crossref-18780+dblp-45328+open_alex-03216,crossref-18780,True,True,True,True,True,,True,True,True,8,True
crossref-18781+dblp-29565+open_alex-17708,crossref-18781,True,False,False,True,True,True,True,True,True,7,False
crossref-18782+dblp-17751+open_alex-08927,crossref-18782,True,True,True,True,True,True,True,True,True,9,True
crossref-18783+dblp-29564+open_alex-16986,crossref-18783,True,False,False,True,True,True,True,True,True,7,False
crossref-18784+dblp-48618+open_alex-06713,crossref-18784,True,True,True,True,True,True,True,True,True,9,True
crossref-18785+dblp-32855+open_alex-08923,crossref-18785,True,True,True,True,True,True,True,True,True,9,True
crossref-18786+dblp-29508+open_alex-00604,crossref-18786,True,False,False,True,True,True,True,True,True,7,False
crossref-18788+dblp-47047+open_alex-16336,crossref-18788,True,True,True,True,True,True,True,True,True,9,True
crossref-18789+dblp-17776+open_alex-13035,crossref-18789,True,True,True,True,True,True,True,True,True,9,True
crossref-18790+dblp-29598+open_alex-18498,crossref-18790,True,True,False,True,True,True,True,True,True,8,False
crossref-18792+dblp-46961+open_alex-15734,crossref-18792,True,True,True,True,True,True,True,True,True,9,True
