silver_cluster_id,pipe_cluster_id,name,founded,country,city,industry,assets,revenue,n_attributes_correct,fully_correct
fullcontact_1883,fullcontact_1883,False,False,True,False,False,False,False,1,False
fullcontact_1886,http://dbpedia.org/resource/The_Savola_Group,True,True,True,True,True,True,True,7,True
fullcontact_189,fullcontact_189,True,,False,,True,True,True,4,False
fullcontact_1890,fullcontact_1890,True,False,True,True,False,True,True,5,False
fullcontact_1895,fullcontact_1895,False,False,False,False,False,False,False,0,False
fullcontact_19,fullcontact_19,True,True,True,True,True,True,True,7,True
fullcontact_190,fullcontact_190,True,True,True,True,True,True,True,7,True
fullcontact_1900,fullcontact_1900,False,False,False,False,False,False,False,0,False
fullcontact_1902,fullcontact_1902,False,False,True,True,False,False,False,2,False
fullcontact_1906,fullcontact_1906,False,False,False,True,False,False,False,1,False
fullcontact_191,fullcontact_191,True,False,False,True,True,True,True,5,False
fullcontact_1911,fullcontact_1911,False,False,True,False,False,False,False,1,False
fullcontact_192,fullcontact_192,True,True,False,True,True,True,True,6,False
fullcontact_1926,http://dbpedia.org/resource/Mei_Ah_Entertainment,False,True,True,False,False,False,False,2,False
fullcontact_193,fullcontact_193,True,,True,,True,True,True,5,True
fullcontact_194,fullcontact_194,True,True,False,True,True,True,True,6,False
fullcontact_1942,fullcontact_1942,False,False,True,True,False,False,False,2,False
fullcontact_1943,fullcontact_1943,True,True,True,True,False,True,False,5,False
fullcontact_1944,fullcontact_1944,False,False,False,True,False,False,False,1,False
fullcontact_1945,fullcontact_1945,False,False,False,True,False,False,False,1,False
fullcontact_1947,fullcontact_1947,False,False,False,False,False,False,False,0,False
fullcontact_195,fullcontact_195,True,True,False,True,True,True,True,6,False
fullcontact_1956,fullcontact_1956,False,False,True,True,False,False,False,2,False
fullcontact_196,fullcontact_196,True,False,True,True,True,True,True,6,False
fullcontact_1961,http://dbpedia.org/resource/Cougar_Energy,False,True,True,True,False,False,False,3,False
fullcontact_1963,fullcontact_1963,False,False,False,True,False,False,False,1,False
fullcontact_197,fullcontact_197,True,True,False,,True,True,True,5,False
fullcontact_198,http://dbpedia.org/resource/Pacific_Films,False,True,False,True,False,False,False,2,False
fullcontact_2,http://dbpedia.org/resource/Aldo_Group,False,True,True,False,False,False,False,2,False
fullcontact_20,fullcontact_20,True,True,True,True,True,True,True,7,True
fullcontact_200,fullcontact_200,True,True,False,True,True,True,True,6,False
fullcontact_201,fullcontact_201,True,True,False,True,True,True,True,6,False
fullcontact_202,fullcontact_202,True,True,True,True,True,True,True,7,True
fullcontact_203,fullcontact_203,True,,True,,True,True,True,5,True
fullcontact_204,fullcontact_204,True,,False,True,True,True,True,5,False
fullcontact_205,fullcontact_205,True,False,False,True,False,True,True,4,False
fullcontact_206,fullcontact_206,True,True,False,True,True,True,True,6,False
fullcontact_207,fullcontact_207,True,True,False,True,True,True,True,6,False
fullcontact_208,fullcontact_208,True,False,True,False,False,True,True,4,False
fullcontact_209,fullcontact_209,True,,True,,True,True,True,5,True
fullcontact_21,fullcontact_21,True,False,True,True,False,False,False,3,False
fullcontact_210,fullcontact_210,True,False,False,True,False,True,True,4,False
fullcontact_211,fullcontact_211,True,True,False,False,True,True,True,5,False
fullcontact_212,fullcontact_212,False,,True,True,False,False,False,2,False
fullcontact_213,fullcontact_213,True,True,False,True,True,True,True,6,False
fullcontact_214,fullcontact_214,False,True,True,True,False,True,True,5,False
fullcontact_215,fullcontact_215,True,True,False,True,True,True,True,6,False
fullcontact_216,fullcontact_216,True,True,False,True,False,False,False,3,False
fullcontact_217,fullcontact_217,True,False,True,False,False,False,True,3,False
fullcontact_218,fullcontact_218,True,True,True,True,True,False,True,6,False
fullcontact_219,fullcontact_219,True,False,False,True,True,True,True,5,False
fullcontact_22,fullcontact_22,True,,True,,True,True,True,5,True
fullcontact_220,fullcontact_220,True,True,False,True,True,False,False,4,False
fullcontact_221,fullcontact_221,True,,True,True,True,True,True,6,True
fullcontact_222,fullcontact_222,True,False,False,False,True,True,False,3,False
fullcontact_224,fullcontact_224,True,False,True,True,False,False,False,3,False
fullcontact_225,fullcontact_225,False,,True,True,True,False,False,3,False
fullcontact_226,fullcontact_226,False,False,True,True,False,False,False,2,False
fullcontact_227,fullcontact_433,True,True,False,False,False,True,True,4,False
fullcontact_228,fullcontact_228,True,False,False,True,False,True,True,4,False
fullcontact_229,fullcontact_229,True,False,False,True,False,True,True,4,False
fullcontact_23,fullcontact_23,True,True,True,True,False,True,False,5,False
fullcontact_230,fullcontact_230,True,,False,True,True,True,True,5,False
fullcontact_231,fullcontact_231,False,False,True,True,False,False,False,2,False
fullcontact_232,fullcontact_232,True,True,False,True,True,True,True,6,False
fullcontact_233,fullcontact_233,True,,True,,True,True,True,5,True
fullcontact_234,http://dbpedia.org/resource/Wisconsin_Energy_Corporation,True,True,False,False,True,True,False,4,False
fullcontact_235,fullcontact_863,True,True,False,True,False,False,False,3,False
fullcontact_236,fullcontact_236,True,,False,True,True,True,True,5,False
fullcontact_237,fullcontact_237,False,,True,,False,False,False,1,False
fullcontact_238,fullcontact_238,True,False,True,True,False,False,False,3,False
fullcontact_239,fullcontact_239,False,False,True,True,False,False,False,2,False
fullcontact_24,fullcontact_24,True,,True,True,True,True,True,6,True
fullcontact_240,fullcontact_240,True,True,True,True,True,True,True,7,True
fullcontact_241,fullcontact_881,True,True,False,True,False,True,True,5,False
fullcontact_242,fullcontact_242,True,False,True,True,False,True,True,5,False
fullcontact_243,fullcontact_243,True,False,False,True,False,True,True,4,False
fullcontact_244,fullcontact_244,False,True,False,True,True,True,False,4,False
fullcontact_245,fullcontact_245,True,True,True,True,True,True,True,7,True
fullcontact_246,fullcontact_246,True,,False,True,True,True,True,5,False
fullcontact_247,fullcontact_1098,True,False,True,False,False,True,True,4,False
fullcontact_248,fullcontact_248,True,True,True,True,True,True,True,7,True
fullcontact_249,fullcontact_249,True,False,True,True,True,False,False,4,False
fullcontact_25,fullcontact_25,True,,,,True,True,True,4,True
fullcontact_251,fullcontact_251,True,False,True,False,False,True,True,4,False
fullcontact_252,fullcontact_252,True,True,False,,True,True,True,5,False
fullcontact_253,fullcontact_253,True,False,False,True,False,True,True,4,False
fullcontact_254,http://dbpedia.org/resource/Thai_President_Foods,False,True,True,True,False,False,False,3,False
fullcontact_255,fullcontact_255,True,False,True,True,False,True,True,5,False
fullcontact_256,fullcontact_875,True,False,True,True,False,True,False,4,False
fullcontact_257,fullcontact_1127,True,True,True,False,False,True,True,5,False
fullcontact_258,fullcontact_258,True,False,False,False,False,True,True,3,False
fullcontact_259,fullcontact_259,True,,True,,True,True,True,5,True
fullcontact_26,fullcontact_26,True,True,False,True,True,True,True,6,False
fullcontact_260,fullcontact_260,True,True,False,True,True,True,True,6,False
fullcontact_261,fullcontact_261,True,False,False,True,False,False,False,2,False
fullcontact_262,fullcontact_262,True,False,True,False,False,True,True,4,False
fullcontact_263,fullcontact_263,True,True,False,True,True,True,True,6,False
fullcontact_264,http://dbpedia.org/resource/Figaro_Systems,False,True,True,False,False,False,False,2,False
fullcontact_265,fullcontact_265,True,False,False,False,False,True,True,3,False
fullcontact_267,fullcontact_267,False,False,False,False,False,False,False,0,False
fullcontact_268,fullcontact_268,False,False,True,False,False,False,False,1,False
fullcontact_269,fullcontact_269,True,False,True,False,False,True,False,3,False
fullcontact_27,fullcontact_27,True,False,False,False,False,True,True,3,False
fullcontact_270,fullcontact_270,True,False,False,True,False,True,True,4,False
fullcontact_271,fullcontact_271,True,True,True,True,True,True,True,7,True
fullcontact_272,fullcontact_272,True,True,True,True,True,True,True,7,True
fullcontact_273,fullcontact_273,True,False,False,True,True,True,True,5,False
fullcontact_274,fullcontact_274,True,True,False,True,False,False,True,4,False
fullcontact_275,fullcontact_275,True,True,False,True,True,True,True,6,False
fullcontact_276,fullcontact_276,True,True,False,,True,True,True,5,False
fullcontact_277,fullcontact_277,True,True,True,True,True,True,True,7,True
fullcontact_278,fullcontact_278,True,True,False,True,True,True,True,6,False
fullcontact_279,fullcontact_279,True,True,False,,True,True,True,5,False
fullcontact_28,fullcontact_28,True,False,True,False,,True,True,4,False
fullcontact_280,fullcontact_280,True,True,True,True,False,True,False,5,False
fullcontact_281,fullcontact_281,True,True,True,True,True,True,True,7,True
fullcontact_282,http://dbpedia.org/resource/Consolidated_Pastoral_Company,False,True,False,False,False,False,False,1,False
fullcontact_283,fullcontact_283,True,True,True,True,True,True,True,7,True
fullcontact_284,fullcontact_284,True,False,True,False,False,True,True,4,False
fullcontact_286,fullcontact_286,True,True,True,True,True,True,True,7,True
fullcontact_287,fullcontact_287,False,True,False,True,False,False,True,3,False
fullcontact_288,fullcontact_288,True,False,False,True,False,True,True,4,False
fullcontact_289,fullcontact_289,True,True,True,True,True,True,True,7,True
fullcontact_29,fullcontact_29,True,,True,,True,True,True,5,True
fullcontact_290,fullcontact_925,True,False,True,False,False,False,False,2,False
fullcontact_291,fullcontact_291,True,True,True,True,False,False,False,4,False
fullcontact_292,fullcontact_292,False,False,True,False,False,False,False,1,False
fullcontact_293,fullcontact_293,True,True,True,True,False,False,False,4,False
fullcontact_294,fullcontact_294,True,True,True,True,True,True,True,7,True
fullcontact_295,fullcontact_295,True,True,False,True,True,True,True,6,False
fullcontact_296,fullcontact_296,True,False,False,True,False,True,True,4,False
fullcontact_297,fullcontact_297,True,True,False,True,True,True,True,6,False
fullcontact_298,fullcontact_298,True,True,False,True,True,True,True,6,False
fullcontact_299,fullcontact_299,True,False,False,False,False,True,True,3,False
fullcontact_3,fullcontact_3,True,False,False,False,False,True,True,3,False
fullcontact_300,fullcontact_300,True,False,True,True,False,True,True,5,False
fullcontact_301,fullcontact_301,True,False,True,False,False,False,False,2,False
fullcontact_302,http://dbpedia.org/resource/Citizen_Holdings,False,True,True,False,False,False,True,3,False
fullcontact_303,fullcontact_303,True,False,True,True,False,True,True,5,False
fullcontact_304,fullcontact_304,True,,True,True,True,True,True,6,True
fullcontact_305,http://dbpedia.org/resource/Intershop_Communications,False,True,False,True,False,True,True,4,False
fullcontact_306,fullcontact_306,True,False,True,False,True,True,True,5,False
fullcontact_307,fullcontact_307,False,False,False,True,False,False,False,1,False
fullcontact_308,fullcontact_308,True,True,True,True,True,True,True,7,True
fullcontact_309,fullcontact_309,True,True,False,True,True,True,True,6,False
fullcontact_31,fullcontact_31,True,False,False,True,False,True,True,4,False
fullcontact_310,fullcontact_310,True,,True,,True,True,True,5,True
fullcontact_311,fullcontact_311,True,False,False,False,True,True,False,3,False
fullcontact_312,fullcontact_312,True,True,False,True,True,True,True,6,False
fullcontact_313,fullcontact_313,False,False,False,True,False,False,False,1,False
fullcontact_315,http://dbpedia.org/resource/Oceanic_Bank,False,True,True,True,False,False,True,4,False
fullcontact_316,fullcontact_316,True,True,False,True,True,True,True,6,False
fullcontact_318,fullcontact_318,True,,True,True,True,True,True,6,True
fullcontact_319,fullcontact_319,True,True,False,True,True,True,True,6,False
fullcontact_32,fullcontact_32,True,False,False,True,True,True,True,5,False
fullcontact_320,fullcontact_1009,True,False,True,True,False,False,True,4,False
fullcontact_321,fullcontact_321,True,True,False,True,True,True,True,6,False
fullcontact_322,fullcontact_322,True,True,False,True,True,True,True,6,False
fullcontact_323,fullcontact_323,True,True,False,True,True,True,True,6,False
fullcontact_324,fullcontact_324,False,True,False,True,True,True,False,4,False
fullcontact_325,fullcontact_325,True,False,True,True,False,True,True,5,False
fullcontact_326,fullcontact_326,True,True,False,True,True,False,False,4,False
fullcontact_327,fullcontact_327,True,True,True,True,False,False,False,4,False
fullcontact_329,fullcontact_329,True,,True,True,True,True,True,6,True
fullcontact_330,fullcontact_330,True,True,True,True,False,False,False,4,False
fullcontact_331,http://dbpedia.org/resource/ZCCM_Investments_Holdings,False,True,False,True,,False,False,2,False
fullcontact_332,fullcontact_332,True,False,False,True,False,True,False,3,False
fullcontact_333,fullcontact_333,True,False,True,False,True,True,False,4,False
fullcontact_334,fullcontact_334,True,False,True,True,False,True,True,5,False
fullcontact_335,fullcontact_335,True,True,True,True,False,True,True,6,False
fullcontact_336,fullcontact_336,True,True,False,True,True,True,True,6,False
fullcontact_338,fullcontact_338,False,True,True,True,False,False,False,3,False
fullcontact_34,fullcontact_34,True,True,False,True,True,True,True,6,False
fullcontact_340,fullcontact_340,True,True,True,True,True,True,True,7,True
fullcontact_341,fullcontact_341,True,True,True,False,False,True,True,5,False
fullcontact_342,fullcontact_342,True,False,True,True,False,True,False,4,False
fullcontact_343,http://dbpedia.org/resource/First_Baptist_Church_of_Manila,False,True,True,True,False,False,False,3,False
fullcontact_344,http://dbpedia.org/resource/Meridian_Capital_Group,False,True,True,False,False,False,False,2,False
fullcontact_345,fullcontact_345,True,True,True,True,True,True,True,7,True
fullcontact_346,fullcontact_346,True,True,True,True,True,True,True,7,True
fullcontact_347,fullcontact_347,True,,True,True,True,True,True,6,True
fullcontact_348,fullcontact_348,True,False,True,False,False,True,False,3,False
fullcontact_349,http://dbpedia.org/resource/General_Railway_Signal,False,True,True,True,False,False,False,3,False
fullcontact_35,fullcontact_35,True,,False,,True,True,True,4,False
fullcontact_350,fullcontact_350,True,True,True,True,True,True,True,7,True
fullcontact_352,fullcontact_352,True,True,False,True,False,True,False,4,False
fullcontact_353,fullcontact_353,True,,True,True,True,True,True,6,True
fullcontact_354,fullcontact_354,True,,True,True,True,True,True,6,True
fullcontact_355,fullcontact_355,True,True,False,True,True,True,True,6,False
fullcontact_356,http://dbpedia.org/resource/General_Revenue_Corporation,False,True,True,False,False,False,False,2,False
fullcontact_357,fullcontact_357,True,,True,True,True,True,True,6,True
fullcontact_358,fullcontact_358,True,True,False,,True,True,True,5,False
fullcontact_359,fullcontact_359,False,True,True,True,False,False,False,3,False
fullcontact_36,fullcontact_1324,True,True,True,False,False,True,True,5,False
fullcontact_361,fullcontact_361,False,False,True,True,False,False,False,2,False
fullcontact_362,fullcontact_640,False,True,False,True,True,False,False,3,False
fullcontact_363,fullcontact_363,True,True,True,True,False,True,False,5,False
fullcontact_364,fullcontact_364,True,False,True,False,False,True,False,3,False
fullcontact_365,fullcontact_365,True,True,True,True,False,False,False,4,False
fullcontact_366,fullcontact_366,True,True,True,True,False,True,False,5,False
fullcontact_367,http://dbpedia.org/resource/Gruppo_Bertone,False,True,True,True,False,False,False,3,False
fullcontact_368,fullcontact_368,True,True,False,True,True,True,True,6,False
fullcontact_369,fullcontact_369,True,False,False,True,False,True,True,4,False
fullcontact_37,fullcontact_37,True,True,True,,True,True,True,6,True
fullcontact_370,fullcontact_370,True,False,False,True,False,True,True,4,False
fullcontact_371,fullcontact_371,True,False,True,True,True,True,True,6,False
fullcontact_372,fullcontact_372,True,,True,,True,True,True,5,True
fullcontact_373,fullcontact_373,True,True,True,,True,True,True,6,True
fullcontact_374,fullcontact_374,True,True,True,True,True,True,True,7,True
fullcontact_375,fullcontact_375,True,False,False,True,True,True,True,5,False
fullcontact_376,fullcontact_376,True,True,False,True,True,False,False,4,False
fullcontact_377,fullcontact_377,True,True,False,True,True,True,True,6,False
fullcontact_378,fullcontact_378,True,True,False,True,True,True,True,6,False
fullcontact_379,fullcontact_379,True,True,True,True,True,True,True,7,True
fullcontact_38,fullcontact_38,True,False,False,True,True,True,True,5,False
fullcontact_380,fullcontact_380,True,False,False,True,True,True,True,5,False
fullcontact_381,fullcontact_381,True,False,True,False,True,True,True,5,False
fullcontact_382,fullcontact_382,True,True,True,False,False,True,True,5,False
fullcontact_384,fullcontact_384,True,True,True,True,True,True,True,7,True
fullcontact_385,fullcontact_385,True,True,False,True,False,False,True,4,False
fullcontact_386,fullcontact_386,True,False,False,True,False,True,True,4,False
fullcontact_387,fullcontact_387,True,True,False,True,False,True,False,4,False
fullcontact_388,fullcontact_388,True,,True,True,True,True,True,6,True
fullcontact_389,fullcontact_389,True,True,False,True,False,False,True,4,False
fullcontact_39,fullcontact_39,True,False,True,False,False,True,True,4,False
fullcontact_390,fullcontact_390,True,False,False,True,False,True,False,3,False
fullcontact_399,fullcontact_399,False,False,True,True,False,False,False,2,False
fullcontact_4,fullcontact_4,True,True,True,True,True,True,True,7,True
fullcontact_40,fullcontact_40,True,True,True,True,True,True,True,7,True
fullcontact_401,fullcontact_401,True,,True,True,True,True,True,6,True
fullcontact_402,fullcontact_402,True,True,False,True,True,True,True,6,False
fullcontact_403,fullcontact_866,False,True,False,True,False,False,False,2,False
fullcontact_404,fullcontact_404,True,True,True,True,True,True,True,7,True
fullcontact_405,fullcontact_405,True,True,True,True,False,True,False,5,False
fullcontact_406,fullcontact_406,True,True,True,True,False,True,True,6,False
fullcontact_407,fullcontact_407,True,False,False,True,False,True,True,4,False
fullcontact_408,fullcontact_408,True,True,True,True,True,True,True,7,True
fullcontact_41,fullcontact_41,True,True,False,True,True,True,True,6,False
fullcontact_410,fullcontact_410,True,False,False,False,False,True,True,3,False
fullcontact_411,http://dbpedia.org/resource/Zeta_Interactive,False,True,True,False,False,False,False,2,False
fullcontact_412,fullcontact_412,True,True,False,True,False,True,False,4,False
fullcontact_413,fullcontact_413,True,,False,,True,True,True,4,False
fullcontact_414,fullcontact_414,True,True,True,False,False,False,False,3,False
fullcontact_415,fullcontact_415,True,False,True,True,False,True,True,5,False
fullcontact_416,fullcontact_416,True,False,False,False,False,True,True,3,False
fullcontact_418,fullcontact_418,True,True,True,True,False,False,False,4,False
fullcontact_419,fullcontact_419,True,False,False,True,False,True,True,4,False
fullcontact_42,http://dbpedia.org/resource/Sorouh_Real_Estate,False,True,False,True,False,False,False,2,False
fullcontact_420,fullcontact_420,True,True,False,True,True,True,True,6,False
fullcontact_422,fullcontact_422,True,False,False,True,False,True,False,3,False
fullcontact_423,fullcontact_423,True,True,False,,True,True,True,5,False
fullcontact_424,fullcontact_424,False,True,True,True,False,False,False,3,False
fullcontact_425,fullcontact_425,True,,True,,True,True,True,5,True
fullcontact_426,fullcontact_426,True,True,False,True,True,True,True,6,False
fullcontact_427,fullcontact_427,True,,False,,True,True,True,4,False
fullcontact_428,fullcontact_428,True,True,True,True,False,True,False,5,False
fullcontact_429,http://dbpedia.org/resource/Pixar_Canada,False,True,True,False,False,False,False,2,False
fullcontact_43,fullcontact_43,True,True,True,True,True,True,True,7,True
fullcontact_430,fullcontact_430,True,,False,True,True,True,True,5,False
fullcontact_432,fullcontact_432,True,True,True,True,False,True,False,5,False
fullcontact_433,http://dbpedia.org/resource/Emirates_National_Oil_Company,False,True,True,True,False,False,False,3,False
fullcontact_434,fullcontact_434,True,True,True,,True,True,True,6,True
fullcontact_435,fullcontact_435,True,True,False,True,True,True,True,6,False
fullcontact_436,fullcontact_436,False,False,False,True,False,False,False,1,False
fullcontact_438,fullcontact_438,True,True,True,True,True,True,True,7,True
fullcontact_439,fullcontact_439,True,,True,True,True,True,True,6,True
fullcontact_44,fullcontact_44,True,True,False,True,True,True,True,6,False
fullcontact_440,fullcontact_440,True,False,True,False,True,True,True,5,False
fullcontact_441,fullcontact_441,True,True,False,True,True,True,True,6,False
fullcontact_442,fullcontact_442,True,False,False,True,False,True,True,4,False
fullcontact_443,fullcontact_443,True,,False,True,True,True,True,5,False
fullcontact_444,fullcontact_444,True,False,False,False,False,True,True,3,False
fullcontact_445,fullcontact_445,True,,False,True,True,True,True,5,False
fullcontact_446,fullcontact_446,True,False,True,True,True,True,False,5,False
fullcontact_447,fullcontact_447,True,False,False,True,True,True,True,5,False
fullcontact_448,fullcontact_448,True,True,True,,True,True,True,6,True
fullcontact_449,http://dbpedia.org/resource/Bangkok_Bank,True,True,True,False,True,True,False,5,False
fullcontact_45,fullcontact_45,True,,True,True,True,True,True,6,True
fullcontact_450,fullcontact_450,True,True,True,True,True,True,True,7,True
fullcontact_452,fullcontact_452,True,True,True,True,True,True,True,7,True
fullcontact_453,fullcontact_453,True,True,True,True,True,True,True,7,True
fullcontact_454,fullcontact_454,True,True,True,True,True,True,True,7,True
fullcontact_455,fullcontact_455,True,False,False,True,False,True,True,4,False
fullcontact_456,fullcontact_456,True,False,False,True,True,True,True,5,False
fullcontact_457,fullcontact_457,True,,True,,True,True,True,5,True
fullcontact_458,http://dbpedia.org/resource/McDermott_International,False,True,True,False,False,False,False,2,False
fullcontact_46,fullcontact_46,True,False,False,False,False,True,True,3,False
fullcontact_460,fullcontact_460,True,True,False,,True,True,True,5,False
fullcontact_461,fullcontact_461,True,,True,True,True,True,True,6,True
fullcontact_462,fullcontact_462,True,True,True,True,False,False,False,4,False
fullcontact_463,fullcontact_463,False,False,False,True,False,False,False,1,False
fullcontact_464,fullcontact_464,True,True,True,True,False,True,True,6,False
fullcontact_466,fullcontact_466,True,True,True,True,True,True,True,7,True
fullcontact_467,fullcontact_467,True,True,False,True,False,False,True,4,False
fullcontact_468,fullcontact_468,True,False,True,True,False,True,False,4,False
fullcontact_469,fullcontact_469,False,False,False,True,False,False,False,1,False
fullcontact_47,fullcontact_47,True,,True,True,True,True,True,6,True
fullcontact_471,fullcontact_471,False,False,True,True,False,False,False,2,False
fullcontact_473,fullcontact_473,True,True,False,True,False,True,True,5,False
fullcontact_474,fullcontact_474,True,,True,,True,True,True,5,True
fullcontact_475,fullcontact_475,True,True,False,True,True,True,True,6,False
fullcontact_476,fullcontact_476,True,False,True,False,False,True,True,4,False
fullcontact_477,fullcontact_477,True,True,False,True,True,True,True,6,False
fullcontact_478,http://dbpedia.org/resource/Intelenet_Global_Services,False,True,False,True,False,False,True,3,False
fullcontact_479,fullcontact_479,True,True,True,True,False,False,False,4,False
fullcontact_48,fullcontact_48,True,,True,True,True,True,True,6,True
fullcontact_480,fullcontact_480,True,,False,True,True,True,True,5,False
fullcontact_481,fullcontact_481,True,,False,True,True,True,True,5,False
fullcontact_482,fullcontact_482,True,False,False,False,False,True,False,2,False
fullcontact_483,fullcontact_483,False,False,True,True,False,False,False,2,False
fullcontact_484,fullcontact_484,True,,True,True,True,True,True,6,True
fullcontact_485,fullcontact_485,False,True,True,True,False,True,False,4,False
fullcontact_486,fullcontact_486,True,True,False,True,False,False,False,3,False
fullcontact_487,fullcontact_487,True,False,True,True,False,False,False,3,False
fullcontact_488,fullcontact_488,True,False,True,True,False,False,False,3,False
fullcontact_489,fullcontact_489,True,,False,True,True,True,True,5,False
fullcontact_49,fullcontact_49,True,True,True,True,True,True,True,7,True
fullcontact_490,fullcontact_490,True,,True,True,True,True,True,6,True
fullcontact_491,fullcontact_491,True,True,False,True,True,True,True,6,False
fullcontact_492,fullcontact_492,True,False,False,True,True,True,True,5,False
fullcontact_493,fullcontact_493,True,False,False,True,True,False,False,3,False
fullcontact_494,fullcontact_494,True,True,True,True,False,True,True,6,False
fullcontact_495,fullcontact_495,True,,True,True,True,True,True,6,True
fullcontact_496,fullcontact_496,True,False,False,True,True,True,True,5,False
fullcontact_497,fullcontact_497,True,True,False,True,True,True,True,6,False
fullcontact_499,fullcontact_499,True,True,True,True,False,True,True,6,False
fullcontact_5,fullcontact_5,True,True,True,True,,True,True,6,True
fullcontact_50,fullcontact_1948,True,True,True,False,False,False,False,3,False
fullcontact_500,fullcontact_500,False,False,False,False,False,False,False,0,False
fullcontact_501,fullcontact_501,True,True,True,True,True,True,True,7,True
fullcontact_502,fullcontact_502,True,True,False,True,True,True,True,6,False
fullcontact_505,fullcontact_505,True,,True,True,True,True,True,6,True
fullcontact_506,fullcontact_506,True,True,False,True,True,True,True,6,False
fullcontact_507,fullcontact_507,True,False,False,False,False,True,False,2,False
fullcontact_508,fullcontact_508,True,True,True,True,False,False,False,4,False
fullcontact_510,fullcontact_510,True,False,False,False,True,True,False,3,False
fullcontact_511,fullcontact_511,True,True,False,True,False,False,False,3,False
fullcontact_512,fullcontact_512,True,False,False,True,False,False,False,2,False
fullcontact_513,fullcontact_1918,False,True,True,False,False,False,False,2,False
fullcontact_514,http://dbpedia.org/resource/Coal_India,True,True,True,False,False,True,True,5,False
fullcontact_515,http://dbpedia.org/resource/Meisei_Electric,False,True,True,True,False,False,True,4,False
fullcontact_516,fullcontact_516,True,False,False,False,False,True,False,2,False
fullcontact_517,fullcontact_517,False,False,False,False,False,False,False,0,False
fullcontact_518,fullcontact_518,True,True,False,True,True,True,True,6,False
fullcontact_519,fullcontact_519,False,False,True,True,False,False,False,2,False
fullcontact_52,fullcontact_52,True,True,False,True,False,True,True,5,False
fullcontact_520,fullcontact_520,True,False,False,False,True,True,True,4,False
fullcontact_522,fullcontact_522,True,False,False,True,False,False,False,2,False
fullcontact_525,fullcontact_525,True,,False,,True,True,True,4,False
fullcontact_526,fullcontact_526,True,False,False,True,False,False,False,2,False
fullcontact_527,fullcontact_527,True,False,False,False,False,True,True,3,False
fullcontact_528,fullcontact_528,True,,True,True,True,True,True,6,True
fullcontact_529,http://dbpedia.org/resource/Saga_Group,False,True,True,False,False,False,False,2,False
fullcontact_53,fullcontact_53,True,True,True,True,True,True,True,7,True
fullcontact_530,fullcontact_530,False,True,False,True,False,True,False,3,False
fullcontact_531,fullcontact_531,True,True,True,True,True,True,True,7,True
fullcontact_532,fullcontact_532,True,,False,True,True,True,True,5,False
fullcontact_533,fullcontact_533,True,True,True,True,False,False,False,4,False
fullcontact_535,fullcontact_535,True,True,False,True,False,False,False,3,False
fullcontact_536,fullcontact_536,True,True,False,True,True,True,True,6,False
fullcontact_537,fullcontact_537,True,False,False,True,False,True,True,4,False
fullcontact_538,fullcontact_538,True,,True,True,True,True,True,6,True
fullcontact_539,fullcontact_539,True,True,False,True,True,True,True,6,False
fullcontact_54,fullcontact_54,True,,,,True,True,True,4,True
fullcontact_540,fullcontact_540,True,,True,True,True,True,True,6,True
fullcontact_541,fullcontact_541,True,True,True,True,False,True,True,6,False
fullcontact_542,fullcontact_542,True,False,True,False,False,True,True,4,False
fullcontact_543,fullcontact_543,True,True,False,True,True,True,True,6,False
fullcontact_544,fullcontact_544,True,True,True,True,False,True,True,6,False
fullcontact_545,fullcontact_545,True,False,True,False,True,False,False,3,False
fullcontact_546,http://dbpedia.org/resource/Popular_Holdings,False,True,False,False,False,False,True,2,False
fullcontact_547,fullcontact_547,True,False,False,True,False,True,True,4,False
fullcontact_548,fullcontact_548,True,,False,True,True,True,True,5,False
fullcontact_549,fullcontact_549,True,True,True,True,False,True,False,5,False
fullcontact_55,http://dbpedia.org/resource/PNC_Financial_Services,True,True,False,False,False,True,False,3,False
fullcontact_550,fullcontact_550,True,True,True,True,True,True,True,7,True
fullcontact_551,fullcontact_551,True,True,False,True,True,True,True,6,False
fullcontact_553,fullcontact_553,True,,True,,True,True,True,5,True
fullcontact_554,fullcontact_554,True,,False,True,True,True,True,5,False
fullcontact_555,fullcontact_555,True,True,False,,True,True,True,5,False
fullcontact_557,fullcontact_557,True,,True,True,True,True,True,6,True
fullcontact_558,fullcontact_558,True,,True,True,True,True,True,6,True
fullcontact_559,fullcontact_559,True,True,False,True,False,False,False,3,False
fullcontact_56,fullcontact_56,True,True,True,True,True,True,True,7,True
fullcontact_560,fullcontact_560,True,True,True,True,True,True,True,7,True
fullcontact_563,fullcontact_563,False,False,True,True,False,False,False,2,False
fullcontact_564,fullcontact_564,True,True,True,,True,True,True,6,True
fullcontact_565,fullcontact_565,True,,True,True,True,True,True,6,True
fullcontact_566,fullcontact_566,True,,True,True,True,True,True,6,True
fullcontact_567,fullcontact_567,True,False,False,True,False,False,False,2,False
fullcontact_568,fullcontact_568,False,False,False,False,False,False,False,0,False
fullcontact_569,fullcontact_569,True,True,True,True,True,True,True,7,True
fullcontact_57,fullcontact_57,True,False,False,True,True,True,False,4,False
fullcontact_570,fullcontact_570,True,True,False,True,True,True,True,6,False
fullcontact_571,fullcontact_571,True,,False,True,True,True,True,5,False
fullcontact_573,fullcontact_573,True,True,True,True,True,True,True,7,True
fullcontact_574,fullcontact_574,False,False,False,True,True,False,False,2,False
