id,name,releaseYear,developer,platform,genres,series
dbpedia_12039,Quarth,,Konami,Arcade Cabinet,Shoot 'em up,
dbpedia_12040,Electronic Super Joy,2016-01-01 00:00:00,Loot,Nintendo Switch,,
dbpedia_12041,Moon Hunters,2016-01-01 00:00:00,Kitfox Games,PlayStation 4,,
dbpedia_12042,Dragon Ball Heroes,2010-01-01 00:00:00,Dimps,Arcade Cabinet,Arcade Game,
dbpedia_12043,Fighter Maker,,ASCII Corporation,PlayStation,,
dbpedia_12044,Need for Speed: Carbon,2006-01-01 00:00:00,,,Racing game,
dbpedia_12045,The King of Fighters '98,1998-01-01 00:00:00,SNK Playmore,Android,Fightinggame,The King of Fighters
dbpedia_12046,Bejeweled 2,,,iOS (iPhone),Puzzle video ga,
dbpedia_12047,Pocket God,,Bolt Creative,Android,,
dbpedia_12048,Mia's Science Adventure: Romaine's New Hat,,Kutoka Interactive,macOS,Educational game,Mia's Big Adventure Collection
dbpedia_12049,Terraria,2021-01-01 00:00:00,Re-Lo,Google Stadia,Action-adventure,
dbpedia_12050,NHL 96,,EA Vancouver,Game Boy,,NHL (video gamc serics)
dbpedia_12051,Earthworm Jim (video game),1995-01-01 00:00:00,Kinesoft,,Shoot 'em up,Earthworm Jim
dbpedia_12052,Mickey Mania,1994-01-01 00:00:00,Trave1ler's Ta1es,Super Nintendo (SNES),Platform game,
dbpedia_12053,Valis: The Fantasm Soldier,1986-01-01 00:00:00,Wolf Team,,Platform game,
dbpedia_12054,Michael Jackson: The Experience,2015-01-01 00:00:00,,PlayStation Vita,Music video game,
dbpedia_12055,The Chronicles of Riddick: Assault on Dark Athena,2009-01-01 00:00:00,,PlayStation 3,Action-adventure game,
dbpedia_12056,Gremlins 2: The New Batch (video game),1990-01-01 00:00:00,Sunsoft,,Platform game,
dbpedia_12057,Grand Theft Auto 2,,Tarantula Studios,Game Boy Color,Action Adventure,
dbpedia_12060,Oddworld: Stranger's Wrath,,IOS,,Third-person shooter,
dbpedia_12063,Mega Man 3,1990-01-01 00:00:00,,Nintendo Entertainment System (NES),Action game,
dbpedia_12064,NFL Quarterback Club (video game),,Krome Studios Melbourne,,Sports game,NFL Club
dbpedia_12065,Michael Jackson: The Experience,2011-01-01 00:00:00,Ubisoft Montreal,macOS,Rhythm game,
dbpedia_12067,Pitfall: The Lost Expedition,2004-01-01 00:00:00,Torus Games,Nintendo GameCube,Platform game,Pitfall!
dbpedia_12068,Myst,1993-01-01 00:00:00,Microcabin,Nintendo 3DS,Puzzle video game,Myst (series)
dbpedia_12069,The Silver Case,2016-01-01 00:00:00,,PlayStation,Visual novel,
dbpedia_12073,Uno (video game),2006-01-01 00:00:00,Gameloft,PlayStation 4,Card game,Uno (card game)
dbpedia_12074,Terminator 2: Judgment Day (arcade game),1991-01-01 00:00:00,Midway Games,Sega Master System,Light gun shooter,
dbpedia_12075,Infidel (video game),1983-01-01 00:00:00,,,Interactive fiction,
dbpedia_12076,Fleet Command,1999-01-01 00:00:00,,Windows PC,Reqp-tine tactics,
dbpedia_12077,Twist,2008-01-01 00:00:00,Griptonite Games,,Puzzle video game,Bejeweled game series
dbpedia_12079,Michael Jackson: The Experience,,,Xbox,Rhythm game,
dbpedia_12081,Mount & Blade: Warband,2014-01-01 00:00:00,TaleWorlds Entertainment,Windows PC,Strategy game,
dbpedia_12082,Capcom 2 SNK vs.,2002-01-01 00:00:00,Capcom,Arcade Cabinet,Fighting game,
dbpedia_12083,Mobile Suit Gundam: Extreme Vs.,2016-01-01 00:00:00,,Arcade Cabinet,Fighting game,
dbpedia_12086,Dragon's Lair II: Time Warp,2011-01-01 00:00:00,ReadySoft Incorporated,Arcade Cabinet,Interactive movie,
dbpedia_12088,Jim Power: The Lost Dimension in 3-D,1993-01-01 00:00:00,,Sega Genesis / Mega Drive,,
dbpedia_12089,RealSports Football,,"Atari, Inc.",Atari 2600,Sports game,
dbpedia_12090,Oddworld: Stranger's Wrath,2011-01-01 00:00:00,Oddworld Inhabitants,macOS,Action-adventure game,
dbpedia_12093,Root Double: Before Crime * After Days,,Regista,PlayStation Vita,VN,
dbpedia_12095,Sherlock: The Riddle of the Crown Jewels,1988-01-01 00:00:00,Inc.,,Interactive fiction,
dbpedia_12097,Command & Conquer (1995 video game),1995-01-01 00:00:00,Westwood Studios,macOS,Real-time strategy,Conquer & Command
dbpedia_12098,Demolition Man (video game),1994-01-01 00:00:00,Virgin Interactive Entertainment,,Action game,
dbpedia_12099,Maniac Mansion,1989-01-01 00:00:00,Realtime Associates,,Adventure game,
dbpedia_12100,Puyo Puyo (video game),,,Nintendo Entertainment System (NES),Puzzle video game,
dbpedia_12101,Harry Potter and the Philosopher's Stone (video game),2002-01-01 00:00:00,Eurocom,Game Boy Color,Action-adventure game,Harry Potter video games
dbpedia_12102,Sid Meier's Pirates! (2004 video game),2006-01-01 00:00:00,Firaxis Games,,,
dbpedia_12103,Fantasy Zone II: The Tears of Opa-Opa,1987-01-01 00:00:00,Sanritsu,Nintendo Entertainment System (NES),Side-scrollin,
dbpedia_12104,Earthworm Jim 2,1996-01-01 00:00:00,Roinhow Arts,PlayStation,Platform game,Earthworm Jim franchise
dbpedia_12105,Loki (video game),2007-01-01 00:00:00,Cyanide (company),Windows PC,Action role-playing game,
dbpedia_12106,List of Monster Jam video games,2015-01-01 00:00:00,,PlayStation 2,Vehicular combat game,
dbpedia_12107,Rally Championship (video game),,,Nintendo GameCube,Racing video game,
dbpedia_12108,Captain America: Super Soldier,2011-01-01 00:00:00,High Voltage Software,Wii,Action game,
dbpedia_12109,The King of Fighters '97,,,Sega Saturn,Fighting game,The King of Fighters
dbpedia_12110,Rewrite (video game),2014-01-01 00:00:00,key (company),Windows PC,Visual novel,
dbpedia_12111,Valkyria Chronicles,2008-01-01 00:00:00,Medka.Vis9oh,PlayStation 4,Real-time tactics,Valkyria Chronicles
dbpedia_12112,F.E.A.R. (video game),2005-01-01 00:00:00,Monolith Productions,Xbox 360,First-person shooter,
dbpedia_12113,SpongeBob SquarePants: The Yellow Avenger,2006-01-01 00:00:00,Tantalus Media,Nintendo DS,Adventure game,SpongeBob SquarePants video games
dbpedia_12114,Samurai Warriors 2,2006-01-01 00:00:00,Omega Force,,Hack and Slash Action,
dbpedia_12115,NHL 22,2021-01-01 00:00:00,Electronic Arts Vancouver,,Sports game,
dbpedia_12116,Mario & Sonic at the Olympic Winter Games,,Racjin,Nintendo DS,Party game,
dbpedia_12118,Terraria,2011-01-01 00:00:00,Re-Logic,Android,Sandbox game,
dbpedia_12119,Space Hulk: Tactics,,Cyanide (company),Windows PC,Tactical role-playing game,"Warhammer 40,000"
dbpedia_12120,Grand Theft Auto: Vice City,2002-01-01 00:00:00,Rockstar Nor,Android,Action-adventure,
dbpedia_12121,Skyforge,,Obsidian Entertainment,Windows PC,Massively multiplayer online role-playing game,
dbpedia_12122,Boxing (1990 video game),1990-01-01 00:00:00,,Game Boy,Sports game,
dbpedia_12123,G-Police,1997-01-01 00:00:00,Psygnosis,PlayStation,Combat flight simulation game,
dbpedia_12124,"Please, Don't Touch Anything",2019-01-01 00:00:00,Escalation Studios,,Puzzle video game,
dbpedia_12125,NHL '94,1994-01-01 00:00:00,Studios Clip Empty,Super Nintendo (SNES),Sports Video Game,
dbpedia_12126,,,Rainbow Arts,Linux / SteamOS,Shoot 'em up,Earthworm Jim (series)
dbpedia_12127,Doom 64,2020-01-01 00:00:00,Nightdive Studios,Nintendo Switch,First-person shooter,(franchise) Doom
dbpedia_12128,AOF,1994-01-01 00:00:00,Alfa System,Super Nintendo (SNES),Fighting game,
dbpedia_12131,Freddi Fish and the Case of the Missing Kelp Seeds,2014-01-01 00:00:00,,,game,
dbpedia_12132,Wario Land 2,2012-01-01 00:00:00,Nintendo R&D1,,Platformer,
dbpedia_12135,List of Fire Pro Wrestling games,1996-01-01 00:00:00,,Game Boy Advance,Professional wrestling,Fire Pro Wrestling
dbpedia_12137,The Solus Project,2016-01-01 00:00:00,Teotl Studios,Xbox One,Survival game,
dbpedia_12138,Crash Time III,2009-01-01 00:00:00,Synetic,Windows PC,Racing video game,
dbpedia_12139,Wall Street Kid,1989-01-01 00:00:00,SOFEL,,Social simulation game,
dbpedia_12140,Theme Park (video game),2007-01-01 00:00:00,Bullfrog Productions,,Construction and management simulation game,
dbpedia_12141,,,,Nintendo Entertainment System (NES),Action game,(franchise) Rampage
dbpedia_12142,Donkey Kong (video game),,Nintendo Research & Development 1,Atari 2600,Platform game,Donkey Kong
dbpedia_12143,Ticket to Ride (video game),2012-01-01 00:00:00,Next Level Games,PlayStation 4,Tum-hased strategy,
dbpedia_12144,Cubis 2,2004-01-01 00:00:00,FreshGames,,Strategy,
dbpedia_12146,Quarth,1990-01-01 00:00:00,Konami,Nintendo Entertainment System (NES),Shoot 'em up,
dbpedia_12147,SkyDrift,2011-01-01 00:00:00,Digital Reality,Xbox One,Arcade racing,
dbpedia_12148,Tropico 6,2019-01-01 00:00:00,Limbic Entertainment GmbH,,,Tropico (video game)
dbpedia_12149,Faery: Legends of Avalon,2010-01-01 00:00:00,Developed by Spiders,,Role-playing video game,
dbpedia_12150,Little Busters!,2013-01-01 00:00:00,(company),PlayStation 2,Sr0gs,
dbpedia_12151,Kao the Kangaroo: Round 2,2003-01-01 00:00:00,Tate Interactive,PlayStation 2,Action-adventure game,Kao the Kangaroo
dbpedia_12152,Atelier Marie: The Alchemist of Salburg,2001-01-01 00:00:00,Gust Co. Ltd.,Sega Saturn,Role-playing video game,
dbpedia_12153,Baldur's Gate: Enhanced Edition,2012-01-01 00:00:00,Beamdog,Android,Role-playing video game,Baldur's Gate (series)
dbpedia_12154,Tales of Monkey Island,,Telltale Games,PlayStation 3,Graphic adventure game,
dbpedia_12156,Mario & Sonic at the Rio 2016 Olympic Games,2016-01-01 00:00:00,Spike Chunsoft,Wii U,Party game,Mario (franchise)
dbpedia_12157,Dead Nation,2014-01-01 00:00:00,Climax Studios,PlayStation 3,Shoot 'em up,
dbpedia_12158,Harry Potter and the Deathly Hallows – Part 2 (video game),2011-01-01 00:00:00,EA Bright Light,Nintendo DS,Action-adventure game,Harry Potter video games
dbpedia_12159,Sniper Elite,2014-01-01 00:00:00,Rebellion Developments,Xbox 360,Stealth game,
dbpedia_12160,Virtua Tennis 2009,,Sumo Digital,Xbox 360,Sports game,
dbpedia_12161,Football Manager 2015,2014-01-01 00:00:00,Sports Interactive,,Sports game,Football Manag
dbpedia_12165,Space Invaders Extreme,2009-01-01 00:00:00,Baekbonc Entertainment,Windows PC,Shooter game,
dbpedia_12166,WWE Day of Reckoning 2,2005-01-01 00:00:00,Yukc's,Nintendo GameCube,Sports game,
dbpedia_12168,X-Men (1992 video game),2010-01-01 00:00:00,Konami,,Beat 'em up,
dbpedia_12169,Oddworld: Stranger's Wrath,2014-01-01 00:00:00,Just Add Water (company),Nintendo Switch,game Action-adventure,Oddworld
dbpedia_12170,Full House Poker,2011-01-01 00:00:00,Krome Studios,,Card game,
dbpedia_12171,3D Construction Kit,,Incentive Software,,Game creation system,
dbpedia_12173,Clone Wars Adventures,2010-01-01 00:00:00,Daybreak Game Compa,Windows PC,Massively multiplayer online game,
dbpedia_12174,Blackguards 2,2017-01-01 00:00:00,Daedalic Entertainmen,Xbox One,Tactical ro1c-playing game,the Dark Eye
dbpedia_12175,Retro Game Challenge,2007-01-01 00:00:00,,Nintendo DS,Minigame,
dbpedia_12176,,2015-01-01 00:00:00,Konami,PlayStation Vita,Scrolling shooter,
dbpedia_12177,Kirby 64: The Crystal Shards,2000-01-01 00:00:00,HAL Laboratory,Nintendo 64,Platform game,Kjrb7 (s3ries)
dbpedia_12178,DDR Extreme,2002-01-01 00:00:00,Bemani,Arcade Cabinet,Music video game,Dance Dance Revolution
dbpedia_12181,Rise of the Triad,2010-01-01 00:00:00,3D Realms,PlayStation 5,First-person shooter,
dbpedia_12182,Scrabble (video game),2002-01-01 00:00:00,Ubisoft Chengdu,Game Boy Color,Strategy video game,
dbpedia_12183,RoboCop 3 (video game),,Probe Software,,Platform game,
dbpedia_12185,Nontan to Issho: KuruKuru Puzzle,,Access (company),Super Nintendo (SNES),Puzzle video game,Nontan
dbpedia_12186,Captain America: Super Soldier,2011-01-01 00:00:00,Griptonite Games,Wii,Aetion gome,
dbpedia_12187,VVVVVV,2017-01-01 00:00:00,,Android,Puzzle-platform game,
dbpedia_12190,Uno (video game),2006-01-01 00:00:00,Gameloft,Google Stadia,game Card,
dbpedia_12191,,2006-01-01 00:00:00,Monte Cristo (company),,,
dbpedia_12192,"Kill 40,000: Warhammer Team",2014-01-01 00:00:00,THQ Digital Studios in the UK,Windows PC,Sbooter gome,"Warhammer 40,000"
dbpedia_12193,List of Fire Pro Wrestling games,2002-01-01 00:00:00,Human Entertainment,,Fighting game,Fire Pro Wrestling
dbpedia_12194,Wipeout (video game),1995-01-01 00:00:00,,,Racing video game,Wipcout (video gamc series)
dbpedia_12195,Duke Nukem II,,3D Realms,Game Boy Color,Platform game,
dbpedia_12196,Metal Gear Solid V: Ground Zeroes,2014-01-01 00:00:00,Kojima Production,,Stealth game,
dbpedia_12197,Toy Story (video game),1996-01-01 00:00:00,Traveller's Tales,Super Nintendo (SNES),Platform game,
dbpedia_12198,List of Fire Pro Wrestling games,1993-01-01 00:00:00,Spike (company),Game Boy Advance,Professionol wrcstling,
dbpedia_12200,All-Star Baseball 2004,2003-01-01 00:00:00,,,Sports game,All-Star Baseball
dbpedia_12201,(video Metroid game),1987-01-01 00:00:00,Nintendo Research & Development 1,,Action-adventure game,Metroid
dbpedia_12202,Persona 2: Eternal Punishment,2000-01-01 00:00:00,Atlus,PlayStation,,Persona franchise
dbpedia_12204,Bionic Commando (1987 video game),1987-01-01 00:00:00,,Arcade Cabinet,Run-and-gun shooter,Hionix C0mmando
dbpedia_12205,Pajama Sam 2: Thunder and Lightning Aren't so Frightening,2014-01-01 00:00:00,Humongous Entertainment,Android,Adventure game,
dbpedia_12207,Rugby World Cup 2011 (video game),2011-01-01 00:00:00,HB Studios,PlayStation 3,Simulation game,
dbpedia_12208,Hamtaro (video game series),,ImaginEngine,macOS,Sports game,
dbpedia_12210,Lego Star Wars: The Complete Saga,2013-01-01 00:00:00,TT Fusion,PlayStation 3,Action-adventure game,
dbpedia_12211,2010 FIFA World Cup South Africa (video game),2010-01-01 00:00:00,HB Studios,Wii,Sports game,FIFA World Cup video games
dbpedia_12212,Fast & Furious: Showdown,2013-01-01 00:00:00,Firebrand Games,Wii U,Racing video game,
dbpedia_12213,Star Wars Jedi Knight II: Jedi Outcast,2002-01-01 00:00:00,Aspyr,Nintendo GameCube,Hack and Slash Action,Star Wars: Jedi Knight (series)
dbpedia_12214,Total Immersion Racing,2003-01-01 00:00:00,Razorworks,PlayStation 2,Racing,
dbpedia_12216,Let's Go Jungle!: Lost on the Island of Spice,2006-01-01 00:00:00,Sega,Arcade Cabinet,ShootIng game,
dbpedia_12218,Carmageddon,,Stainless Games,,Vehicular combat game,
dbpedia_12219,Arabians Lost: The Engagement on Desert,2007-01-01 00:00:00,QuknFoee,Nintendo DS,novel,
dbpedia_12221,,2020-01-01 00:00:00,Torus,iOS (iPhone),Racing game,
dbpedia_12222,Mortal Kombat 3,,Sculptured SoftwarE,,Fighting game,
dbpedia_12223,Anomaly: Warzone Earth,2011-01-01 00:00:00,,Linux / SteamOS,Real-time strategy,
dbpedia_12225,List of Monster Jam video games,2002-01-01 00:00:00,,Windows PC,Racing game,Monster Jam
dbpedia_12226,Hugo: The Evil Mirror,2005-01-01 00:00:00,ITE Media,Windows PC,Platformer,
dbpedia_12227,Ghostbusters (1984 video game),1985-01-01 00:00:00,Compile (company),,Action game,
dbpedia_12228,My Talking Tom,2013-01-01 00:00:00,Outfit7,,pet Virtual,
dbpedia_12230,Disney Infinity 3.0,2015-01-01 00:00:00,Avalanche Software,Android,,Disney Infinity
dbpedia_12231,Grand Theft Auto Online,2014-01-01 00:00:00,,,Action-adventure,
dbpedia_12232,Pokkén Tournament,2015-01-01 00:00:00,Bandai Studios Namco,,Fighting game,
dbpedia_12233,Harry Potter and the Philosopher's Stone (video game),2002-01-01 00:00:00,,Game Boy Advance,Role-playing video game,
dbpedia_12234,Kanon (video game),,Key (compaNy),iOS (iPhone),Visual novel,
dbpedia_12235,iCarly 2: iJoin the Click,2010-01-01 00:00:00,,Nintendo DS,Social simulation game,iCarly video game
dbpedia_12236,Dance Dance Revolution Disney Mix,2006-01-01 00:00:00,Konami,Game Boy Color,Exergamin,Dance Dance Revolution
dbpedia_12237,Ready 2 Rumble Boxing: Round 2,2001-01-01 00:00:00,Crawfish Interactive,Nintendo 64,Soo5ts yame,
dbpedia_12238,Arthur and the Invisibles (video game),2007-01-01 00:00:00,Etranges Libellules,PlayStation Portable (PSP),Arcade game,
dbpedia_12239,Planet of the Apes (video game),2001-01-01 00:00:00,Torus Games,Windows PC,Action-adventure game,
dbpedia_12240,WWE 2K22,2022-01-01 00:00:00,Visual Concepts,,game Sports,
dbpedia_12241,Marvel vs. Capcom 2: New Age of Heroes,,Capcom,Arcade Cabinet,Fighting game,
dbpedia_12242,Mighty Switch Force! 2,2013-01-01 00:00:00,2ayTorsard,,Puzzl4 videk hame,
dbpedia_12243,Dream Chronicles: The Chosen Child,2012-01-01 00:00:00,,iOS (iPhone),Puzzle game,
dbpedia_12245,Sid Meier's Pirates! (2004 video game),2010-01-01 00:00:00,Firaxis Games,Xbox,Action-adventure game,
dbpedia_12246,Auto Modellista,2003-01-01 00:00:00,Capcom Production Studio 1,Nintendo GameCube,Racing video game,
dbpedia_12247,Harry Potter and the Prisoner of Azkaban (video game),2004-01-01 00:00:00,Xbox (console),PlayStation 2,,
dbpedia_12248,NHL 95,1994-01-01 00:00:00,Realtime Associates,Sega Genesis / Mega Drive,Sports Video Game,NHL (video game series)
dbpedia_12250,Detana!! TwinBee,,Konami Digital Entertainment,,Shoot 'em up,TwinBee (series)
dbpedia_12251,Micro Machines,2003-01-01 00:00:00,Gre mlin Interactive,Sega Master System,,
dbpedia_12252,PlayerUnknown's Battlegrounds,2017-01-01 00:00:00,,PlayStation 5,Battle royale game,
dbpedia_12253,Astro Boy: The Video Game,2009-01-01 00:00:00,"Art Co., Ltd",,Action game,
dbpedia_12254,Spider: Rite of the Shrouded Moon,2016-01-01 00:00:00,Tiger Style,macOS,Puzzle game,
dbpedia_12256,,2012-01-01 00:00:00,Nintendo Software Planning and Development,Wii U,Music video game,
dbpedia_12257,Star Wars (1991 video game),1991-01-01 00:00:00,Design Tiertex Studios,Sega Master System,Two-dimensional,
dbpedia_12258,,2013-01-01 00:00:00,TT Fusion,PlayStation 3,Action-adventure game,
dbpedia_12259,Art of Fighting,1996-01-01 00:00:00,Alfa System,,,
dbpedia_12260,Risk (video game),2010-01-01 00:00:00,Sculptured Software,Sega Genesis / Mega Drive,Turn-based strategy,
dbpedia_12261,Hard Drivin',1989-01-01 00:00:00,Tengen (company),,Sim racing,
dbpedia_12263,Need for Speed: Carbon,2007-01-01 00:00:00,Canada,,Racing game,
dbpedia_12264,Skulls of the Shogun,2014-01-01 00:00:00,17-Bit,macOS,Turn-based tactics,
dbpedia_12265,Phoenix Wright: Ace Attorney Trilogy,2012-01-01 00:00:00,Cap,Nintendo 3DS,Visual novel,
dbpedia_12266,Real Sound: Kaze no Regret,,(company) Warp,Sega Dreamcast,Sound novel,
dbpedia_12269,Akai Katana,2010-01-01 00:00:00,CAVE (company),Nintendo Switch,,
dbpedia_12270,Dragon Quest 4,2014-01-01 00:00:00,Heartbeat (company),Nintendo DS,Role-playing video game,
dbpedia_12271,Jet Moto (video game),,SingleTrAc,PlayStation,Racing g,Jet Moto
dbpedia_12272,The Legend of Zelda (video game),1986-01-01 00:00:00,NintEndo R&D4,Nintendo Entertainment System (NES),Action-adventure,The Legend of Zelda
dbpedia_12273,Harry and the Order of the Phoenix (video game),2007-01-01 00:00:00,Rebellion Developments,Game Boy Advance,Action-adventure game,
dbpedia_12274,Midnight Cards to Three,2009-01-01 00:00:00,Big Finish Games,Windows PC,Hidden object game,
dbpedia_12275,Doom II,1995-01-01 00:00:00,Id Software,,First-person shooter,Doom (franchise)
dbpedia_12276,NASCAR 06: Total Team Control,2005-01-01 00:00:00,Electronic Arts Tiburon,Xbox,Sports,EA Sports NASCAR Series
dbpedia_12277,Rampage World Tour,1998-01-01 00:00:00,Point of View (company),Windows PC,Action game,
dbpedia_12278,Band of Bugs,2007-01-01 00:00:00,NinjaBee,Xbox 360,Turn-based tactics,
dbpedia_12279,The Legend of Spyro: Dawn of the Dragon,2008-01-01 00:00:00,Tantalus Media,Wii,Action-adventure game,Aoy4o
dbpedia_12280,Asterix & Obelix (video game),,Bit Managers,Windows PC,game Platform,
dbpedia_12282,Brandish (video game),1995-01-01 00:00:00,NEC,,Action RPG,Brondish (serics)
dbpedia_12283,X-Men: The Official Game,2006-01-01 00:00:00,Amaze Entertainment,Xbox 360,Beat 'em up,
dbpedia_12284,Obduction (video game),2017-01-01 00:00:00,Cyan Worlds,macOS,Puzzle video vand,
dbpedia_12285,Uni War,2009-01-01 00:00:00,Javaground,iOS (iPhone),Strategy,
dbpedia_12286,,2001-01-01 00:00:00,Sega AM2,Windows PC,Action-adventure game,Shenmue
dbpedia_12287,NCAA March Madness 06,2005-01-01 00:00:00,EA Vancouver,,Sports game,NCAA basketball franchise
dbpedia_12288,Biker Mice from Mars (2006 video game),2006-01-01 00:00:00,Full Fat,Nintendo DS,,
dbpedia_12289,Horsez,,MTO (video game company),,Strategy video game,Petz
dbpedia_12291,Popeye (video game),1982-01-01 00:00:00,Nintendo R&D1,,Platform game,
dbpedia_12292,Myst,1993-01-01 00:00:00,Alfo Systcm,Xbox Series X,,
dbpedia_12293,Scorcher (video game),1997-01-01 00:00:00,Zyrinx,Windows PC,Racing video game,
dbpedia_12294,NBA Hangtime,1997-01-01 00:00:00,,,Sports game,
dbpedia_12295,Lufia & the Fortress of Doom,1993-01-01 00:00:00,Neverland (company),Super Nintendo (SNES),Role-playing video game,
dbpedia_12297,Digital Devil Story: Megami Tensei II,2006-01-01 00:00:00,Qtpua,Super Nintendo (SNES),Role-playing video game,Megami Tensei
dbpedia_12298,Zombie Army 4: Dead War,2020-01-01 00:00:00,Developments Rebellion,Google Stadia,Third-person shooter,Elite
dbpedia_12301,FF Record Keeper,2014-01-01 00:00:00,DeNA,Android,Role-playing video game,Final Fantasy
dbpedia_12302,Super Bubble Pop,2002-01-01 00:00:00,Zombie Studios,PlayStation,Puzzle video game,
dbpedia_12303,SOS (1993 video game),1993-01-01 00:00:00,Entertainment,,,
dbpedia_12305,Counter-Strike: Source,2010-01-01 00:00:00,Turtle Rock Studios,Windows PC,Tactical shooter,Counter-Strike
dbpedia_12307,Romance of the Three Kingdoms II,1990-01-01 00:00:00,,,Turn-based strategy,Romance of the Three Kingdoms (video game series)
dbpedia_12308,Jack Lumber,2012-01-01 00:00:00,Owlchemy Labs,Android,Arcade game,
dbpedia_12309,Langrisser V: The End of Legend,2009-01-01 00:00:00,Masaya Games,,,
dbpedia_12310,Deal or No Deal (video game),2010-01-01 00:00:00,Imagination Entertainment,iOS (iPhone),Trivia,
dbpedia_12311,Crusader Kings 2,2013-01-01 00:00:00,,macOS,Grand strategy game,
dbpedia_12312,Strider (1989 arcade game),,Capcom,,Hack and slash,
dbpedia_12313,Gunbird,1995-01-01 00:00:00,Psikyo,Sega Saturn,,
dbpedia_12315,Brawl Stars,,Supercell (video game company),iOS (iPhone),shooter Hero,
dbpedia_12316,Space Ark,2010-01-01 00:00:00,Strawdog Studios,Windows PC,,
dbpedia_12317,CyberTiger,2000-01-01 00:00:00,Saffire (company),PlayStation,,
dbpedia_12318,,,Valve Corporation,macOS,Puzzle-platform,
dbpedia_12319,Risk (video game),1996-01-01 00:00:00,Zoë Mode,macOS,Turn-based strategy,
dbpedia_12320,Richard Burns Rally,2005-01-01 00:00:00,Games,Windows PC,,
dbpedia_12321,List of Saiyuki video games,2001-01-01 00:00:00,Enix,,Adventure game,
dbpedia_12322,List of Monster Jam video games,2017-01-01 00:00:00,Torus Games,Nintendo DS,Racing game,
dbpedia_12323,Mary Skelter: Nightmares,2018-01-01 00:00:00,Idea Tadrory,PlayStation Vita,Dungeon crawler,
dbpedia_12324,Brunswick Pro Bowling,2010-01-01 00:00:00,PlayStation 2,iOS (iPhone),Bowling,
dbpedia_12325,,2002-01-01 00:00:00,,PlayStation 2,Racing game,
dbpedia_12327,Panzer Dragoon (video game),2002-01-01 00:00:00,Sega,Amazon Luna,Rail shooter,
dbpedia_12328,Earthworm Jim 2,,Rainbow Arts,Linux / SteamOS,game Platform,Earthworm Jim franchise
dbpedia_12329,Another World (video game),,1nterploy Entertainment,PlayStation 3,Action game,
dbpedia_12330,After Burner II,1989-01-01 00:00:00,Sega AM2,,Combat flight simulator,
dbpedia_12331,Star Wars Jedi Knight II: Jedi Outcast,2002-01-01 00:00:00,Aspyr,PlayStation 4,Third-person shoo,5tar Wars: Jcdi Knight (series)
dbpedia_12332,Cities: Skylines,2022-01-01 00:00:00,Colossal Order (company),Windows PC,City-building game,
dbpedia_12333,List of Monster Jam video games,2016-01-01 00:00:00,Inland Productions,Xbox One,Racing,Jam
dbpedia_12334,Days of Thunder 2011 game,2011-01-01 00:00:00,Piranha Games,Xbox 360,Racing video game,
dbpedia_12335,Supremacy MMA,2012-01-01 00:00:00,Kung Fu Factory,PlayStation Vita,Fighting game,
dbpedia_12336,Raiden II,1995-01-01 00:00:00,Seibu Kaihatsu,Arcade Cabinet,Shoot 'em up,
dbpedia_12337,Forza Horizon 5,2021-01-01 00:00:00,Playground Games,Xbox One,Racing,Forza (series)
dbpedia_12338,Amnesia: A Machine for Pigs,2013-01-01 00:00:00,The Chinese Room,Windows PC,Survival horror,
dbpedia_12339,Leisure Suit Larry: Box Office Bust,2009-01-01 00:00:00,Team17,Windows PC,game Action-adventure,Leisure Suit Larry
dbpedia_12341,Tōkaidō Gojūsan-tsugi (video game),1986-01-01 00:00:00,Sunsoft,,Action game,
dbpedia_12342,Street Racing Syndicate,2005-01-01 00:00:00,Eutechnyx,Nintendo GameCube,Racing video game,
dbpedia_12343,Oddworld: Stranger's Wrath,2022-01-01 00:00:00,Android (operating system),,Third-person shooter,Oddworld
dbpedia_12344,Final Fantasy (video game),2000-01-01 00:00:00,Square (video game company),,Role-playing video game,Final Fantasy
dbpedia_12345,Where in the U.S.A. Is Carmen Sandiego? (1986 video game),,Broderbund,,Learning game,
dbpedia_12346,Excitebike,2004-01-01 00:00:00,Arika,Nintendo Entertainment System (NES),Racing video game,
dbpedia_12347,,1983-01-01 00:00:00,Infocom,,Interactive fiction,
dbpedia_12348,DJMax Portable 3,2010-01-01 00:00:00,Pentavision,PlayStation Portable (PSP),Music video game,
dbpedia_12349,Marvel vs. Capcom 2: New Age of Heroes,2002-01-01 00:00:00,,Arcade Cabinet,,
dbpedia_12350,Capcom Beat 'Em Up Bundle,,Capcom,,Beat 'em up,
dbpedia_12351,Tom Clancy's Ghost Recon Advanced Warfighter,,Red Entertainment Storm,Xbox 360,Tactical FPS,Ghost Clancy's Tom Recon
dbpedia_12352,Fairlight (video game),1985-01-01 00:00:00,Edge Games,,Action-adventure game,
dbpedia_12353,Cold Fear,2005-01-01 00:00:00,,PlayStation 2,Third-person shooter,
dbpedia_12355,Deathsmiles IIX,2016-01-01 00:00:00,CAVE (company),Xbox One,Shoot 'em up,
dbpedia_12356,Michelin Rally Masters Race of Champions,2000-01-01 00:00:00,DICE EA,Windows PC,Racing video,Test Drive (series)
dbpedia_12357,Desert Strike: Return to the Gulf,,Electronic Arts,Sega Game Gear,Shoot 'em up,
