id,name,releaseYear,developer,publisher,platform,genres,criticScore,userScore,ESRB,Attribute_11
sales_2362,Greg Hastings' Tournament Paintball,2004-01-01 00:00:00,,,Xbox,Shooter,74.0,,T,0
sales_2363,ESPN NBA Bball,2003-01-01 00:00:00,,Sega,PlayStation 2,Sports,8 9,8.4,E,0
sales_2364,Dragon Ball Z: Ultimate Tenkaichi,2011-01-01 00:00:00,Spike,Bandai Namco Games,,F ighting,55.0,5.8,T,O
sales_2365,Sacred 2: Fallen Angel,2009-01-01 00:00:00,"Ascaron Entertainment GmbH, Ascaron Entertainment",Deep Silver,Xbox 360,Role-Playing,71.0,7.3,M,0
sales_2367,Over the Hedge,2006-01-01 00:00:00,Edge of Reality,Activision,PlayStation 2,Platform,58.0,8.6,E10+,0
sales_2368,Mat Hoffman's Pro BMX,,Shaba Games,,PlayStation,Sports,uo,8.6,E,0
sales_2369,Phineas and Ferb: Across the 2nd Dimension,2011-01-01 00:00:00,Altron,Disney Interactive Studios,Nintendo DS,Action,47.0,,E,0
sales_2370,NHL 14,2013-01-01 00:00:00,Electronic Arts,Electronic Arts,Xbox 360,Sports,81.0,5.9,E10+,0
sales_2371,The Hobbit,2003-01-01 00:00:00,Inevitable Entertainment,Vivendi Games,PlayStation 2,Platform,59.0,8.6,,0
sales_2372,War of the Monsters,2003-01-01 00:00:00,,Sony Computer Entertainment,PlayStation 2,Fighting,80.0,8.9,T,0
sales_2373,Harry Potter and the Deathly Hallows - Part 1,2010-01-01 00:00:00,E1ectronie Arts,Electronic Arts,Wii,Action,41.0,,,0
sales_2374,The Incredible Hulk: Ultimate Destruction,2005-01-01 00:00:00,Radical Entertainment,Vivendi Games,PlayStation 2,Action,83.0,8.7,T,
sales_2375,Time Crisis: Razing Storm,2010-01-01 00:00:00,Nex Entertainment,Namco Bandai Games,PlayStation 3,Shooter,58.0,5.9,T,0
sales_2376,Summer Sports: Paradise Island,2008-01-01 00:00:00,Destineer,Ubisoft,Wii,,46.0,,E,0
sales_2377,Time Crisis II,2001-01-01 00:00:00,,Namco Bandai Games,PlayStation 2,Shooter,81.0,7.9,T,0
sales_2378,NCAA March Madness 06,2005-01-01 00:00:00,Electronic Arts Canada,Electronic Arts,,Sports,78.0,9.1,E,0
sales_2379,LEGO Dimensions,2015-01-01 00:00:00,Traveller's Tales,Warner Bros. Interactive Entertainment,Wii U,Action,62.0,6.5,E10+,O
sales_2380,Valkyria Chronicles II,2010-01-01 00:00:00,Sega,Sega,PlayStation Portable (PSP),Role-Playing,83.0,8 .1,T,0
sales_2382,Rune Factory: A Fantasy Harvest Moon,2006-01-01 00:00:00,Neverland,Rising Star Games,,Role-Playing,78.0,8.1,E,0
sales_2383,Legacy of Kain: Defiance,2003-01-01 00:00:00,Crystal Dynamics,Eidos Interactive,PlayStation 2,Action,75.0,9 .3,M,0
sales_2384,NCAA March Madness 2005,2004-01-01 00:00:00,EA Canad,EA,PlayStation 2,Sports,78.0,8.3,E,0
sales_2385,007 Racing,2000-01-01 00:00:00,Eutechnyx,Electronic Arts,PlayStation,Racing,51.0,4.6,T,0
sales_2386,Tactics Ogre: Let Us Cling Together,2010-01-01 00:00:00,,Square Enix,PlayStation,Role-Playing,87.0,8.8,T,0
sales_2388,Dragon's Crown,2013-01-01 00:00:00,Vanillaware,Nippon Ichi Software,PlayStation 3,Role-Playing,82.0,,T,0
sales_2390,Blitz: The League,2004-01-01 00:00:00,Midway,Midway Games,Xbox,Sports,78.0,7.7,M,0
sales_2391,Manhunt 2,2007-01-01 00:00:00,Rockstar Toronto,Take-Two Interactive,,Action,,7.1,M,0
sales_2394,Overwatch,2016-01-01 00:00:00,Blizzard Entertainment,Activision,Windows PC,,91.0,6.8,T,0
sales_2395,Peter Jackson's King Kong: The Official Game of the Movie,2005-01-01 00:00:00,UBI Montpellier,Ubisoft,Xbox,Action,82.0,8.5,T,0
sales_2398,,,Krome Studios,Arts Electronic,PlayStation 2,P1otform,71.0,8.2,E,0
sales_2399,The Lord of the Rings: The Fellowship of the Ring,2002-01-01 00:00:00,WXP,Universal Interactive,,Action,59.0,6.6,T,
sales_2400,NBA 06,2005-01-01 00:00:00,SCEA Sports Studio,SCE,,Sports,63.0,6.3,E,0
sales_2401,Excite Truck,,Monster Games Inc.,Nintendo,Wii,,72.0,8.4,E,0
sales_2402,Magician's Quest: Mysterious Times,2008-01-01 00:00:00,Konami,Konami Digital Entertainment,Nintendo DS,Role-Playing,69.0,7.6,E10+,
sales_2403,X-Men Legends,2004-01-01 00:00:00,Software Raven,Activision,Nintendo GameCube,Role-Playing,81.0,B.S,T,0
sales_2404,StarCraft II: Legacy of the Void,2015-01-01 00:00:00,Blizzard Entertainment,Activision,Windows PC,Strategy,88.0,8.3,T,0
sales_2405,Jewel Master Egypt,2009-01-01 00:00:00,Storm City Games,Rondomedia,Nintendo DS,Puzzle,56.0,,E,0
sales_2406,ModNation Racers,,SCEA’s San Diego Studios,Sony Computer Entertainment,PlayStation Portable (PSP),Racing,8e,7.7,E,0
sales_2407,WWE SmackDown vs. Raw 2010,2009-01-01 00:00:00,Yuke's,THQ,,Fighting,yr,8.3,T,0
sales_2408,Oni,,Toronto Rockstar,Take-Two Interactive,,Action,ti,,T,0
sales_2409,,2007-01-01 00:00:00,"High Voltage Software, Ubisoft Paris",Ubisoft,PlayStation Portable (PSP),Shooter,61.0,6.4,T,0
sales_2411,Terminator Salvation,2009-01-01 00:00:00,GRIN,Warner Entertainment Interactive Bros.,PlayStation 3,Shooter,43.0,3.9,T,0
sales_2412,How to Train Your Dragon,2010-01-01 00:00:00,Griptonite Games,Activision,Nintendo DS,Action,60.0,,E10+,0
sales_2413,The Lord of the Rings: The Two Towers,,Stormfront Studios,EA,Nintendo GameCube,Action,82.0,8.7,,0
sales_2415,Juiced,2005-01-01 00:00:00,,THQ,PlayStation 2,Racing,68.0,7.7,T,0
sales_2417,Star Fox Command,,Q-Games,Nintendo,Nintendo DS,Shooter,7 6,7.3,E10+,
sales_2418,Bulletstorm,2011-01-01 00:00:00,"Epic Games, People Can Fly",,PlayStation 3,Shooter,83.0,7.7,,0
sales_2419,Return to Castle Wolfenstein: Operation Resurrection,2003-01-01 00:00:00,Raster,Activision,PlayStation 2,Shooter,,B.O,M,0
sales_2420,Mario Tennis: Power Tour,2005-01-01 00:00:00,Camelot Software Planning,NiNtendo,Game Boy Advance,Sporting Goods,Bl,,E,0
sales_2421,Seaman,,Vivarium,,Sega Dreamcast,Simulation,82.0,8.4,T,0
sales_2422,Michael Jackson: The Experience,2011-01-01 00:00:00,Ubisoft Montreal,Ubisoft,PlayStation 3,Misc,66.0,8.4,E10+,0
sales_2423,Stuntman:,2007-01-01 00:00:00,Paradigm Entertainment,THQ,PlayStation 3,,76.0,6.2,T,0
sales_2424,F.E.A.R. 2: Project Origin,2009-01-01 00:00:00,Monolith Productions,Warner Bros. 1nteroctive Entertainment,Xbox 360,Shooter,77.0,,M,0
sales_2425,Mystery Dungeon: Shiren the Wanderer,,ChunSoft,Sega,Nintendo DS,Role-Playing,to,,E,0
sales_2426,GT Pro Series,2006-01-01 00:00:00,,Ubisoft,Wii,Racing,41.0,4.0,E,0
sales_2427,Tiger Woods PGA Tour 11,,EA Sports,Electronic Arts,Xbox 360,Sports,79.0,7.8,E,0
sales_2428,The Golden Compass,2007-01-01 00:00:00,Shiny Entertainment,Sega,PlayStation 2,Action,et,5.2,E10+,
sales_2429,Final Fantasy Chronicles,2001-01-01 00:00:00,T,Square,,,89.0,,T,0
sales_2432,Metal Gear Solid 2: Substance,2002-01-01 00:00:00,KCEJ,Konami Digital Entertainment,PlayStation 2,Action,87.0,9.0,M,0
sales_2433,Tales of Symphonia: Dawn of the New World,2008-01-01 00:00:00,Bandai Namco Games,Namco Bandai Games,Wii,Role-Playing,68.0,7.1,,0
sales_2434,NBA Live 08,2007-01-01 00:00:00,Canada,Electronic Arts,Xbox 360,Sports,73.0,,E,0
sales_2435,Guinness World Records: The Videogame,2008-01-01 00:00:00,TT Fusion,,Nintendo DS,Action,up,,E,0
sales_2439,We Cheer,2008-01-01 00:00:00,"Machatin, Inc.",,Wii,Simulation,5 6,7.3,E10+,0
sales_2440,Madden NFL 07,2006-01-01 00:00:00,EA Tiburon,EA,PlayStation 3,Sports,76.0,4.2,E,0
sales_2443,NBA Live 09,2008-01-01 00:00:00,EA Canada,Electronic Arts,PlayStation 3,Sports,75.0,7.8,E,0
sales_2445,SingStar Dance,2010-01-01 00:00:00,SCEE London Studio,Sony Computer Entertainment,PlayStation 3,,65.0,3.9,T,0
sales_2446,Lords of the Fallen,2014-01-01 00:00:00,City Interactive and Deck 13,Square Enix,PlayStation 4,Role-Playing,68.0,,,0
sales_2448,Tomb Raider: Legend,2006-01-01 00:00:00,Crystal Dynamic,Eidos Interactive,PlayStation 2,Action,82.0,7.1,T,0
sales_2449,Freedom Fighters,2003-01-01 00:00:00,Io Interoctivc,Eleftrohkc Arts,PlayStation 2,Shooter,81.0,8.4,T,0
sales_2450,Silent Hill: Origins,2007-01-01 00:00:00,"Climax Group, Climax Studios",Konami Digital Entertainment,PlayStation Portable (PSP),Action,78.0,,M,0
sales_2451,Gun,2005-01-01 00:00:00,Neversoft Entertainment,Aetivision,Xbox,Shooter,79.0,7.8,M,0
sales_2452,That's So Raven 2: Supernatural Style,2005-01-01 00:00:00,Artificial Mind and Movement,Disney Interactive Studios,Game Boy Advance,,52.0,,E,0
sales_2453,Fight Night Round 3,2006-01-01 00:00:00,,Eleetronie Arts,PlayStation Portable (PSP),Fighting,74.0,,T,0
sales_2454,The Punisher,2005-01-01 00:00:00,,THQ,PlayStation 2,Action,68.0,,,0
sales_2455,Kirby and the Rainbow Curse,2015-01-01 00:00:00,HAL Labs,,Wii U,Platform,7 3,,E,0
sales_2456,SSX On Tour,2005-01-01 00:00:00,EA Canada,EA,,Sports,80.0,7.9,E,0
sales_2457,Disgaea 3: Absence of Justice,2008-01-01 00:00:00,Nippon Ichi Software,Square Enix,PlayStation 3,Role-Playing,,7.5,T,0
sales_2458,Tony Hawk's Pro Skater 3,2002-01-01 00:00:00,Vicarious Visions,Activision,Game Boy Advance,Sporting Goods,90.0,8.0,E,
sales_2459,Way of the Samurai 3,2008-01-01 00:00:00,Acquire,Gamebridge,PlayStation 3,Action,58.0,7.9,M,0
sales_2460,The Sims 2: Open for Business,2006-01-01 00:00:00,Maxis,Electronic Arts,,Simulation,78.0,8.6,T,0
sales_2462,Harry Potter and the Prisoner of Azkaban,2004-01-01 00:00:00,Griptonite Games,Electronic Arts,Game Boy Advance,Action,69.0,8.1,E,
sales_2465,Way of the Samurai,2002-01-01 00:00:00,Acquire,Eidos Interactive,PlayStation 2,Action,74.0,8.2,M,0
sales_2466,The 3rd Birthday,2010-01-01 00:00:00,,Square Enix,PlayStation Portable (PSP),Role-Playing,71.0,6.1,M,0
sales_2467,Kung Fu Panda,2008-01-01 00:00:00,"Luxoflux, Inc.",Activision,PlayStation 3,Action,76.0,7.3,E10+,o
sales_2468,Epic Mickey 2: The Power of Two,2012-01-01 00:00:00,Blitz Games Studios,Disney Interactive Studios,Xbox 360,Action,59.0,5.5,E,0
sales_2469,Pac-Man Fever,2001-01-01 00:00:00,Mass Media,Sony Computer Entertainment,PlayStation 2,Misc,47.0,6.3,,0
sales_2470,Spectrobes: Beyond the Portals,2008-01-01 00:00:00,"Jupiter Corporation, Jupiter Multimedia",Disney Interactive Studios,Nintendo DS,Role-Playing,70.0,,E10+,0
sales_2471,HSX HyperSonic.Xtreme,2002-01-01 00:00:00,Blade Interactiv,MiDas Interactive Entertainment,PlayStation 2,Racing,,8.4,E,0
sales_2472,Lair,2007-01-01 00:00:00,"SCE/WWS 5, Factor",Sony Computer Entertainment,PlayStation 3,Action,53.0,6.4,T,0
sales_2473,Madden NFL 2004,2003-01-01 00:00:00,,Electronic Arts,Nintendo GameCube,Sports,94.0,,E,0
sales_2474,Summoner,2000-01-01 00:00:00,Volition Inc.,THQ,PlayStation 2,Role-Playing,74.0,7.8,T,0
sales_2475,Soul Sacrifice,2013-01-01 00:00:00,SCE Japan Studio and comcept,Sony Computer Entertainment,PlayStation Vita,Role-Playing,77.0,,M,0
sales_2476,DC Universe Online,2011-01-01 00:00:00,WBIE,,PlayStation 3,,67.0,,T,0
sales_2477,NBA Live 2007,2006-01-01 00:00:00,Electronic Arts Sports,Electronic Arts,PlayStation Portable (PSP),Sports,64.0,7.5,E,0
sales_2478,IL-2 Sturmovik: Birds of Prey,2009-01-01 00:00:00,Gaijin Entertainment,505 Games,,Simulation,80.0,8.4,T,0
sales_2479,The Walking Dead: Survival Instinct,2013-01-01 00:00:00,Terminal Reality,Aetivision,PlayStation 3,Shooter,34.0,3.6,,O
sales_2480,,,Visual,,Xbox 360,Sporting Goods,76.0,7.6,E,0
sales_2481,Alice in Wonderland,2010-01-01 00:00:00,Libellules Etranges,Disney Interactive Studios,Wii,Adventure,69.0,,,0
sales_2482,Ratatouille,2007-01-01 00:00:00,Iron Studios,THQ,PlayStation 3,,,4.8,E,
sales_2483,NBA Live 2004,2003-01-01 00:00:00,Electronic Arts Sports,Electronic Arts,Xbox,Sports,85.0,8.2,E,0
sales_2484,Iron Man,2008-01-01 00:00:00,Artificial and Movement,Sega,Nintendo DS,Action,56.0,7.0,E10+,0
sales_2485,Alien: Isolation,2014-01-01 00:00:00,Creative Assembly,Sega,Xbox One,Shooter,78.0,7.8,,0
sales_2487,Disney's Kim Possible: Revenge of Monkey Fist,2002-01-01 00:00:00,Digital E clipse,THQ,Game Boy Advance,Platform,62.0,8.8,E,0
sales_2488,Naruto Shippuden: Clash of Ninja Revolution 3,2009-01-01 00:00:00,8ing/Raizing,Nintendo,Wii,,74.0,,T,0
sales_2489,Ace Combat Zero: The Belkan War,2006-01-01 00:00:00,Namco,Games Bandai Namco,PlayStation 2,Simulation,75.0,,T,0
sales_2491,Dynasty Warriors,2004-01-01 00:00:00,Koei,Tecmo Koei,PlayStation Portable (PSP),Action,62.0,7.3,T,0
sales_2493,SoulCalibur: Broken Destiny,2009-01-01 00:00:00,Nqneai Namco Games,Namco Bandai Games,PlayStation Portable (PSP),Fighting,80.0,6.2,T,0
sales_2494,Dragon Ball: Raging Blast,2009-01-01 00:00:00,Spike,Namco Bandai Gam,Xbox 360,Fighting,56.0,7.5,T,0
sales_2495,Naruto Shippuden: Ultimate Ninja Storm 3,2013-01-01 00:00:00,CyberConnect2,Namco Bandai Games,Xbox 360,Fighting,70.0,7.7,T,0
sales_2496,World Championship Poker,2004-01-01 00:00:00,Coresoft,Crace En6wrtainment,,Misc,,,E,0
sales_2497,The BIGS,2007-01-01 00:00:00,Castle Games,Take-Two Interactive,PlayStation 2,Sports,71.0,4.8,E,0
sales_2498,Dragon Ball Z: Supersonic Warriors,2004-01-01 00:00:00,Arc System Works,Atari,Game Boy Advance,Fighting,73.0,,,0
sales_2499,NBA Ballers,2004-01-01 00:00:00,Midway,,Xbox,Sports,82.0,8.1,E,0
sales_2500,Silent Hill 4: The Room,,KCET,Konami Digital Entertainment,PlayStation 2,Zv6ion,76.0,7.8,M,0
sales_2501,Capcom Classics Collection,2005-01-01 00:00:00,Digital Eclipse,,PlayStation 2,Misc,,8.4,T,0
sales_2502,My Word Coach,2007-01-01 00:00:00,Ubisoft,Ubisoft,Wii,,68.0,,E,0
sales_2503,Tiger Woods PGA Tour 13,2012-01-01 00:00:00,Electronic Art,EA,Xbox 360,Sports,77.0,5.6,E,0
sales_2504,The Saboteur,2009-01-01 00:00:00,Pandemic Stud,,Xbox 360,Action,73.0,8.2,,0
sales_2505,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,2004-01-01 00:00:00,Tantalus Interactive,THQ,Game Boy Advance,Shooter,56.0,,E,0
sales_2506,Sonic Riders,2006-01-01 00:00:00,Sonic Team,Sega,PlayStation 2,Racing,55.0,7.2,E,0
sales_2507,Looney Tunes: Back in Action,2003-01-01 00:00:00,Warthog,Bros. Warner Interactive Entertainment,PlayStation 2,Platform,51.0,7.5,E,
sales_2508,Monsters vs. Aliens,,Griptonite,Activision,Nintendo DS,Action,47.0,,E,0
sales_2509,NHL 09,2008-01-01 00:00:00,Electronic Arts Canada,Electronic Arts,,Sports,88.0,8.4,E10+,0
sales_2510,Bully SE,2008-01-01 00:00:00,Rockstar Toronto,Interactive Take-Two,,Action,83.0,8.4,T,0
sales_2511,WWE SmackDown vs. RAW 2007,2006-01-01 00:00:00,,THQ,Xbox 360,Fighting,81.0,,T,
sales_2512,Midnight Club II,2003-01-01 00:00:00,Rockstar San,Take-Two Interactive,Xbox,Racing,86.0,,T,0
sales_2513,Tiger Woods PGA Tour 07,2006-01-01 00:00:00,EA Redwood Shores,EA,,Sports,81.0,,E,0
sales_2514,Ratatouille,2007-01-01 00:00:00,Asobo Studio,THQ,Wii,Action,62.0,,E,p
sales_2515,Avatar: The Last Airbender,2006-01-01 00:00:00,AWE Game,TH,Nintendo GameCube,Action Adventure,60.0,,E10+,0
sales_2516,The Mummy Returns,2001-01-01 00:00:00,Blitz game series,Universal Interactive,PlayStation 2,Action,44.0,u.o,,0
sales_2517,Hitman: Blood Money,2006-01-01 00:00:00,Io Interac tive,Eidos Interact,PlayStation 2,Action,,,M,0
sales_2518,Lost: Via Domus,2008-01-01 00:00:00,Ubisoft Montreal,Ubisoft,,Action,54.0,,T,0
sales_2519,Crash: Mind Over Mutant,2008-01-01 00:00:00,Radical Entertainment,Vivendi Games,,Platform,73.0,6.5,E10+,0
sales_2520,Activision Anthology,2002-01-01 00:00:00,Contraband Entertainment,Activision,PlayStation 2,Misc,ut,7.7,,
sales_2521,Picross DS,2007-01-01 00:00:00,Jupiter Corporation,Nintendo,Nintendo DS,Puzzle,83.0,8.7,,0
sales_2522,Pro Evolution Soccer 2012,2011-01-01 00:00:00,Konomi,Konami Digital Entertainment,Xbox 360,Action,78.0,6.6,E,0
sales_2523,Final Fantasy II Anniversary Edition,2007-01-01 00:00:00,TOSE,Square Enix,PlayStation Portable (PSP),Role-Playing,63.0,7.1,T,0
sales_2524,Test Drive Unlimited,2007-01-01 00:00:00,Melbourne House,Atari,PlayStation Portable (PSP),Racing,80.0,7.3,E10+,0
sales_2525,Unit 13,2012-01-01 00:00:00,Zipper Interactive,Computer Sony Entertainment,PlayStation Vita,Shooter,71.0,7.5,T,
sales_2526,R.U.S.E.,2010-01-01 00:00:00,Eugen Systems,Ubisoft,PlayStation 3,S trategy,,7.3,T,0
sales_2527,Theatrhythm: Final Fantasy,2012-01-01 00:00:00,Indies Zero,,Nintendo 3DS,Misc,78.0,7.8,E10+,0
sales_2528,GoldenEye 007 Reloaded,,Eurocom Entertainment Software,Activision,Xbox 360,Shooter,72.0,,T,0
sales_2529,Star Wars: Jedi Starfighter,2002-01-01 00:00:00,LucasArts,Activision,PlayStation 2,Simulation,81.0,,T,0
sales_2530,Tactics Ogre: The Knight of Lodis,2001-01-01 00:00:00,Quest,Nintendo,Game Boy Advance,Role-Playing,88.0,,E,
sales_2531,Sega Bass Fishing,,Cavia Inc.,Sega,Wii,Sports,,6.3,E,0
sales_2532,Dead or Alive Ultimate,2004-01-01 00:00:00,Team Ninja,Tecmo K,Xbox,Fighting,83.0,i.y,M,0
sales_2533,RPG Maker,1997-01-01 00:00:00,Kuusou Kagaku,ASCII Dnterrainjent,,Role-Playing,66.0,8.2,E,0
sales_2534,Major League Baseball 2K12,2012-01-01 00:00:00,Concepts Visual,Take-Two Interactive Software,Xbox 360,Sports,68.0,6.4,E,0
sales_2535,Rooms: The Main Building,2010-01-01 00:00:00,Game,Nintendo,Nintendo DS,Adventure,,,,0
sales_2536,Dance Dance Revolution Universe 2,2007-01-01 00:00:00,Konami,Konami Digital Entertainment,Xbox 360,Simulation,65.0,7.4,E10+,
sales_2537,Burnout Revenge,2006-01-01 00:00:00,Criterion Games,,Xbox 360,,89.0,8.1,E10+,0
sales_2539,Monster Hunter,2004-01-01 00:00:00,,Capcom,PlayStation 2,Role-Playing,ti,8.9,T,0
sales_2540,,2007-01-01 00:00:00,EA Canad,EA,Xbox 360,Sporting Goods,80.0,,E,0
sales_2541,Tony Hawk's Underground 2,2004-01-01 00:00:00,Neversoft,,Nintendo GameCube,Sports,82.0,8.9,,0
sales_2544,Rayman Advance,2001-01-01 00:00:00,Digital Eclipse,Ubisoft,Game Boy Advance,Platform,84.0,,E,0
sales_2545,Fantastic 4,2005-01-01 00:00:00,7 Studios,Activision,PlayStation 2,Avyikn,64.0,7.8,T,0
sales_2546,Men in Black II: Alien Escape,2002-01-01 00:00:00,Melbourne Hous,,PlayStation 2,,50.0,,,0
sales_2547,Alice: Madness Returns,2011-01-01 00:00:00,Spicy Horse,Electronic Arts,Xbox 360,Adventure,70.0,,M,0
sales_2549,Spider-Man 2,,Vicarious Visions,Activision,Nintendo DS,Action,61.0,5.0,E,0
sales_2550,Ridge Racer 3D,2011-01-01 00:00:00,Namco Bandai Game,Namco Bandai Games,Nintendo 3DS,Racing,75.0,7.2,E,0
sales_2551,Picross 3D,,HAL Labs,,Nintendo DS,Puzzle,83.0,8.4,E,0
sales_2552,Dynasty Warriors: Gundam 2,2008-01-01 00:00:00,Omega Force,Namco Bandai Games,PlayStation 3,Action,54.0,,T,0
sales_2553,Tony Hawk's Underground 2,2004-01-01 00:00:00,Vicarious Visions,Sctivjeion,Game Boy Advance,Sports,70.0,,E,0
sales_2554,Super Monkey Ball 3D,2011-01-01 00:00:00,Sega,Sega,Nintendo 3DS,Action,55.0,5.5,E,0
sales_2555,SpongeBob SquarePants: Creature from the Krusty Krab,2006-01-01 00:00:00,Blitz,THQ,Wii,Platform,57.0,,E,0
sales_2556,F1 2012,2012-01-01 00:00:00,Codemasters,Codemasters,Xbox 360,Racing,7e,6.9,E,
sales_2557,Tony Hawk's Project 8,2006-01-01 00:00:00,,Activision,Xbox 360,Sports,81.0,7.6,T,0
sales_2558,Bleach: Soul Resurreccion,2011-01-01 00:00:00,Racjin,Ichi Nippon Software,PlayStation 3,,58.0,,T,
sales_2559,The Matrix: Path of Neo,2005-01-01 00:00:00,Shiny Entertainment,Atari,PlayStation 2,Action,to,7.9,,0
sales_2560,Dragon Ball Z: Supersonic Warriors 2,2005-01-01 00:00:00,Arc Works,Atari,Nintendo DS,,66.0,,E10+,0
sales_2561,Sonic Lost World,2013-01-01 00:00:00,,Sega,Nintendo 3DS,Platform,59.0,6.5,E10+,0
sales_2562,WWE Wrestlemania X8,,Yuke's,THQ,Nintendo GameCube,Fighting,64.0,,T,0
sales_2563,Boogie,2007-01-01 00:00:00,,Electronic Arts,Wii,Misc,57.0,5.3,E10+,0
sales_2566,The Sims,2003-01-01 00:00:00,Edgc of Rcality,Electronic Arts,Nintendo GameCube,Simulation,85.0,,T,0
sales_2567,Plants vs. Zombies: Garden Warfare 2,2016-01-01 00:00:00,PopCap,Arts Electronic,PlayStation 4,Shooter,81.0,,E10+,0
sales_2568,Grandia III,2005-01-01 00:00:00,Game Arts,Square Enix,PlayStation 2,Role-Playing,uy,,T,0
sales_2570,Scarface: The World is Yours,2006-01-01 00:00:00,Radical Entertainment,Vivendi Games,Xbox,Action,76.0,,,0
sales_2571,Resident Evil: The Mercenaries 3D,2011-01-01 00:00:00,Capcom,Capcom,Nintendo 3DS,Axyioj,65.0,6.4,M,0
sales_2572,Star Wars Battlefront: Elite Squadron,2009-01-01 00:00:00,n-Space,LucasArts,Nintendo DS,Shooter,61.0,t.o,E10+,0
sales_2573,SpongeBob SquarePants: Creature from the Krusty Krab,2006-01-01 00:00:00,WayForward,THQ,Nintendo DS,Platform,56.0,7.3,E,0
sales_2574,Pokemon Art Academy,2014-01-01 00:00:00,Headstrong Games,Nintendo,,Misc,76.0,7.7,,0
sales_2575,Medal of Honor,2010-01-01 00:00:00,,EA,Windows PC,Shooter,72.0,6.4,M,0
sales_2576,,2011-01-01 00:00:00,,UbIsoft,Nintendo 3DS,Racing,43.0,4.4,,0
sales_2577,Crazy Taxi,2001-01-01 00:00:00,,Acclaim Entertainment,Nintendo GameCube,racing,69.0,7.5,T,
sales_2579,Spy Hunter 2,2003-01-01 00:00:00,Studios Angel,Midway Games,PlayStation 2,Racing,57.0,6.4,T,0
sales_2581,Sniper: Art of Victory,2008-01-01 00:00:00,Interactive,City Interactive,Windows PC,Shooter,36.0,3.6,M,0
sales_2582,Tales of Legendia,2005-01-01 00:00:00,Namco,Namco Bandai Games,PlayStation 2,Role-Playing,72.0,7.7,T,0
sales_2583,FIFA Soccer 09,2008-01-01 00:00:00,EA Canada,Electronic Arts,Nintendo DS,Sports,8 4,,E,0
sales_2584,Steel Diver,2011-01-01 00:00:00,Nintendo,Nintendo,Nintendo 3DS,Action,58.0,6.3,E10+,
sales_2585,Bravely Second: End Layer,2015-01-01 00:00:00,Silicon Studio,Nintendo,Nintendo 3DS,Role-Playing,Bl,y.e,T,
sales_2587,Shrek 3,2007-01-01 00:00:00,Amaze Entertainment,Activision,PlayStation 2,Actjkj,56.0,6.1,E10+,0
sales_2589,Far Cry 2,2008-01-01 00:00:00,Ubisoft Montreal,,Windows PC,Action,,,M,0
sales_2590,NFL 2 Street,2004-01-01 00:00:00,EA Tiburon,Electronic Arts,Xbox,Sports,78.0,6.5,E,0
sales_2591,,2009-01-01 00:00:00,,MTV Gomcs,PlayStation Portable (PSP),Misc,79.0,8.6,T,0
sales_2593,You're in the Movies,2008-01-01 00:00:00,Zoe Mode,Microsoft Game Studios,Xbox 360,Misc,55.0,5.5,E,0
sales_2594,Scene It? Lights Camera Action,,"Screenlife Games, WXP",Microsoft Game Studios,Xbox 360,Misc,73.0,8.1,T,
sales_2595,MotorStorm: Apocalypse,2011-01-01 00:00:00,Studios,SCE,PlayStation 3,Racing,77.0,7.7,T,0
sales_2596,Dark Sector,2008-01-01 00:00:00,Digital Extremes,,Xbox 360,Shooter,,,M,0
sales_2597,Tiger Woods PGA Tour 07,,Electronic Arts Redwood Shores,Electronic Arts,Xbox 360,Sports,80.0,7.9,E,
sales_2598,Plants vs. Zombies: Garden Warfare 2,2016-01-01 00:00:00,PopCap,Arts,Xbox One,,80.0,8.1,E10+,0
sales_2602,Lollipop Chainsaw RePOP,2012-01-01 00:00:00,Grasshopper Manufactur,Entertainment Bros. Interactive Warner,,Action,70.0,7.0,M,0
sales_2603,The Saboteur,2009-01-01 00:00:00,Studios Pandemic,,PlayStation 3,Action,72.0,8.1,M,0
sales_2604,Metal Gear Rising: Revengeance,2013-01-01 00:00:00,PlatinumGames,Digital Konami Entertainment,Xbox 360,Action,82.0,7.8,M,0
sales_2605,Theme Park Roller Coaster,2000-01-01 00:00:00,Bullfrog Productions,,PlayStation 2,Strategy,82.0,7.9,,0
sales_2606,NHL 16,2015-01-01 00:00:00,"EA Sports, EA Canada",EA,Xbox One,Sports,80.0,,E10+,0
sales_2607,Midnight Club: Street Racing,2001-01-01 00:00:00,Angel Studios LLC,Rebellion,Game Boy Advance,Racing,50.0,5.3,E,0
sales_2608,Tiger Woods PGA Tour 06,2005-01-01 00:00:00,EA Sports,,Xbox,Sports,,5.1,E,0
sales_2609,Fortune Street,2011-01-01 00:00:00,Marvelous AQL,Nintendo,Wii,Misc,68.0,7.5,E,0
sales_2610,FIFA World Cup Germany 2006,2006-01-01 00:00:00,Electronic Arts Canada,Electronic Arts,Xbox 360,Sports,72.0,6.6,E,
sales_2611,World of Outlaws: Sprint Cars 2002,2002-01-01 00:00:00,Ratbag,Ignituon Ent4rtaknment,PlayStation 2,Racing,80.0,9.1,E,
sales_2612,Children of Mana,2006-01-01 00:00:00,Nex Entertainment,Nij6enxo,Nintendo DS,,65.0,,,0
sales_2613,Fantavision,2000-01-01 00:00:00,SCEJ,,PlayStation 2,Puzzle,72.0,6.3,E,
