id,name,releaseYear,developer,publisher,platform,genres,criticScore,userScore,ESRB,globalSales
sales_1413,Tom Clancy's Splinter Cell: Blacklist,"January 01, 2013",Ubisoft Toronto,Ubisoft,PS3,Action,84,,M,0
sales_1415,Phantasy Star Portable,"January 01, 2008",Alfa System,Sega,Playstation Portable,Role-Playing,64,7.8,T,0
sales_1416,WWE SmackDown vs. Raw 2009,"January 01, 2008",Yuke's,THQ,PS3,Fighting,78,7.0,T,0
sales_1417,NCAA Football 10,"January 01, 2009",,Electronic Arts,Xbox 360,Sports,83,6.7,E,0
sales_1418,Brutal Legend,"January 01, 2009",,Electronic Arts,PS3,Action,83,7.6,M,0
sales_1419,Tony Hawk: RIDE,"January 01, 2009",Buzz Monkey,Activision,Wii,Sports,47,4.5,E10+,0
sales_1420,Bully,"January 01, 2006",Rockstar Vancouver,Take-Two Interactive,PS2,Action,87,9.1,T,0
sales_1421,Prince of Persia: The Sands of Time,"January 01, 2003",Ubisoft,Ubisoft,Xbox,Action,92,7.8,,0
sales_1422,MLB 06: The Show,"January 01, 2006",SCEA San Diego Studios,Sony Computer Entertainment,PS2,Sports,83,8.9,E,0
sales_1423,NHL 2003,"January 01, 2002",EA Sports,Electronic Arts,PS2,,79,6.8,E,0
sales_1424,Naruto Shippuden: Ultimate Ninja Storm 3,"January 01, 2013",CyberConnect2,Namco Bandai Games,PS3,Fighting,77,7.9,T,0
sales_1426,The Sims 2,"January 01, 2005",Griptonite Games,Electronic Arts,DS,Simulation,70,6.1,E10+,0
sales_1427,Tony Hawk's Pro Skater 4,"January 01, 2002",Neversoft Entertainment,Activis ion,Xbox,Sports,90,8.5,T,0
sales_1428,Dragon Age: Inquisition,"January 01, 2014",BioWare,Electronic Arts,XOne,Role-Playing,85,6.9,M,0
sales_1429,White Knight Chronicles: International Edition,"January 01, 2008",Level 5,Sony Computer Entertainment,PS3,Role-Playing,64,7.5,T,0
sales_1430,SingStar Abba,"January 01, 2008",SCEE London Studio,,PS3,Misc,70,5.5,T,
sales_1431,Kirby: Planet Robobot,"January 01, 2016",HAL Labs,Nintendo,3DS,Action,81,8.7,E,0
sales_1432,Guitar Hero: Metallica,"January 01, 2009",Neversoft Entertainment,Activision,Wii,,85,8.6,T,0
sales_1433,Teenage Mutant Ninja Turtles,"January 01, 2003",Konami,Unknown,Game Boy Advance,Action,71,8.8,E,0
sales_1434,Bayonetta,"January 01, 2009",,Sega,Xbox 360,Action,90,8.0,M,0
sales_1435,MLB 07: The Show,"January 01, 2007",SCEA,Sony Computer Entertainment,PS2,Sports,83,8.6,E,0
sales_1436,Cars,"January 01, 2006",Rainbow Studios,THQ,GameCube,,71,7.0,E,0
sales_1437,Build-A-Bear Workshop,"January 01, 2007",Neko Entertainment,Game Factory,DS,Simulation,61,4.8,E,0
sales_1438,Kingdom Hearts Re:coded,"January 01, 2010","Square Enix, h.a.n.d. Inc.",Square Enix,DS,Role-Playing,66,7.0,E10+,0
sales_1439,Operation Flashpoint: Dragon Rising,,Codemasters,Codemasters,Xbox 360,,77,7.8,M,0
sales_1440,Lego Batman 3: Beyond Gotham,"January 01, 2014",TT Games,Warner Bros. Interactive Entertainment,PS4,Action,73,7.1,E10+,0
sales_1441,Wipeout: In The Zone,"January 01, 2011",Activision,Activision,Xbox 360,Misc,39,5.6,E10+,0
sales_1442,SnoCross Championship Racing,"January 01, 1999",UDS,Ubisoft,Playstation,Racing,66,,E,0
sales_1443,Brothers in Arms: Hell's Highway,"January 01, 2008",Gearbox Software,Ubisoft,PS3,Shooter,76,8.0,M,0
sales_1444,The LEGO Movie Videogame,"January 01, 2014",TT Games,Warner Bros. Interactive Entertainment,PS3,Action,80,6.8,E10+,0
sales_1445,Assassin's Creed III,"January 01, 2012",Ubisoft,Ubisoft,PC,Action,80,,M,0
sales_1446,Borderlands 2,"January 01, 2012",Gearbox Software,Take-Two Interactive,PC,Shooter,89,8.2,M,0
sales_1447,Teenage Mutant Ninja Turtles,"January 01, 2003",KCE Studios,Konami Digital Entertainment,PS2,Action,59,8.7,E,0
sales_1448,Disney Magical World,"January 01, 2013",h.a.n.d. Inc.,Nintendo,3DS,Adventure,71,7.5,E,0
sales_1449,Top Gun: Combat Zones,"January 01, 2001",Titus Software,,PS2,Simulation,63,3.3,E,0
sales_1450,NCAA Football 11,"January 01, 2010",EA Tiburon,Electronic Arts,Xbox 360,Sports,86,7.1,E,0
sales_1451,007: The World is not Enough,"January 01, 2000",,,Playstation,Action,61,6.7,T,0
sales_1452,Cars,"January 01, 2006",Rainbow Studios,THQ,Wii,Racing,65,,E,0
sales_1453,Phoenix Wright: Ace Attorney,"January 01, 2005",Capcom,Capcom,DS,Adventure,81,9.2,T,0
sales_1454,MLB 15: The Show,"January 01, 2015",SCEA San Diego Studios,Sony Computer Entertainment,PS4,Sports,80,7.8,E,0
sales_1455,South Park: The Stick of Truth,"January 01, 2014",Obsidian Entertainment,Ubisoft,PS3,Role-Playing,85,8.5,M,0
sales_1456,South Park: The Stick of Truth,"January 01, 2014",Obsidian Entertainment,Ubisoft,Xbox 360,Role-Playing,82,8.4,M,0
sales_1457,MLB 12: The Show,"January 01, 2012",SCEA San Diego Studios,Sony Computer Entertainment,PS3,Sports,87,,E,0
sales_1458,SpongeBob SquarePants: The Yellow Avenger,"January 01, 2006",Tantalus Interactive,THQ,Playstation Portable,,48,6.4,E,0
sales_1459,Dante's Inferno,"January 01, 2010",Visceral Games,Electronic Arts,Xbox 360,Action,73,7.7,M,
sales_1460,Wii Play: Motion,"January 01, 2011",Nintendo,Nintendo,Wii,Misc,60,6.1,E10+,0
sales_1461,WWE SmackDown vs. Raw 2009,"January 01, 2008",Yuke's,THQ,Xbox 360,Fighting,79,7.1,T,0
sales_1462,Sonic Riders,"January 01, 2006",Sonic Team,Sega,GameCube,Racing,59,8.0,E,0
sales_1463,Blue Dragon,"January 01, 2006","Mistwalker, Artoon",Microsoft Game Studios,Xbox 360,Role-Playing,79,7.8,T,0
sales_1464,Harvest Moon 3D: A New Beginning,"January 01, 2012",Marvelous AQL,Marvelous Entertainment,3DS,Action,74,8.2,E,0
sales_1465,Kung Fu Panda,"January 01, 2008",Xpec,Activision,Wii,Action,70,,E10+,0
sales_1466,EA Sports Active 2,"January 01, 2010",EA Canada,Electronic Arts,PS3,Sports,78,5.4,E,0
sales_1467,Knockout Kings 2002,"January 01, 2002",Electronic Arts,Electronic Arts,PS2,Sports,76,8.1,T,0
sales_1468,Tom Clancy's EndWar,"January 01, 2008",Ubisoft Shanghai,Ubisoft,Xbox 360,,77,7.2,T,0
sales_1469,Tokyo Xtreme Racer 3,"January 01, 2003",Genki,Genki,PS2,Racing,63,8.9,E,0
sales_1470,Xenoblade Chronicles,"January 01, 2010",Monolith Soft,Nintendo,Wii,Role-Playing,92,8.9,T,0
sales_1471,Colin McRae Rally 2.0,"January 01, 2000",Codemasters,Codemasters,Playstation,Racing,90,8.7,E,0
sales_1472,Dynasty Warriors 7,"January 01, 2011",,Tecmo Koei,PS3,Action,57,7.4,T,0
sales_1473,NBA 2K14,"January 01, 2013",Visual Concepts,Take-Two Interactive,XOne,Sports,86,5.7,E,0
sales_1474,SSX,"January 01, 2012",EA Canada,Electronic Arts,PS3,Sports,81,6.8,E,0
sales_1475,Sonic Riders: Zero Gravity,"January 01, 2008",Sonic Team,Sega,Wii,Racing,56,8.1,E,0
sales_1476,Sonic Mega Collection Plus,"January 01, 2004",Sonic Team,Sega,Xbox,Misc,75,7.9,E,0
sales_1477,Operation Flashpoint: Dragon Rising,"January 01, 2009",Codemasters,Codemasters,PS3,Shooter,76,6.5,M,0
sales_1478,Tiger Woods PGA Tour 2002,"January 01, 2002",EA Sports,Electronic Arts,PS2,Sports,80,7.6,E,0
sales_1479,Lost Odyssey,"January 01, 2007",Mistwalker,Microsoft Game Studios,Xbox 360,Role-Playing,78,8.3,T,0
sales_1480,Street Fighter V,"January 01, 2016",,,PS4,Fighting,77,,T,0
sales_1481,Just Cause 3,"January 01, 2015",Avalanche Studios,,XOne,Action,71,7.0,M,0
sales_1482,MLB 2005,"January 01, 2004",989 Sports,Sony Computer Entertainment,PS2,,78,7.6,E,0
sales_1483,Marvel: Ultimate Alliance 2,"January 01, 2009",Vicarious Visions,Activision,Xbox 360,Role-Playing,,7.3,T,0
sales_1484,Burnout Revenge,"January 01, 2005",Criterion Games,Electronic Arts,PS2,,90,8.8,E10+,0
sales_1485,Crysis 3,"January 01, 2013",Crytek,Electronic Arts,Xbox 360,Shooter,76,6.7,M,0
sales_1486,The Witcher 2: Assassins of Kings,"January 01, 2012",CD Projekt Red Studio,Namco Bandai Games,Xbox 360,Action,88,8.3,M,
sales_1487,Homefront,"January 01, 2011",Kaos Studios,THQ,PS3,Shooter,70,5.7,M,0
sales_1488,LEGO Jurassic World,"January 01, 2015",TT Games,Warner Bros. Interactive Entertainment,PS4,Action,70,7.0,E10+,0
sales_1489,The Elder Scrolls Online,,ZeniMax Media,Bethesda Softworks,PC,Role-Playing,7 1,,M,0
sales_1490,Hot Shots Tennis,"January 01, 2006",Clap Hanz,Sony Computer Entertainment,PS2,Sports,70,,E,0
sales_1491,MX vs. ATV Reflex,"January 01, 2009",Rainbow Studios,THQ,PS3,Racing,74,,E,0
sales_1492,Madden NFL 25,"January 01, 2013",EA Sports,Electronic Arts,PS4,Sports,74,5.2,E,0
sales_1493,Sonic Heroes,"January 01, 2003",Sonic Team,Sega,Xbox,Platform,73,7.6,,0
sales_1494,Spider-Man 3,"January 01, 2007",Vicarious Visions,Activision,PS2,Platform,5 0,6.5,T,0
sales_1495,James Bond 007: Agent Under Fire,"January 01, 2002",Electronic Arts,Electronic Arts,Xbox,Shooter,71,7.5,T,0
sales_1496,LEGO Pirates of the Caribbean: The Video Game,"January 01, 2011",Traveller's Tales,Disney Interactive Studios,DS,Action,69,,E10+,0
sales_1497,LEGO Marvel Super Heroes,"January 01, 2013",TT Games,Warner Bros. Interactive Entertainment,3DS,Action,61,5.2,E10+,0
sales_1498,DJ Hero,"January 01, 2009",FreeStyleGames,Activision,PS3,Misc,86,7.8,T,0
sales_1499,X-Men Legends,"January 01, 2004",Raven Software,Activision,Xbox,Role-Playing,82,8.5,T,0
sales_1500,NBA Live 2005,,EA Canada,Electronic Arts,Xbox,Sports,85,7.6,E,0
sales_1501,Harry Potter: Quidditch World Cup,"January 01, 2003",Magic Pockets,Electronic Arts,PS2,Sports,68,6.6,E,0
sales_1502,Madagascar,"January 01, 2005",Vicarious Visions,Activision,Game Boy Advance,Platform,71,,E,0
sales_1503,Blitz: The League,,MidWay,Unknown,PS2,Sports,76,8.0,M,
sales_1504,The Biggest Loser: Ultimate Workout,"January 01, 2010",Blitz Games Studios,THQ,Xbox 360,Sports,68,,E,0
sales_1505,Castlevania: Circle of the Moon,"January 01, 2001",KCEK,Konami Digital Entertainment,Game Boy Advance,Platform,91,8.5,T,0
sales_1506,SOCOM 4: U.S. Navy SEALs,"January 01, 2011",,Sony Computer Entertainment,PS3,Shooter,67,,M,0
sales_1507,Tiger Woods PGA Tour 06,"January 01, 2005",EA Sports,Electronic Arts,PS2,Sports,83,6.2,E,0
sales_1508,FIFA Street,"January 01, 2012",EA Sports,Electronic Arts,Xbox 360,Sports,77,6.7,E,0
sales_1509,Classic NES Series: The Legend of Zelda,"January 01, 2004",Nintendo,Nintendo,Game Boy Advance,Adventure,84,,E,0
sales_1510,Fire Emblem: The Sacred Stones,"January 01, 2004",Intelligent Systems,Nintendo,Game Boy Advance,Strategy,85,9.1,E,0
sales_1511,TouchMaster 2,"January 01, 2008",Midway Studios - San Diego,Midway Games,DS,Puzzle,76,,E,0
sales_1512,Killzone: Liberation,,Guerrilla,Sony Computer Entertainment,Playstation Portable,Shooter,77,8.3,T,0
sales_1513,Finding Nemo,"January 01, 2003",Traveller's Tales,THQ,GameCube,Action,62,5.5,E,0
sales_1514,Ace Combat 2,,Namco,Sony Computer Entertainment,Playstation,,83,,T,0
sales_1515,NFL 2K2,"January 01, 2001",Visual Concepts,Sega,PS2,Sports,85,7.5,E,0
sales_1516,Pure,"January 01, 2008",Black Rock Studio,Disney Interactive Studios,PS3,Racing,83,7.8,E,0
sales_1517,Resistance: Retribution,"January 01, 2009",Sony Bend,Sony Computer Entertainment,Playstation Portable,Shooter,81,8.1,M,
sales_1518,Call of Duty: World at War,"January 01, 2008",n-Space,Activision,DS,Shooter,75,7.8,T,0
sales_1519,Tiger Woods PGA Tour 12: The Masters,"January 01, 2011",Electronic Arts,Electronic Arts,PS3,Sports,80,7.3,E,0
sales_1520,FIFA Soccer 09 All-Play,"January 01, 2008",EA Canada,Electronic Arts,Wii,Sports,80,8.4,E,0
sales_1521,LEGO Indiana Jones 2: The Adventure Continues,"January 01, 2009",Traveller'sTales,Activision,PS3,Action,70,7.1,E10+,
sales_1522,Fossil Fighters,"January 01, 2008",RED Entertainment,Nintendo,DS,Role-Playing,70,,E,0
sales_1523,NCAA Football 13,"January 01, 2012",EA Tiburon,Electronic Arts,PS3,Action,79,4.1,E,
sales_1524,Samba De Amigo,"January 01, 2008",Gearbox Software,Sega,Wii,Misc,68,8.1,E,0
sales_1525,The Simpsons Game,"January 01, 2007",EA Redwood Shores,Electronic Arts,PS3,Action,71,7.5,,0
sales_1526,Call of Duty: Modern Warfare 2,"January 01, 2009",Infinity Ward,Activision,PC,Shooter,86,4.2,M,0
sales_1527,The Tomb Raider Trilogy,"January 01, 2011",Crystal Dynamics,Square Enix,PS3,Action,78,8.1,T,0
sales_1528,F1 2010,"January 01, 2010",Codemasters Birmingham,Codemasters,Xbox 360,Racing,84,7.5,E,0
sales_1529,Call of Juarez: Bound in Blood,"January 01, 2009",Techland,Ubisoft,PS3,Shooter,78,,M,0
sales_1530,NBA 2K6,"January 01, 2005",Visual Concepts,Take-Two Interactive,PS2,,84,8.3,E,0
sales_1531,Dissidia 012: Duodecim Final Fantasy,"January 01, 2011",Square Enix,Square Enix,Playstation Portable,Fighting,78,8.3,T,0
sales_1532,Monster 4X4: World Circuit,"January 01, 2006",,Ubisoft,Wii,Racing,51,7.8,E,0
sales_1533,Far Cry: Primal,"January 01, 2016",Ubisoft Montreal,,XOne,Action,77,6.4,M,0
sales_1534,Resident Evil: Revelations,,Capcom,Capcom,3DS,Action,82,8.5,M,0
sales_1535,Sonic Chronicles: The Dark Brotherhood,"January 01, 2008",BioWare,Sega,DS,Role-Playing,74,7.3,E,0
sales_1536,Star Wars: The Force Unleashed,"January 01, 2008",n-Space,LucasArts,DS,Action,61,5.5,T,0
sales_1537,Grand Theft Auto IV,"January 01, 2008",Rockstar Toronto,Take-Two Interactive,,Action,90,6.6,,0
sales_1538,Rock Band 3,"January 01, 2010",,MTV Games,Xbox 360,Misc,9 3,8.2,T,0
sales_1539,WWE SmackDown vs. Raw 2011,"January 01, 2010",Yuke's,THQ,Xbox 360,Fighting,75,7.6,T,0
sales_1540,ESPN NHL 2K5,"January 01, 2004",Kush Games,Global Star,PS2,Sports,86,8.1,E,0
sales_1541,Borderlands: The Handsome Collection,"January 01, 2015",Gearbox Software,Take-Two Interactive,PS4,Shooter,82,7.8,M,0
sales_1542,Crimson Skies: High Road to Revenge,"January 01, 2003",FASA Studio,Microsoft Game Studios,Xbox,Simulation,88,8.8,T,0
sales_1543,Madden NFL 08,,EA Tiburon,Electronic Arts,Wii,Sports,76,6.8,E,0
sales_1544,Spec Ops: Ranger Elite,"January 01, 2001",Runecraft,TalonSoft,Playstation,Shooter,48,6.6,T,0
sales_1545,F1 2009,"January 01, 2009",Sumo Digital,Codemasters,Wii,Racing,,7.2,E,0
sales_1546,Tom Clancy's Ghost Recon: Island Thunder,"January 01, 2003",Red Storm Entertainment,Ubisoft,Xbox,Shooter,81,8.8,M,0
sales_1547,Sleeping Dogs,"January 01, 2012",United Front Games,Square Enix,Xbox 360,,80,7.9,M,0
sales_1548,Kingdoms of Amalur: Reckoning,"January 01, 2012",Big Huge Games,Electronic Arts,Xbox 360,Role-Playing,80,,M,0
sales_1549,Kingdom Hearts Re: Chain of Memories,"January 01, 2008",Jupiter Corporation,Square Enix,PS2,Role-Playing,68,,E10+,0
sales_1550,Phantasy Star Portable 2,"January 01, 2009",Alfa System,Sega,Playstation Portable,Role-Playing,69,8.1,T,0
sales_1551,Michael Jackson: The Experience,"January 01, 2011",Ubisoft Montreal,Ubisoft,Xbox 360,Misc,63,6.8,E10+,
sales_1552,LittleBigPlanet Karting,"January 01, 2012","Media Molecule, United Front Games",Sony Computer Entertainment,PS3,Action,73,6.9,E,0
sales_1553,Tony Hawk's Project 8,"January 01, 2006",Shaba Games,Activision,PS2,Sports,69,7.3,T,0
sales_1554,GRID,,Codemasters,Codemasters,Xbox 360,Racing,87,7.9,E,0
sales_1555,DiRT,"January 01, 2007",Codemasters,Codemasters,Xbox 360,Racing,83,7.4,E,0
sales_1556,Red Faction: Guerrilla,"January 01, 2009",,THQ,Xbox 360,Shooter,85,8.1,M,0
sales_1557,Fight Night Round 2,"January 01, 2005",EA Sports,Electronic Arts,PS2,Fighting,88,9.0,T,0
sales_1558,Conflict: Desert Storm,"January 01, 2002",SCi,SCi,Xbox,Shooter,65,8.1,T,
sales_1559,Triple Play 2002,,Pandemic Studios,Electronic Arts,PS2,Sports,,,E,0
sales_1560,Cooking Mama: World Kitchen,"January 01, 2008",Cooking Mama Limited,505 Games,Wii,Simulation,62,4.9,E,0
sales_1561,Brothers in Arms: Hell's Highway,"January 01, 2008",Gearbox Software,Ubisoft,Xbox 360,Shooter,76,,M,0
sales_1562,Vagrant Story,"January 01, 2000",SquareSoft,Crave Entertainment,Playstation,Role-Playing,92,8.3,T,0
sales_1563,Warriors Orochi,"January 01, 2007",Omega Force,Tecmo Koei,PS2,Action,55,8.2,T,0
sales_1564,Crysis 3,,Crytek,Electronic Arts,PS3,Shooter,77,6.3,M,0
sales_1565,Mercenaries 2: World in Flames,,Pandemic Studios,Electronic Arts,PS3,Shooter,72,7.1,T,0
sales_1566,SingStar '90s,,SCEE,Sony Computer Entertainment,PS2,Misc,73,,T,0
sales_1567,Wizards of Waverly Place,"January 01, 2009",Disney Interactive Studios,Disney Interactive Studios,DS,Misc,58,,E,0
sales_1568,Ghostbusters: The Video Game,"January 01, 2009",Red Fly Studio,Atari,Wii,Action,76,8.5,E10+,0
sales_1569,Guitar Hero Live,"January 01, 2015",FreeStyleGames,,PS4,Misc,80,,T,0
sales_1570,Endless Ocean: Blue World,"January 01, 2009",Arika,Nintendo,Wii,Simulation,76,8.5,E10+,0
sales_1571,Winning Eleven: Pro Evolution Soccer 2007,"January 01, 2006",KCET,,Playstation Portable,Sports,81,8.3,E,0
sales_1572,Rocky,"January 01, 2002",Rage Software,Rage Software,PS2,Fighting,74,8.4,T,
sales_1573,Ford Racing,"January 01, 2001",Toolbox Design,Empire Interactive,Playstation,Racing,53,5.8,E,0
sales_1574,Guitar Hero: Warriors of Rock,"January 01, 2010",Neversoft Entertainment,Activision,Xbox 360,Misc,72,6.5,T,0
sales_1575,Lemmings,"January 01, 2006",Team 17,,Playstation Portable,Puzzle,76,7.9,E,0
sales_1576,Dynasty Warriors 4: Xtreme Legends,"January 01, 2003",Omega Force,Tecmo Koei,PS2,Action,72,9.1,T,0
sales_1577,Pictionary,"January 01, 2010",Page 44 Studios,THQ,Wii,Puzzle,71,,E,0
sales_1578,2010 FIFA World Cup South Africa,"January 01, 2010",Electronic Arts,Electronic Arts,Xbox 360,Sports,83,,E,0
sales_1579,Tomb Raider: Anniversary,"January 01, 2007",Crystal Dynamics,Eidos Interactive,Wii,Action,73,7.3,T,0
sales_1580,NBA 2K8,"January 01, 2007",Visual Concepts,Take-Two Interactive,Xbox 360,Sports,81,7.0,E,0
sales_1581,Tiger Woods PGA Tour 2005,"January 01, 2004",EA Sports,Electronic Arts,Xbox,Sports,88,8.9,E,0
sales_1582,Kingdoms of Amalur: Reckoning,"January 01, 2012",Big Huge Games,Electronic Arts,PS3,Role-Playing,81,7. 6,M,0
sales_1583,Dragon Ball Z: Burst Limit,"January 01, 2008","Dimps Corporation, Namco Bandai Games",,PS3,Fighting,71,7.2,T,0
sales_1584,Tekken Tag Tournament 2,"January 01, 2012",Namco Bandai Games,Namco Bandai Games,PS3,Fighting,82,8.2,T,0
sales_1585,Ninja Gaiden Sigma 2,"January 01, 2009",Team Ninja,Ubisoft Annecy,PS3,Action,,7.7,M,0
sales_1586,Ratatouille,"January 01, 2007",Asobo Studio,THQ,PS2,Action,65,8.0,E,0
sales_1587,Burnout 2: Point of Impact,"January 01, 2002",Criterion Games,Acclaim Entertainment,PS2,Racing,86,8.2,E,0
sales_1588,Wii Fit U,"January 01, 2013",Nintendo,Nintendo,WiiU,Sports,72,7.7,E,0
sales_1589,Street Fighter EX3,"January 01, 2000",Arika,Virgin Interactive,PS2,Fighting,64,7.9,T,0
sales_1590,The Legendary Starfy,"January 01, 2008",TOSE,Nintendo,DS,Platform,,8.4,E,0
sales_1591,NCAA Football 11,"January 01, 2010",EA Tiburon,Electronic Arts,PS3,Sports,85,7.4,E,0
sales_1592,The House of the Dead: Overkill,"January 01, 2009",Headstrong Games,Sega,Wii,Shooter,78,8.7,M,0
sales_1593,Army of Two: The 40th Day,"January 01, 2010",EA Montreal,Electronic Arts,PS3,Shooter,,7.0,M,0
sales_1594,Darksiders II,"January 01, 2012",,THQ,PS3,,84,7.1,M,0
sales_1595,Spider-Man 2,"January 01, 2004",Treyarch,Activision,GameCube,Action,80,8.8,T,0
sales_1596,Tales of Xillia 2,"January 01, 2012",Bandai Namco Games,Namco Bandai Games,PS3,Role-Playing,71,,,
sales_1597,Ghostbusters: The Video Game,"January 01, 2009",Terminal Reality,Sony Computer Entertainment,PS3,Action,78,7.9,T,0
sales_1598,The Incredibles,"January 01, 2004",Heavy Iron Studios,THQ,GameCube,Action,63,7.1,T,
sales_1599,Xenoblade Chronicles X,"January 01, 2015",Monolith Soft,Nintendo,WiiU,Role-Playing,84,8.9,T,0
sales_1600,NBA 2K10,"January 01, 2009",Visual Concepts,Take-Two Interactive,PS3,Sports,83,7.8,E,0
sales_1601,ATV Quad Power Racing 2,"January 01, 2003",Acclaim,Acclaim Entertainment,PS2,Racing,68,,E,
sales_1602,Skate 2,"January 01, 2009",EA Black Box,Electronic Arts,PS3,Sports,84,7.8,T,0
sales_1603,Big Mutha Truckers,"January 01, 2002",Eutechnyx,Empire Interactive,PS2,,62,5.3,T,0
sales_1604,Rogue Galaxy,"January 01, 2005",Level 5,Sony Computer Entertainment,PS2,Role-Playing,83,8.4,T,0
sales_1605,ESPN College Hoops 2K5,"January 01, 2004",Visual Concepts,Sega,PS2,Sports,86,8.1,E,0
sales_1606,NCAA Football 14,"January 01, 2013",EA Tiburon,Electronic Arts,PS3,Sports,77,6.2,E,0
sales_1607,Harry Potter and the Order of the Phoenix,"January 01, 2007",Visual Impact,Electronic Arts,DS,Action,51,,E,0
sales_1608,Sniper Elite V2,"January 01, 2012",Rebellion,505 Games,Xbox 360,Shooter,67,6.8,M,0
sales_1609,Metroid: Zero Mission,"January 01, 2004",Nintendo,Nintendo,Game Boy Advance,Adventure,89,9.0,E,0
sales_1610,Burnout Legends,"January 01, 2005",Criterion Games,Electronic Arts,Playstation Portable,Racing,86,8.4,E10+,0
sales_1611,Blazing Angels: Squadrons of WWII,"January 01, 2007",Ubisoft,Ubisoft,Wii,Simulation,57,6.7,T,0
sales_1612,Madden NFL 09 All-Play,"January 01, 2008",EA Tiburon,Electronic Arts,Wii,Sports,82,7.2,E,0
sales_1613,Dynasty Warriors 2,"January 01, 2000",Omega Force,THQ,PS2,Action,75,8.8,T,
sales_1614,Time Crisis 4,"January 01, 2007",Nex Entertainment,Namco Bandai Games,PS3,Shooter,60,7.4,T,0
sales_1615,Duke Nukem Forever,"January 01, 2011","Gearbox Software, 3D Realms",Take-Two Interactive,Xbox 360,Shooter,49,4.4,M,0
sales_1616,Lizzie McGuire 2: Lizzie Diaries,"January 01, 2004",Artificial Mind and Movement,Disney Interactive Studios,Game Boy Advance,Action,57,5.0,E,0
sales_1617,NCAA Football 12,,EA Sports,Electronic Arts,PS3,Sports,82,5.8,E,
sales_1618,Brute Force,"January 01, 2003",Digital Anvil,Microsoft Game Studios,Xbox,Shooter,77,,M,0
sales_1619,Tiger Woods PGA Tour 11,"January 01, 2010",EA Sports,Electronic Arts,PS3,Sports,78,6.7,E,0
sales_1620,WWE SmackDown vs. Raw 2009,"January 01, 2008",Yuke's,THQ,Wii,Fighting,79,8.5,T,0
sales_1621,Sly 3: Honor Among Thieves,"January 01, 2005",Sucker Punch,Sony Computer Entertainment,PS2,Platform,83,8.8,E10+,0
sales_1622,Need for Speed: Nitro,"January 01, 2009",EA Montreal,Electronic Arts,Wii,Racing,69,7.4,E10+,0
sales_1623,Street Fighter X Tekken,"January 01, 2012",Capcom,Capcom,PS3,Fighting,84,5.3,T,0
sales_1624,Sid Meier's Civilization Revolution,"January 01, 2008",Firaxis Games,Take-Two Interactive,Xbox 360,,84,7.8,E10+,0
sales_1625,Tales of the Abyss,"January 01, 2011",Bandai Namco Games,Namco Bandai Games,3DS,Role-Playing,,7.6,T,0
sales_1626,Dragon Age II,"January 01, 2011",BioWare,Electronic Arts,PS3,Action,8 2,,M,0
sales_1627,Call of Duty: Modern Warfare 3,"January 01, 2011","Treyarch, Sledgehammer Games",Activision,Wii,Shooter,70,1.8,M,0
sales_1628,James Bond 007: Nightfire,"January 01, 2002",Eurocom Entertainment Software,Electronic Arts,Xbox,Shooter,7 8,7.8,T,0
sales_1629,Tony Hawk's Pro Skater 3,"January 01, 2001",Neversoft Entertainment,Activision,GameCube,Sports,91,,T,0
sales_1630,Marvel: Ultimate Alliance,"January 01, 2006",Raven Software,Activision,PS2,Role-Playing,,8.2,T,0
sales_1631,DJ Hero 2,"January 01, 2010",FreeStyleGames,Activision,Xbox 360,Misc,86,7.9,T,0
sales_1632,Harvest Moon: Tree of Tranquility,"January 01, 2007",Marvelous Entertainment,Rising Star Games,Wii,Simulation,65,,E,0
sales_1633,Tony Hawk's Underground 2 Remix,"January 01, 2005",Shaba Games,Activision,Playstation Portable,Sports,83,8.0,T,0
sales_1634,Need for Speed: Hot Pursuit 2,"January 01, 2002",EA Seattle,Electronic Arts,Xbox,Racing,75,6.4,E,0
sales_1635,I Spy: Fun House,"January 01, 2007",Big Blue Bubble Inc.,Scholastic Inc.,DS,Puzzle,,,E,0
sales_1636,Amped: Freestyle Snowboarding,,Indie Built,Microsoft Game Studios,Xbox,Sports,78,9.0,E,0
sales_1637,Stranglehold,"January 01, 2007",Midway,Midway Games,Xbox 360,Shooter,77,7.6,M,0
sales_1638,Shin Megami Tensei: Persona 4,"January 01, 2008",Atlus Co.,Atlus,PS2,Role-Playing,90,8.9,M,0
sales_1639,Devil May Cry HD Collection,"January 01, 2012",,Capcom,PS3,Action,74,8.8,M,0
sales_1640,Ready 2 Rumble Boxing: Round 2,"January 01, 2000",Midway,Midway Games,PS2,Fighting,75,,T,0
sales_1641,Dance Central 3,"January 01, 2012",Harmonix Music Systems,,Xbox 360,,86,8.0,T,0
sales_1642,Tales of Destiny II,"January 01, 2000",Namco,Namco Bandai Games,Playstation,Role-Playing,78,8.7,T,0
sales_1643,NASCAR 2001,"January 01, 2000",Black Box,Electronic Arts,Playstation,Racing,73,6.1,E,0
sales_1644,The Legend of Zelda: Four Swords Adventures,"January 01, 2004",,Nintendo,GameCube,Action,86,7.2,E,0
sales_1645,MediEvil: Resurrection,"January 01, 2005",,Sony Computer Entertainment,Playstation Portable,Adventure,66,8.7,T,0
sales_1646,Valkyrie Profile,"January 01, 1999",Tri-Ace,Enix Corporation,Playstation,Role-Playing,81,8.8,T,0
