id,name,releaseYear,developer,platform,genres,series
dbpedia_10181,Bittersweet Fools,"January 01, 2002",HuneX,Dreamcast,Visual novel,
dbpedia_10182,The Blackwell Convergence,"January 01, 2014",Wadjet Eye Games,Microsoft Windows,,
dbpedia_10183,Die Hard: Nakatomi Plaza,"January 01, 2002",Piranha Games,Microsoft Windows,First-person shooter,
dbpedia_10184,Hydlide,"January 01, 1984",T&E Soft,PC-6601,Action role-playing game,
dbpedia_10185,Alien Hominid,"January 01, 2007",The Behemoth,PS2,Run and gun (video game),
dbpedia_10186,Cho Aniki,"January 01, 1995",Psikyo,Sega Saturn,Fighting game,
dbpedia_10188,Mortal Kombat,"January 01, 1993",Midway Games,Master System,Fighting game,
dbpedia_10189,Time Gal,"January 01, 1992",Toei Company,Macintosh,,
dbpedia_10192,Mushroom Wars,"January 01, 2009",Creative Mobile,IOS,Real-time strategy,
dbpedia_10193,Max Payne,"January 01, 2001",Remedy Entertainment,Android (operating system),Third-person shooter,
dbpedia_10194,Secret of the Silver Blades,"January 01, 1992",Strategic Simulations,,Tactical role-playing game,
dbpedia_10195,X-Men Origins: Wolverine,"January 01, 2009",Raven Software,Microsoft Windows,Fighting game,
dbpedia_10196,Atelier Rorona: The Alchemist of Arland,"January 01, 2018",Gust Co. Ltd.,PS3,Role-playing video game,
dbpedia_10197,Duke Nukem II,"January 01, 2012",3D Realms,IOS,Platform game,
dbpedia_10198,OK K.O.! Let's Play Heroes,"January 01, 2018",Capybara Games,Switch,Action-adventure game,
dbpedia_10199,Shrek 2,"January 01, 2004",Vicarious Visions,PS2,Beat 'em up,
dbpedia_10200,Mortal Kombat II,"January 01, 1994",Sculptured SoftWare,PS3,Fighting game,
dbpedia_10201,Crusader: No Remorse,"January 01, 1995",Realtime Associates,Playstation,Action game,
dbpedia_10202,F1 2011,"January 01, 2012",Sumo Digital,Microsoft Windows,Sim racing,
dbpedia_10203,Harvest Moon: The Tale of Two Towns,"January 01, 2010",Marvelous (company),3DS,Role-playing video game,
dbpedia_10204,Magic Sword,"January 01, 1990",Capcom,PlayStation Portable,Hack and slash,
dbpedia_10205,Scrabble,"January 01, 2009",Stainless Games,Game Boy Advance,Strategy video game,
dbpedia_10206,JumpStart SpyMasters: Unmask the Prankster,,,Personal computer,Adventure game,JumpStart
dbpedia_10207,List of Monster Jam video games,"January 01, 2003",Rainbow Studios,Wii,Racing,
dbpedia_10208,Dragon Ball Heroes,"January 01, 2010",Dimps,Microsoft Windows,,List of Dragon Ball video games
dbpedia_10209,List of Monster Jam video games,,Torus Games,PS4,,
dbpedia_10210,Tapper,"January 01, 1983",Marvin Glass and Associates,Palm OS,Action game,
dbpedia_10211,Waku Waku 7,"January 01, 1996",Sunsoft,Neo Geo (system),Fighting game,
dbpedia_10212,Spider-Man: Web of Shadows,"January 01, 2008",Shaba Games,Xbox 360,Metroidvania,
dbpedia_10213,Bee Movie Game,"January 01, 2007",Vicarious Visions,Microsoft Windows,Platform game,
dbpedia_10214,Mario & Sonic at the Rio 2016 Olympic Games,"January 01, 2016",Sega Sports R&D,Wii U,Party game,
dbpedia_10216,Doritos Crash Course,"January 01, 2010",Behaviour Interactive,Microsoft Windows,Platform game,
dbpedia_10218,Memories Off 6: T-wave,"January 01, 2013",5pb.,IPhone,Visual novel,
dbpedia_10219,Dragon Knight II,"January 01, 1992",ELF Corporation,NEC PC-9801,Eroge,Dragon Knight (series)
dbpedia_10220,Excitebike,"January 01, 2011",Arika,Game Boy Advance,Racing video game,
dbpedia_10221,Din's Curse,"January 01, 2010",Soldak Entertainment,Mac OS X,Action role-playing game,
dbpedia_10222,Virtual On: Cyber Troopers,"January 01, 1996",Sega AM3,Arcade game,Shooter game,
dbpedia_10223,NBA Live 08,"January 01, 2007",Microsoft Windows,PS3,Sports game,
dbpedia_10224,Angry Birds Transformers,"January 01, 2014",Exient Entertainment,Android (operating system),Run and gun game,
dbpedia_10225,Tangle Tower,"January 01, 2019",SFB Games,MacOS,Adventure game,
dbpedia_10226,The Elder Scrolls Adventures: Redguard,"January 01, 1998",,MS-DOS,Action-adventure game,
dbpedia_10228,Michael Jackson: The Experience,"January 01, 2015",Ubisoft Montpellier,PS3,Rhythm game,
dbpedia_10229,Record of Agarest War,"January 01, 2007",HyperDevbox Japan,Switch,Tactical role-playing game,
dbpedia_10230,Bratz: Rock Angelz,"January 01, 2005",Blitz Games,PS2,Adventure video game,
dbpedia_10231,Tom Clancy's Rainbow Six 3: Raven Shield,"January 01, 2003",Ubisoft Shanghai,Mobile game,Tactical shooter,
dbpedia_10232,Battlefront,"January 01, 2007",Strategic Studies Group,Microsoft Windows,Wargame (video games),
dbpedia_10233,Little Computer People,"January 01, 1985",Activision,Amiga,Social simulation game,
dbpedia_10234,Kanon,"January 01, 2011",Key (company),Freedom of Mobile Multimedia Access,Eroge,
dbpedia_10235,Teenage Mutant Ninja Turtles: Danger of the Ooze,"January 01, 2014",WayForward,3DS,Platform game,List of Teenage Mutant Ninja Turtles video games
dbpedia_10236,List of Fire Pro Wrestling games,"January 01, 2001",Human Entertainment,Mobage,Fighting game,
dbpedia_10237,Heavy Fire,"January 01, 2018",Teyon,Wii,On-rails shooter,
dbpedia_10238,London 2012,"January 01, 2012",Sega Studios Australia,Microsoft Windows,Sports game,
dbpedia_10240,Mighty Morphin Power Rangers,"January 01, 1994",Natsume (company),Sega CD,Action game,
dbpedia_10241,Growlanser,"January 01, 2009",Career Soft,PlayStation Portable,Tactical role-playing game,
dbpedia_10245,Virtua Fighter 2,"January 01, 1997",Sega AM2,IOS,Fighting game,
dbpedia_10246,Kids on Site,"January 01, 2022",Digital Pictures,Sega CD,FMV game,
dbpedia_10247,Little Busters!,"January 01, 2013",Key (company),PlayStation Vita,Eroge,
dbpedia_10248,Dengeki Bunko: Fighting Climax,"January 01, 2015",Ecole Software,PS3,Fighting game,
dbpedia_10249,Maru's Mission,,Tose (company),Virtual Console,Action game,
dbpedia_10250,Black & White,,Lionhead Studios,Microsoft Windows,God game,
dbpedia_10251,WarTech: Senko no Ronde,"January 01, 2017",G.rev,Arcade game,Shooter game,
dbpedia_10252,Mario Bros.,"January 01, 1987","Atari, Inc.",,Platform game,Mario (franc hise)
dbpedia_10253,Deponia,"January 01, 2012",Daedalic Entertainment,Xbox One,Point-and-click Adventure,
dbpedia_10254,Clannad,"January 01, 2010",Key (company),PlayStation Vita,Visual novel,
dbpedia_10256,Cabela's Big Game Hunter 2005 Adventures,"January 01, 2004",Fun Labs,Xbox,Sports game,
dbpedia_10257,Another World,"January 01, 2014",Delphine Software International,3DS,Platform game,
dbpedia_10258,Samba de Amigo,"January 01, 1999",Sonic Team,Wii,Music game,
dbpedia_10259,RoboCop 3,,Digital Image Design,ZX Spectrum,Platform game,
dbpedia_10260,Blades of Steel,"January 01, 1988",Konami,Nintendo Entertainment System,Sports game,
dbpedia_10261,Global Defence Force,"January 01, 2014",Sandlot (company),PlayStation Portable,Third-person shooter,Earth Defense Force
dbpedia_10262,Risk,"January 01, 2010",Zoë Mode,Microsoft Windows,Turn-based strategy,
dbpedia_10264,Thunder Blade,"January 01, 1987",Sega,X68000,Combat flight simulator,
dbpedia_10265,Avatar: The Last Airbender – The Burning Earth,"January 01, 2007",Tose (company),,Action-adventure game,
dbpedia_10266,Mystery Chronicle: One Way Heroics,"January 01, 2015",Spike Chunsoft,PlayStation Vita,Role-playing video game,
dbpedia_10267,Tribes 2,"January 01, 2001",Loki Entertainment,Microsoft Windows,First-person shooter,
dbpedia_10268,Street Fighter III: 3rd Strike,"January 01, 2018",Iron Galaxy Studios,Xbox,Fighting game,
dbpedia_10269,Mega Turrican,"January 01, 1994",Factor 5,Amiga,Shoot 'em up,
dbpedia_10270,Last Day of June,"January 01, 2017",Ovosonico,,Puzzle video game,
dbpedia_10271,Cho Aniki,"January 01, 2003",Masaya Games,TurboGrafx-16,Fighting game,
dbpedia_10272,Aqua Teen Hunger Force Zombie Ninja Pro-Am,"January 01, 2007",CreatStudios,PS2,Sports game,
dbpedia_10273,Bejeweled 2,"January 01, 2010",PopCap Games,Xbox 360,Puzzle video game,
dbpedia_10274,Perfect Weapon,"January 01, 1997",Gray Matter (company),Playstation,Beat 'em up,
dbpedia_10275,Tiger Woods PGA Tour 07,"January 01, 2006",EA Redwood Shores,Xbox,Sports game,PGA Tour (video game series)
dbpedia_10276,Dark Seed,"January 01, 1995",Cyberdreams,MS-DOS,Psychological horror,
dbpedia_10277,Phoenix Wright: Ace Attorney – Justice for All,"January 01, 2006",Capcom Production Studio 4,Android (operating system),Visual novel,Ace Attorney
dbpedia_10278,Armored Core: Nexus,"January 01, 2004",FromSoftware,PS2,Third-person shooter,
dbpedia_10279,Power Pete,"January 01, 1995",Pangea Software,Mac OS 8,Multidirectional shooter,
dbpedia_10280,Onimusha: Warlords,"January 01, 2003",Capcom,PS2,Hack and slash,
dbpedia_10281,Rayman Origins,"January 01, 2012",Ubisoft Casablanca,OS X,Platform game,Rayman
dbpedia_10282,Worms,"January 01, 2009",Team17,PS3,Strategy game,
dbpedia_10283,Fantasy Zone II: The Tears of Opa-Opa,"January 01, 1987",M2 (game developer),Family Computer,Side-scrolling,Fantasy Zone
dbpedia_10286,Oddworld: Stranger's Wrath,"January 01, 2022",Ouya,PS3,Third-person shooter,
dbpedia_10287,Phoenix Wright: Ace Attorney – Trials and Tribulations,"January 01, 2012",Capcom Production Studio 4,Wii,Adventure game,
dbpedia_10288,Onimusha: Warlords,"January 01, 2002",Capcom,Xbox,Action-adventure game,Onimusha
dbpedia_10290,Wizards of Waverly Place: Spellbound,"January 01, 2010",Sarbakan,DS,Adventure game,
dbpedia_10292,Harry Potter and the Philosopher's Stone,"January 01, 2001",Xbox (console),PS2,Action-adVenture game,Harry Potter video games
dbpedia_10293,Shin Onigashima,"January 01, 2010",Nintendo R&D4,Satellaview,Adventure game,
dbpedia_10294,Prison Architect,"January 01, 2016",Double Eleven (company),Linux,Construction and management simulation,
dbpedia_10295,Pro Evolution Soccer 2010,"January 01, 2009",,IOS,Sports game,Pro Evolution Soccer
dbpedia_10296,Driver: San Francisco,"January 01, 2011",Ubisoft Reflections,Xbox 360,Action-adventure,Driver (series)
dbpedia_10297,FIFA 12,"January 01, 2011",EA Canada,Microsoft Windows,Sports game,
dbpedia_10299,Quarth,"January 01, 1989",Konami,MSX,Puzzle video game,
dbpedia_10300,Hang-On,"January 01, 1985",Sega,Arcade game,Racing video game,
dbpedia_10302,Gremlins 2: The New Batch,"January 01, 1990",Sunsoft,MSX,Platform game,
dbpedia_10303,Zoo Tycoon DS,"January 01, 2005",,DS,Business simulation game,
dbpedia_10305,The Final Fantasy Legend,"January 01, 2021",Square (video game company),Game Boy,Role-playing video game,
dbpedia_10307,Seastalker,"January 01, 1984",Infocom,Atari ST,Interactive fiction,
dbpedia_10308,Lego The Lord of the Rings,"January 01, 2013",TT Fusion,PlayStation Vita,Action-adventure game,
dbpedia_10310,Dennis the Menace,"January 01, 1993",Ocean Software,Amiga,Platform game,
dbpedia_10311,4 Nin Uchi Mahjong,"January 01, 1984",Hudson Soft,Family Computer,Mahjong,
dbpedia_10313,Little Big Adventure,"January 01, 2014",Adeline Software International,Playstation,Action-adventure game,
dbpedia_10314,Mega Man 10,"January 01, 2010",Capcom,Xbox 360,Platform game,
dbpedia_10315,List of Monster Jam video games,"January 01, 2014",Team6 Game Studios,PlayStation Portable,Vehicular combat game,
dbpedia_10316,Quarth,"January 01, 2014",Konami,X68000,Puzzle video game,
dbpedia_10317,Donkey Kong,"January 01, 2002",Nintendo Research & Development 1,Nintendo e-Reader,Platform game,Donkey Kong
dbpedia_10318,SkyDrift,"January 01, 2011",Digital Reality,PS3,Arcade racing,
dbpedia_10319,Anno 1800,,Blue Byte,Microsoft Windows,Real-time strategy,
dbpedia_10321,Lego Star Wars III: The Clone Wars,"January 01, 2011",TT Fusion,3DS,Action-adventure game,
dbpedia_10322,Dance Dance Revolution: Mario Mix,"January 01, 2005",,GameCube,,
dbpedia_10323,List of Monster Jam video games,"January 01, 2002",Torus Games,GameCube,Vehicular combat game,
dbpedia_10324,List of Monster Jam video games,"January 01, 2020",Inland Productions,,Vehicular combat game,
dbpedia_10325,List of Fire Pro Wrestling games,"January 01, 1992",Human Entertainment,Game Boy Advance,Professional wrestling,Fire Pro Wrestling
dbpedia_10326,Tales of Graces,"January 01, 2010",Namco Tales Studio,PS3,Action role-playing game,Tales (video game series)
dbpedia_10327,Uno,"January 01, 2009",Carbonated Games,Xbox 360,Card game,Uno (card game)
dbpedia_10328,Crash: Mind over Mutant,"January 01, 2008",Tose (company),DS,Platform game,
dbpedia_10329,Myst,"January 01, 1993",Sunsoft,Xbox Series X/S,,Myst (series)
dbpedia_10330,Lego Star Wars: The Complete Saga,"January 01, 2015",TT Fusion,DS,Action-adventure game,Lego Star Wars (video game series)
dbpedia_10331,Michael Jackson: The Experience,"January 01, 2011",PlayStation 3,PS3,Rhythm game,
dbpedia_10332,Final Fight,"January 01, 1992",,Sega Mega-CD,Beat 'em up,
dbpedia_10333,Ticket to Ride,"January 01, 2012",Next Level Games,Android (operating system),Turn-based strategy,
dbpedia_10334,Robowarrior,"January 01, 1987",Aicom,MSX,Puzzle video game,
dbpedia_10335,Monster Bass,,Magical Company,Playstation,Simulation video game,
dbpedia_10336,Defender of the Crown,"January 01, 1986",Cinemaware,Atari Jaguar,Strategy game,
dbpedia_10337,RPG Maker VX,"January 01, 2007",Enterbrain,Windows 2000,,RPG Maker (series)
dbpedia_10338,Driver: Parallel Lines,"January 01, 2007",Ubisoft Reflections,PS2,Racing game,Driver (video game series)
dbpedia_10339,Revolution X,"January 01, 1994",Midway Games,Super Nintendo,Shooter game,
dbpedia_10341,Tex Murphy: Overseer,"January 01, 1998",Access Software,Microsoft Windows,Adventure game,Tex Murphy
dbpedia_10342,Hidden & Dangerous,"January 01, 2001",Tarantula Studios,Playstation,Tactical shooter,
dbpedia_10343,Road Blaster,"January 01, 2011",Namco Tales Studio,Sega Mega-CD,Vehicular combat,
dbpedia_10344,Life Is Strange,"January 01, 2015",Dontnod Entertainment,Google Stadia,Graphic adventure game,Life Is Strange
dbpedia_10345,Oddworld: Stranger's Wrath,"January 01, 2014",BlackBerry,Xbox,,
dbpedia_10346,U.S. Championship V'Ball,"January 01, 1989",,X68000,Sports game,
dbpedia_10348,Forza Motorsport 4,"January 01, 2011",Turn 10 Studios,Xbox 360,Racing game,
dbpedia_10349,Resident Evil: The Darkside Chronicles,,Cavia (company),PS3,Light gun shooter,
dbpedia_10350,Brooktown High,"January 01, 2007",Backbone Entertainment,PlayStation Portable,Dating sim,
dbpedia_10352,Cocoto Platform Jumper,"January 01, 2009",Neko Entertainment,GameCube,Platform game,
dbpedia_10355,VVVVVV,"January 01, 2011",Terry Cavanagh (developer),Android (operating system),Puzzle-platform game,
dbpedia_10356,Tetris (Electronic Arts),"January 01, 2011",EA Mobile,PS3,Puzzle video game,Tetris
dbpedia_10357,Dying Light,"January 01, 2022",Techland,Xbox One,Survival horror,
dbpedia_10358,Sol Trigger,"January 01, 2012",Imageepoch,PlayStation Portable,Role-playing video game,
dbpedia_10359,Oddworld: Stranger's Wrath,"January 01, 2014",Android (operating system),IOS,Action-adventure game,Oddworld
dbpedia_10360,Graveyard Keeper,"January 01, 2019",Lazy Bear Games,Xbox One,Construction and management simulation,
dbpedia_10362,Contrast,"January 01, 2013",CompulsionGames,Xbox One,Puzzle game,
dbpedia_10363,Sega Soccer Slam,"January 01, 2002",EA Black Box,GameCube,Sports game,
dbpedia_10365,List of Monster Jam video games,"January 01, 2019",Ubi Soft Barcelona,PS3,Racing video game,Monster Jam
dbpedia_10366,EA Sports Active,"January 01, 2009",EA Canada,Wii,Exergaming,
dbpedia_10367,Oddworld: Stranger's Wrath,"January 01, 2014",BlackBerry,Android (operating system),,
dbpedia_10369,Robotics;Notes,"January 01, 2014",5pb.,Microsoft Windows,Visual novel,
dbpedia_10370,Birthright: The Gorgon's Alliance,"January 01, 1997",Synergistic Software,Microsoft Windows,Turn-based tactics,
dbpedia_10371,Murder on the Eurasia Express,"January 01, 1998",System Sacom,Playstation,Interactive movie,
dbpedia_10372,Blackguards 2,"January 01, 2022",Daedalic Entertainment,Xbox One,Tactical role-playing game,The Dark Eye
dbpedia_10373,List of Monster Jam video games,"January 01, 2007",Rainbow Studios,Wii,Racing,
dbpedia_10375,Lord Monarch,"January 01, 1992",Nihon Falcom,Sega Genesis,Wargame (video games),
dbpedia_10376,Toy Story Mania!,"January 01, 2009",Papaya Studio,IOS,Party game,
dbpedia_10377,Tomoyo After: It's a Wonderful Life,"January 01, 2008",Key (company),,,Clannad (video game)
dbpedia_10379,SteamWorld Dig 2,"January 01, 2017",Image & Form,3DS,Platform game,
dbpedia_10380,Machinarium,"January 01, 2018",Amanita Design,PlayStation Vita,Puzzle video game,
dbpedia_10381,Cho Aniki,"January 01, 2003",Psikyo,Super Famicom,Fighting game,
dbpedia_10382,Tron 2.0,"January 01, 2004",Lavastorm Analytics,MacOS,First-person shooter,Tron (franchise)
dbpedia_10384,"Sir, You Are Being Hunted","January 01, 2014",Big Robot,Linux,Survival horror,
dbpedia_10385,Unmechanical,"January 01, 2015",Grip Games,IOS,Puzzle video game,
dbpedia_10386,Ark: Survival Evolved,,Studio Wildcard,Xbox One,Survival game,
dbpedia_10387,Mary Skelter: Nightmares,"January 01, 2016",Compile Heart,Microsoft Windows,Dungeon crawler,
dbpedia_10389,Airline Tycoon,"January 01, 2001",Spellbound Entertainment,Windows,,
dbpedia_10390,The Legend of Zelda LCD games,"January 01, 1989",Nintendo Research & Development 1,Nintendo Mini Classics,Action-adventure game,The Legend of Zelda
dbpedia_10391,Grand Theft Auto Online,"January 01, 2022",Rockstar North,Xbox One,Action-adventure,
dbpedia_10392,Apollo Justice: Ace Attorney,,Capcom,3DS,Adventure game,Ace Attorney
dbpedia_10393,2006 FIFA World Cup,"January 01, 2006",EA Canada,GameCube,Sports game,FIFA World Cup video games
dbpedia_10395,Loopers,,Key (company),PS4,Visual novel,
dbpedia_10396,Air Conflicts: Vietnam,"January 01, 2013",,PS3,Simulation video game,Air Conflicts
dbpedia_10397,Fear Effect Sedna,"January 01, 2018",,Xbox One,Role-playing video game,
dbpedia_10398,Race Driver: Grid,"January 01, 2008",,Xbox 360,Racing video game,
dbpedia_10399,White Knight Chronicles II,"January 01, 2010",Japan Studio,PS3,Role-playing video game,
dbpedia_10400,Half-Life: Alyx,"January 01, 2020",Valve Corporation,Windows,First-person shooter,Half-Life (series)
dbpedia_10401,SSX,"January 01, 2012",EA Canada,PS3,Snowboarding video game,
dbpedia_10402,Abuse,"January 01, 2009",Exakt Entertainment,MS-DOS,Shoot 'em up,
dbpedia_10403,ESPN International Winter Sports 2002,"January 01, 2002",Konami,PS2,Snowboarding video game,
dbpedia_10404,List of Saiyuki video games,"January 01, 2004",Enix,Playstation,Action game,
dbpedia_10405,The Bard's Tale,,Krome Studios,Nintendo Entertainment System,Role-playing video game,The Bard's Tale
dbpedia_10406,Nintendo World Cup,,Technōs Japan,Mega Drive,Sports game,
dbpedia_10407,Another World,"January 01, 2013",Interplay Entertainment,3DS,Platform game,
dbpedia_10409,Sonic Colors,"January 01, 2010",Sonic Team,DS,Action-adventure,Sonic the Hedgehog
dbpedia_10410,Shank 2,"January 01, 2012",Klei Entertainment,Xbox 360,Hack and slash,
dbpedia_10411,G-Force,"January 01, 2009",,IOS,Action game,
dbpedia_10412,The Grinch,"January 01, 2000",Behaviour Interactive,Playstation,Platform game,
dbpedia_10413,List of Monster Jam video games,"January 01, 2010",Ubi Soft Barcelona,PS4,Vehicular combat game,
dbpedia_10414,Bit.Trip Core,"January 01, 2012",Gaijin Games,Switch,Music video game,
dbpedia_10418,Oddworld: Stranger's Wrath,"January 01, 2020",PlayStation 3,Ouya,Third-person shooter,Oddworld
dbpedia_10419,QuackShot,"January 01, 1991",Sega,Sega Saturn,Platform game,
dbpedia_10420,Mortal Kombat Trilogy,"January 01, 2022",Avalanche Software,R-Zone,Fighting game,
dbpedia_10421,S.T.U.N. Runner,"January 01, 1989",Atari Games,Amstrad CPC,Vehicular combat,
dbpedia_10422,Mega Man 10,"January 01, 2018",Capcom,PS3,Action game,Mega Man (original series)
dbpedia_10423,Alan Wake,"January 01, 2022",Remedy Entertainment,Xbox One,Third-person shooter,
dbpedia_10425,The Legend of Zelda LCD games,"January 01, 1989",Nintendo,Nintendo Mini Classics,Product bundling,
dbpedia_10426,Microsoft Train Simulator 2,,Aces Game Studio,Personal computer,Vehicle simulation game,Microsoft Train Simulator
dbpedia_10427,Vampire Rain,"January 01, 2007",,,Stealth game,
dbpedia_10428,Adventures of Dino Riki,,Hudson Soft,Nintendo Entertainment System,Action game,
dbpedia_10429,List of Fire Pro Wrestling games,"January 01, 1999",Spike Chunsoft,Wii,Professional wrestling,Fire Pro Wrestling
dbpedia_10430,Risk,"January 01, 2009",Zoë Mode,Apple II,Turn-based strategy,
dbpedia_10432,World Championship Poker,"January 01, 2004",Point of View (developer),DS,,
dbpedia_10433,Dragon Quest IV,"January 01, 1990",,DS,Role-playing video game,
dbpedia_10434,Star Wars: Rogue Squadron,"January 01, 1998",Factor 5,Microsoft Windows,Action game,
dbpedia_10435,MX 2002 featuring Ricky Carmichael,"January 01, 2001",Tiertex Design Studios,Game Boy Advance,Racing video game,MX (series)
dbpedia_10436,Choplifter III,"January 01, 1994",Beam Software,Super Nintendo,Strategy video game,
dbpedia_10437,Another World,"January 01, 2013",Delphine Software International,Switch,Action game,
dbpedia_10438,Star Fox 64,"January 01, 1997",Nintendo EAD,IQue Player,Shoot 'em up,Star Fox
dbpedia_10439,FX Fighter,"January 01, 1996",Argonaut Games,MS-DOS,Fighting game,
dbpedia_10440,EyePet,"January 01, 2010",London Studio,PlayStation Portable,Virtual pet,
dbpedia_10441,List of Fire Pro Wrestling games,"January 01, 1996",Human Entertainment,WonderSwan,Professional wrestling,Fire Pro Wrestling
dbpedia_10442,List of Monster Jam video games,"January 01, 2008",Torus Games,Google Stadia,Racing game,Monster Jam
dbpedia_10443,Gold's Gym: Cardio Workout,"January 01, 2008",Imagineer (Japanese company),Wii,Simulation game,
dbpedia_10444,Minecraft: Story Mode,"January 01, 2016",Telltale Games,Apple TV,Point-and-click,
dbpedia_10445,Joe Danger 2: The Movie,"January 01, 2015",,PS3,Platform game,
dbpedia_10446,Krypton Egg,"January 01, 2009",DotEmu,Microsoft Windows 95,Breakout clone,
dbpedia_10447,Raiden III,"January 01, 2011",MOSS (company),Yahoo Mobile,Shoot 'em up,Raiden (series)
dbpedia_10449,NBA 2K15,"January 01, 2014",Visual Concepts,IOS,Sports game,
dbpedia_10450,Xiaolin Showdown,"January 01, 2006",BottleRocket Entertainment,PS2,Fighting game,
dbpedia_10451,King of the Monsters,"January 01, 1991",Genki (company),Neo Geo (system),Wrestling,
dbpedia_10452,Madden NFL 2002,"January 01, 2001",Budcat Creations,Game Boy Color,Sports game,
dbpedia_10454,Batman Returns,"January 01, 1993",Konami,MS-DOS,Action game,
dbpedia_10455,Space Hulk,,,Wii U,Turn-based tactics,
dbpedia_10456,Oddworld: Stranger's Wrath,"January 01, 2015",,PS4,Third-person shooter,
dbpedia_10457,List of Monster Jam video games,"January 01, 2015",Team6 Game Studios,Microsoft Windows,Racing game,Monster Jam
dbpedia_10458,Dragon Ball Z: Attack of the Saiyans,"January 01, 2009",Monolith Soft,DS,Role-playing video game,
dbpedia_10459,Treasure Island Dizzy,,Oliver Twins,Commodore 64,Adventure game,Dizzy (series)
dbpedia_10461,Alan Wake,"January 01, 2012",Remedy Entertainment,Xbox 360,Action-adventure game,
dbpedia_10463,Donkey Kong 64,"January 01, 1999",Rare (company),Nintendo 64,Adventure game,Donkey Kong
dbpedia_10464,Salamander,"January 01, 2017",Konami,ZX Spectrum,Scrolling shooter,Gradius
dbpedia_10465,Earthworm Jim 2,"January 01, 2008",Rainbow Arts,Microsoft Windows,Platform game,
dbpedia_10466,Catrap,"January 01, 1990",Kodansha,Virtual Console,Puzzle-platform game,
dbpedia_10468,Titan Quest: Immortal Throne,"January 01, 2018",Iron Lore Entertainment,Microsoft Windows,Hack and slash,
dbpedia_10469,Spore Origins,"January 01, 2008",Babaroga (game company),IPhone,Action game,
dbpedia_10470,Sega Bass Fishing,"January 01, 2001",Sega,Wii,Fishing,
dbpedia_10472,Earthworm Jim,"January 01, 1994",Rainbow Arts,Game Boy,Platform game,Earthworm Jim
dbpedia_10474,Age of Booty,"January 01, 2009",Certain Affinity,Xbox 360,Real-time strategy,
dbpedia_10475,Icebreaker: A Viking Voyage,"January 01, 2014",Nitrome,Android (operating system),Puzzle video game,
dbpedia_10476,Dragon Ball Z: Infinite World,,Dimps,PS2,Fighting game,Dragon Ball Z: Budokai
dbpedia_10477,Lunar: Silver Star Story Complete,"January 01, 1996",Game Arts,Apple iOS,Role-playing video game,Lunar (series)
dbpedia_10478,Xyanide: Resurrection,"January 01, 2007",Playlogic Entertainment,Windows,Shoot 'em up,
dbpedia_10479,Gunlord,"January 01, 2012",NGDEV,PS4,Shoot 'em up,
dbpedia_10480,Uplink,"January 01, 2003",Introversion Software,MacOS,Hacker (computer security),
dbpedia_10481,Guilty Gear X2 updated versions,"January 01, 2012",Arc System Works,PlayStation Vita,Fighting game,Guilty Gear
dbpedia_10482,Secret of Mana,"January 01, 2009",Square (video game company),Android (operating system),Action role-playing game,
dbpedia_10483,Dead to Rights,"January 01, 2002",Namco,PS2,Action adventure game,
dbpedia_10484,Max & the Magic Marker,"January 01, 2010",Press Play (company),PS3,Platform game,
dbpedia_10486,Alien: Isolation,"January 01, 2014",Creative Assembly,PS3,Stealth game,"List of Alien, Predator, and Alien vs. Predator games"
dbpedia_10488,Gyro13,"January 01, 2011",Cinemax (video game developer),Microsoft Windows,Puzzle video game,
dbpedia_10489,Tiger Woods PGA Tour 2005,"January 01, 2004",EA Redwood Shores,DS,Sports game,PGA Tour (video game series)
dbpedia_10490,Klax,"January 01, 1990",Atari Games,MSX,Puzzle video game,
dbpedia_10491,Monaco: What's Yours Is Mine,"January 01, 2013",Pocketwatch Games,Linux,Action game,
dbpedia_10494,Dragon Quest Monsters: Joker 2,"January 01, 2010",Tose (company),DS,Role-playing video game,
dbpedia_10495,Drome Racers,"January 01, 2003",Möbius Entertainment,GameCube,Racing video game,
dbpedia_10496,Lord Monarch,"January 01, 1994",Fortyfive,NEC PC-9801,Wargame (video games),Dragon Slayer (series)
dbpedia_10497,Rez,"January 01, 2017",United Game Artists,PS4,Music video game,
dbpedia_10499,Minecraft,"January 01, 2014",Mojang Studios,PS4,Sandbox game,Minecraft (franchise)
dbpedia_10500,Crossy Road,"January 01, 2016",,IOS,Arcade game,
dbpedia_10501,Need for Speed: Porsche Unleashed,,Eden Games,Playstation,Racing game,Need for Speed
dbpedia_10502,Duke Nukem 3D,,Gearbox Software,Game.com,First-person shooter,
dbpedia_10504,Bejeweled 2,,,Browser game,Puzzle video game,
dbpedia_10507,What Remains of Edith Finch,"January 01, 2021",Giant Sparrow,Xbox Series X/S,Adventure game,
dbpedia_10508,Corpse Killer,"January 01, 1995",Digital Pictures,Sega Saturn,Rail shooter,
dbpedia_10510,RoboCop,"January 01, 1989",Atari ST,Amstrad CPC,Beat 'em up,
dbpedia_10511,Need for Speed: Carbon,"January 01, 2006",EA Canada,DS,Racing game,
dbpedia_10512,Ghouls 'n Ghosts,"January 01, 1988",Sega,IOS,Platform game,
dbpedia_10513,Need for Speed: Underground,"January 01, 2003",EA Black Box,Microsoft Windows,Racing video game,Need for Speed
dbpedia_10514,Ultima Online expansions,"January 01, 2001",Origin Systems,Microsoft Windows,MMORPG,
