_id,_fusion_sources,id,label,release-country,duration,artist,tracks,name,release-date,genre
discogs_105939,['discogs_105939'],discogs_105939,Alligator Records,Australia,8818.0,Various,"[""Don't Pick Me For Your Fool"", 'Digging My Potatoes', 'Something To Remember You By', ""The Complainer's Boogie Woogie"", 'Stingaree', ""It's Alright"", 'Man Smart, Woman Smarter', 'I Want To Be Your Spy', 'Hey Bartender', 'Sitting On Top Of The World', 'Action Man', 'Bayou Blood', 'T-Bone Intentions', ""T'aint Nobody's Business"", 'If You Have To Know', 'Been Gone Too Long', 'A Quitter Never Wins', ""I Ain't Got You"", 'Crawfish Fiesta', 'Evil', 'Got Lucky Last Night', 'Blues Lover', 'I Could Deal With It', 'Cherry Red Wine', ""Hard Lovin' Mama"", 'She Puts Me In The Mood', 'Low Down Dirty Shame', ""Six O'Clock Blues"", 'Keep Your Motor Running', 'Roots Woman', ""Can't Recall A Time"", 'Baby, Baby, Baby', 'Jack The Ripper', 'The Sky Is Crying', 'Love, Life And Money', ""Look On Yonder's Wall"", 'Somebody Loan Me A Dime', ""We're Outta Here""]",The Alligator Records 25th Anniversary Collection,2009-01-01,Blues
discogs_1147,['discogs_1147'],discogs_1147,Nite Grooves,United States of America,,Samble Orchestra,"[""Inner Spirit (T.G.'s Spirit Mix)"", 'Inner Spirit (Love Spirit Mix)', 'Inner Spirit (Spirit Beats)']",Inner Spirit,,Electronic / Dance
lastFM_42574,['lastFM_42574'],lastFM_42574,,,,Tadeo,[],Tadeo -  Out Of Time And Space,,
lastFM_71559,['lastFM_71559'],lastFM_71559,,,,Rameau Jean-Philippe,[],Pygmalion (Acte  ballet),,
lastFM_27465,['lastFM_27465'],lastFM_27465,,,,Toneshifterz,[],We Are  Future / Can't Fail,,
discogs_63963,['discogs_63963'],discogs_63963,C.T. Revords,,,Monica De Luxe,"['Move To The Music (Piano Mix)', 'Move To The Music (Organ Mix)']",Move To The Music,1991-01-01 00:00:00,Electronic / Dance
discogs_117493,['discogs_117493'],discogs_117493,Scratchy Records,,,The Rocks,"['Eyes Wide Open', 'Can You Hear Me?', 'We Got It', 'North London', 'Save The Wolf', ""I Won't Need You When You're Dead"", 'Celeste', 'Everybody In The Place', 'Sicko', 'What Have You Done', 'Zafira', 'The Bomb']",Asking For Trouble...,2004-01-01,Rock
discogs_48173,['discogs_48173'],discogs_48173,Strange Ways,Germany,2348.0,Kastrierte Philosophen,"['Sister, We Are More Than One Thing', 'Soul Rebel', 'Where Did Our Love Go', 'Djamilia', 'P. C.', 'Freestyle In Anger', 'Chase The Devil', 'When You Lie To A Child', 'Soapbar', '1981-1989', '1990-1996']",Where Did Our Love Go,,Electronic / Dance
discogs_69540,['discogs_69540'],discogs_69540,WEA Filipacchi Music,Francc,306.0,The Sand Flowers,"['Sahara Casino', 'Pacific Grapefruit']",Sahara Casino / Pacific Grapefruit,1974-01-01 00:00:00,Electronic / Dance
discogs_172000,['discogs_172000'],discogs_172000,Rough Trade,UK,,Sun Kil Moon,"['The Possum', 'Birds Of Flims', 'With A Sort Of Grace I Walked To The Bathroom To Cry', 'Cry Me A River Williamsburg Sleeve Tattoo Blues', 'Little Rascals', 'Garden Of Lavender', 'Ali/Spinks 2', ""This Is My First Day And I'm Indian And I Work At A Gas Station""]",Universal Themes,,Blues
discogs_60809,['discogs_60809'],discogs_60809,All City Records (3),Ireland,,,"['Coleman Side', 'Earthquake', 'Black Bush', 'Travels (For My Mother)', 'Write Thing', ""Ta'Raach Side"", 'A Minor Mishap', 'Lemonade (Guru Mix)', 'A BC Date', '#4 Band Aid In B Minor-Curled', '#5 Band Aid In B Minor-Turled', 'Xxxplain In F Minor']",Los Angeles 9/10,2010-03-01 00:00:00,Electronic / Dance
discogs_151057,['discogs_151057'],discogs_151057,Global Airbeatz,,5064.0,Empyre One,"['Dangerous (Original Mix)', 'Dangerous (Original Edit)', 'Dangerous (DJ Gollum Remix)', 'Dangerous (DJ Gollum Remix Edit)', 'Dangerous (Mikesh Remix)', 'Dangerous (Mikesh Remix Edit)', 'Dangerous (Van Sky Inpetto Remix)', 'Dangerous (Van Sky Inpetto Remix Edit)', 'Dangerous (Mashupmen Remix)', 'Dangerous (Mashupmen Remix Edit)', 'Dangerous (Massmann Remix)', 'Dangerous (Massmann Remix Edit)', 'Dangerous (Phunkless Remix)', 'Dangerous (Phunkless Remix Edit)', 'Dangerous (Topless Remix)', 'Dangerous (Topless Remix Edit)', 'Dangerous (Pinkville Remix)', 'Dangerous (Pinkville Remix Edit)', 'Dangerous (DJ Cap Remix)']",Dangerous,,Electronic / Dance
lastFM_52491,['lastFM_52491'],lastFM_52491,,,,J. Chibadura,[],J. Chibadura -  More of the Essential John Chibadura and the Tembo Brothers,,
lastFM_66569,['lastFM_66569'],lastFM_66569,,,,,,Honky  Classics,,
discogs_152436,['discogs_152436'],discogs_152436,Not On Label,United States of America,3923.0,Kevin J. Browne,"['Tango for Django', 'Vendetta', 'Shades of Intent', 'Ma Petite Amour', 'Last Dance', 'Esmeralda', 'Cracked Carousel', ""Freddy's Free Fall"", ""Cowboy's Lullabye"", 'February 6, 2011', 'Lonely Carousel', 'Norcia', 'Flashback', 'Once Young', 'Antietam', 'Tango for Django Remix']",Paradox Blue: The Music of Tom Hynes,2014-04-06,Electronic / Dance
discogs_147695,['discogs_147695'],discogs_147695,MTM Music,Europe,2874.0,Harlan Cage,"['No Sunday Bride', 'Chinatown', 'Thrill Of It All', ""Can't Tame The Raven"", 'Hard Yellow Line (You Lied To Me)', 'Last Plane Out', 'A Little Rain', 'Feel The Wheel', 'Making My Way Back To You', 'Late Night Escapades', 'Before The Night Is Gone', 'Two Ships In The Night']",Forbidden Colors,1999-01-01,Rock
lastFM_54914,['lastFM_54914'],lastFM_54914,,,0.0,,,Run the Jewels (Deluxe European Edition),,
discogs_140195,['discogs_140195'],discogs_140195,Columbia,UK,,David And Marianne Dalmour,"['Strange Enchantment', 'Moon Over Miami', 'Sing Me A Song Of The Islands', ""Confessin' (That I Love You)"", 'It Happened In Kaloha', 'Blue Bahamas', 'Red Sails In The Sunset', 'The Moon Of Mankoora', 'Moonglow', 'Blue Hawaii', 'Kalua Lullaby', 'Now Is The Hour']",Strange Enchantment,1966-01-01,Folk
lastFM_9233,['lastFM_9233'],lastFM_9233,,,,Scooter,[],Rough And Tough And Dangerous - The Singles 94/98,,
discogs_59580,['discogs_59580'],discogs_59580,Geffen Records (2),,2460.0,Nirvana,,In Utero,1993-01-01 00:00:00,Rock
discogs_8747,['discogs_8747'],discogs_8747,Arcade|TELDEC,Europe,,Nancy Sinatra,"[""Somethin' Stupid"", 'Summer Wine', 'Sundown, Sundown', ""I've Been Down So Long"", 'Storybook Children', 'Sand', 'Oh Lonesome Me', 'Lady Bird', ""These Boots Are Made For Walkin'"", 'Jackson', 'Sugar Town', ""You've Lost That Lovin' Feelin'"", 'Some Velvet Morning', 'Did You Ever', 'Elusive Dreams', 'Greenwich Village Folk Song Man', 'So Long, Babe', ""How Does That Grab You, Darlin'""]",Greatest Hits,1987-01-01 00:00:00,Jazz
discogs_119909,['discogs_119909'],discogs_119909,Belter,Spain,,,"['Don Juan', 'El Camino De Papa = Le Chemin Du Papa']",Don Juan / El Camino De Papa,1970-01-01,Pop
discogs_190034,['discogs_190034'],discogs_190034,Not On Label,,2793.0,Dura,['Summer Colors'],Summer Colors,2014-01-01,Electronic / Dance
discogs_144966,['discogs_144966'],discogs_144966,,Great Britain,,The London Festiva1 Orchestra|Josef Sakonov,"['Hejre Kati', 'Berceuse De Jocelyn', 'Valse Sentimentale', 'Fetes Tzigane', 'Meditation From Thàis', 'Im Chambre Separee', 'Zigeuner Weisen', 'Estrellita', 'Garden Scene', 'None But The Lonely Heart', 'Czardas']",Great Violin Encores,,Classical
discogs_101093,['discogs_101093'],discogs_101093,Accroche Note,France,,Open Drive,"['Bibés', 'Alligator', 'Petite Valse', 'Canöe Kayak', 'Couloirs', 'Lesspool']",Alligator,1983-01-01,Folk
discogs_162996,['discogs_162996'],discogs_162996,The Sound,France,,Various,"['Nothing Else To Understand', ""Alfie's Song"", 'Faster, Faster', 'Le Collecteur', 'Mary Q', 'Indira', 'The Free Angels', 'The Red Guard', 'Illogique', 'Poor River', 'Leonard', 'I Want To Go Back To 66']",1966 Back In The South Of Nowhere,2014-01-01,Rock
lastFM_64165,['lastFM_64165'],lastFM_64165,,,,Reckless Abandonment,[],Album: Spiritual Growth E.P.,,
discogs_155752,['discogs_155752'],discogs_155752,RCA Italiana,,,Erich Leinsdorf|Orchestra Del Teatro Dell'Opera Di Roma|Anna Moffo,"['Madama Butterfly - Atto II: Un Bel Dì Vedremo', 'Madama Butterfly - Atto III: Tu, Tu Piccolo Iddio', '', '']",Madama Butterfly,,Classical
discogs_127235,['discogs_127235'],discogs_127235,Boss Tuneage,UK,,Terminus (4),"['Propaganda War', 'Starvin Nations', 'Bending The Rules', 'Bring Out Your Dead', 'Collaborators', 'Terror Is The Best Of Guards', 'Body Count', 'The Severed Head', 'You Want Me Dead', 'Terraces To The Trenches', 'Hey Little Girl', 'Opium For The People', 'Going Nowhere Fast', 'Free To Be Slaves']",Going Nowhere Fast,,Rock
discogs_151709,['discogs_151709'],discogs_151709,,Netherlands,,DJ Synchro,"['The Spirit (Club Mix)', 'The Spirit (Instrumental Mix)']",The Spirit,,Electronic / Dance
discogs_181156,['discogs_181156'],discogs_181156,Eton Messy Rec.,,,The Golden Boy (3),"['The Promise', 'The Promise (Radio Edit)', 'The Promise (Walker & Royce Remix)', 'The Promise (Tommy Vercetti Remix)']",The Promise,2015-04-20,Electronic / Dance
lastFM_4917,['lastFM_4917'],lastFM_4917,,,,G. Michael,"['Outside (Garage Mix)', 'Outside (House Mix)', ""Outside (K-Gee's Cut)""]",Outside (The Mixes),,
discogs_87032,['discogs_87032'],discogs_87032,ITH Records,UK,,Various,"['90% Of Me Is You', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']",Mezzanine De L'Alcazar Volume 7,,Electronic / Dance
discogs_146922,['discogs_146922'],discogs_146922,On The Fiddle Rec.,UK & Europe,,The Levellers,"['Fifteen Years', 'Hope Street', 'What A Beautiful Day', 'Dog Train', 'Belarus', 'The Cholera Well', 'Last Man Alive', 'Truth Is', 'Fantasy', 'Just The One', 'Burn America Burn', 'Before The End', 'Beautiful Day (Feat. Imelda May)', 'Julie (Feat. Frank Turner)', 'Celebrate', 'Bozos', 'Too Real', 'Liberty', 'One Way', 'Make You Happy', 'This Garden', 'Julie', 'Wild As Angels', 'Come On', 'The Devil Went Down To Georgia', 'Far From Home', 'Together All The Way', 'Exodus (Live)', 'Happy Birthday Revolution', 'Hope St. (Feat. Billy Bragg)', 'Just The One (Feat. Bellowhead)', 'Carry Me', 'Outside Inside', 'World Freakshow', 'The Recruiting Sergeant (War Child Explicit)', '', '', '', '']",Greatest Hits,2014-11-24,Rock
lastFM_73102,['lastFM_73102'],lastFM_73102,,,,Zedd,"['Addicted To A Memory', 'I Want You to Know', 'Beautiful Now', 'Transmission', 'Done with Love', 'True Colors', 'Straight Into the Fire', 'Papercut', 'Bumble Bee', 'Daisy', 'Illusion']",Colors,,
discogs_130921,['discogs_130921'],discogs_130921,Dunham|Daptone,United States of America,,Charles Bradley,"['IHYF (The Good Life)', 'IHYF (The Good Life) (Instrumental)', 'Electric Victim Of Love', 'Electric Victim Of Love (Instrumental)']",I Hope You Find The Good Life / Electric Victim,2014-04-19,R&B / Soul
lastFM_49054,['lastFM_49054'],lastFM_49054,,,,,,Rot of Empire,,
discogs_122096,['discogs_122096'],discogs_122096,,Netherlands,2167.0,Funkstörung,"['Sinus (Version A)', 'Blind', 'Radio', 'Bastard', 'Sagamore', 'Off']",Artificial Garbage,,Electronic / Dance
lastFM_76009,['lastFM_76009'],lastFM_76009,,,,E. Zindle,,"E. Zindle -  Scenes From The Fragile, Agile Avian World",,
lastFM_74486,['lastFM_74486'],lastFM_74486,,,,De Kift,[],Singlesproject,,
lastFM_67473,['lastFM_67473'],lastFM_67473,,,0.0,Umbrella I.,['Purple Rain (Radio Edit)'],Purple Rain,,
discogs_138351,['discogs_138351'],discogs_138351,Disc'Az,France,,Various,"[""Pai Pai (C'est Fini)"", 'Na Zi Kanis I Na Mi Zi (Vivre Ou Ne Pas Vivre)', 'Ta Dilina (Les Soirées)', 'Den Ta Horissoume Pote (Nous Ne Quitterons Jamais)', 'Ta Louludia (Les Fleurs)', 'Mia Nikta Olokliri (Une Nuit Entière)', 'Siko Horepse Sirtaki (Allons Danser Le Sirtaki)', 'Ta Palikaria (Les Gars)', 'Pios Nane Aftos (Qui Peut-Il Être)', 'O Horismos (La Sépartion)', 'O Haros (La Mort)', 'Zambetas Sirtaki (Le Sirtaki De Zembetas)']",Viva Bouzouki - Folklore Enchanteur De La Grèce,1974-01-01,Folk
lastFM_59705,['lastFM_59705'],lastFM_59705,,,,,[],Classics,,
lastFM_11009,['lastFM_11009'],lastFM_11009,,,,,[],Bon VI (The Good Life) / Sun Up From Sun,,
discogs_160658,['discogs_160658'],discogs_160658,Scorpio Music,France,,Various,"['Bring The Noise Remix (Benny Benassi Pump-Kin Edit)', 'Blink', 'Get Up (Video Mix)', 'Work (Riffs & Rays Radio Edit)', 'Baby When The Light', 'Heater (Radio Edit)', 'The Nike Song (Radio Edit)', 'Let Me Thing About It (Radio Edit)', 'Waiting 4 (Radio Edit)', 'I Thought That (Def.edit)', 'Like This Like That (Radio Edit)', 'Saxo Anthem (Radio Edit)', ""Party People (Put'em Up!) (Bunker Edit Rmx)"", 'The Creeps, Get On The Dancefloor Mix (Radio Edit)', 'Fascination (F Edit)', ""Don't Talk (Radio Edit)"", 'Que Pasa Contigo (Philippe B & Romain Curtis Remix)', 'Give It Back (Robkay Remix)', 'Ride The Storm (Radio Edit)', 'Pitch Up']",Electro United,2007-01-01,Electronic / Dance
discogs_63905,['discogs_63905'],discogs_63905,Sony Records,Taiwan,,Pearl Jam,,No Code,1996-01-01 00:00:00,Rock
discogs_128673,['discogs_128673'],discogs_128673,Strange Rules,,,,"['Funeral Home I', 'Safety As A Womb', 'Funeral Lieu', 'Funeral Home II', 'Saturated In Urine', 'Velvet Pillow']",Funeral Home,2014-03-07,Electronic / Dance
discogs_64977,['discogs_64977'],discogs_64977,,Netherlands,,Dash Berlin,"['My Enemy (Rank 1 Remix)', 'Ambrosia (Estiva Remix)', 'Puzzle Piece', 'Bullfrog', 'This Night (Dash Berlin Remix)', 'Another World (Shogun Remix)', 'Adelaide (Ben Nicky Remix)', 'Find (Alex M.O.R.P.H. Remix)', 'Fair & Square (Alexander Popov Remix)', 'Earth Hour', 'Disarm Yourself (Club Mix)', 'Talk To Me (Activa Presents Solar Movement Remix)', 'The Quest Of A Dream (Paul Webster Remix)', 'In My World (Activa Remix)', 'As Faces Fade (Alex Popov)', 'Mayday (Anhken Remix)', 'Andromeda (Norin & Rad Remix)', 'Reverie (Dash Berlin Remix)', 'Nylon (Colonial One Remix)', 'The Gift', 'Till The Sky Falls Down (Dash Berlin 4AM Mix)', 'A&E (Dash Berlin Remix)', 'Shamisan (Shogun Remix)', 'Disarm Yourself (Dash Berlin 4AM Dub Mix)', 'Open Your Eyes (Alex M.O.R.P.H. Remix)', 'Behind Your Smile (Suncatcher Remix)', 'Promised (Emotional Mix)', 'Banshee']",United Destination 2011,2011-04-29 00:00:00,Electronic / Dance
lastFM_33761,['lastFM_33761'],lastFM_33761,,,,Stormrage,[],Traveller,,
discogs_149530,['discogs_149530'],discogs_149530,Grim Reaper Records,Serbia,,Necro Forest,"['Intro', 'Winter Realm', 'Call Of Blood', 'Lunar Madness', 'Battle Of Horns Of Slavs', 'Outro']",Absence Of Light,2014-01-01,Rock
lastFM_60427,['lastFM_60427'],lastFM_60427,,,,Masterboy,,SINGLES COLLECTION,,
discogs_24744,['discogs_24744'],discogs_24744,Groovin' Beats,Germany,,Love Wanted!,"['He Belongs To Me (Radio Cut)', ""He Belongs To Me (Groovin' Radio Cut)"", 'He Belongs To Me (Harmless Club Mix)', 'He Belongs To Me (Full Club Version)', 'He Belongs To Me (Harmless Club Mix - Instrumental)', 'He Belongs To Me (DJ Maxi Mix)']",He Belongs To Me,,Electronic / Dance
discogs_99280,['discogs_99280'],discogs_99280,K-tel,Canada,2808.0,The Irish Rovers,"['Come In', 'The Unicorn', 'Morningtown Ride', 'Up Among The Heather', 'Windy Old Weather', 'Mountain Tay', 'Lord Of The Dance', 'The Life Of The Rover', 'Goodbye Mrs. Durkin', 'Rovers Fancy', 'The Shores Of Americay', 'Barley Mow', 'Black Velvet Band', 'Valparaiso', 'Goodbye Mick And Goodbye Pat', 'The Orange And The Green', ""We'll Rant And We'll Roar"", 'Lament For The Molly McGuires', 'Pat Of Mullingar', 'Hello Patsy Fagan']",K-Tel Presents The Irish Rovers Special 20 Of Their Greatest Hits,1972-01-01,Folk
mbrainz_20817,['mbrainz_20817'],mbrainz_20817,,United States of America,1936.0,"Perry, Jarell","['Win', 'Awkward', 'Getaway', 'Smoke + Mirrors', 'Happy 4 U (feat. Thurz)', 'Catching Neon', 'All Aboard', 'Healing', 'First Time', 'I.L.W.Y.H.O.', 'Wake Up', 'Whiskey a Go Go', ""If It Ain't Too Late""]",Simple Things (album),2013-08-12 00:00:00,
lastFM_67899,['lastFM_67899'],lastFM_67899,,,,Kathy Barnes,,Kathy Barnes - Body Talkinʼ,,
discogs_78387,['discogs_78387'],discogs_78387,Yep Roc Records,United States of America,2984.0,Dave Alvin,"['Harlan County Line', 'Johnny Ace Is Dead', 'Black Rose Of Texas', 'Gary, Indiana 1959', 'Run Conejo Run', 'No Worries Mija', ""What's Up With Your Brother? (Duet With Phil Alvin)"", ""Murrietta's Head"", 'Manzanita (Duet With McWilson)', 'Dirty Nightgown', 'Two Lucky Bums (Duet With Chris Gaffney)']",Eleven Eleven,2011-06-21 00:00:00,Blues
discogs_106107,['discogs_106107'],discogs_106107,Castle Music,UK,,Shalamar|The Whispers,,Shalamar Vs The Whispers - Their Greatest Hits,2001-01-01,R&B / Soul
discogs_56150,['discogs_56150'],discogs_56150,Fusion Netlabel,Russia,2697.0,x3d5,"['Snow Factory', 'Automatic Weather Station (feat. Plastique)', 'Fracture', 'Nord', 'My Work', 'Khna (feat. Plastique)', 'Wall', 'Microsity', 'Train', 'Into Hybrid Engine (feat. Plastique)']",Binary Protection,2010-02-01 00:00:00,Electronic / Dance
discogs_139100,['discogs_139100'],discogs_139100,Universal J,Japan,,Daishi Dance,,Wonder Tourism,2012-11-14,Electronic / Dance
lastFM_51451,['lastFM_51451'],lastFM_51451,,,,Z.e.r.o.,[],Absolution,,
discogs_123830,['discogs_123830'],discogs_123830,Fidelity,UK,,,"['Overture ""The Marriage Of Figaro""', 'Overture ""Fingals Cave"" (The Hebrides)', 'Overture ""The Force Of Destiny""', '""Wedding March""', 'Hungarian Rhapsody No. 2', '""The Rid Of The Valkyries', 'Overture ""The Barber Of Seville""', '""The Flight Of The Bumble Bee""']",Gems From The Classics,1967-01-01,Classical
discogs_132795,['discogs_132795'],discogs_132795,Mercury,Norway,2005.0,Jonas Fjeld Band,"['Tiger', 'We Could Do It Again', 'Singapore', 'Woman', 'Gotta Get Up To Get Down', 'Did You See The Saucers', 'Boogie On', ""I'm Crying"", 'Are You Ever Coming Back', 'Roll On']",The Tennessee Tapes,1991-01-01,Rock
lastFM_81171,['lastFM_81171'],lastFM_81171,,,,,[],Get Ready (Blasterjaxx Edit),,
discogs_158320,['discogs_158320'],discogs_158320,NEJI,Japan,,Satanicpornocultshop,"['Gush - The Melting Chocolate -', 'Mi2yo', 'Kituon_Exile', 'Skull Buddah', 'Shakti-Pad', 'Tennnojizoo', 'Pecado', 'Todo Esta Bien', 'Picaresque - Snake On Your Pants -', 'Funk Orogashi']",Picaresque,2013-02-06,Electronic / Dance
discogs_31927,['discogs_31927'],discogs_31927,Warner Bros. Records,United States of America,1684.0,Everly Brothers,"['Bye Bye Love', ""('Til) I Kissed You"", 'Wake Up Little Susie', 'Crying In The Rain', 'Walk Right Back', ""Cathy's Clown"", 'Bird Dog', 'All I Have To Do Is Dream', 'Devoted To You', 'Lucille', 'So Sad (To Watch Good Love Go Bad)', 'Ebony Eyes']",The Very Best Of The Everly Brothers,,Pop
mbrainz_2670,['mbrainz_2670'],mbrainz_2670,,Canada,1083.0,"Shadow, DJ","['(Letter From Home)', 'Fixed Income', 'Un autre introduction', 'Walkie Talkie', 'Giving Up the Ghost', 'Six Days', 'Mongrelâ€¦', 'â€¦Meets His Maker', 'Right Thing/GDMFSOB (clean instrumental version)', 'Monosylabik', 'Mashinâ€™ on the Motorway', 'Blood on the Motorway', 'You Canâ€™t Go Home Again', '(Letter From Home)']",The Private Press,2002-01-01 00:00:00,
discogs_27599,['discogs_27599'],discogs_27599,Counterpoint Records,UK,,David Borsu,"['A Way Of Life', 'Nocturne', 'Hustle The Funk', 'Monster']",Monster EP,2004-01-01 00:00:00,Electronic / Dance
discogs_69556,['discogs_69556'],discogs_69556,Hunter Music (2),Netherlands,,Cuby & The Blizzards,"['Stumble And Fall', 'L.S.D. (Got A Million Dollars)', 'Back Home (A Man)', ""You Don't Know"", 'Just For Fun', 'Gin House Blues', 'Desolation Blues', ""Let's Make It"", 'Somebody Will Know Someday', 'So Many Roads', 'Another Day, Another Road', 'Crying Tears', 'Feeling Like A Suit-case', ""Don't Know Which Way To Go"", 'Distant Smile', 'Nostalgic Toilet', 'Window Of My Eyes', 'The Sky Is Crying', 'King Of The World', 'No Shoes', 'Big Blue-eyed Girl', ""Goin' Home"", 'Appleknockers Flophouse', 'Help Me', 'Go Down Sunshine', 'Thursday Night', 'Evil Woman', 'Wee Wee Baby', 'Too Blind To See', 'Simple Man', 'Back Street', 'Pawn Broker', ""I'm Drinking My Whisky"", 'Sometimes', 'Happyville', 'Perfect Song', ""(There Ain't No Real) Perfection"", 'Bad News', 'Geronimo Weeps', 'Instinct', ""I've Always Been Lonely"", 'The Zoo', 'Broken Wings', 'One More', 'Bluesman', 'Dancing Bear', 'Faceless Voices', 'Liquor Blues', 'Last Minute Flight', 'Sugar Mama', 'Sweet Little Angel', 'Rock Me, Baby', ""I'm In Love"", ""Checkin' Up On My Baby"", ""Goin' Down"", 'Shaky Grounds', 'Brother Booze', 'Five Long Years', 'Hobo Blues']",35 Jaar - Blues Traveller,,Blues
lastFM_36035,['lastFM_36035'],lastFM_36035,,,,Killgasm,"['Baseball Bat Lobotomy', 'Menstrual Blood Moustache']",Black Metal Whore Killer,,
lastFM_78859,['lastFM_78859'],lastFM_78859,,,,Rezurex,,Beyond the Grave EP,,
discogs_125638,['discogs_125638'],discogs_125638,Traitor Records,United States of America,3850.0,Emilie Autumn,"['Across The Sky', 'How Strange', 'Chambermaid', 'Rapunzel', 'Ever', 'Second Hand Faith', 'Juliet', 'Remember', 'Rose Red', 'Castle Down', 'Heard It All', 'If You Feel Better', 'Save You', 'What If']",Enchant,2013-01-01,
lastFM_7425,['lastFM_7425'],lastFM_7425,,,0.0,B. Bumpers,"[""The Music's Got Me ('96 Radio Edit)"", ""The Music's Got Me ('96 Ltd. Express Remix)"", 'Come Together']",- new - The Music's Got Me ('96 Remixes),,
lastFM_11396,['lastFM_11396'],lastFM_11396,,,,Robert Ferent,[],Beyond The Realm Of Infinity,,
discogs_42412,['discogs_42412'],discogs_42412,,UK,,,"['Surrender Yourself', 'Turn To Dust']",Surrender Yourself / Turn To Dust,2002-12-02 00:00:00,Electronic / Dance
discogs_168717,['discogs_168717'],discogs_168717,Not On Label,United States of America,3598.0,Chaos Code,"['Unity', 'Another Hand', 'Spacesuits And Sunglasses', 'From Cradle To Grave', 'Balance', 'A Reason To Kill', 'The Creature Self', 'Distance']",The Tragedy Of Leaps And Bounds,2002-01-01,Rock
discogs_54650,['discogs_54650'],discogs_54650,Fire Records,UK,945.0,Sammy (4),"['Inland Empire', 'Majik Man', 'Teen Tour', 'Cracked Up']",Kings Of The Inland Empire,1994-01-01 00:00:00,Rock
lastFM_27724,['lastFM_27724'],lastFM_27724,,,,Celldweller,[],Wish Upon a Blackstar Chapter 02 (Deluxe Edition),,
lastFM_76783,['lastFM_76783'],lastFM_76783,,,,Coldside,[],"Outcasts,Thugs And Outsiders",,
discogs_157975,['discogs_157975'],discogs_157975,Rhino Home Video,United States of America,,Various,"['Cars', 'Girls On Film', 'I Want Candy', 'Love Plus One', 'Twilight Zone', 'She Blinded Me With Science', 'Come On Eileen', 'Poison Arrow', 'I Eat Cannibals', 'Life In A Northern Town']",New Wave Hits Of The '80s: Just Can't Get Enough Volume 1,1994-01-01,Electronic / Dance
discogs_108486,['discogs_108486'],discogs_108486,Apple Records,Italy,,Elephants Msmory,"['Liberation Special', 'Power Boogie']",Liberation Special / Power Boogie,1972-01-01,Rock
discogs_47798,['discogs_47798'],discogs_47798,Ghetto Sport Group,United States of America,,,,Six Shooter / Iz You Ready To Die,2000-01-01 00:00:00,Hip Hop / Rap
discogs_109417,['discogs_109417'],discogs_109417,Island Records,Singapore,,The Killers,"['Jenny Was A Friend Of Mine', 'Mr. Brightside', 'Smile Like You Mean It', 'Somebody Told Me', ""All These Things I've Done"", ""Andy, You're A Star"", 'On Top', 'Change Your Mind', 'Believe Me Natalie', 'Midnight Show', 'Everything Will Be Alright', 'Glamorous Indie Rock & Roll', 'Somebody Told Me']",Hot Fuss,,Rock
lastFM_37263,['lastFM_37263'],lastFM_37263,,,,Maurice Jarre,[],The Man Who Would Be  (Original Motion Picture Soundtrack),,
discogs_159275,['discogs_159275'],discogs_159275,Spalax Music,République française,,,"[""I Can't Believe"", 'I Will Not Be Lonely', 'I Will If You Want To', 'She Is All There Is', 'Enough Of What I Need', 'Hate', 'My, My Oh My', 'My Kind Of Girl', 'The Living Eye Theme', '25 M.P.H.', 'Long Night Summer', ""Nothing'll Stand In My Way"", 'Love-It Is', 'Roll Over Beethoven', 'Mercy Mercy', 'Love Me Like She Can', 'Beautiful Shadows', 'Keep Your Mouth Shut Once In A While', 'Secrets Of The Golden Shrine']",Acid Visions Vol. 11 (The Living Eyes Club),2002-01-01,Rock
discogs_35933,['discogs_35933'],discogs_35933,R8 Records,UK,,Dan Man|Rogue State,"['Judgement Come', 'Street Light']",Judgement Come,,Electronic / Dance
discogs_171430,['discogs_171430'],discogs_171430,Geffen Records,Canada,,Tesla,,Psychotic Supper,1991-01-01,
discogs_139244,['discogs_139244'],discogs_139244,Bluelight Records,Finland,,One O'Clock Humph,"['Handa Wanda', ""Ain't Gonna Let Nobody Step On Me"", ""I Ain't Gonna Hurry"", 'Morning Train', 'Carry Me Home', ""Don't You Cry"", 'Cry It Out', 'Everyday', 'Va A Cheval', 'Who Shot The La-La', ""My Baby's In Love With Another Guy"", 'Louis Collins', 'Humdinger', 'Reap What You Saw', 'Why Do You Do Me Like You Do', ""Feelin' Bone""]",Beyond The Blue,,Blues
discogs_72684,['discogs_72684'],discogs_72684,,UK,2470.0,Capitol K,"['Diamond Skys', 'Go Go Go', 'Libertania', 'Acid Favela', 'Drum St', 'Vacuum', 'Freak', 'Impression', 'Bomb Bomb', 'Rocked/Shocked', 'The Fly', 'Congo']",Notes From: Life On The Wire With A Wrecking Ball,2008-09-08 00:00:00,Electronic / Dance
discogs_71398,['discogs_71398'],discogs_71398,MCA Records,United States of America,,IV Xample,"['From The Fool (Radio Edit)', 'From The Fool (Album Version)', 'From The Fool (Instrumental Version)']",From The Fool,1995-01-01 00:00:00,Hip Hop / Rap
