id,prod_title,launch_dt,studio,dist,hw,genre,press_score,comm_rating,age_class,units_sold_mm
sales_1495,James Bond 007: Agent Under Fire,2002-01-01,Electronic Arts,,Xbox,Shooter,71,7.5,T,0
sales_1496,LEGO Pirates of the Caribbean: The Video Game,2011-01-01,Traveller's Tales,Disney Interactive Studios,DS,Action,69,,E10+,0
sales_1497,LEGO Marvel Super Heroes,2013-01-01,TT Games,Warner Bros. Interactive Entertainment,3DS,Action,61,5.2,E10+,0
sales_1498,DJ Hero,2009-01-01,FreeStyleGames,Activision,PS3,Misc,86,7.8,T,0
sales_1499,X-Men Legends,,Software Raven,Activision,Xbox,Role-Playing,82,8.5,T,0
sales_1500,NBA Live 2005,,EA Canada,Electronic Arts,Xbox,Sports,85,7.6,E,0
sales_1501,Harry Potter: Quidditch World Cup,2003-01-01,Magic Pockets,Electronic Arts,PlayStation 2,Sports,68,6.6,E,0
sales_1502,Madagascar,2005-01-01,Vicarious Visions,Activision,,Platform,71,,E,0
sales_1503,Blitz: The League,,Midqay,Unknown,PS2,Sports,76,8.0,M,
sales_1504,The Biggest Loser: Ultimate Workout,2010-01-01,Blitz Games Studios,THQ,Xbox 360,Sports,68,,Everyone,0
sales_1505,Castlevania: Circle of the Moon,2001-01-01,KCEK,Konami Digital Entertainment,Game Boy Advance,Platform,91,8.5,T,0
sales_1506,SOCOM 4: U.S. Navy SEALs,2011-01-01,,,PS3,Shooter,67,,M,0
sales_1507,Tiger Woods PGA Tour 06,2005-01-01,EA Sports,Electronic Arts,PS2,Sports,83,6.2,E,0
sales_1508,FIFA Street,2012-01-01,EA Sports,Electronic Arts,Xbox 360,Sports,77,6.7,E,0
sales_1509,Classic NES Series: The Legend of Zelda,2004-01-01,Nintendo,Nintendo,GBA,Adventure,84,,E,0
sales_1510,Fire Emblem: The Sacred Stones,2004-01-01,Intelligent Systems,Nintendo,Game Boy Advance,Strategy,85,9.1,E,0
sales_1511,TouchMaster 2,2008-01-01,Midway Studios - San Diego,Midway Games,DS,Puzzle,76,,E,0
sales_1512,Killzone: Liberation,,Guerrilla,Sony Computer Entertainment,Playstation Portable,Shooter,77,8.3,T,0
sales_1513,Finding Nemo,2003-01-01,Traveller's,THQ,GameCube,Action,62,,E,0
sales_1514,Ace Combat 2,,Namco,Sony Computer Entertainment,Playstation,,83,,T,0
sales_1515,NFL 2K2,2001-01-01,Visual Concepts,Sega,PlayStation 2,Sports,85,7.5,E,0
sales_1516,Pure,2008-01-01,Black Rock Studio,Disney Interactive Studios,PS3,Motor Racing,83,7.8,E,0
sales_1517,Resistance: Retribution,2009-01-01,Sony Bend,Sony Computer Entertainment,Playstation Portable,Shooter,81,8.1,M,
sales_1518,Call of Duty: World at War,2008-01-01,n-Space,Activision,DS,,75,,T,0
sales_1519,Tiger Woods PGA Tour 12: The Masters,2011-01-01,Arts,Electronic Arts,,Sports,80,,E,0
sales_1520,FIFA Soccer 09 All-Play,2008-01-01,EA Canada,EA,Wii,Sports,80,8.4,,0
sales_1521,LEGO Indiana Jones 2: The Adventure Continues,2009-01-01,Traveller's Gales,Activision,PS3,,70,7.1,E10+,
sales_1522,Fossil Fighters,2008-01-01,Entertainment RED,Nintendo,DS,,70,,E,0
sales_1523,NCAA Football 13,2012-01-01,EA Tiburon,Electronic Arts,PS3,Action,79,4.1,E,
sales_1524,Samba De Amigo,2008-01-01,Gearbox Software,Sega,Wii,Misc,68,,E,0
sales_1525,The Simpsons Game,2007-01-01,Electronic Arts Redwood Shores,Electronic Arts,PS3,Action,71,7.5,,0
sales_1526,Call of Duty: Modern Warfare 2,2009-01-01,Ward Infinity,Activision,PC,Shooter,86,4.2,M,0
sales_1527,The Tomb Raider Trilogy,2011-01-01,,Square Enix,PS3,Action,78,8.1,T,0
sales_1528,F1 2010,2010-01-01,Codemasters Birmingham,Codemasters,Xbox 360,,84,7.5,E,0
sales_1529,Call of Juarez: Bound in Blood,2009-01-01,Techland,Ubisoft,PS3,Shooter,78,,M,0
sales_1530,NBA 2K6,2005-0q-01,Visual Concepts,Take-Two Interactive,PS2,,84,8.3,E,0
sales_1531,Dissidia 012: Duodecim Final Fantasy,2011-01-01,Square Enix,Square Enix,Playstation Portable,Fighting,78,8.3,T,0
sales_1532,Monster 4X4: World Circuit,2006-01-01,,Ubisoft,Wii,Racing,51,7.8,Everyone,0
sales_1533,Far Cry: Primal,2016-01-01,Ubisoft Montreal,,XOne,Action,77,6.4,M,0
sales_1534,Resident Evil: Revelations,,Capcom,Capcom,3DS,Action,82,8.5,M,0
sales_1535,Sonic Chronicles: The Dark Brotherhood,2008-01-01,BioWare,Sega,DS,Role-Playing,74,7.3,E,0
sales_1536,Star Wars: The Force Unleashed,2008-01-01,n-Space,LucasArts,DS,Action,61,5.5,T,0
sales_1537,Grand Theft Auto IV,2008-01-01,Rockstar Toronto,Take-Two Interactive,,Action,90,,,0
sales_1538,Rock Band 3,2010-01-01,,MTV Games,X360,Misc,9 3,8.2,T,0
sales_1539,WWE SmackDown vs. Raw 2011,2010-01-01,Yuke's,THQ,Xbox 360,Fighting,75,7.6,T,0
sales_1540,ESPN NHL 2K5,2004-01-01,Kush Games,Global Star,PS2,Sports,86,8.1,E,0
sales_1541,Borderlands: The Handsome Collection,,Gearbox Software,Take-Two Interactive,PlayStation 4,Shooter,82,7.8,,0
sales_1542,Crimson Skies: High Road to Revenge,2003-01-01,FASA Studio,Microsoft Game Studios,Xbox,Simulation,88,,T,0
sales_1543,Madden NFL 08,,EA Tiburon,Electronic Arts,Wii,Sports,76,6.8,E,0
sales_1544,Spec Ops: Ranger Elite,2001-01-0l,Runecraft,TalonSoft,Playstation,Shooter,48,6.6,T,0
sales_1545,F1 2009,2009-01-01,Sumo Digital,Codemasters,,Racing,,7.2,E,0
sales_1546,Tom Clancy's Ghost Recon: Island Thunder,2003-01-01,Red Storm Entertainment,Ubisoft,Xbox,Shooter,81,8.8,M,0
sales_1547,Sleeping Dogs,,United Front Games,,Xbox 360,,80,,Mature 17+,0
sales_1548,Kingdoms of Amalur: Reckoning,2012-01-01,Big Huge Games,Electronic,Xbox 360,Role-Playing,80,,M,0
sales_1549,Kingdom Hearts Re: Chain of Memories,2008-01-01,Jupiter Corporation,Square Enix,PS2,Role-Playing,68,,E10+,
sales_1550,Phantasy Star Portable 2,2009-01-01,Alfa System,Sega,Playstation Portable,Role-P laying,69,8.1,T,0
sales_1551,Michael Jackson: The Experience,2011-01-01,Ubisoft Montreal,Ubisoft,Xbox 360,Misc,63,6 .8,E10+,
sales_1552,LittleBigPlanet Karting,2012-01-01,"Media Molecule, United Front Games",Sony Computer Entertainment,PS3,Action,73,6.9,E,0
sales_1553,Tony Hawk's Project 8,2006-01-01,Shaba Games,Activision,PS2,Sports,69,7.3,T,0
sales_1554,GRID,,Codemasters,Codemasters,Xbox 360,Racing,87,,E,0
sales_1555,DiRT,2007-01-01,Codemasters,Codemasters,Xbox 360,Racing,83,7.4,E,0
sales_1556,Red Faction: Guerrilla,2009-01-01,,THQ,Xbox 360,Shooter,85,8.1,,0
sales_1557,Fight Night Round 2,2005-01-01,EA Sports,Electronic Arts,PS2,Action,88,9.0,T,0
sales_1558,Conflict: Desert Storm,2002-01-01,SCi,SCi,Xbox,Shooter,65,8.1,T,
sales_1559,Triple Play 2002,,Studios Pandemic,Electronic Arts,PS2,Sports,,,E,0
sales_1560,Cooking Mama: World Kitchen,2008-01-01,Cooking Mama Limited,505 Games,Wii,Simulation,62,4.9,E,0
sales_1561,Brothers in Arms: Hell's Highway,2008-01-01,Gearbox Software,Ubisoft,Xbox 360,Shooter,76,,M,0
sales_1562,Vagrant Story,2000-01-01,SquareSoft,Crave Entertainment,Playstation,Role-Playing,92,8.3,T,0
sales_1563,Warriors Orochi,,Omega Force,Tecmo Koei,PS2,Action,55,8.2,T,0
sales_1564,Crysis 3,,Cryt ek,Electronic Arts,,Shooter,77,6.3,M,0
sales_1565,Mercenaries 2: World in Flames,,,Electronic Arts,PS3,Shooter,72,7.1,T,0
sales_1566,SingStar '90s,,SCEE,,PS2,Misc,73,,,0
sales_1567,Wizards of Waverly Place,2009-01-01,Disney Studios Interactive,Disney Interactive Studios,DS,Misc,58,,E,0
sales_1568,Ghostbusters: The Video Game,2009-01-01,Red Fly Studio,Atari,Wii,Action,76,8.5,Everyone 10+,0
sales_1569,Guitar Hero Live,2015-01-01,FreeStyleGames,,PS4,Misc,80,,T,0
sales_1570,Endless Ocean: Blue World,2009-01-01,Arika,Nintendo,Wii,Simulation,75,8.5,E10+,0
sales_1571,Winning Eleven: Pro Evolution Soccer 2007,2006-01-01,KCET,,Playstation Portable,Sports,,8.3,E,0
sales_1572,Rocky,2002-01-01,Rage Software,Rage Software,pS2,Fighting,74,,T,
sales_1573,Ford Racing,2001-01-01,Design,Empire Interactive,Playstation,Racing,52,,E,0
sales_1574,Guitar Hero: Warriors of Rock,2010-01-01,Neversoft Entertainment,Activision,Xbox 360,Misc,72,6.5,T,0
sales_1575,Lemmings,2006-01-01,Team 17,,Playstation Portable,Puzzle,76,,E,0
sales_1576,Dynasty Warriors 4: Xtreme Legends,2003-01-01,Omega Force,,PlayStation 2,Action,72,9.1,T,0
sales_1577,Pictionary,2010-01-01,Page 44 Studios,THQ,Wii,Puzzle,71,,E,0
sales_1578,2010 FIFA World Cup South Africa,2010-01-01,Electronic Arts,Electronic Arts,Xbox 360,Sports,,,E,0
sales_1579,Tomb Raider: Anniversary,2007-01-01,Crystal Dynamics,Eidos Interactive,Wii,Action,73,7.3,T,0
sales_1580,NBA 2K8,2007-01-01,Visual Concepts,,Xbox 360,Sports,8 1,7.0,E,0
sales_1581,Tiger Woods PGA Tour 2005,2004-01-01,EA Sports,EA,Xbox,Sports,88,8.9,E,0
sales_1582,Kingdoms of Amalur: Reckoning,2012-01-01,Big Huge Games,Electronic Arts,PS3,Role-Playing,81,7. 6,M,0
sales_1583,Dragon Ball Z: Burst Limit,2008-01-01,"Dimps Corporation, Namco Bandai Games",,PS3,Fighting,71,7.2,T,0
sales_1584,Tekken Tag Tournament 2,2012-01-01,Namco Bandai Games,Namco Games,PS3,Fighting,82,8.2,T,0
sales_1585,Ninja Gaiden Sigma 2,2009-01-01,Team Ninja,Ubisoft Annecy,PS3,,,7.7,M,0
sales_1586,Ratatouille,2007-01-01,Asobo Studio,THQ,PS2,Action,65,8.0,E,0
sales_1588,Wii Fit U,2013-01-01,Nintendo,,WiiU,Sports,72,7.7,E,0
sales_1589,Street Fighter EX3,2000-01-01,,Virgin Interactive,PS2,Fighting,64,,T,0
sales_1590,The Legendary Starfy,2008-01-01,TOSE,Nintendo,DS,Platform,,,Everyone,0
sales_1591,NCAA Football '11,2010-01-01,EA  Tiburon,Electronic Arts,PlayStation 3,Sports,85,7.4,E,0
sales_1592,The House of the Dead: Overkill,2009-01-01,Headstrong Games,Sega,Wii,Shooter,78,8.7,M,0
sales_1593,Army of Two: The 40th Day,2010-01-01,EA Montreal,Electronic Arts,PS3,Shooter,,7.0,M,0
sales_1594,Darksiders II,2012-01-01,,THQ,PS3,,84,7.q,M,0
sales_1595,Spider-Man 2,2004-01-01,Treyarch,,TameCube,Action,80,8.8,T,0
sales_1596,Tales of Xillia 2,2012-01-01,,Namco Bandai Games,PS3,,71,,,
sales_1597,Ghostbusters: The Video Game,2009-01-01,Terminal Reality,Sony Computer Entertainment,PS3,Action,78,7.9,T,0
sales_1598,The Incredibles,2004-01-01,Heavy Iron Studios,THQ,Nintendo GameCube,Action,63,7.1,T,
sales_1599,Xenoblade Chronicles X,,,Nintendo,WiiU,Role-Playing,84,8.9,T,0
sales_1600,NBA 2K10,2009-01-01,Visual Concepts,,PS3,Sports,83,7.8,E,0
sales_1601,ATV Quad Power Racing 2,2003-01-01,Acclaim,Acclaim Entertainment,PS2,Racing,68,,E,
sales_1602,Skate 2,,EA Black Box,,PS3,Sports,84,,T,0
sales_1603,Big Mutha Truckers,2002-01-01,Eutechnyx,Empire Interactive,PS2,,62,5.3,T,0
sales_1604,Rogue Galaxy,2005-01-01,Level 5,Sony Computer Entertainment,PS2,Role-Playing,83,8.4,T,0
sales_1605,ESPN College Hoops 2K5,2004-0101,Visual Concepts,Sega,PlayStation 2,Sports,86,8.1,E,0
sales_1606,NCAA Football 14,2013-01-01,Tiburon EA,Electronic Arts,PS3,Sports,77,6.2,E,0
sales_1607,Harry Potter and the Order of the Phoenix,2007-01-01,Visual Impact,Electronic Arts,DS,Action,51,,E,0
sales_1608,Sniper Elite V2,2012-01-01,Rebellion,505 Games,,Shooter,67,6.8,M,0
sales_1609,Metroid: Zero Mission,2004-01-01,,Nintendo,Game Boy Advance,Adventure,89,9.0,E,0
sales_1610,Burnout Legends,2005-01-01,Criterion Games,Electronic Arts,,Racing,86,8.4,E10+,0
sales_1611,Blazing Angels: Squadrons of WWII,2007-01-01,Ubisoft,Ubisoft,,Simulation,57,6.7,T,0
sales_1612,Madden NFL 09 All-Play,2008-01-01,EA Tiburon,Electronic Arts,Wii,,82,,E,0
sales_1613,Dynasty Warriors 2,2000-01-01,Omega Force,THQ,PS2,Action,75,8.8,T,
sales_1614,Time Crisis 4,2007-01-01,Nex Entertainment,Namco Games Bandai,PS3,Shooter,60,7.4,T,0
sales_1615,Duke Nukem Forever,2011-01-01,"Gearbox Software, 3D",Take-Two Interactive,Xbox 360,Shooter,49,4.4,M,0
sales_1616,Lizzie McGuire 2: Lizzie Diaries,2004-01-01,Artificial Mind and Movement,Disney Interactive Studios,Game Boy Advance,Action,57,5.0,E,0
sales_1617,NCAA Football 12,,EA Sports,Electronic Arts,PS 3,Sports,82,,E,
sales_1618,Brute Force,2003-01-01,Digital Anvil,,Xbox,Shooter,77,,M,0
sales_1619,Tiger Woods PGA Tour 11,2010-01-01,EA Sports,Electronic Arts,PS3,Sports,78,6.7,E,0
sales_1620,WWE SmackDown vs. Raw 2009,2008-01-01,Yuke's,THQ,Wii,Fighting,79,8.5,,
sales_1621,Sly 3: Honor Among Thieves,2005-01-01,Sucker Punch,Sony Computer Entertainment,PlayStation 2,Platform,83,8.8,E10+,0
sales_1622,Need for Speed: Nitro,2009-01-01,EA Montreal,Electronic Arts,Wii,Racing,69,,E10+,0
sales_1623,Street Fighter X Tekken,2012-01-01,Capcom,Capcom,PS3,Fighting,84,5.3,T,0
sales_1624,Sid Meier's Civilization Revolution,2008-01-01,Firaxis Games,Take-Two Interactive,Xbox 360,,84,7.8,E10+,0
sales_1625,Tales of the Abyss,2011-01-01,Bandai Namco Games,Namco Bandai Games,3DS,Role-Playing,,7.6,T,0
sales_1626,Dragon Age II,2011-01-01,BioWare,Electronic Arts,PS3,Action,8 2,,M,0
sales_1627,Call of Duty: Modern Warfare 3,2011-01-01,"Treyarch, Sledgehammer",Activision,Wii,Shooter,70,1.8,M,0
sales_1628,007 Nightfire,2002-01-01,,Electronic Arts,Xbox,Shooter,7 8,7.8,T,0
sales_1629,Tony Hawk's Pro Skater 3,2001-01-01,Neversoft Entertainment,Activision,GameCube,Sports,91,,T,0
sales_1630,Marvel: Ultimate Alliance,2006-01-01,Raven Software,Activision,PS2,Role-Playing,,,T,0
sales_1631,DJ Hero 2,2010-01-01,FreeStyleGames,Activision,Xbox,Misc,,7.9,T,0
sales_1632,Harvest Moon: Tree of Tranquility,2007-01-01,"Marvelous Entertainment Co., Ltd.",Rising Star Games,Wii,Simulation,65,,E,0
sales_1633,Tony Hawk's Underground 2 Remix,2005-01-01,Shaba Games,Activision,Playstation Portable,Sports,,8.0,T,0
sales_1634,Need for Speed: Hot Pursuit 2,2002-01-01,Electronic Arts Seattle,Electronic Aets,Xbox,Racing,75,6.4,E,0
sales_1635,I Spy: Fun House,2007-01-01,Big Blue Bubble Inc.,,DS,,,,E,0
sales_1636,Amped: Freestyle Snowboarding,,Indie Built,Microsoft Game Studios,Xbox,Sports,78,9.0,,0
sales_1637,Stranglehold,2007-01-01,Midway,Midway Games,Xbox 360,Shooter,77,7.6,M,0
sales_1638,Shin Megami Tensei: Persona 4,2008-01-01,Atlus Company,Atlus,PS2,Role-Playing,90,8.9,J,
sales_1639,Devil May Cry HD Collection,2012-01-01,,Capcom,PS3,Act ion,74,8.8,M,0
sales_1640,Ready 2 Rumble Boxing: Round 2,2000-01-01,Midway,Midway Games,PS2,Fighting,75,,T,0
sales_1641,Dance Central 3,2012-01-01,Harmonix Music Systems,,Xbox 360,,86,8.0,T,0
sales_1642,Tales of Destiny II,2000-01-01,Namco,,Playstation,Role-Playing,78,,,0
sales_1643,NASCAR 2001,2000-01-01,Box,Electronic Arts,Playstation,Racing,73,6.1,E,0
sales_1644,The Legend of Zelda: Four Swords Adventures,2004-01-01,,Nintendo,GameCube,Action,86,7.2,E,0
sales_1645,MediEvil: Resurrection,2005-01-01,,Sony Computer Entertainment,Playstation Portable,Adventure,66,8.7,T,0
sales_1646,Valkyrie Profile,1999-0101,Tri-Ace,,Playstation,,81,8.8,t,0
sales_1647,Patapon,2007-01-01,SCE Japan Studio,,,Misc,86,8.7,E,0
sales_1648,Pro Evolution Soccer 2010,2009-01-01,Konami,Konami Digital Entertainment,Xbox 360,Sports,78,7.6,E,0
sales_1649,Tom Clancy's Rainbow Six 3,2004-01-01,,Ubisoft,,Shooter,70,8.2,M,
sales_1650,Madden NFL 25,2013-01-01,EA Sports,Electronic Arts,XOne,Sports,,5.9,E,0
sales_1651,NCAA Football 10,2009-01-01,EA Tiburon,Electronic Arts,,Sports,80,6.9,Everyone,
sales_1652,Guitar Hero: Warriors of Rock,2010-01-01,Neversoft Entertainment,,PS3,Misc,74,7.1,T,0
sales_1653,The Sims 2,2005-01-01,Maxis,Electronic Arts,PS2,Simulation,75,4.4,T,
sales_1654,Dragon Ball: Raging Blast 2,2010-01-01,Spike,,PS3,Fighting,60,7.5,T,0
sales_1655,SingStar Vol. 2,2008-01-01,SCEE London Studio,Sony Computer Entertainment,PS3,Misc,7 6,,T,0
sales_1656,Yakuza,2005-01-01,Amusement Vision,Sega,PS2,Acfion,75,8.2,M,0
sales_1657,Star Wars Rogue Squadron III: Rebel Strike,2003-01-01,Factor 5,LucasArts,GameCube,Simulation,75,7.6,T,0
sales_1658,Hitman: Contracts,2004-p1-01,Io Interactive,Eidos Interactive,,Shooter,80,8.3,M,0
sales_1659,Professor Layton vs Phoenix Wright: Ace Attorney,2012-01-01,Level 5,Level 5,3DS,Puzzle,79,8.5,T,0
sales_1660,Ben 10: Alien Force,2008-01-01,Monkey Bar Games,Koch Media,Wii,Action,45,,,0
sales_1661,Final Fantasy Anthology,1999-01-01,SquareSoft,Square EA,Playstation,,80,8.1,,0
sales_1662,DiRT 2,2009-01-01,Codemasters,,,,,,T,0
sales_1663,Prince of Persia: Warrior Within,2004-01-01,Ubisoft Montreal,Ubisoft,Xbox,Action,83,,,
sales_1664,Deca Sports 2,2009-01-01,CAProduction,,Wii,Sporting Goods,49,,E,0
sales_1665,Killzone: Mercenary,2013-01-01,Guerilla Cambridge,Sony Computer Entertainment Europe,Playstation Vita,,78,8.9,M,0
sales_1666,Pro Evolution Soccer 2010,2009-01-01,Konami,Konami Digital Entertainment,Playstation Portable,Sports,,4.6,E,0
sales_1667,Guitar Hero: Metallica,2009-01-01,Neversoft Entertainment,Activision,,Misc,84,8.1,T,
sales_1668,Final Fantasy X / X-2 HD Remaster,2013-01-01,Virtuos,Square Enix,Playstation Vita,Role-Playing,86,,T,
sales_1669,Need for Speed: Hot Pursuit 2,2002-01-01,Electronic Arts Seattle,Electronic Arts,GameCube,Motor Racing,68,8.3,,0
sales_1670,Rayman Raving Rabbids 2,,Ubisoft Paris,,DS,Misc,57,7.0,E10+,0
sales_1671,The Sims 2: Pets,2006-01-01,Maxis,Electronic Arts,Playstation Portable,Simulation,57,7.3,T,0
sales_1672,Dragon Ball Z: Budokai Tenkaichi 2,2006-01-01,Spike,Atari,PS2,Fighting,73,8.6,T,0
sales_1673,Guitar Hero: Aerosmith,2008-01-01,BudCat,Activision,PS2,Misc,71,6.3,T,0
sales_1674,Star Wars The Clone Wars: Republic Heroes,20O9-01-01,Krome Studios,LucasArts,Wii,Action,48,6.4,T,0
sales_1675,pro evolution soccer 2011,2010-01-01,,Konami Digital Entertainment,,Sporting Goods,74,5.8,E,0
sales_1676,Harvest Moon: A Wonderful Life,2003-01-01,Marvelous,Ubisoft,,Role-Playing,79,,E,
sales_1677,DmC: Devil May Cry,2013-01-01,Ninja,Capcom,PS3,Action,85,5.3,M,0
sales_1678,Motocross Mania,2001-01-01,Deibus Studios,Take-Two Interactive,Playstation,Racing,34,5.3,E,
sales_1679,Darksiders II,2012-01-01,Vigil Games,THQ,,Action,83,8.0,M,
sales_1680,Need for Speed Rivals,2013-01-01,Ghost Games,Electronic Arts,Xbox 360,Racing,76,5.4,E10+,
sales_1681,[Prototype 2],2012-01-01,,Activision,Xbox 360,Action,,7.0,M,0
sales_1682,Dance Dance Revolution SuperNOVA 2,2007-01-01,Konami,Konami Digital Entertainment,PS2,5imulation,70,,S10+,0
sales_1683,Armored Core 2,2000-01-01,From Software,Ubisoft,PS2,Simulation,78,8.4,T,0
sales_1684,The Godfather II,2009-01-01,,,Microsoft Xbox 360,Action,65,6.9,M,0
sales_1685,Dragon's Dogma,,Capcom,Capcom,,Role-Playing,75,7.8,,0
sales_1686,Pro Evolution Soccer 2016,2015-01-01,Konami,Konami Digital Entertainment,PS4,Sports,87,,E,0
sales_1687,Rare Replay,2015-01-01,Rare Ltd.,MicrosoftGame Studios,XOne,Misc,84,7.7,M,0
sales_1688,Band Hero,2009-01-01,Neversoft Entertainment,Activision,Xbox 360,Misc,76,5. 0,E10+,0
sales_1689,NCAA Football 08,2007-01-01,EA Tiburon,Electronic Arts,PS2,Sports,83,8.3,E,
sales_1690,FIFA Soccer 2004,2003-01-01,EA Canada,Electronic Arts,Xbo x,Sports,82,8.2,,
sales_1691,The Sims 2: Castaway,2007-01-01,Maxis,Electronic,Playstation Portable,,64,7.3,E10+,
sales_1692,Star Ocean: The Last Hope,2009-01-01,"Square Enix, Tri-Ace",SE,Xbox 360,Role-Playing,72,7.2,T,0
sales_1693,Sniper: Ghost Warrior,2011-01-01,City Interactive,City Interactive,,Shooter,53,,M,0
sales_1694,Invizimals,2009-01-01,Novarama,,Playstation Portable,Strategy,69,,E10+,0
sales_1695,WWE 2K15,2014-01-01,Yuke's,Takw-Two Interactive,PS3,Sports,55,3.1,T,0
sales_1696,Too Human,,SiliconKnights,Microsoft Game Studios,,Role-Playing,65,7.0,T,0
sales_1697,Tiger Woods PGA Tour 10,2009-01-01,EA Tiburon,Electronic Arts,PS3,Sports,81,7.7,E,0
sales_1698,Secret Agent Barbie: Royal Jewels Mission,2002-01-01,Digital Illusions,ViveNdi Games,Game Boy Advance,Platform,71,,E,0
sales_1699,Tom Clancy's Splinter Cell: Double Agent,2006-01-01,Ubisoft Shanghai,Ubisoft,Xbox 360,Action,85,,M,0
sales_1700,Naruto Shippuden: Ultimate Ninja Storm 2,2010-01-01,CyberConnect2,Namco Bandai Games,Xbox 360,Fighting,74,8.5,T,0
sales_1701,Golden Sun: Dark Dawn,2010-01-01,Camelot Software Planning,Nintendo,DS,Role-Playing,7 9,,E10+,
sales_1702,Fight Night Champion,2011-01-01,EA Canada,Electronic Arts,Xbox 360,Fighting,86,7.4,M,0
sales_1703,Dead Island: Riptide,2013-01-01,Techland,Deep Silver,Xbox 360,Action,57,6.3,M,0
sales_1704,Star Wars Clone Wars: Jedi Alliance,2008-01-01,,LucasArts,DS,Action,68,,E10+,0
sales_1705,The World Ends With You,2007-01-01,,Square EnIx,DS,Role-Playing,88,8.9,,0
sales_1706,Drawn to Life,2007-01-01,Cell 5TH,THQ,DS,Action,73,8.2,E,0
sales_1707,Sid Meier's Civilization Revolution,2008-01-01,Firaxis Games,Take-Two Interactive,PS3,Strategy,85,,E10+,0
sales_1708,NBA 2K7,2006-01-01,,Take-Two Interactive,PS2,Sports,81,8.4,E,0
sales_1709,James Bond 007: Nightfire,2002-01-01,Eurocom Entertainment Software,Electronic Arts,,Shooter,,,T,0
sales_1710,Goldeneye 007: Reloaded,2011-01-01,Eurocom Entertainment Software,Activision,PS3,Shooter,72,6.3,T,0
sales_1711,Rayman Origins,2011-01-01,UBlart Montpellier,Ubisoft,,Platform,87,8.2,E10+,0
sales_1712,Aliens: Colonial Marines,,Software,Sega,Microsoft Xbox 360,,48,3. 8,M,0
sales_1713,Lips,2008-01-01,,Microsoft Game Studios,Xbox 360,,71,,T,
sales_1714,MadWorld,2009-01-01,PlatinumGames,,Wii,Action,81,,M,0
sales_1715,Need for Speed: ProStreet,,EA Games,Electronic Arts,Playstation Portable,Racing,57,7.1,E,0
sales_1716,Perfect Dark Zero,2005-01-01,Rare Ltd.,Microsoft Game Studios,Xbox 360,Shooter,81,7.3,M,0
sales_1717,Marvel Nemesis: Rise of the Imperfects,2005-01-01,"EA Canada, Nihilistic",Electronic Arts,PS2,,53,6.3,T,
sales_1718,Need for Speed: Porsche Unleashed,1999-01-01,Eden Studios,Electronic Arts,Playstation,Racing,78,8.5,E,0
sales_1719,ABBA: You Can Dance,2011-01-01,Ubisoft,Ubisoft,Wii,Misc,,,,0
sales_1720,Resident Evil: Operation Raccoon City,,Slant Six,Capcom,Xbox 360,Action,52,4.9,M,0
sales_1721,UFC Personal Trainer: The Ultimate Fitness System,2011-01-01,THQ,,Xbox 360,Sports,70,6.5,E,0
sales_1722,Worms: Open Warfare,2006-01-01,Team 17,THQ,Playstation Portable,Strategy,70,6.6,E10+,0
sales_1723,Star Wars Episode Attack of the Clones,2002-01-01,,THQ,Game Boy Advance,Action,38,5.0,E,
sales_1724,Ghost Squad,2007-01-01,"Artificial Mind and Movement, Polygon Magic",Sega,,Shooter,69,,T,0
sales_1725,Maximo: Ghosts to Glory,2001-01-01,Capcom,Capcom,PS2,Platform,,,T,
sales_1726,Donkey Kong Country 3,2005-01-01,Rare Ltd.,Nintendo,Game Boy Advance,Platform,7 7,8.4,E,
sales_1727,All-Star Baseball 2003,2002-01-01,Acclaim Studios Austin,Acclaim Entertainment,PS2,Sports,81,8.4,E,0
sales_1728,Unlimited Saga,2002-01-01,SquareSoft,,PS2,Role-Playing,45,3.0,T,0
sales_1729,Pokemon Dash,2004-01-01,,,DS,Racing,46,5.9,E,0
sales_1730,Dragon Ball: Raging Blast,2009-01-01,SpIke,Namco Bandai Games,PS3,Fighting,,7.2,T,0
sales_1731,Twisted Metal: Head On,2005-01-01,Incognito Inc.,Sony Computer Entertainment,Playstation Portable,,79,,T,0
sales_1732,Personal Trainer: Walking,2008-01-01,Nintendo,Nintendo,DS,Sports,69,,E,0
sales_1733,Sonic Unleashed,2008-01-01,Sonic Team,Sega,PS2,,66,6.7,E10+,
sales_1734,Tetris Party Deluxe,2010-01-01,"Tetris Online, Inc",Nintendo,DS,Puzzle,76,,Everyone,0
sales_1735,Driv3r,2004-01-01,Reflections Interactive,,Xbox,Racing,56,e.7,M,0
sales_1736,ISS Pro Evolution,1998-01-01,KCET,Konami Digital Entertainment,Playstation,Sports,94,8.7,,0
sales_1737,Need For Speed: Undercover,2008-01-01,Piranha Games,Electronic Arts,Playstation Portable,Racing,52,6.8,T,0
sales_1738,Metroid Prime Hunters,,Nintendo,Nintendo,DS,Shooter,85,8.0,T,0
sales_1739,Bayonetta 2,2014-01-01,PlatinumGames,Nintendo,WiiU,Action,91,,M,0
sales_1740,Star Wars Battlefront: Elite Squadron,2009-01-01,Savage Entertaimment,LucasArts,Playstation Portable,Shooter,,8.0,,0
sales_1741,Syphon Filter: The Omega Strain,2004-01-01,,Sony Computer Entertainment,PS2,Shooter,65,6.9,M,0
sales_1742,The Sims 3,2011-01-01,,EA,3DS,Simulation,52,3.3,T,0
