id_dblp,id_openalex,label
dblp-25309,open_alex-41929,0
dblp-35360,open_alex-12430,0
dblp-02714,open_alex-04308,1
dblp-55089,open_alex-23974,0
dblp-53829,open_alex-39417,0
dblp-03531,open_alex-38980,0
dblp-45976,open_alex-19825,1
dblp-08784,open_alex-52162,0
dblp-50183,open_alex-40627,1
dblp-31291,open_alex-15598,1
dblp-16017,open_alex-29507,0
dblp-41116,open_alex-34336,0
dblp-49872,open_alex-05215,0
dblp-02132,open_alex-20780,0
dblp-26944,open_alex-37575,1
dblp-04312,open_alex-10476,0
dblp-54373,open_alex-02744,0
dblp-18273,open_alex-10915,0
dblp-27904,open_alex-51521,0
dblp-47421,open_alex-28131,1
dblp-19948,open_alex-30793,0
dblp-12859,open_alex-26864,0
dblp-58700,open_alex-50043,0
dblp-59690,open_alex-17808,0
dblp-56920,open_alex-52455,0
dblp-44046,open_alex-05458,0
dblp-07307,open_alex-01057,0
dblp-51744,open_alex-13310,1
dblp-54752,open_alex-08270,0
dblp-30086,open_alex-23700,1
dblp-08277,open_alex-49540,0
dblp-32132,open_alex-32688,0
dblp-11902,open_alex-48271,1
dblp-41551,open_alex-10769,0
dblp-60222,open_alex-57798,0
dblp-00941,open_alex-11018,0
dblp-09573,open_alex-29136,0
dblp-02533,open_alex-14111,1
dblp-45594,open_alex-22267,1
dblp-29574,open_alex-57353,0
dblp-56833,open_alex-26729,1
dblp-10874,open_alex-41561,1
dblp-53599,open_alex-06944,0
dblp-43505,open_alex-04814,0
dblp-21648,open_alex-20237,0
dblp-58723,open_alex-25110,0
dblp-37595,open_alex-57703,1
dblp-25571,open_alex-06350,0
dblp-14611,open_alex-52820,0
dblp-16069,open_alex-12627,0
dblp-41414,open_alex-05929,1
dblp-24627,open_alex-56340,1
dblp-21898,open_alex-06635,0
dblp-05739,open_alex-43941,0
dblp-33319,open_alex-32944,0
dblp-09296,open_alex-49944,1
dblp-51760,open_alex-17428,0
dblp-57443,open_alex-59370,0
dblp-41140,open_alex-60424,0
dblp-53165,open_alex-04275,0
dblp-44389,open_alex-58843,0
dblp-08824,open_alex-10429,0
dblp-27546,open_alex-58926,0
dblp-59406,open_alex-50386,0
dblp-37168,open_alex-28811,1
dblp-12654,open_alex-49685,0
dblp-00346,open_alex-58604,0
dblp-00983,open_alex-12880,0
dblp-29925,open_alex-10189,1
dblp-07582,open_alex-28808,0
dblp-11708,open_alex-03411,0
dblp-00609,open_alex-19716,1
dblp-45170,open_alex-49365,1
dblp-41179,open_alex-14652,1
dblp-40298,open_alex-28288,1
dblp-47401,open_alex-28503,0
dblp-47366,open_alex-39482,0
dblp-48139,open_alex-57672,1
dblp-00242,open_alex-26057,0
dblp-59377,open_alex-24038,0
dblp-20628,open_alex-10884,0
dblp-18857,open_alex-60342,0
dblp-55165,open_alex-28309,0
dblp-10777,open_alex-29397,1
dblp-34320,open_alex-14317,0
dblp-15019,open_alex-09409,0
dblp-50268,open_alex-40336,1
dblp-50486,open_alex-06339,0
dblp-06946,open_alex-07514,0
dblp-30673,open_alex-08610,0
dblp-53775,open_alex-59527,0
dblp-37326,open_alex-04058,0
dblp-15394,open_alex-26645,0
dblp-30735,open_alex-24033,0
dblp-22709,open_alex-52179,0
dblp-50947,open_alex-24793,0
dblp-58586,open_alex-44740,0
dblp-12862,open_alex-30726,0
dblp-09370,open_alex-09413,1
dblp-08652,open_alex-35872,0
dblp-33300,open_alex-11892,0
dblp-06557,open_alex-19980,0
dblp-05455,open_alex-34868,0
dblp-51126,open_alex-05493,0
dblp-22965,open_alex-41690,0
dblp-15309,open_alex-17763,0
dblp-00984,open_alex-15709,0
dblp-38296,open_alex-52555,0
dblp-34538,open_alex-20820,1
dblp-17621,open_alex-18784,0
dblp-22929,open_alex-20626,0
dblp-14545,open_alex-48359,0
dblp-18373,open_alex-02189,0
dblp-03000,open_alex-25665,0
dblp-38474,open_alex-43424,1
dblp-42271,open_alex-27708,0
dblp-36482,open_alex-35154,0
dblp-18786,open_alex-23933,0
dblp-04262,open_alex-12911,1
dblp-32935,open_alex-37516,1
dblp-17901,open_alex-20813,0
dblp-39898,open_alex-53438,0
dblp-29771,open_alex-48304,0
dblp-42279,open_alex-34848,0
dblp-40824,open_alex-60335,0
dblp-45787,open_alex-16793,0
dblp-30427,open_alex-13904,1
dblp-15652,open_alex-35856,0
dblp-08402,open_alex-21444,0
dblp-35769,open_alex-40851,0
dblp-44005,open_alex-52000,0
dblp-56157,open_alex-15049,0
dblp-26529,open_alex-31232,0
dblp-55808,open_alex-42339,0
dblp-14328,open_alex-33041,0
dblp-02127,open_alex-59385,1
dblp-17496,open_alex-27783,0
dblp-43863,open_alex-11870,0
dblp-02239,open_alex-17941,0
dblp-20838,open_alex-34644,1
dblp-56616,open_alex-17537,0
dblp-02706,open_alex-56531,0
dblp-54172,open_alex-02082,0
dblp-28918,open_alex-50896,0
dblp-42558,open_alex-55334,1
dblp-14240,open_alex-14548,0
dblp-43302,open_alex-28499,0
dblp-57382,open_alex-23041,1
dblp-43290,open_alex-43627,0
dblp-47521,open_alex-44210,1
dblp-24827,open_alex-32718,0
dblp-40210,open_alex-13506,1
dblp-44745,open_alex-58962,0
dblp-17217,open_alex-01623,1
dblp-34004,open_alex-16864,0
dblp-55298,open_alex-43605,0
dblp-11765,open_alex-16474,0
dblp-05757,open_alex-00007,0
dblp-57281,open_alex-26507,0
dblp-24318,open_alex-39998,0
dblp-57240,open_alex-27918,0
dblp-60112,open_alex-53799,0
dblp-54794,open_alex-19599,1
dblp-39292,open_alex-41416,0
dblp-34595,open_alex-42925,0
dblp-13108,open_alex-19967,0
dblp-09517,open_alex-51584,0
dblp-39207,open_alex-05333,1
dblp-26576,open_alex-01349,0
dblp-31275,open_alex-34425,0
dblp-27996,open_alex-21005,0
dblp-19429,open_alex-22683,0
dblp-07133,open_alex-08359,0
dblp-19061,open_alex-43839,0
dblp-11708,open_alex-33317,0
dblp-19373,open_alex-41623,0
dblp-12347,open_alex-18943,0
dblp-55417,open_alex-01020,1
dblp-38753,open_alex-53365,1
dblp-27133,open_alex-54160,0
dblp-15924,open_alex-37700,1
dblp-33705,open_alex-53607,0
dblp-50602,open_alex-08497,0
dblp-50629,open_alex-15481,0
dblp-11503,open_alex-54948,0
dblp-57945,open_alex-53170,1
dblp-59753,open_alex-00466,0
dblp-24539,open_alex-35980,0
dblp-01660,open_alex-57647,0
dblp-12477,open_alex-07272,1
dblp-36496,open_alex-37795,0
dblp-35784,open_alex-55866,0
dblp-25943,open_alex-22298,1
dblp-07497,open_alex-16003,0
dblp-04852,open_alex-28989,0
dblp-03795,open_alex-29016,0
dblp-31341,open_alex-50657,1
dblp-48597,open_alex-58680,1
dblp-46199,open_alex-51855,0
dblp-37724,open_alex-26501,0
dblp-53208,open_alex-19415,0
dblp-18114,open_alex-03261,0
dblp-18679,open_alex-03399,0
dblp-35910,open_alex-49029,1
dblp-46152,open_alex-05348,0
dblp-13912,open_alex-41330,0
dblp-44532,open_alex-41995,0
dblp-11487,open_alex-53911,1
dblp-60049,open_alex-52891,0
dblp-35530,open_alex-01872,0
dblp-04196,open_alex-18609,0
dblp-18487,open_alex-43488,0
dblp-00879,open_alex-43389,0
dblp-15684,open_alex-32404,1
dblp-28773,open_alex-39086,0
dblp-08546,open_alex-44339,0
dblp-55209,open_alex-37509,0
dblp-05678,open_alex-30516,0
dblp-36084,open_alex-18813,0
dblp-10214,open_alex-19240,1
dblp-27394,open_alex-21480,0
dblp-50053,open_alex-34983,1
dblp-50289,open_alex-35915,0
dblp-40688,open_alex-25436,1
dblp-08662,open_alex-46834,1
dblp-49017,open_alex-58952,1
dblp-58212,open_alex-42152,0
dblp-53126,open_alex-18980,0
dblp-54802,open_alex-59716,0
dblp-55904,open_alex-07590,1
dblp-59041,open_alex-01472,0
dblp-14942,open_alex-22334,0
dblp-19850,open_alex-09281,0
dblp-12006,open_alex-39687,0
dblp-26494,open_alex-34590,1
dblp-24520,open_alex-05718,1
dblp-54947,open_alex-49208,1
dblp-14293,open_alex-59462,0
dblp-16971,open_alex-30777,0
dblp-47349,open_alex-27085,0
dblp-24463,open_alex-22383,0
dblp-19350,open_alex-28709,1
dblp-35345,open_alex-24523,0
dblp-23611,open_alex-38989,0
dblp-38251,open_alex-43150,0
dblp-26615,open_alex-05582,0
dblp-15079,open_alex-23783,0
dblp-13714,open_alex-08487,0
dblp-59123,open_alex-20688,0
dblp-01427,open_alex-09826,1
dblp-40712,open_alex-39258,1
dblp-00754,open_alex-59067,0
dblp-41582,open_alex-31793,0
dblp-58269,open_alex-06739,1
dblp-33248,open_alex-43931,0
dblp-32880,open_alex-38008,0
dblp-10354,open_alex-10415,0
dblp-41763,open_alex-47722,0
dblp-19425,open_alex-13899,0
dblp-50934,open_alex-16256,0
dblp-13356,open_alex-55815,0
dblp-18995,open_alex-13469,0
dblp-26484,open_alex-19272,0
dblp-56004,open_alex-50325,0
dblp-23379,open_alex-53301,0
dblp-25206,open_alex-43367,1
dblp-51405,open_alex-51893,0
dblp-30688,open_alex-25309,1
dblp-09469,open_alex-49445,0
dblp-48490,open_alex-08784,1
dblp-55735,open_alex-08492,1
dblp-54768,open_alex-36620,1
dblp-05162,open_alex-03794,0
dblp-47206,open_alex-16606,1
dblp-49869,open_alex-40827,0
dblp-18012,open_alex-17395,0
dblp-04702,open_alex-54787,1
dblp-10466,open_alex-47815,0
dblp-51114,open_alex-46075,0
dblp-08479,open_alex-01035,0
dblp-41702,open_alex-18264,0
dblp-24352,open_alex-25442,0
dblp-15610,open_alex-20332,0
dblp-31809,open_alex-37239,1
dblp-10370,open_alex-11658,0
dblp-49819,open_alex-37434,0
dblp-29253,open_alex-27844,0
dblp-22351,open_alex-59951,0
dblp-04140,open_alex-53371,0
dblp-35138,open_alex-08725,1
dblp-06488,open_alex-23884,0
dblp-42387,open_alex-01390,0
dblp-42193,open_alex-51975,0
dblp-52460,open_alex-48108,0
dblp-38355,open_alex-37250,1
dblp-45030,open_alex-48104,0
dblp-21750,open_alex-40913,0
dblp-20544,open_alex-17628,0
dblp-35677,open_alex-34868,0
dblp-50287,open_alex-41303,0
dblp-38572,open_alex-48134,0
dblp-26981,open_alex-02126,0
dblp-25747,open_alex-01003,0
dblp-42134,open_alex-48386,1
dblp-09509,open_alex-18788,0
dblp-53838,open_alex-60544,0
dblp-56917,open_alex-26606,1
dblp-20066,open_alex-05484,1
dblp-18340,open_alex-23462,0
dblp-35058,open_alex-49784,1
dblp-53900,open_alex-47390,0
dblp-38350,open_alex-44072,0
dblp-50982,open_alex-26615,1
dblp-16993,open_alex-04086,0
dblp-05235,open_alex-00881,0
dblp-01974,open_alex-13153,0
dblp-42658,open_alex-07154,1
dblp-01693,open_alex-21056,1
dblp-53970,open_alex-56559,0
dblp-03614,open_alex-40064,0
dblp-13512,open_alex-12091,0
dblp-10097,open_alex-22934,0
dblp-26406,open_alex-50440,1
dblp-52763,open_alex-55235,0
dblp-56377,open_alex-39363,0
dblp-45787,open_alex-51255,0
dblp-09273,open_alex-27998,0
dblp-17460,open_alex-12233,0
dblp-48197,open_alex-02656,1
dblp-00469,open_alex-39398,1
dblp-02095,open_alex-59459,1
dblp-53781,open_alex-52864,0
dblp-38864,open_alex-28175,0
dblp-03141,open_alex-24631,0
dblp-16953,open_alex-42902,0
dblp-37401,open_alex-47923,0
dblp-57212,open_alex-27175,1
dblp-07536,open_alex-45573,0
dblp-37554,open_alex-50655,0
dblp-14705,open_alex-09400,1
dblp-12434,open_alex-15113,1
dblp-15551,open_alex-29331,1
dblp-01741,open_alex-49060,0
dblp-01474,open_alex-21813,0
dblp-09826,open_alex-03181,1
dblp-30912,open_alex-57563,0
dblp-08372,open_alex-21477,1
dblp-14539,open_alex-52033,0
dblp-26798,open_alex-10369,0
dblp-07167,open_alex-19801,1
dblp-14972,open_alex-00460,1
dblp-55110,open_alex-47413,0
dblp-50788,open_alex-04779,1
dblp-27402,open_alex-28613,0
dblp-04720,open_alex-09182,0
dblp-25266,open_alex-17348,0
dblp-03792,open_alex-58710,1
dblp-20957,open_alex-56041,0
dblp-29955,open_alex-41096,0
dblp-47150,open_alex-19478,0
dblp-09507,open_alex-11237,1
dblp-38111,open_alex-25872,0
dblp-34921,open_alex-46485,1
dblp-47161,open_alex-48607,0
dblp-36781,open_alex-08478,0
dblp-07842,open_alex-24907,0
dblp-57700,open_alex-47266,0
dblp-39736,open_alex-45145,0
dblp-38581,open_alex-02391,1
dblp-46408,open_alex-42721,0
dblp-40245,open_alex-50946,0
dblp-40316,open_alex-21973,0
dblp-22954,open_alex-41199,0
dblp-55704,open_alex-46594,0
dblp-06282,open_alex-14884,1
dblp-12645,open_alex-58795,0
dblp-49682,open_alex-42681,0
dblp-52587,open_alex-57486,0
dblp-51585,open_alex-25153,0
dblp-02293,open_alex-11967,0
dblp-03444,open_alex-11165,1
dblp-17784,open_alex-29138,1
dblp-37806,open_alex-33819,0
dblp-39241,open_alex-01428,0
dblp-20509,open_alex-28863,1
dblp-29308,open_alex-14470,0
dblp-24292,open_alex-56692,0
dblp-55977,open_alex-29021,0
dblp-19117,open_alex-58718,0
dblp-16418,open_alex-27031,0
dblp-56545,open_alex-03074,0
dblp-05816,open_alex-20928,0
dblp-02619,open_alex-46875,0
dblp-13981,open_alex-57544,1
dblp-30249,open_alex-39746,1
dblp-53921,open_alex-42010,1
dblp-29826,open_alex-02380,0
dblp-54966,open_alex-49120,0
dblp-25266,open_alex-59381,1
dblp-16666,open_alex-45090,0
dblp-06807,open_alex-57338,0
dblp-40281,open_alex-43494,0
dblp-43797,open_alex-29748,1
dblp-58580,open_alex-44219,0
dblp-53075,open_alex-26163,1
dblp-17539,open_alex-02522,0
dblp-03353,open_alex-51621,0
dblp-06485,open_alex-31458,1
dblp-48164,open_alex-32522,1
dblp-11452,open_alex-36924,0
dblp-47888,open_alex-52484,1
dblp-03315,open_alex-33118,0
dblp-51863,open_alex-23292,0
dblp-01144,open_alex-18291,0
dblp-33739,open_alex-45103,0
dblp-02143,open_alex-15970,0
dblp-04932,open_alex-59355,0
dblp-12206,open_alex-19671,0
dblp-52673,open_alex-04828,1
dblp-00455,open_alex-16545,0
dblp-16880,open_alex-39053,0
dblp-16013,open_alex-07929,0
dblp-25830,open_alex-25670,0
dblp-44598,open_alex-13472,0
dblp-50976,open_alex-50836,0
dblp-49255,open_alex-14160,0
dblp-45990,open_alex-16172,0
dblp-43489,open_alex-07982,0
dblp-59622,open_alex-51853,1
dblp-35308,open_alex-40145,0
dblp-17028,open_alex-16503,0
dblp-26198,open_alex-14054,1
dblp-37468,open_alex-22034,1
dblp-26830,open_alex-19301,0
dblp-13053,open_alex-04163,0
dblp-25746,open_alex-55767,0
dblp-34598,open_alex-28626,0
dblp-26795,open_alex-18988,1
dblp-43497,open_alex-30489,0
dblp-19993,open_alex-05775,0
dblp-45729,open_alex-22575,0
dblp-42854,open_alex-29859,1
dblp-01797,open_alex-02494,1
dblp-44202,open_alex-03132,1
dblp-49248,open_alex-11979,0
dblp-33042,open_alex-55030,1
dblp-47906,open_alex-01012,0
dblp-50523,open_alex-14766,1
dblp-47243,open_alex-30583,0
dblp-01474,open_alex-43878,1
dblp-53043,open_alex-54333,0
dblp-06514,open_alex-32241,0
dblp-30046,open_alex-41805,0
dblp-12049,open_alex-29880,0
dblp-54839,open_alex-20596,0
dblp-11000,open_alex-31985,0
dblp-45287,open_alex-45099,1
dblp-32748,open_alex-42064,0
dblp-12008,open_alex-40063,1
dblp-24684,open_alex-20639,0
dblp-28945,open_alex-15679,0
dblp-14115,open_alex-38579,0
dblp-36601,open_alex-43511,0
dblp-36488,open_alex-45777,0
dblp-34798,open_alex-02498,0
dblp-26529,open_alex-32138,0
dblp-44033,open_alex-53579,1
dblp-18314,open_alex-52341,0
dblp-15517,open_alex-30592,1
dblp-49616,open_alex-18637,0
dblp-14905,open_alex-13425,0
dblp-26381,open_alex-38369,1
dblp-37364,open_alex-09002,0
dblp-36428,open_alex-35615,1
dblp-19112,open_alex-01741,1
dblp-16089,open_alex-07012,1
dblp-56334,open_alex-12008,0
dblp-00062,open_alex-48471,0
dblp-16927,open_alex-04156,0
dblp-28907,open_alex-59362,1
dblp-12635,open_alex-38564,1
dblp-20787,open_alex-15307,0
dblp-34083,open_alex-13820,1
dblp-35552,open_alex-41100,0
dblp-17991,open_alex-27760,1
dblp-20391,open_alex-10107,0
dblp-06864,open_alex-10320,0
dblp-06746,open_alex-19811,0
dblp-06494,open_alex-28458,0
dblp-07822,open_alex-02728,0
dblp-01857,open_alex-56021,1
dblp-17424,open_alex-21931,0
dblp-03647,open_alex-49791,0
dblp-40650,open_alex-26767,1
dblp-19286,open_alex-07734,0
dblp-36152,open_alex-35793,0
dblp-51950,open_alex-44110,0
dblp-52502,open_alex-48318,0
dblp-48818,open_alex-17546,1
dblp-28422,open_alex-37775,0
dblp-15280,open_alex-18616,0
dblp-09376,open_alex-27150,0
dblp-34236,open_alex-05964,0
dblp-02546,open_alex-50104,0
dblp-37263,open_alex-14531,0
dblp-17121,open_alex-26071,0
dblp-44964,open_alex-05205,0
dblp-56768,open_alex-44549,0
dblp-11558,open_alex-10168,0
dblp-39688,open_alex-10769,0
dblp-60518,open_alex-07787,0
dblp-31265,open_alex-24289,1
dblp-35620,open_alex-28384,0
dblp-35308,open_alex-09058,0
dblp-42858,open_alex-14556,1
dblp-37934,open_alex-44554,0
dblp-10155,open_alex-09872,0
dblp-31763,open_alex-06169,0
dblp-32962,open_alex-59982,0
dblp-13556,open_alex-57443,0
dblp-07195,open_alex-32318,0
dblp-24248,open_alex-14216,0
dblp-30647,open_alex-48342,0
dblp-52536,open_alex-23732,0
dblp-49462,open_alex-54286,1
dblp-50151,open_alex-25715,0
dblp-27881,open_alex-47704,0
dblp-01096,open_alex-33433,1
dblp-11000,open_alex-05364,0
dblp-18590,open_alex-26326,0
dblp-05332,open_alex-01744,0
dblp-04451,open_alex-47876,1
dblp-22105,open_alex-23152,0
dblp-45304,open_alex-22243,1
dblp-41547,open_alex-42647,1
dblp-49539,open_alex-30553,0
dblp-48501,open_alex-31067,0
dblp-06537,open_alex-25779,1
dblp-26919,open_alex-17309,0
dblp-56555,open_alex-03601,1
dblp-35417,open_alex-39518,1
dblp-12220,open_alex-41440,1
dblp-08021,open_alex-33960,1
dblp-22627,open_alex-42383,1
dblp-06462,open_alex-07625,1
dblp-53944,open_alex-26259,0
dblp-11575,open_alex-42841,0
dblp-39658,open_alex-35020,0
dblp-44703,open_alex-55173,0
dblp-03005,open_alex-06951,1
dblp-44626,open_alex-43635,1
dblp-27698,open_alex-58866,0
dblp-29955,open_alex-33125,0
dblp-21486,open_alex-20532,0
dblp-30342,open_alex-54533,1
dblp-56482,open_alex-09517,0
dblp-47541,open_alex-07964,1
dblp-22393,open_alex-24876,0
dblp-39066,open_alex-43264,0
dblp-09224,open_alex-40044,1
dblp-58653,open_alex-43177,0
dblp-48541,open_alex-38486,0
dblp-60294,open_alex-18834,0
dblp-35669,open_alex-40313,0
dblp-56954,open_alex-31726,0
dblp-01282,open_alex-26633,0
dblp-44689,open_alex-00278,0
dblp-37478,open_alex-51136,0
dblp-03848,open_alex-47413,1
dblp-35494,open_alex-54961,1
dblp-58232,open_alex-49323,0
dblp-30550,open_alex-58581,0
dblp-21157,open_alex-22137,1
dblp-14395,open_alex-48788,1
dblp-57937,open_alex-07012,0
dblp-23159,open_alex-38172,0
dblp-49304,open_alex-19428,0
dblp-42790,open_alex-48108,1
dblp-20189,open_alex-50144,0
dblp-37919,open_alex-00668,0
dblp-09423,open_alex-40980,1
dblp-04679,open_alex-33010,0
dblp-21410,open_alex-10877,0
dblp-42848,open_alex-01023,1
dblp-05785,open_alex-18798,1
dblp-32666,open_alex-55401,0
dblp-31221,open_alex-32462,1
dblp-08879,open_alex-03655,0
dblp-44713,open_alex-29037,0
dblp-12868,open_alex-02245,0
dblp-46803,open_alex-01437,0
dblp-15662,open_alex-21157,0
dblp-00120,open_alex-40945,0
dblp-39600,open_alex-54228,0
dblp-50142,open_alex-60480,0
dblp-16517,open_alex-18008,0
dblp-54361,open_alex-02494,0
dblp-53886,open_alex-40440,0
dblp-18372,open_alex-06434,0
dblp-41336,open_alex-59520,0
dblp-54639,open_alex-23839,0
dblp-25369,open_alex-07890,1
dblp-58112,open_alex-37562,0
dblp-13577,open_alex-25887,0
dblp-00602,open_alex-12995,1
dblp-20220,open_alex-54646,0
dblp-15572,open_alex-17870,1
dblp-12273,open_alex-30612,1
dblp-28012,open_alex-35615,0
dblp-46535,open_alex-09973,0
dblp-35911,open_alex-15854,1
dblp-04404,open_alex-37105,0
dblp-50905,open_alex-43559,1
dblp-35410,open_alex-40833,0
dblp-55462,open_alex-40693,0
dblp-32588,open_alex-53579,0
dblp-60347,open_alex-12596,0
dblp-19713,open_alex-34788,0
dblp-07557,open_alex-44086,0
dblp-29603,open_alex-58903,0
dblp-16844,open_alex-30894,0
dblp-10191,open_alex-48258,0
dblp-22850,open_alex-42333,0
dblp-50429,open_alex-59332,1
dblp-19869,open_alex-40730,0
dblp-28019,open_alex-47665,0
dblp-35306,open_alex-25527,1
dblp-16734,open_alex-45959,1
dblp-60550,open_alex-09396,0
dblp-37416,open_alex-46767,0
dblp-35869,open_alex-44136,0
dblp-35907,open_alex-45871,0
dblp-46450,open_alex-21814,1
dblp-43528,open_alex-22775,0
dblp-39049,open_alex-32242,0
dblp-17613,open_alex-03013,0
dblp-23622,open_alex-27629,0
dblp-47297,open_alex-33231,0
dblp-11054,open_alex-19795,0
dblp-38340,open_alex-23292,0
dblp-49797,open_alex-55366,0
dblp-09423,open_alex-06757,0
dblp-30695,open_alex-16178,0
dblp-47597,open_alex-51766,0
dblp-26407,open_alex-52107,0
dblp-12195,open_alex-20200,0
dblp-41177,open_alex-51851,1
dblp-04680,open_alex-14949,1
dblp-28594,open_alex-54192,0
dblp-00640,open_alex-25807,0
dblp-54662,open_alex-43126,0
dblp-44913,open_alex-26858,1
dblp-25827,open_alex-40493,0
dblp-31252,open_alex-21088,1
dblp-35905,open_alex-60606,0
dblp-52968,open_alex-08936,1
dblp-15897,open_alex-23343,0
dblp-02450,open_alex-08225,0
dblp-36447,open_alex-54988,0
dblp-13260,open_alex-57226,0
dblp-20023,open_alex-26078,0
dblp-45262,open_alex-04363,0
dblp-23339,open_alex-54711,0
dblp-16831,open_alex-24301,0
dblp-20509,open_alex-34482,0
dblp-23687,open_alex-24822,0
dblp-03903,open_alex-18502,0
dblp-24148,open_alex-15541,1
dblp-48162,open_alex-50347,1
dblp-29624,open_alex-53505,0
dblp-34218,open_alex-25750,0
dblp-28824,open_alex-04520,0
dblp-07712,open_alex-58086,0
dblp-26873,open_alex-52195,0
dblp-44158,open_alex-29995,1
dblp-37949,open_alex-25641,0
dblp-26878,open_alex-24740,0
dblp-21241,open_alex-05961,1
dblp-58767,open_alex-21005,0
dblp-18139,open_alex-43207,0
dblp-54025,open_alex-10081,1
dblp-58028,open_alex-50367,1
dblp-03790,open_alex-07346,1
dblp-23206,open_alex-20084,0
dblp-49901,open_alex-04720,0
dblp-14926,open_alex-39022,0
dblp-49701,open_alex-53686,0
dblp-41738,open_alex-12447,0
dblp-02691,open_alex-39712,1
dblp-52105,open_alex-01797,0
dblp-02622,open_alex-01144,0
dblp-38181,open_alex-36582,1
dblp-00896,open_alex-17842,1
dblp-51060,open_alex-51018,0
dblp-14803,open_alex-45305,0
dblp-05510,open_alex-18329,0
dblp-00547,open_alex-24314,0
dblp-34394,open_alex-52581,0
dblp-24499,open_alex-19674,0
dblp-06067,open_alex-34702,1
dblp-42342,open_alex-42166,0
dblp-20024,open_alex-33801,0
dblp-22039,open_alex-60704,0
dblp-06230,open_alex-32944,0
dblp-45262,open_alex-01298,1
dblp-27574,open_alex-37127,0
dblp-17415,open_alex-05686,0
dblp-48494,open_alex-18432,1
dblp-32397,open_alex-31762,0
dblp-08410,open_alex-53225,0
dblp-45864,open_alex-39527,0
dblp-01516,open_alex-20465,0
dblp-35869,open_alex-11430,0
dblp-37209,open_alex-07818,0
dblp-24106,open_alex-57160,0
dblp-46211,open_alex-47046,0
dblp-57668,open_alex-27395,1
dblp-39324,open_alex-16604,0
dblp-04196,open_alex-30372,1
dblp-12267,open_alex-21766,0
dblp-56105,open_alex-40884,0
dblp-01347,open_alex-13466,0
dblp-22653,open_alex-47152,1
dblp-00314,open_alex-21857,1
dblp-15517,open_alex-06497,0
dblp-60460,open_alex-26317,1
dblp-57852,open_alex-07732,1
dblp-07337,open_alex-25454,1
dblp-06728,open_alex-27709,0
dblp-44636,open_alex-33041,0
dblp-39798,open_alex-30322,0
dblp-27466,open_alex-40632,1
dblp-10641,open_alex-11847,1
dblp-46769,open_alex-59156,1
dblp-23282,open_alex-07110,0
dblp-21530,open_alex-07841,0
dblp-32908,open_alex-42419,0
dblp-17020,open_alex-37414,0
dblp-41854,open_alex-60505,0
dblp-56077,open_alex-56365,1
dblp-27531,open_alex-08290,0
dblp-20966,open_alex-55767,0
dblp-01809,open_alex-58411,1
dblp-13823,open_alex-01103,1
dblp-27902,open_alex-12965,0
dblp-57999,open_alex-44634,0
dblp-34204,open_alex-22508,0
dblp-52357,open_alex-51318,0
dblp-43352,open_alex-06181,0
dblp-14803,open_alex-00847,1
dblp-32053,open_alex-01003,0
dblp-20780,open_alex-03686,1
dblp-35662,open_alex-44736,0
dblp-30521,open_alex-01349,0
dblp-02898,open_alex-09258,0
dblp-47455,open_alex-28241,1
dblp-38566,open_alex-01326,0
dblp-58362,open_alex-03429,0
dblp-52254,open_alex-05471,0
dblp-21569,open_alex-41281,1
dblp-30153,open_alex-02256,1
dblp-49099,open_alex-04339,0
dblp-14321,open_alex-45970,0
dblp-23193,open_alex-39036,0
dblp-08312,open_alex-56697,1
dblp-55551,open_alex-34672,0
dblp-30631,open_alex-31596,0
dblp-47161,open_alex-51821,0
dblp-28839,open_alex-56494,0
dblp-27481,open_alex-29598,0
dblp-27616,open_alex-26716,0
dblp-08830,open_alex-30514,0
dblp-56295,open_alex-31353,0
dblp-14275,open_alex-24195,0
dblp-39329,open_alex-41320,1
dblp-22651,open_alex-56550,0
dblp-03501,open_alex-34762,1
dblp-27944,open_alex-32674,0
dblp-43155,open_alex-32212,0
dblp-11550,open_alex-12480,0
dblp-41058,open_alex-41497,0
dblp-48836,open_alex-04233,0
dblp-31908,open_alex-51516,0
dblp-10519,open_alex-27305,0
dblp-23425,open_alex-40213,0
dblp-48678,open_alex-25631,0
dblp-16583,open_alex-48301,0
dblp-39662,open_alex-48707,0
dblp-44658,open_alex-43897,0
dblp-44846,open_alex-25877,1
dblp-03964,open_alex-43079,0
dblp-30729,open_alex-22013,0
dblp-41304,open_alex-01588,1
dblp-52589,open_alex-42664,0
dblp-41007,open_alex-47228,0
dblp-55305,open_alex-08832,0
dblp-05301,open_alex-57308,0
dblp-48548,open_alex-44620,0
dblp-39013,open_alex-22503,0
dblp-39438,open_alex-14010,0
dblp-51136,open_alex-53279,1
dblp-33727,open_alex-59184,0
dblp-01927,open_alex-46596,0
dblp-04483,open_alex-31841,0
dblp-13504,open_alex-44715,0
dblp-08845,open_alex-03160,0
dblp-16056,open_alex-44606,0
dblp-02342,open_alex-39147,0
dblp-18124,open_alex-14053,1
dblp-14127,open_alex-23186,0
dblp-22472,open_alex-53731,1
dblp-45944,open_alex-48871,0
dblp-54524,open_alex-38868,0
dblp-05985,open_alex-39173,0
dblp-08580,open_alex-43449,0
dblp-10480,open_alex-52895,0
dblp-38701,open_alex-21894,0
dblp-32878,open_alex-56704,0
dblp-57824,open_alex-03288,1
dblp-27953,open_alex-54497,1
dblp-01867,open_alex-12064,0
dblp-06264,open_alex-49654,1
