id,br,t,dsc,amt,ccy,cluster_id,Link,tdsc,m,mno,ptyp,cn,vrm,stg,rs,ws,bt,it,wd,ln,ht,wt,sc,mt,col,ff
products_3_4121449,Western Digitao,"WD Blue SN550 250GB NVMe M.2 SSD, Centimeters, WDS250G2B0C","See the best price for WD Blue SN550 250GB NVMe M.2 SSD, Centimeters, WDS250G2B0C",76.09,AUD,1929165,https://aussied.com/product/wd-blue-sn550-250gb-nvme-m-2-ssd-centimeters-wds250g2b0c,"WD Blue SN550 250GB NVMe M.2 SSD, Centimeters, WDS250G2B0C. Description: See the best price for WD Blue SN550 250GB NVMe M.2 SSD, Centimeters, WDS250G2B0C",Blue SN550,WDS250G2B0C,SSD,,,232.83 GiB,,,,NVMe,,,,,M.2,,,
products_3_17406325,Kingston,"Kingston DT MicroDuo 64GB, USB 3.0","The Kingston DataTraveler MicroDuo OTG USB 3.0 Flash Drive 64GB is a 2-in-1 MicroUSB and USB connector for On-The-Go enabled devices, with a 5 year warranty",12.19,RON,1935475,https://www.ideall.ro/magazin-memorii-usb/kingston/Kingston-DT-MicroDuo-64GB-USB-3-0--42087,"Kingston DataTraveler MicroDuo OTG USB 3.0 Flash Drive 64GB. Description: The Kingston DataTraveler MicroDuo OTG USB 3.0 Flash Drive 64GB is a 2-in-1 MicroUSB and USB connector for On-The-Go enabled devices, with a 5 year warranty",DT MicroDuo,,USB_STICK,,,59.60 GiB,,,USB 3.0,micro USB,,,,,,,,
products_3_72819377,Western Digital,WD HDD 4TB My Passport Black,WD HDD 4TB My Passport Black Hard diskovi,397.65,BAM,1939560,https://www.slot.ba/proizvod/wd-hdd-4tb-my-passport-black,WD HDD 4TB My Passport Black. Description: WD HDD 4TB My Passport Black Hard diskovi,,,HDD,,,"3,725.29 GiB",,,,,,,,,,,,
products_3_33754739,EVGA,EVGA GeForce GT 1030 SC 2GB GDDR5 Low Profile Graphic Cards 02G-P4-6333-KR,"Accelerate your entire PC experience with the fast, powerful EVGA GeForce gt 1030 graphics card. Its award-winning NVIDIA Pascal architecture, powerful graphics engine, and state-of-the-art technologies give you the performance upgrade you need to drive today's most demanding PC applications. Unleash your creativity with stunning HD video and picture editing and enjoy incredible gaming. Now, you can do it all 2X faster than with Intel Core i5 integrated graphics. You can even get easy driver updates and one-click game optimization with GeForce experience.",103.11,USD,1943588,https://www.qxwebcam.com/product/evga-geforce-gt-1030-sc-2gb-gddr5-low-profile-graphic-cards-02g-p4-6333-kr,"EVGA GeForce GT 1030 SC 2GB GDDR5 Low Profile Graphic Cards 02G-P4-6333-KR. Description: Accelerate your entire PC experience with the fast, powerful EVGA GeForce gt 1030 graphics card. Its award-winning NVIDIA Pascal architecture, powerful graphics engine, and state-of-the-art technologies give you the performance upgrade you need to drive most demanding PC applications. Unleash your creativity with stunning HD video and picture editing and enjoy incredible gaming. Now, you can do it all 2X faster than with Intel Core i5 integrated graphics. You can even get easy driver updates and one-click game optimization with GeForce experience.",GeForce GT 1030 SC Low Profile,02G-P4-6333-KR,GPU,GeForce GT 1030,,,,,,,,,,,,GDDR5,,
products_3_33623557,Istorage,iStorage 2TB diskAshur2 USB 3.1 Encrypted External HDD/Hard Drive,2TB iStorage IS-DA2-256-2000-B diskAshur2 USB 3.1 secure portable encrypted hard drive Black,337.24,GBP,1945634,https://www.scan.co.uk/products/2tb-istorage-is-da2-256-2000-b-diskashur2-usb-31-secure-portable-encrypted-hard-drive-black,iStorage 2TB diskAshur2 USB 3.1 Encrypted External HDD/Hard Drive. Description: 2TB iStorage IS-DA2-256-2000-B diskAshur2 USB 3.1 secure portable encrypted hard drive Black,diskAshur2,IS-DA2-256-2000-B,HDD,,,"1,862.65 GiB",,,USB 3.0,,,,,,,,Black,
products_3_84240107,Crucial,Crucial MX300 525GB 2.5' SATA 530/510 MB/s,"Increase the speed, durability, and efficiency of your system for years to come with the Crucial MX300 SSD. Boot up in seconds and fly through the most demanding applications with an SSD that fuses the latest 3D NAND Flash technology with the proven success of previous mx-series SSDs. Your storage drive isn't just a container, it's the Engine that loads and saves everything you do and use. Get more out of your computer by boosting nearly every aspect of performance.Sequential reads/writes up to 530 / 510 MB/s on all file types.",,,195167,https://www.alsen.pl/podzespoly-komputerowe/dyski-twarde-hdd-ssd/dyski-ssd/crucial-mx300-525gb-2-5-sata-530-510-mb-s,"Crucial MX300 525GB SATA 2.5 Inch Internal Solid State Drive - CT525MX300SSD1. Description: Increase the speed, durability, and efficiency of your system for years to come with the Crucial MX300 SSD. Boot up in seconds and fly through the most demanding applications with an SSD that fuses the latest 3D NAND Flash technology with the proven success of previous mx-series SSDs. Your storage drive isn't just a container, it's the Engine that loads and saves everything you do and use. Get more out of your computer by boosting nearly every aspect of performance.Sequential reads/writes up to 530 / 510 MB/s on all file types.",MX300,,sSD,,,525.0,,,SATA,,,,,,2.5-inch SATA,,,2.5-inch
products_3_49210454,MSI,MSI GeForce RTX 2060 VENTUS XS 6G OC,"NVIDIA GeForce RTX 2060, 6GB GDDR6, 192 bit, PCI Express x16 3.0, 1 x 3 (2.0b), HDMI x DP (1.4), CUDA, DirectX 12.0, OpenGL 4.5, 160W",369.32,EUR,1952049,https://www.hardware-deals.eu/shop/computeronderdelen/videokaarten/msi-geforce-rtx-2060-ventus-xs-6g-oc,"MSI GeForce RTX 2060 VENTUS XS 6G OC. Description: NVIDIA GeForce RTX 2060, 6GB GDDR6, 192 bit, PCI Express x16 3.0, 1 x HDMI (2.0b), 3 x DP (1.4), CUDA, DirectX 12.0, OpenGL 4.5, 160W",GeForce RTX 2060 VENTUS XS 6G OC,,GPU,,,,,,PCI Express x16,,,,,,,,,
products_3_49263678,,Kingston SSD A400 240GB M.2 500MB/s read 350/MB/s,"(Solid, 240GB, A400, Drive), Kingston, M.2, SSD, State",37.59,,1955905,https://www.megekko.nl/product/5093/255044/SSD-M-2/Kingston-A400-240GB-M-2-SSD,"Kingston A400 240GB M.2 SSD. Description: (Solid, 240GB, A400, Drive), Kingston, M.2, SSD, State",SSD A400,,SSD,,,240.0,,,,M.2,,,,,,,,
products_3_38836785,Zotac,Zotac GeForce RTX 2060 SUPER 8GB MINI Graphics Card,"8GB GDDR6 Memory, Engine boost clock: 1650 MHz, White LED Light, Real-time Ray Tracing",423.02,GBP,195848,https://www.ebuyer.com/899105-zotac-geforce-rtx-2060-super-8gb-mini-graphics-card-zt-t20610e-10m,"Zotac GeForce RTX 2060 SUPER 8GB MINI Graphics Card. Description: 8GB GDDR6 Memory, Engine boost clock: 1650 MHz, White LED Light, Real-time Ray Tracing",GeForce RTX 2060 SUPER 8GB MINI,,GPU,,8.0,,,,,,,,,,,,,
products_3_1613425,Western Digital,Western Digital HDD Desk Red Pro 4TB 3.5 SATA 256MB,WD Red Pro NAS Hard Drive WD4003FFBX - Vaste schijf - 256 TB - intern - 3.5'' - SATA 6Gb/s - 7200 tpm -buffer: 4 MB,185.55,EUR,195932,https://cdm-it.nl/randapparatuur/western-digital-wd4003ffbx.html,Western Digital HDD Desk Red Pro 4TB 3.5 SATA 256MB. Description: WD Red Pro NAS Hard Drive WD4003FFBX - Vaste schijf - 4 TB - intern - 3.5'' - SATA 6Gb/s - 7200 tpm -buffer: 256 MB,WD Red Pro,,HDD,,,"3,725.29 GiB",,,SATA,SATA III,,,,,3.5-inch SATA,,,3.5-inch
products_3_50493882,Western Digital,Hard disk 6TB - WD PURPLE Surveillance WD60PURX,HDD 6TB - WD PURPLE Surveillance este indicat sistemelor de supraveghere,340.72,CAD,196642,https://itfactory.ca/products/western-digital-purple-6tb-surveillance-64mb-cache-sata-6-0gb-s-3-5-internal-hard-drive,Hard disk 6TB - WD PURPLE Surveillance WD60PURX. Description: HDD 6TB - WD PURPLE Surveillance este indicat sistemelor de supraveghere,Purple,,HDD,,,,,,SATA,SATA III,,,,,"3.5"" Internal",,,3.5-inch
products_3_89786586,ADATA,ADATA Entry SC680 960GB Black External SSD USB 3 Gaming Console Compatible,ADATA Entry SC680 960GB Black External SSD USB 3 Gaming Console Compatible,113.97,USD,1981327,https://www.newegg.com/adata-sc680-960gb/p/2CR-000A-00058?Item=9SIAJNUAF78767,ADATA Entry SC680 960GB Black External SSD UsB 3 Gaming Console Compatible. Description: ADATA Entry SC680 960GB Black External SSD USB 3 Gaming Console Compatible,Entry SC680,,SSD,,,894.07 GiB,,,,,,,,,,,,
products_3_35980976,Hewlett Packard Enterprise,Disco duro para servidor hpe 4tb sata 7.2k lff sc,Información General!----- informaciã³n comercial --disco duro para servidor proliant.brbra href=https://psnow.ext.hpe.com/partner/doc/psn1009802951mxes.pdf?from=app target=_blankbu quickspecs /b/u/aInformación Tecnica!----- informaciã³n tã©cnica --brb capacidad: /bbr 4tbbrb interface: /bbr satabrb hd tipo: /bbr non hot plugbrb conectividad: /bbr single-portbrb factor de forma: /bbr 3. 5-lff,"9,776.34",AUD,1997951,https://www.tiendaclic.mx/ver-detalle/disco-duro-hpe-4tb-sata-72k-lff-sc-para-servidores-hp-872491-b21,Disco duro para servidor hpe 4tb sata 7.2k lff sc. Description: Información General!----- informaciã³n comercial --disco duro para servidor proliant.brbra href=https://psnow.ext.hpe.com/partner/doc/psn1009802951mxes.pdf?from=app target=_blankbu quickspecs /b/u/aInformación Tecnica!----- informaciã³n tã©cnica --brb capacidad: /bbr 4tbbrb interface: /bbr satabrb hd tipo: /bbr non hot plugbrb conectividad: /bbr single-portbrb factor de forma: /bbr 3. 5-lff,,,HDD,,,"3,725.29 GiB",,,SATA,sata,,,,,3. 5-lff,,,3.5-inch
products_3_70210282,Hewlett Packard,"HP 300 GB 2.5\"" Internal Hard Drive - SAS - 10000",SAS - 10000,242.67,GBP,1999064,https://www.novatech.co.uk/products/hp-300-gb-2-5-inch-internal-hard-drive-sas-10000/785067-b21.html,"HP 300 GB 2.5\"" Internal Hard Drive - SAS - 10000. Description: SAS - 10000",,,HDD,,,279.40 GiB,,,,,,,,,"2.5""",,,
products_3_48296709,Kingston,256GB Kingston USB-C 3.2 DATATRAVELER 8,"256GB, USB 3.2 Gen x 42.2 x 15 1, 6.7mm, 3.134 g",46.53,,2014983,https://www.mindfactory.de/product_info.php/256GB-Kingston-USB-C-3-2-DATATRAVELER-8_1370041.html,"256GB Kingston USB-C 3.2 DATATRAVELER 8. Description: 256GB, USB 3.2 Gen 1, 42.2 x 15 x 6.7mm, 3.134 g",DATATRAVELER 8,,,,,256.0,,,,USB Type-C,42.2,67.0,15.0,3.134,USB Type-C,,,
products_3_75611963,,Seagate Expansion 3TB Desktop External Hard Drive in Black - USB3.0,Elegant Black desktop externaldrive in addition to enormous 3TB storage powered by quick USB 3.0 connectivity,,,201569,https://www.cclonline.com/product/181727/STEB3000200/External-Storage/Seagate-Expansion-3TB-3-5-inch-USB-3-0-Desktop-Hard-Drive-External-/BAK6645,Drive Expansion 3TB Desktop External Hard Seagate in Black - USB3.0. Description: Elegant Black desktop external drive in addition to enormous 3TB storage powered by quick USB 3.0 connectivity,Expansion,,HDD,,,,,,USB 3.0,,,,,,,,Black,
products_3_2540194,Hewlett Packard Enterprise,"HPE - 900GB -SAS 12Gb/s - 15K - HDD 2.5\""","Product InformationHP Deals & PromotionsClaim upto £1500 cashback when purchased with qualifying products, click here for more info!Show more;",365.42,EUR,2022564,https://www.buyitdirect.ie/p/hpe-900gb-sas-12gbs-15k-hdd-2.5-870759-b21,"HPE - 900GB -SAS 12Gb/s - 15K - HDD 2.5\"". Description: Product InformationHP Deals & PromotionsClaim upto £1500 cashback when purchased with qualifying products, click here for more info!Show more;",,,,,,,,,SAS,,,,,,2.5-inch SAS,,,2.5-inch
products_3_82786105,Packard Hewlett,"HP 600GB 6G 15K 3.5\"" SAS DP SAS Server Hard Disk","HP 600GB 6G 15K 3.5\"" SAS DP SAS Server Hard Disk HP 600GB 6G 15K 3.5\"" SAS DP SAS Server Hard Disk has a part number 516828-B21 G Additionally HP 600 DP SAS Server Hard Disk is also compatible with : GBDL1000, DL120 G6/G7, DL140 G3, DL145 G3, DL160 G5/G5p/G6, DL160se G6, DL165 G5/G5p/G6/G7, DL170e G6, DL170h G6, DL180 G1/G5/G6, DL185 G5, DL320 G3/G4/G5/G5p/G6, DL320s, DL370 G6, DL380 G6/G7, DL385 G5p/G6/G7, ML110 G7, ML150 G3/G5/G6, ML310 G2/G3/G4/G5/G5p, ML330 G6, ML350 G5/G6, ML370 G6","44,418.13",VND,2038711,https://tetop.co.ke/product/hp-600gb-6g-15k-3-5-sas-dp-sas-server-hard-disk,"HP 600GB 6G 15K 3.5\"" SAS DP SAS Server Hard Disk. Description: HP 600GB 6G 15K 3.5\"" SAS DP SAS Server Hard Disk HP 600GB 6G 15K 3.5\"" SAS DP SAS Server Hard Disk has a part number 516828-B21 G Additionally HP 600 DP SAS Server Hard Disk is also compatible with : GBDL1000, DL120 G6/G7, DL140 G3, DL145 G3, DL160 G5/G5p/G6, DL160se G6, DL165 G5/G5p/G6/G7, DL170e G6, DL170h G6, DL180 G1/G5/G6, DL185 G5, DL320 G3/G4/G5/G5p/G6, DL320s, DL370 G6, DL380 G6/G7, DL385 G5p/G6/G7, ML110 G7, ML150 G3/G5/G6, ML310 G2/G3/G4/G5/G5p, ML330 G6, ML350 G5/G6, ML370 G6","600GB 6G 15K 3.5"" SAS DP SAS Server Hard Disk",,HDD,,,558.79 GiB,,,SAS,SAS,,,,,3.5-inch SAS,,,
products_3_62958901,,Gigabyte Aorus RGB M.2 NVMe SSD 512GB,"512GB Gigabyte AORUS Write, M.2 (2280) PCIe 3.0 (x4) NVMe 1.3 SSD, Phison, 3D TLC, 3480MB/s Read,2000MB/s RGB, 360k/440k",86.36,GBP,2045439,https://www.scan.co.uk/products/512gb-gigabyte-aorus-rgb-m2-2280-pcie-30-x4-nvme-13-ssd-phison-3d-tlc-3480mb-s-read2000mb-s-write-36,"Gigabyte Aorus RGB M.2 NVMe SSD 512GB. Description: GP-ASM2NE2512GTTDR, Up to 2000MB/s Write | 3480MB/s Read, 440k/360k IOPS, MLC V-NAND, M.2 (2280) PCIe 3.0 (x2), NVMe SSD, 5 Year Warranty.",AORUS RGB,,SSD,,,476.84 GiB,3480.0,2000.0,PCI Express x4,,,,,,M.2,,,
products_3_96449907,Lacie,Lacie LaCie 4TB Rugged Mini portable hard drive USB 3.0,LaCie 4TB Rugged Mini portable hard drive USB 3.0,305.51,AUD,2053613,https://shop.ilovecomputers.com.au/lacie-lacie-4tb-rugged-mini-portable-hard-drive-us.html,Lacie LaCie 4TB Rugged Mini portable hard drive USB 3.0. Description: LaCie 4TB Rugged Mini portable hard drive USB 3.0,LaCie 4TB Rugged Mini portable hard drive,,HDD,,,,,,,,,,,,,,,
products_3_29024406,,Gigabyte RTX 2080 TI 11GB GDDR6 PCI Express 3.0 x16 352-Bit Graphics Card | GV-N208TWF3-11GC,1GB 352-Bit GDDR6Core Clock 1545 MHz1 x HDMI 2.0b 3 x DisplayPort 1.44352 CUDA CoresPCI Express 3.0 x16,"5,525.83",AED,205977,https://pcdubai.com/product/gigabyte-rtx-2080-ti-11gb-gddr6-pci-express-3-0-x16-352-bit-graphics-card-gv-n208twf3-11gc,Gigabyte RTX 2080 TI 11GB GDDR6 PCI Express Graphics x16 352-Bit 3.0 Card | GV-N208TWF3-11GC. Description: 1GB 352-Bit GDDR6Core Clock 1545 MHz1 x HDMI 2.0b 3 x DisplayPort 1.44352 CUDA CoresPCI Express 3.0 x16,RTX 2080 TI 11GB GDDR6 PCI Express 3.0 x16 352-Bit Graphics Card,,GPU,,,,,,PCI Express x16,,,,,,,,,
products_3_73253056,Sandisk,SanDisk Extreme Portable SSD USB 3.1 - 1 Terabyte,"Type C & Type A Compatible, IP55 Dust-Water Resistance",287.90,SGD,206992,https://shop.sg.canon/sandisk-extreme-portable-ssd-usb3-1-1tb.html,"SanDisk Extreme Portable SSD USB 3.1 - 1 TB. Description: Type C & Type A Compatible, IP55 Dust-Water Resistance",Extreme Portable SSD,,SSD,,,931.32 GiB,,,USB 3.0,,,,,,,,,
products_3_68665486,Asus,ASUSNVIDIA GeForce RTX 3080 TUF GAMING OC 10GB Ampere Graphics Card,"Cuda Cores: 8704, Boost Clock: TBDMHz, GDDR6X, 320-bit Memory, Memory Clock: MHz, Ray Tracing, 3x Display Port, 2x HDMI, 3 Yr Warranty.",940.05,GBP,2082644,https://www.novatech.co.uk/products/asus-nvidia-geforce-rtx-3080-tuf-gaming-oc-10gb-ampere-graphics-card/tuf-rtx3080-o10g-gaming.html,"ASUSNVIDIA GeForce RTX 3080 TUF GAMING OC 10GB Ampere Graphics Card. Description: Cuda Cores: 8704, Boost Clock: TBDMHz, GDDR6X, 320-bit Memory, Memory Clock: TBD MHz, Ray Tracing, 3x Display Port, 2x HDMI, 3 Yr Warranty.",GeForce RTX 3080 TUF GAMING OC,,GPU,GeForce 3080 RTX,10.0,,,,,,,,,,,GDDR6X,,
products_3_61906477,Kingston,Kingston DataTraveler Locker+ G3 USB Flash Drive 64GB,The Kingston DataTraveler Locker+ G3 USB Flash Drive 64GB puts a lock on your personal data with hardware encryption and password protection. It features fast USB 3.0 interface and a 5 year warranty,82.24,GBP,2098112,https://www.picstop.co.uk/usb-flash-drive/kingston-datatraveler-locker-g3-usb-flash-drive-64gb.html,Kingston DataTraveler Locker+ G3 USB Flash Drive 64GB. Description: The Kingston DataTraveler Locker+ G3 USB Flash Drive 64GB puts a lock on your personal data with hardware encryption and password protection. It features fast USB 3.0 interface and a 5 year warranty,DataTraveler Locker+ G3,,USB_STICK,,,59.60 GiB,,,,,,,,,,,,
products_3_47205216,Sapphire,"Sapphire Pulse Radeon RX 580 8G, 8192 MB GDDR5","Polaris Refresh: AMD Radeon RX 580 graphics card, 1.366 MHz, Dual-fan cooler, Pre-installed backplate, 8 GB GDDR5 VRAM",242.64,EUR,2111798,https://www.caseking.de/en/sapphire-pulse-radeon-rx-580-8g-8192-mb-gddr5-gcsp-162.html,"Sapphire Pulse Radeon RX 580 8G with 8192 MB GDDR5. Description: Polaris Refresh AMD Radeon RX 580 graphics card featuring a 1.366 MHz clock, dual-fan cooling, a pre-installed backplate, and 8 GB GDDR5 VRAM",Radeon RX 580 Overclocked Pulse Dual-Fan,,GPU,Radeon RX 580,,,,,,,,,,,,,,
products_3_81293471,EVGA,Placa De Vídeo EVGA RTX 2080 Ti Kingpin 11GB,"NVIDIA graphics card review. Latest images, pricing and NVIDIA GeForce RTX 2080 Ti specs. Gaming GPU benchmarked against the biggest PC games like Fortnite, Minecraft and PUBG Should you buy this EVGA graphics card?","15,863.61",BRL,2118319,https://www.performancesolutions.com.br/evga-rtx-2080-ti-kingpin-11gb,"Placa x Vídeo EVGA RTX 2080 Ti Kingpin 11GB. Description: BrandEVGAModel11G-P4-2589-KRInterfaceInterfacePCI Express 3.0ChipsetChipset ManufacturerNVIDIAGPU SeriesNVIDIA GeForce RTX 20 SeriesGPUGeForce RTX 2080 TiBoost Clock1770 MHzCUDA Cores4352MemoryEffective Memory Clock14000 MHzMemory Size11GBMemory Interface352-BitMemory TypeGDDR63D APIDirectXDirectX 12OpenGLOpenGL 4.5PortsHDMI1 x HDMI 2.0bMulti-Monitor Support4DisplayPort1 x DisplayPort 1.4 + 2 x Mini-DisplayPort 1.4Other Ports1 x USB Type-CDetailsMax Resolution7680 x 4320SLI SupportSLI ReadyVirtual Reality ReadyYesCoolerHybrid CoolerOperating Systems SupportedWindows 10 64-bitWindows 7 64-bitSystem RequirementsMinimum of a 650-Watt power supplyTotal Power Draw: 250 WattsPower ConnectorThree available 8-pin or 6+2-pin PCIe power dongleHDCP Ready2.2FeaturesFeaturesNVIDIA AnselHybrid \""All-in-One\"" WatercoolerAll-Metal Backplate, Pre-InstalledReal-Time Ray TracingNVIDIA GeForce ExperienceNVIDIA HighlightsNVIDIA G-SYNC CompatibleGame Ready DriversMicrosoft DirectX 12 API, Vulkan API, OpenGL 4.5NVIDIA GPU BoostBuilt for EVGA Precision X1Designed for USB Type-C and VirtualLinkEVGA iCX2 Technology19 Power PhasesBuilt-in OLED DisplayForm Factor & DimensionsMax GPU Length291 mmCard Dimensions (L De H)11.45\"" x 5.48\""Slot WidthDual Slot",RTX 2080 Ti Kingpin,11G-P4-2589-KR,GPU,,,,,,PCI Express x16,,,291.0,,,,,,
products_3_12117192,Samsung,"SAMSUNG 870 QVO 1TB SSD, 2.5” 7mm, SATA 6Gb/s...","SAMSUNG 870 QVO 1TB SSD, 2.5” 7mm, SATA 6Gb/s, Read/Write: 560 / 530 MB/s, Random Read/Write IOPS 98K/88K",988.95,HRK,211868,https://makromedia.hr/proizvod/samsung-870-qvo-1tb-ssd-2-5-7mm-sata-6gb-s,"Samsung 870 QVO 1TB SSD in a 2.5-inch, 7mm form factor with SATA 6Gb/s. Read/write speeds are 560/530 MB/s, and random read/write performance is 98K/88K IOPS.",870 QVO,,SSD,,,1000.0,560.0 MB/s,0.53 GB/s,,,,,,,2.5”,,,
products_3_47917137,Zotac,"ZOTAC GeForce GT 1030, 2048 MB GDDR5","Kompakte \""Pascal\""-Entry-Level-Grafikkarte, 1.227/1.468 Base/Boost, 6.000 MHz Speichertakt (effektiv), 1× HDMI / 1×DVI-D, Single-Slot-Kühlerdesign & 2 GB GDDR5 VRAM",87.68,EUR,2130111,https://www.caseking.de/zotac-geforce-gt-1030-2048-mb-gddr5-gczt-103.html,"ZOTAC GeForce GT 1030, 2048 MB GDDR5. Description: Kompakte \""Pascal\""-Entry-Level-Grafikkarte, 1.227/1.468 MHz Base/Boost, 6.000 MHz Speichertakt (effektiv), 1× HDMI / 1×DVI-D, Single-Slot-Kühlerdesign & 2 GB GDDR5 VRAM",GeForce GT 1030,,GPU,,2.0,,,,,,,,,,,GDDR5,,
products_3_96982489,Gigabyte,Gigabyte GeForce GTX 1650 GDDR6 OC 4GB Single Fan Graphics Card,"Powered by GeForceGTX 1650NVIDIA Turing architecture and GeForce ExperienceIntegrated with 4GB GDDR6 128bit memory interface80mm unique blade fan170 mm compact card sizeCore Clock1635 MHz (Reference Card: 1590 MHz)Gigabyte Custom-Designed Cooling SystemGIGABYTE Custom-designed cooling system features a 80mm unique blade fan,delivering an effective heat dissipation capacity for higher performance atlower temperatures.COMPACT SIZE FOR EASY INSTALLATIONWith less than 170mm in length, the graphics card can be easily installedin any small chassis.UNIQUE BLADE FANThe airflow is spilt by the triangular fan edge, and guided smoothlythrough the 3D stripe curve on the fan surface, effectively enhancing theairflow.FRIENDLY PCB DESIGNFully automated production process ensures top quality of the circuitboards and eliminates sharp protrusions of the solder connectors seen on theconventional PCB surface. This friendly design prevents your hands fromgetting cut or inadvertently damaging components when making yourbuild.SpecsGraphics ProcessingGeForce GTX 1650Core Clock1635 MHz (Reference Card: 1590 MHz)CUDA Cores896Memory Clock12000 MHzMemory Size4 GBMemory TypeGDDR6Memory Bus128 bitMemory Bandwidth (GB/sec)192 GB/sCard BusPCI-E 3.0 x 16Digital Max Resolution7680x432060HzMulti-View3Card SizeL=152 W=114 H=36 mmPCB FormATXDirectX12OpenGL4.6Recommended PSU300WPower ConnectorsN/AOutputDisplayPort 1.4 *1HDMI 2.0b *1DVI-D *1SLI SupportNoAccessoriesQuick Guide",168.92,GBP,213319,https://www.technextday.co.uk/gigabyte-geforce-gtx-1650-gddr6-oc-4gb-single-fan-graphics-card-gvn1656oc4gd,"Gigabyte GeForce GTX 1650 GDDR6 OC 4GB Single Fan Graphics Card. Description: Powered by GeForceGTX 1650NVIDIA Turing architecture and GeForce ExperienceIntegrated with 4GB GDDR6 128bit memory interface80mm unique blade fan170 mm compact card sizeCore Clock1635 MHz (Reference Card: 1590 MHz)Gigabyte Custom-Designed Cooling SystemGIGABYTE Custom-designed cooling system features a 80mm unique blade fan,delivering an effective heat dissipation capacity for higher performance atlower temperatures.COMPACT SIZE FOR EASY INSTALLATIONWith less than 170mm in length, the graphics card can be easily installedin any small chassis.UNIQUE BLADE FANThe airflow is spilt by the triangular fan edge, and guided smoothlythrough the 3D stripe curve on the fan surface, effectively enhancing theairflow.FRIENDLY PCB DESIGNFully automated production process ensures top quality of the circuitboards and eliminates sharp protrusions of the solder connectors seen on theconventional PCB surface. This friendly design prevents your hands fromgetting cut or inadvertently damaging components when making yourbuild.SpecsGraphics ProcessingGeForce GTX 1650Core Clock1635 MHz (Reference Card: 1590 MHz)CUDA Cores896Memory Clock12000 MHzMemory Size4 GBMemory TypeGDDR6Memory Bus128 bitMemory Bandwidth (GB/sec)192 GB/sCard BusPCI-E 3.0 x 16Digital Max Resolution7680x4320@60HzMulti-View3Card SizeL=152 W=114 H=36 mmPCB FormATXDirectX12OpenGL4.6Recommended PSU300WPower ConnectorsN/AOutputDisplayPort 1.4 *1HDMI 2.0b *1DVI-D *1SLI SupportNoAccessoriesQuick Guide",GeForce GTX 1650 GDDR6 OC,,GPU,,,,,,PCI Express x16,,,152.0,,,,GDDR6,,ATX
products_3_43003496,XFX,XFX Radeon RX 5700 XT 8GB THICC III Ultra Graphics Card,"RX 5700 XT, 8GB GDDR6, 2025MHz Boost Clock, Triple Fan Cooling",458.27,GBP,2138331,https://www.ebuyer.com/920167-xfx-radeon-rx-5700-xt-8gb-thicc-iii-ultra-graphics-card-rx-57xt8tbd8,"XFX Radeon RX 5700 XT 8GB THICC III Ultra Graphics Card. Description: RX 5700 XT, 8GB GDDR6, 2025MHz Boost Clock, Triple Fan Cooling",Radeon RX 5700 XT 8GB THICC III Ultra,,GPU,Radeon RX 5700 XT,,,,,,,,,,,,,,
products_3_56037532,AMD,AMD Radeon Pro WX 7100 8GB GDDR5,"The Radeon Pro WX 7100 graphics card is the world's most powerful single-slot workstation GPU and is designed for VR and the immersive computing era. VR, or Virtual Reality, is emerging as the next major industry inflection point for Design & Manufacturing as well as Media & Entertainment workflows. The Radeon Pro WX 7100 delivers the performance needed to drive user experiences to this next level of immersion.","1,561.69",AUD,214775,https://www.ple.com.au/Products/638468/AMD-Radeon-Pro-WX-7100-8GB-GDDR5,"AMD Radeon Pro WX 7100 8GB GDDR5. Description: The Radeon Pro WX 7100 graphics card is the world's most powerful single-slot workstation GPU and is designed for VR and the immersive computing era. VR, or Virtual Reality, is emerging as the next major industry inflection point for Design & Manufacturing as well as Media & Entertainment workflows. The Radeon Pro WX 7100 delivers the performance needed to drive user experiences to this next level of immersion.",Radeon Pro WX 7100,,GPU,,7.45 GiB,,,,,,,,,,,GDDR5,,
products_3_37398418,Seagate,Seagate 2TB Firecuda 510 M.2 Nvme SSD Pcie Gen3 X4,Seagate 2TB Firecuda 510 M.2 Nvme SSD Pcie Gen3 X4,"10,752.00",ZAR,2150868,https://sbsdomain.com/seagate-2tb-firecuda-510-m2-nvme-ssd-pcie-gen3-x4,Seagate 2TB Firecuda 510 M.2 Nvme SSD Pcie Gen3 X4. Description: Seagate 2TB Firecuda 510 M.2 Nvme SSD Pcie Gen3 X4,Firecuda 510,,SSD,,,,,,PCI Express x4,,,,,,M.2,,,
products_3_87789185,Samsung,Samsung 860 EVO Series SSD 1TB,Samsung 860 EVO MZ-76E1T0B - Solid state drive - gecodeerd - 1 TB - intern - 2.5'' - SATA 6Gb/s -buffer: 1 GB - 256-bits AES - TCG Opal Encryption 2.0,147.94,EUR,216453,https://cdm-it.nl/randapparatuur/samsung-mz-76e1t0b-eu.html,Samsung 860 EVO Series SSD 1TB. Description: Samsung 860 EVO MZ-76E1T0B - Solid state drive - gecodeerd - 1 TB - intern - 2.5'' - SATA 6Gb/s -buffer: 1 GB - 256-bits AES - TCG Opal Encryption 2.0,860 EVO Series,,SSD,,,931.32 GiB,,,SATA,SATA III,,,,,2.5'',,,2.5-inch
