id,brnd,prd_ttl,desc,prc,cur,cluster_id,link,t_desc,mdl,mdl_no,prd_typ,chip,vram,stor,rd_speed_mbs,wr_speed_mbs,bus_t,iface_t,w_mm,l_mm,h_mm,wt_g,stor_conn,mem_t,clr,form_f
products_4_66697552,Seagate,Deal Review: Seagate STEA2000403 2TB External Gaming Hard Drive – Designed for Xbox One,blank,,,180347,https://www.thedealexperts.com/shopping-deals/seagatestea2000403-game-drive-review,Deal Review: Seagate STEA2000403 2TB External Gaming Hard Drive – Designed for Xbox One. Description: blank,,,HDD,,,1862.65 GiB,,,,,,,,,,,,
products_4_97889719,Sandisk,Sandisk Cruzer Glide Flash Drive,Experience reliable and secure storage with a SanDisk Cruzer Glide USB 2.0 32GB flash drive.,5.29,GBP,1805681,https://www.picstop.co.uk/usb-flash-drive/sandisk-cruzer-glide-usb-2-flash-drive-32gb.html,SanDisk Cruzer Glide USB 2.0 Flash Drive 32GB. Description: Experience reliable and secure storage with a SanDisk Cruzer Glide USB 2.0 32GB flash drive.,,,USB_STICK,,,,,,USB 2.0,,,,,,,,,
products_4_73644160,Silicon Power,Dysk SSD M.2 Silicon Power A80 512GB PCI-e,SP512GBP34A80M28,339.0,PLN,1813877,"http://kozak.pl/p7328,dysk-ssd-m2-silicon-power-a80-512gb-pci-e.html",Dysk SP512GBP34A80M28 M.2 Silicon Power A80 512GB PCI-e. Description: SSD,A80,,SSD,,,476.84 GiB,,,PCIe,M.2,,,,,M.2,,,M.2 2280
products_4_97231319,Zotac,ZOTAC GAMING GEFORCE RTX 2080 SUPER AMP 8GB GDDR6,GeForce RTX 2080 8GB GDDR6 Strong Factory OC 16+4 Power Phase PowerBoost Freeze Fan Stop IceStorm 2.0 Cooling Metal Backplate Active Fan Control SPECTRA Lighting System OC Scanner FireStorm Utility,901.54,INR,1814777,https://www.pcstudio.in/product/zotac-gaming-geforce-rtx-2080-super-amp-8gb-gddr6,ZOTAC GAMING GeForce RTX 2080 8GB GDDR6 SUPER AMP. Description: GeForce RTX 2080 8GB GDDR6 Strong Factory OC 16+4 Power Phase PowerBoost Freeze Fan Stop IceStorm 2.0 Cooling Metal Backplate Active Fan Control SPECTRA Lighting System OC Scanner FireStorm Utility,GAMING GEFORCE RTX 2080 SUPER AMP,,GPU,,,,,,,,,,,,,,,
products_4_93836828,ADATA,XPG SPECTRIX S40G internal solid state drive M.2 SSD,"(Solid, Adata, Drive), M.2, S40G, SPECTRIX, SSD, State, XPG, drive, internal, solid, state",148.95,EUR,18469,https://www.megekko.nl/product/5093/262959/SSD-M-2/XPG-SPECTRIX-S40G-internal-solid-state-drive-M-2-SSD,"XPG SPECTRIX S40G internal solid state drive M.2 SSD. Description: (Solid, Adata, Drive), M.2, S40G, SPECTRIX, SSD, State, XPG, drive, internal, solid, state",SPECTRIX S40G,,SSD,,,,,,,M.2,,,,,M.2,,,
products_4_13974058,Asus,ASUS ROG -STRIX-RTX2070S-8G-GAMING NVIDIA GeForce RTX 2070 SUPER 8 GB GDDR6,"ASUS ROG ROG-STRIX-RTX2070S-8G-GAMING, GeForce RTX 2070 SUPER, 8 GB, GDDR6, 256 Bit, 7680 x 4320 Pixels, PCI Express 3.0",636.0,EUR,185643,https://www.mymediacenter.nl/asus-rog-strix-rtx2070s-8g-gaming.html,"ASUS ROG -STRIX-RTX2070S-8G-GAMING NVIDIA GeForce RTX 2070 SUPER 8 GB GDDR6. Description: ASUS ROG ROG-STRIX-RTX2070S-8G-GAMING, GeForce RTX 2070 SUPER, 8 GB, GDDR6, 256 Bit, 7680 x 4320 Pixels, PCI Express 3.0",ROG-STRIX-RTX2070S-8G-GAMING,ROG-STRIX-RTX2070S-8G-GAMING,GPU,,,,,,PCI ExpresS x16,,,,,,,GDDR6,,
products_4_33078127,ADATA,ADATA XPG SX8200 Pro PCIe M.2 2280 256GB SSD,"M.2 2280 PCIe Gen3x4, 256GB capacity, Internal Solid State Drive, Read/write up to 3500/1200MB/s, Maximum 4K random read / write IOPS : up to 220K / 290K, 2nd Generation 64-layer 3D NAND Flash 5 year warranty",129.0,NZD,1856741,https://www.laurensontechnology.com/product-page/adata-xpg-sx8200-pro-pcie-m-2-2280-256gb-ssd,"ADATA XPG SX8200 Pro PCIe M.2 2280 256GB SSD. Description: M.2 2280 PCIe Gen3x4, 256GB capacity, Internal Solid State Drive, Read/write up to 3500/1200MB/s, Maximum 4K random read / write IOPS : up to 220K / 290K, 2nd Generation 64-layer 3D NAND Flash 5 year warranty",XPG 256G SX8200 Pro,,SSD,,,,"3,500.0 MB/s",3 GB/s,,PCIe,,,,,,,,
products_4_95938519,Kingston,"Memorie USB Kingston USB Flash DriveDataTraveler® 50,32GB,, Speed2 USB 3.1, DT50/32GB","Kingston USB Flash Drive DT50/32GB- DataTraveler® 50, Speed2 USB 3.1 Gen 1 3- 110MB/s read, 15MB/s write, 32GB, Metal casing with red",29.41,R0N,1856804,https://www.ideall.ro/magazin-memorii-usb/kingston/Memorie-USB-Kingston-USB-Flash-Drive-DataTraveler-50-32GB-Speed2-USB-3-1-DT50-32GB--191716,"Memorie USB Kingston USB Flash DriveDataTraveler® 50,32GB,, Speed2 USB 3.1, DT50/32GB. Description: Kingston USB Flash Drive DT50/32GB- DataTraveler® 50, Speed2 USB 3.1 Gen 1 3- 110MB/s read, 15MB/s write, 32GB, Metal casing with red",DataTraveler® 50,DT50/32GB,USB_STICK,,,,110.0 MB/s,15.0,USB 3.0,,,,,,,,Metal casing with red,
products_4_53937881,Gigabyte,Gigabyte Radeon RX 5500 XT OC 4G,"Grafikkort, PCI-Express 4.0, 4GB GDDR6, Navi",2299.0,SEK,1857431,https://www.komplett.se/product/1149428/datorutrustning/datorkomponenter/grafikkort/gigabyte-radeon-rx-5500-xt-oc-4g,"Gigabyte Radeon RX 5500 XT OC 4G. Description: Grafikkort, PCI-Express 4.0, 4GB GDDR6, Navi",Radeon RX 5500 XT OC 4G,,GPU,,,,,,PCIe 4.0,,,,,,,GDDR6,,
products_4_62327624,Dell,HDD 600 Gb SAS 2.0 Seagate Cheetah 15K.7 ST3600057SS 3.5,: SAS;: 3.6Idle;,23214.0,RUB,1882499,http://shop.irsural.ru/comp/catalog/hdd/sas/product-61977.html,HDD 600 Gb SAS 2.0 Seagate Cheetah 15K.7 ST3600057SS 3.5. Description: : SAS;: 3.6Idle;,Cheetah,,HDD,,,558.79 GiB,,,SAS,SAS,,,,,3.5-inch SAS,,,3.5-inch
products_4_61015432,,Dysk SSD M.2 Silicon Power A80 1TB PCI-e,SP001TBP34A80M28,629.0,PLN,1902459,"http://kozak.pl/p7329,dysk-ssd-m2-silicon-power-a80-1tb-pci-e.html",Dysk SSD M.2 Silicon Power A80 1TB PCI-e. Description: SP001TBP34A80M28,A80,,SSD,,,931.32 GiB,,,PCIe,M.2,,,,,M.2,,,
products_4_18535041,Seagate,SEAGATE 2TBBACKUP PLUS SLIM BLACK EXTERNAL HARD DRIVE (STHN2000400),ZERO PAYMENT GATEWAY CHARGES FREE TRANSIT INSURANCE,6095.0,INR,192564,https://starcomp.in/seagate-2tb-backup-plus-slim-black-external-hard-drive-sthn2000400.html,SEAGATE 2TBBACKUP PLUS SLIM BLACK EXTERNAL HARD DRIVE (STHN2000400). Description: ZERO PAYMENT GATEWAY CHARGES FREE TRANSIT INSURANCE,BACKUP PLUS SLIM,STHN2000400,,,,1862.65 GiB,,,,,,,,,,,,
products_4_62044328,Kingston,Kingston DataTraveler 50 64GB USB 3.0 Metal/Blue Kingston,"Kingston DataTraveler 50 64GB USB 3.0, metal and blue by Kingston",13.99,RON,1925917,https://www.fotofabrikas.lt/items/USB-laikmenos/USB-raktai/8617a3d.2-Kingston-DataTraveler-50-64GB-USB-3-0-MetalBlue-Kingston.html,Kingston DataTraveler 50 64GB USB 3.0 Metal/Blue Kingston. Description: Kingston DataTraveler 50 64GB USB 3.0 Metal/Blue Kingston,DataTraveler 50,,USB_STICK,,,59.60 GiB,,,USB 3.0,,,,,,,,Metal/Blue,
products_4_59583035,Western Digital,WD Blue SN550 250GB M.2 PCIe NVMe SSD/Solid State Drive,Western Digital Blue SN550 M.2 NVMe SSD with 250GB capacity and 2400/1750 MB/s speeds,65.0,,1929165,https://www.computervalley.it/product_info.php?products_id=29586,Western Digital Blue SN550 SSD 250GB M.2 NVMe 2400/1750 MB/s. Description: Western Digital Blue SN550 SSD 250GB M.2 NVMe 2400/1750 MB/s,Blue SN550,,SSD,,,250.0,"2,400.0 MB/s",1750.0,,,,,,,,,,
products_4_23589087,Kingston,"Memorie USB Kingston DataTraveler MicroDuo, 64GB, USB 3.0, OTG - DTDUO3/64GB","Memorie USB Kingston DataTraveler MicroDuo, 64GB, USB 3.0, OTG - DTDUO3/64GB",127.0,RON,1935475,http://shop.avansoft.ro/cumpara/memorie-usb-kingston-datatraveler-microduo-64gb-usb-3-0-otg-dtduo3-12934,"Memorie USB Kingston DataTraveler MicroDuo, 64GB, USB 3.0, OTG - DTDUO3/64GB. Description: Memorie USB Kingston DataTraveler MicroDuo, 64GB, USB 3.0, OTG - DTDUO3/64GB",DataTraveler,DTDUO3/64GB,USB_STICK,,,59.60 GiB,,,,,,,,,,,,
products_4_37637412,EVGA,"EVGA GeForce GT 1030 SC 2GB GDDR5, Low Profile","GeForce GT 1030 SC Low Profile Single-Fan 2GB GDDR5 3.0 PCIe Graphics Card. Accelerate your entire PC experience with the fast: powerful EVGA GeForce GT 1030 graphics card. Its award-winning NVIDIA Pascal architecture, powerful graphics engine, and state-of-the-art technologies give you the performance upgrade you need to drive today's most demanding PC applications. Unleash your creativity with stunning HD video and picture editing and enjoy incredible gaming. Now, you can do it all 2X faster than with Intel Core i5 integrated graphics. You can even get easy driver updates and one-click game optimization with GeForce Experience.",110.38,USD,1943588,http://atdcomputers.com/evga-geforce-gt-1030-sc-2gb-gddr5-low-profile.html,"EVGA GeForce GT 1030 SC 2GB GDDR5, Low Profile. Description: Quick Overview384 Pixel Pipelines1290 MHz Base Clock1544 MHz Boost Clock31.0GT/s Texture Fill Rate2GB GDDR5",GeForce GT 1030 SC,,GPU,,2.0,,,,,,,,,,,,,Low Profile
products_4_25881827,MSI,MSI RTX2060 VENTUS XS 6G OC GDDR6 192Bit,DX12 PCIe 3.0 x16 expansion card with 1 HDMI and 3 DisplayPort outputs,3611.57,TRY,1952049,https://www.turtechstore.com/msi-rtx2060-ventus-xs-6g-oc-gddr6-192bit,MSI RTX2060 VENTUS XS 6G OC GDDR6 192Bit. Description: DX12 PCIE 3.0 X16 (1XHDMI 3XDP),RTX2060 VENTUS XS 6G OC,,GPU,,,,,,PCI Express x16,,,,,,,,,
products_4_58196146,,Kingston SSD A400 240GB M.2,Kingston SSD A400 240GB M.2 SSD,116.4,NOK,1955905,https://www.slot.ba/proizvod/kingston-ssd-a400-240gb-m-2,Kingston SSD A400 240GB M.2. Description: Kingston SSD A400 240GB M.2 SSD,SSD A400,,SSD,,,223.52 GiB,,,,,,,,,M.2,,,M.2 2280
products_4_33293970,Zotac,ZOTAC GAMING GeForce RTX 2060 8GB GDDR6 SUPER MINI,8GB GDDR6 memory Super Compact IceStorm 2.0 Cooling Metal Wraparound Backplate OC Scanner FireStorm Utility,1789.0,AeD,195848,https://izone365.com/product/zotac-gaming-geforce-rtx-2060-8gb-gddr6-super-mini,ZOTAC GAMING GeForce RTX 2060 8GB GDDR6 SUPER MINI. Description: 8GB GDDR6 memory Super Compact IceStorm 2.0 Cooling Metal Wraparound Backplate OC Scanner FireStorm Utility,GAMING GeForce RTX 2060 SUPER MINI,,GPU,GeForce RTX 2060,,,,,,,,,,,,,,
products_4_23170354,Western Digital,WD 4TB Red Pro 7200rpm 256MB Cache Internal NAS Hard Drive (WD4003FFBX),"4TB Hard Drive, WD4003FFBX, SATA 6GB/s Interface, IntellliPower 7200RPM Spin Speed, 256MB Cache, CMR Technology, 5 Year Warranty",169.99,GBP,195932,https://www.overclockers.co.uk/wd-4tb-red-pro-7200rpm-256mb-cache-internal-nas-hard-drive-wd4003ffbx-hd-555-wd.html,"WD 4TB Red Pro 7200rpm 256MB Cache Internal NAS Hard Drive (WD4003FFBX). Description: 4TB Hard Drive, WD4003FFBX, SATA 6GB/s Interface, IntellliPower 7200RPM Spin Speed, 256MB Cache, CMR Technology, 5 Year Warranty",Red Pro,WD4003FFBX,HDD,,,3725.29 GiB,,,SATA,,,,,,,,,
products_4_75629761,Western Digital,Hard disk 6TB - WD PURPLE Surveillance,"Hard disk special conceput pentru sistemele de supraveghere video cuutilizare 24 de ore, 7 zile / saptamana.Model / producator:Western DigitalCapacitate:6TBForma:3.5-inchRoHS:DaRata maxima de transfer:Buffer to host: 6 Gb/sRata maxima de transfer:600 MB/sCache (MB):64Viteza de rotatie",849.54,,196642,https://www.wifistore.ro/cumpara/hard-disk-6tb-wd-purple-surveillance-33754,"Hard disk 6TB - WD PURPLE Surveillance. Description: Hard disk special conceput pentru sistemele de supraveghere video cuutilizare 24 de ore, 7 zile / saptamana.Model / producator:Western DigitalCapacitate:6TBForma:3.5-inchRoHS:DaRata maxima de transfer:Buffer to host: 6 Gb/sRata maxima de transfer:600 MB/sCache (MB):64Viteza de rotatie",PURPLE Surveillance,,HDd,,,5587.94 GiB,600.0 MB/s,,,,,,,,3.5-inch SATA,,,
products_4_85843294,Hewlett Packard,872491-B21 HP G8-G10 4-TB 6G 7.2K 3.5 SATA SC,Description:HP 4TB 3.5-inch LFF SATA 6Gb/s 7.2K RPM512n Gen10) (MDL) Digitally Signed (DS) Hot-Plug Hard Drivein G8 G9 G10 (Gen8 Gen9 Midline SmartDrive Carrier (SC)(as pictured)For HP G8 G9 G10 Proliant SATA Servers and select Storage ArraysGenuine HP serial number and firmwareGenuine HP Certified Hard DrivePart Number(s)Option Part# 872491-B21SmartBuy Part# 872491-S21Spare Part# 872772-001,"7.728.343,89",VND,1997951,https://mitgroup.vn/san-pham/872491-b21-hp-g8-g10-4-tb-6g-7-2k-3-5-sata-sc,872491-B21 HP G8-G10 4-TB 6G 7.2K 3.5 SATA SC. Description: Description:HP 4TB 3.5-inch LFF SATA 6Gb/s 7.2K RPM512n Midline (MDL) Digitally Signed (DS) Hot-Plug Hard Drivein G8 G9 G10 (Gen8 Gen9 Gen10) SmartDrive Carrier (SC)(as pictured)For HP G8 G9 G10 Proliant SATA Servers and select Storage ArraysGenuine HP serial number and firmwareGenuine HP Certified Hard DrivePart Number(s)Option Part# 872491-B21SmartBuy Part# 872491-S21Spare Part# 872772-001,G8-G10,,HDD,,,3725.29 GiB,,,SATA,,,,,,,,,
products_4_87116717,Kingston,"Memorie USB Kingston DataTraveler 80, 256GB, USB-C 3.2 Gen 1 - DT80/256GB","Memorie USB DataTraveler 80, 256GB, USB-C 3.2 Gen 1 - DT80/256GB",276.0,RON,2014983,http://shop.avansoft.ro/cumpara/memorie-usb-kingston-datatraveler-80-256gb-usb-c-3-2-gen-1-dt80-256gb-13889,Kingston 256GB DataTraveler 80 DT80/256GB USB 3.2 Type-C Flash Drive. Description: DT80/256GB MBF 256GB USB 3.2 Type-C Flash Drive r200MBs w60MB/s Kingston DataTraveler 80 Black/Silver Rectangular Retail,,DT80/256GB,USB_STICK,,,238.42 GiB,,,USB 3.0,,,,,,,,,
products_4_6555172,Hcwlett Packard Enterprise,HPE 900Gb Sas 15K Sff Sc Ds HDd,"OverviewDo your servers need high-performance enterprise hard drives for both your mission-critical and I/O-intensive applications? HPE Server Enterprise Hard Drives offer the highest level of performance and reliability for your most demanding application workloads. Enterprise drives help you improve server response times, power more transactions per second, and accelerate data transfer (I/O) speeds. HPE Server Enterprise Hard Drives are backed by over 3.35 million hours of the industry’s most rigorous testing and qualification program, ensuring customers' reliable, rugged drives. Prevent unauthorized access to your data with HPE Digitally Signed Firmware. It provides the security and assurance that drive firmware comes from a trusted source and protects against malicious attacks. The self-describing icons on the HPE Smart Carrier takes the guesswork out of a drive’s status, and a “do not remove” button prevents data loss from human error.FeaturesPerformance and Reliability for Any WorkloadHPE Server Enterprise Hard Drives are ideal for transaction processing, database applications, Big Data analytics, and high-performance computing.Broad portfolio of customized solutions provide up to 2.4 TB of storage.Efficient drives provide power for space constrained data centers.Latest 12G SAS interface for increased performance.Stable and consistent portfolio of drives offering long life cycles and steady supply.Tech SpecsGENERALDevice TypeHard drive - hot-swapCapacity900 GBForm Factor2.5\"" SFFInterfaceSAS 12Gb/sBytes per Sector512FeaturesAdvanced format 512n, Digitally Signed FirmwareWidth75.7 mmDepth118.7 mmHeight15.6 mmBundled withHPE SmartDrive carrierPERFORMANCEDrive Transfer Rate1.2 GBps (external)Seek Time2.72 ms (average) / 5.36 ms (max)Track-to-Track Seek Time0.22 msSpindle Speed15000 rpmEXPANSION & CONNECTIVITYInterfaces1 x SAS 12 Gb/sCompatible Bay2.5\"" SFFMANUFACTURER WARRANTYService & SupportLimited warranty - 3 yearsENVIRONMENTAL PARAMETERSMin Operating Temperature10 CMax Operating Temperature35 CCOMPATIBILITY INFORMATIONDesigned ForHPE ProLiant BL460c Gen10 (2.5\""), DL20 Gen9 (2.5\""), DL20 Gen9 Base (2.5\""), DL20 Gen9 Entry (2.5\""), DL20 Gen9 Performance (2.5\""), DL20 Gen9 Solution (2.5\""), DL20 Gen9 Special Server (2.5\""), DL360 Gen10 (2.5\""), DL360 Gen10 Base (2.5\""), DL360 Gen10 Entry (2.5\""), DL360 Gen10 High Performance (2.5\""), DL360 Gen10 Low (2.5\""), DL360 Gen10 Performance (2.5\""), DL360 Gen10 Solution (2.5\""), DL360 Gen9 CMS (2.5\""), DL360 Gen9 Special Server (2.5\""), DL380 Gen10 (2.5\""), DL380 Gen10 Base (2.5\""), DL380 Gen10 Entry (2.5\""), DL380 Gen10 High Performance (2.5\""), DL380 Gen10 Performance (2.5\""), DL380 Gen10 Solution (2.5\""), DL380 Gen9 Special (2.5\""), DL385 Gen10 (2.5\""), DL385 Gen10 Base (2.5\""), DL385 Gen10 Entry (2.5\""), DL385 Gen10 High-Performance (2.5\""), (2.5\""), Gen10 Performance (2.5\""), DL385 Gen10 Solution (2.5\""), DL388 Gen9 (2.5\""), DL388 Gen9 Base (2.5\""), DL560 Gen10 (2.5\""), DL560 Gen10 Base (2.5\""), DL560 Gen10 Entry DL385 DL560 Gen10 Performance (2.5\""), DL580 Gen9 Base (2.5\""), DL580 Gen9 Database (2.5\""), DL580 Gen9 High Performance (2.5\""), DL580 Gen9 SAP HANA Scale-up Base Configuration (2.5\""), ML110 Gen10 (2.5\""), ML110 Gen10 Performance (2.5\""), ML110 Gen10 Solution (2.5\""), ML30 Gen9 Entry (2.5\""), ML30 Gen9 Solution (2.5\""), ML350 Gen10 (2.5\""), ML350 Gen10 Base (2.5\""), ML350 Gen10 Entry (2.5\""), ML350 Gen10 Performance (2.5\""), ML350 Gen10 Solution (2.5\""), ML350 Gen10 Sub-Entry (2.5\""), XL170r Gen10 (2.5\""), XL230k Gen10 Compute Tray (2.5\""), XL450 Gen10 (2.5\"") HPE Synergy 480 Gen10 Base Compute Module (2.5\""), 480 Gen10 Entry Compute Module (2.5\""), 480 Gen10 Performance Compute Module (2.5\""), 480 Gen10 Premium Backplane Compute Module (2.5\""), 480 Gen10 Standard BackPlane Compute Module (2.5\""), 480 Gen10 w/o Drives Compute Module (2.5\""), 660 Gen10 Base Compute Module (2.5\""), 660 Gen10 Compute Module (2.5\""), 660 Gen10 Entry Compute Module (2.5\""), 660 Gen10 Performance Compute Module (2.5\""), 660 Gen10 Premium Compute Module (2.5\"")",827.95,AUD,2022564,https://www.techtide.com.au/products/870759-b21,"HPE 900Gb Sas 15K Sff Sc Ds HDd. Description: OverviewDo your servers need high-performance enterprise hard drives for both your mission-critical and I/O-intensive applications? HPE Server Enterprise Hard Drives offer the highest level of performance and reliability for your most demanding application workloads. Enterprise drives help you improve server response times, power more transactions per second, and accelerate data transfer (I/O) speeds. HPE Server Enterprise Hard Drives are backed by over 3.35 million hours of the industry’s most rigorous testing and qualification program, ensuring customers' reliable, rugged drives. Prevent unauthorized access to your data with HPE Digitally Signed Firmware. It provides the security and assurance that drive firmware comes from a trusted source and protects against malicious attacks. The self-describing icons on the HPE Smart Carrier takes the guesswork out of a drive’s status, and a “do not remove” button prevents data loss from human error.FeaturesPerformance and Reliability for Any WorkloadHPE Server Enterprise Hard Drives are ideal for transaction processing, database applications, Big Data analytics, and high-performance computing.Broad portfolio of customized solutions provide up to 2.4 TB of storage.Efficient drives provide power for space constrained data centers.Latest 12G SAS interface for increased performance.Stable and consistent portfolio of drives offering long life cycles and steady supply.Tech SpecsGENERALDevice TypeHard drive - hot-swapCapacity900 GBForm Factor2.5\"" SFFInterfaceSAS 12Gb/sBytes per Sector512FeaturesAdvanced format 512n, Digitally Signed FirmwareWidth75.7 mmDepth118.7 mmHeight15.6 mmBundled withHPE SmartDrive carrierPERFORMANCEDrive Transfer Rate1.2 GBps (external)Seek Time2.72 ms (average) / 5.36 ms (max)Track-to-Track Seek Time0.22 msSpindle Speed15000 rpmEXPANSION & CONNECTIVITYInterfaces1 x SAS 12 Gb/sCompatible Bay2.5\"" SFFMANUFACTURER WARRANTYService & SupportLimited warranty - 3 yearsENVIRONMENTAL PARAMETERSMin Operating Temperature10 CMax Operating Temperature35 CCOMPATIBILITY INFORMATIONDesigned ForHPE ProLiant BL460c Gen10 (2.5\""), DL20 Gen9 (2.5\""), DL20 Gen9 Base (2.5\""), DL20 Gen9 Entry (2.5\""), DL20 Gen9 Performance (2.5\""), DL20 Gen9 Solution (2.5\""), DL20 Gen9 Special Server (2.5\""), DL360 Gen10 (2.5\""), DL360 Gen10 Base (2.5\""), DL360 Gen10 Entry (2.5\""), DL360 Gen10 High Performance (2.5\""), DL360 Gen10 Low (2.5\""), DL360 Gen10 Performance (2.5\""), DL360 Gen10 Solution (2.5\""), DL360 Gen9 CMS (2.5\""), DL360 Gen9 Special Server (2.5\""), DL380 Gen10 (2.5\""), DL380 Gen10 Base (2.5\""), DL380 Gen10 Entry (2.5\""), DL380 Gen10 High Performance (2.5\""), DL380 Gen10 Performance (2.5\""), DL380 Gen10 Solution (2.5\""), DL380 Gen9 Special (2.5\""), DL385 Gen10 (2.5\""), DL385 Gen10 Base (2.5\""), DL385 Gen10 Entry (2.5\""), DL385 Gen10 High-Performance (2.5\""), DL385 Gen10 Performance (2.5\""), DL385 Gen10 Solution (2.5\""), DL388 Gen9 (2.5\""), DL388 Gen9 Base (2.5\""), DL560 Gen10 (2.5\""), DL560 Gen10 Base (2.5\""), DL560 Gen10 Entry (2.5\""), DL560 Gen10 Performance (2.5\""), DL580 Gen9 Base (2.5\""), DL580 Gen9 Database (2.5\""), DL580 Gen9 High Performance (2.5\""), DL580 Gen9 SAP HANA Scale-up Base Configuration (2.5\""), ML110 Gen10 (2.5\""), ML110 Gen10 Performance (2.5\""), ML110 Gen10 Solution (2.5\""), ML30 Gen9 Entry (2.5\""), ML30 Gen9 Solution (2.5\""), ML350 Gen10 (2.5\""), ML350 Gen10 Base (2.5\""), ML350 Gen10 Entry (2.5\""), ML350 Gen10 Performance (2.5\""), ML350 Gen10 Solution (2.5\""), ML350 Gen10 Sub-Entry (2.5\""), XL170r Gen10 (2.5\""), XL230k Gen10 Compute Tray (2.5\""), XL450 Gen10 (2.5\"") HPE Synergy 480 Gen10 Base Compute Module (2.5\""), 480 Gen10 Entry Compute Module (2.5\""), 480 Gen10 Performance Compute Module (2.5\""), 480 Gen10 Premium Backplane Compute Module (2.5\""), 480 Gen10 Standard BackPlane Compute Module (2.5\""), 480 Gen10 w/o Drives Compute Module (2.5\""), 660 Gen10 Base Compute Module (2.5\""), 660 Gen10 Compute Module (2.5\""), 660 Gen10 Entry Compute Module (2.5\""), 660 Gen10 Performance Compute Module (2.5\""), 660 Gen10 Premium Compute Module (2.5\"")",900Gb Sas 15K Sff Sc Ds HDd,,HDD,,,838.19 GiB,,,,,75.7,,15.6,,"2.5"" SFF",,,2.5-inch
products_4_22363612,Gigabyte,Gigabyte AORUS RGB NVMe 512GB M.2 SSD,"(Solid, 512GB, AORUS, Drive), Gigabyte, M.2, NVMe, RGB, SSD, State",100.0,EUR,2045439,https://www.megekko.nl/product/5093/250393/SSD-M-2/Gigabyte-AORUS-RGB-NVMe-512GB-M-2-SSD,"Gigabyte AORUS RGB NVMe 512GB M.2 SSD. Description: (Solid, 512GB, AORUS, Drive), Gigabyte, M.2, NVMe, RGB, SSD, State",AORUS RGB NVMe,,,,,476.84 GiB,,,,NVMe,,,,,,,,M.2 2280
products_4_51713711,Gigabyte,Gigabyte GeForce RTX 2080 Ti WINDFORCE 11GB GDDR6,"GeForce RTX 2080 Ti WINDFORCE 11GB GDDR6, GeForce RTX 2080 Ti, 11 GB, GDDR6, 352 bit, 7680 x 4320 Pixeles, PCI Express 3.0",1198.81,EUR,205977,https://powertechbcn.com/es/tarjetas-graficas/680-gigabyte-geforce-rtx-2080-ti-windforce-11gb-gddr6-4719331303815.html,"Gigabyte GeForce RTX 2080 Ti WINDFORCE 11GB GDDR6. Description: GeForce RTX 2080 Ti WINDFORCE 11GB GDDR6, GeForce RTX 2080 Ti, 11 GB, GDDR6, 352 bit, 7680 x 4320 Pixeles, PCI Express 3.0",GeForce RTX 2080 Ti WINDFORCE,,GPU,GeForce RTX 2080 Ti,,,,,,,,,,,,,,
products_4_21961368,Asus,ASUS GeForce RTX 3080 TUF OC GAMING,"Grafikkort, PCI-Express 4.0, 10GB GDDR6X, Ampere",5849.0,DKK,2082644,https://www.komplett.dk/product/1168491/hardware/pc-komponenter/grafikkort/asus-geforce-rtx-3080-tuf-oc-gaming,"ASUS GeForce RTX 3080 TUF OC GAMING. Description: Grafikkort, PCI-Express 4.0, 10GB GDDR6X, Ampere",GeForce RTX 3080 TUF OC GAMING,,GPU,,,,,,PCIe 4.0,,,,,,,,,
products_4_76264958,Sapphire,Sapphire Radeon RX 580 8GB Pulse Graphics Card,"Available  CCL: Sapphire Radeon RX 580 Pulse 8GB Graphics Card. HDMI, DVI and DisplayPort inputs. Direct X 12 Support. VR Ready.",,,2111798,https://www.cclonline.com/product/232085/11265-05-20G/Graphics-Cards/Sapphire-PULSE-Radeon-RX-580-8GB-Graphics-Card-PCI-E-DVI-D-HDMI-DisplayPort-/VGA3827,"Sapphire Radeon RX 580 8GB Pulse Graphics Card. Description: Available @ CCL: Sapphire Radeon RX 580 Pulse 8GB Graphics Card. HDMI, DVI and DisplayPort inputs. Direct X 12 Support. VR Ready.",Radeon RX 580 8GB Pulse,,GPU,,7.45 GiB,,,,,,,,,,,,,
products_4_71540353,EVGA,EVGA GeForce RTX 2080 Ti K|NGP|N Gaming,"EVGA GeForce RTX 2080 Ti Kingpin Gaming (Base:1350MHz,Boost:1770MHz), 11GB GDDR6 (14000MHz), PCI-E 3.0, DisplayPort 1.4, 2x Mini-DisplayPort 1.4, HDMI 2.0b, USB Type-C, iCX2 Hybrid Cooling, OLED Display",3599.0,AUD,2118319,https://www.scorptec.com.au/product/Graphics-Cards/NVIDIA/79346-11G-P4-2589-KR,"EVGA GeForce RTX 2080 Ti Kingpin Gaming (Base:1350MHz,Boost:1770MHz), 11GB GDDR6 (14000MHz), PCI-E 3.0, DisplayPort 1.4, 2x Mini-DisplayPort 1.4, HDMI 2.0b, USB Type-C, iCX2 Hybrid Cooling, OLED Display. Description: EVGA GeForce RTX 2080 Ti Kingpin Gaming (Base:1350MHz,Boost:1770MHz), 11GB GDDR6 (14000MHz), PCI-E 3.0, DisplayPort 1.4, 2x Mini-DisplayPort 1.4, HDMI 2.0b, USB Type-C, iCX2 Hybrid Cooling, OLED Display",GeForce RTX 2080 Ti Kingpin Gaming,,GPU,,11.0,,,,PCI Express x16,,,,,,,GDDR6,,
