id,brand,title,description,price,priceCurrency,cluster_id,product_url,title_description,model,model_number,product_type,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,width_mm,length_mm,height_mm,weight_g,storage_connection_type,memory_type,color,form_factor
products_1_59897811,Asus,ASUS GeForce GTX 1660 6GB Phoenix Boost Graphics Card,"Available  CCL, this ASUS GeForce GTX 1660 Phoenix 6GB Graphics Card is VR Ready and has HDMI, DVI and DisplayPort outputs with Direct X 12 support.",295.40,GBP,2222418,https://www.cclonline.com/product/275474/90YV0CU1-M0NA00/Graphics-Cards/ASUS-GeForce-GTX-1660-Phoenix-6GB-Graphics-Card/VGA5496,"ASUS GeForce GTX 1660 6GB Phoenix Boost Graphics Card. Description: Available @ CCL, this ASUS GeForce GTX 1660 Phoenix 6GB Graphics Card is VR Ready and has HDMI, DVI and DisplayPort outputs with Direct X 12 support.",Phoenix PH-GTX1660-6G,,GPU,GeForce GTX 1660,6.0,,,,,,,,,,,,,
products_1_23748436,ADATA,A-Data XPG SX8200 Pro M.2 SSD - 2TB,"Solid State Drive, 2 TB, intern, M.2 2280, PCI Express 3.0 x4 (NVMe)",3760.52,NOK,2223182,https://www.proshop.no/SSD/A-Data-XPG-SX8200-Pro-M2-SSD-2TB/2800305,"A-Data XPG SX8200 Pro M.2 SSD - 2TB. Description: Solid State Drive, 2 TB, intern, M.2 2280, PCI Express 3.0 x4 (NVMe)",XPG SX8200 Pro,,SSD,,,,,,PCI Express x4,,,,,,M.2,,,
products_1_12081605,Patriot,Patriot Xporter 32GB USB2.0 Flash Drive Black,"Small, stylish, and always ready to go, the Patriot Memory Xporter Pulse delivers excellent transfer speeds and comes equipped with an all-aluminum housing for best in class protection. The Patriot Memory Xporter Pulse provides the perfect small form factor solution for excellent portability.DESCRIPTIONUSB2.0 Flash Drive32GB StoragePlug and Play",215.51,,22421570,https://owcomputers.co.za/product/patriot-xporter-32gb-usb2-0-flash-drive-black,"Patriot Xporter 32GB USB2.0 Flash Drive Black. Description: Small, stylish, and always ready to go, the Patriot Memory Xporter Pulse delivers excellent transfer speeds and comes equipped with an all-aluminum housing for best in class protection. The Patriot Memory Xporter Pulse provides the perfect small form factor solution for excellent portability.DESCRIPTIONUSB2.0 Flash Drive32GB StoragePlug and Play",Xporter,,,,,32.0,,,USB 2.0,,,,,,,,Black,
products_1_33916475,Asus,ASUS NVIDIA GeForce RTX 2060 6GB TUF Gaming Turing Graphics Card,"ASUS GeForce RTX 2060 TUF Gaming 6GB GDDR6 VR Ready Graphics Card, 1920 Core, 1365MHz GPU, 1689MHz Boost",408.05,GBP,2254265,https://www.scan.co.uk/products/asus-geforce-rtx-2060-tuf-gaming-6gb-gddr6-vr-ready-graphics-card-1920-core-1365mhz-gpu-1689mhz-boos,"ASUS NVIDIA GeForce RTX 2060 6GB TUF Gaming Turing Graphics Card. Description: ASUS GeForce RTX 2060 TUF Gaming 6GB GDDR6 VR Ready Graphics Card, 1920 Core, 1365MHz GPU, 1689MHz Boost",GeForce RTX 2060 TUF Gaming,,,GeForce RTX 2060,6.0,,,,,,,,,,,GDDR6,,
products_1_23694723,Kingston,Kingston DataTraveler® G4 8GB USB3.0 Flash Drive - DTIG4/8GB,"USB 3.0 in a colourful designKingston’s DataTraveler® Generation 4 (DTIG4) USB Flash drive features USB 3.0 for quick and easy transfers of music, video and more. Its practical design and fashionable colours make it ideal for everyday use at work, home, school or wherever you need to take your data. It’s backwards compatible with existing USB 2.0 ports, allowing 2.0 users to migrate to 3.0 in the future without replacing their drive. DTIG4 is available in capacities of up to 128GB* and is backed by a five-year warranty, free technical support and legendary Kingston® reliability.- Available in multiple colours by capacity- Large, colourful loop easily attaches to key rings- Practical cap protects the USB plug and your data- Customisable with your logo and/or digital files* Some of the listed capacity on a Flash storage device is used for formatting and other functions and is thus not available for data storage. As such, the actual available capacity for data storage is less than what is listed on the products. For more information, go to Kingston’s Flash Memory Guide at kingston.com/flashguide.",3.99,RON,225543,https://www.e4deal.com/product/kingston-technology-datatraveler-g4-usb-flash-drive-8-gb-usb-type-a-3-0-3-1-gen-1-whiteyellow,"Kingston Technology DataTraveler G4 USB flash drive 8 GB USB Type-A 3.0 (3.1 Gen 1) White,Yellow. Description: USB 3.0 in a colourful designKingston’s DataTraveler® Generation 4 (DTIG4) USB Flash drive features USB 3.0 for quick and easy transfers of music, video and more. Its practical design and fashionable colours make it ideal for everyday use at work, home, school or wherever you need to take your data. It’s backwards compatible with existing USB 2.0 ports, allowing 2.0 users to migrate to 3.0 in the future without replacing their drive. DTIG4 is available in capacities of up to 128GB* and is backed by a five-year warranty, free technical support and legendary Kingston® reliability.- Available in multiple colours by capacity- Large, colourful loop easily attaches to key rings- Practical cap protects the USB plug and your data- Customisable with your logo and/or digital files* Some of the listed capacity on a Flash storage device is used for formatting and other functions and is thus not available for data storage. As such, the actual available capacity for data storage is less than what is listed on the products. For more information, go to Kingston’s Flash Memory Guide at kingston.com/flashguide.",DataTraveler G4,DTIG4/8GB,USB_STICK,,,7.45 GiB,,,USB 3.0,USB Type-A,,,,,USB Type-A,,"White,Yellow",
products_1_86482658,Sandisk,Sandisk Cruzer Blade CZ50 USB 2.0 8GB,SanDisk Cruzer Blade 8GB - Flash Drive,24.23,MYR,2263429,https://cresdo.com/Sandisk-Cruzer-Blade-CZ50-USB-2-0-8GB-p126972260,"Sandisk Cruzer Blade CZ50 USB 2.0 8GB. Description: Enjoy Ample Capacities and Maximum Portability With its stylish, compact design and generous capacity, the Cruzer Blade USB Flash Drive makes it easy to back up, transfer, and share your files. Available in capacities up to 128GB, this USB drive lets you carry your photos, movies, music, and personal data wherever you go. Compact Design for Maximum Portability The Cruzer Blade USB Flash Drive",Cruzer Blade,CZ50,USB_STICK,,,8.0,,,USB,,,,,,,,,
products_1_87560329,Gigabyte,Gigabyte AORUS NVIDIA GeForce RTX 2080 SUPER 8GB WATERFORCE WB Turing Graphics Card,"Gigabyte GeForce RTX 2080 SUPER AORUS WATERFORCE WB 8GB GDDR6 Ray-Tracing GPU, 3072 Core, 1650MHz Core, 1860MHz Boost",1071.14,GBP,227533,https://www.scan.co.uk/products/gigabyte-geforce-rtx-2080-super-aorus-waterforce-wb-8gb-gddr6-ray-tracing-gpu-3072-core-1650mhz-core,"Gigabyte AORUS NVIDIA GeForce RTX 2080 SUPER 8GB WATERFORCE WB Turing Graphics Card. Description: Gigabyte GeForce RTX 2080 SUPER AORUS WATERFORCE WB 8GB GDDR6 Ray-Tracing GPU, 3072 Core, 1650MHz Core, 1860MHz Boost",AORUS NVIDIA GeForce RTX 2080 SUPER 8GB WATERFORCE WB,,GPU,GeForce RTX 2080 Super,,,,,,,,,,,,,,
products_1_23418968,Seagate,Seagate 4TB Enterprise 3.5 inch SATA 7200 RPM Hard Drive | Discount Computer Needs,"View and shop for Seagate 4TB Enterprise 3.5 inch SATA 7200 RPM Hard Drive, Internal Hard Disk Drives, and many more products at Discount Computer Needs.",701.35,Kč,2280795,https://www.discountcomputerneeds.com.au/products/seagate-4tb-enterprise-3-5-inch-sata-7200-rpm-hard-drive,"Seagate 4TB Enterprise 3.5 inch SATA 7200 RPM Hard Drive | Discount Computer Needs. Description: View and shop for Seagate 4TB Enterprise 3.5 inch SATA 7200 RPM Hard Drive, Internal Hard Disk Drives, and many more products at Discount Computer Needs.",4TB Enterprise,,HDD,,,"3,725.29 GiB",,,SAS,SATA III,,,,,3.5-inch SATA,,,3.5-inch
products_1_94807470,ADATA,"A-DATA DashDrive UV128 32GB Black+Blue USB 3.0 Flash Drive, Retail",​ ADATA UV128 is a USB 3.0 capless flash drive with retractable USB connector and superior 90/40MB/s read/write performance (128GB model). Full USB 2.0 backward compatibility ensures seamless data sharing among various devices supporting both standards without unwanted loss of data.,14.99,CAD,229034,https://razzaks.com/products/copy-of-vtech-cs6529-2-dect-6-0-phone-answering-system-with-caller-id-call-waiting-2-cordless-handsets-silver-black-refurbished,"ADATA USB Drive DashDrive Series UV128 32GB USB 3.0, Black/Blue (AUV128-32G-RBE) - New. Description: ADATA DashDrive Series UV128 32GB USB 3.0 Flash Drive, Black/Blue (AUV128-32G-RBE)NewUSB 3.0 High-Speed Transmission Interface^R/W: 40/20MBs^Easy Thumb Activated Capless Design^Graceful and Minimalist Design",DashDrive UV128,AUV128-32G-RBE,USB_STICK,,,32.0,0.04 GB/s,20.0,USB 3.0,,,,,,,,Black/Blue,
products_1_44921379,Seagate,10TB - Seagate Enterprise SAS 12Gb/s - ST10000NM0096,Seagate Enterprise Capacity 3.5'' HDD 10TB (Helium) 7200 RPM SAS 12Gb/s 256MB Cache Standard Internal Hard Drive ST10000NM0096.Utilizes the latest hermetic technology to support higher data rate heads and pin counts for extreme thermal conditions. The new 10TB Helium SAS drive from Seagate is a proven enterprise-class drive with a reliability of 2.5 million hr MTBF.,442.23,USD,2303429,https://qnapdirect.com/products/10tb-seagate-enterprise-hdd-helium-sas-12gb-s-st10000nm0096,10TB - Seagate Enterprise SAS 12Gb/s - ST10000NM0096. Description: Seagate Enterprise Capacity 3.5'' HDD 10TB (Helium) 7200 RPM SAS 12Gb/s 256MB Cache Standard Internal Hard Drive ST10000NM0096.Utilizes the latest hermetic technology to support higher data rate heads and pin counts for extreme thermal conditions. The new 10TB Helium SAS drive from Seagate is a proven enterprise-class drive with a reliability of 2.5 million hr MTBF.,Enterprise Capacity,ST10000NM0096,HDD,,,10000.0,,,SAS,SAS,,,,,3.5'',,,3.5-inch
products_1_24041154,Sabrent,Sabrent Rocket Q 1TB NVMe PCIe M.2 2280 Internal SSD High Performance Solid State Drive R/W 3200/2000 MB/s (SB-RKTQ-1TB),Sabrent Rocket Q 1TB NVMe PCIe M.2 2280 Internal SSD High Performance Solid State Drive R/W 3200/2000 MB/s (SB-RKTQ-1TB),153.01,USD,2313670,https://www.newegg.com/sabrent-rocket-q-1tb/p/0D9-001Y-00024?Item=9SIAME8ARP9899&IsFeedbackTab=true,Sabrent Rocket Q 1TB NVMe PCIe M.2 2280 Internal SSD High Performance Solid State Drive R/W 3200/2000 MB/s (SB-RKTQ-1TB). Description: Sabrent Rocket Q 1TB NVMe PCIe M.2 2280 Internal SSD High Performance Solid State Drive R/W 3200/2000 MB/s (SB-RKTQ-1TB),Rocket Q,,SSD,,,1000.0,,,PCIe,NVMe,,,,,M.2,,,M.2 2180
products_1_67813666,Intel,"Intel DC S4500 2.5\"" SSD Series - 1.9TB",Capacity: 1.9 TBBus: SATAIIIFormat: 2.5Speed: 500 MBps (read) / 490 MBps (write)Random Read (4K): 72.000 IOPSRandom Entry (4K): 33.000 IOPSLifetime:3270 TBWTechnology: TLC,10457.79,USD,2320995,https://www.proshop.no/SSD/Intel-DC-S4500-25-SSD-Series-19TB/2625987,"Intel DC S4500 2.5\"" SSD Series - 1.9TB. Description: Solid State Drive, kryptert, 1.9 TB, intern, 2.5\"", SATA 6Gb/s, 256-bit AES","DC S4500 2.5"" SSD Series",,SSD,,,1900.0,,,SATA,SATA III,,,,,2.5-inch SATA,,,2.5-inch
products_1_39822109,Asus,"Radeon RX 5500 XT EVO, 1737 - 1865MHz, 8GB Graphics GDDR6, Card","ASUS Radeon RX 5500 XT EVO (DUAL-RX5500XT-O8G-EVO). 2x Fans. 2x Fun. Delivering a pure PC gaming experience, the ASUS Dual Radeon RX 5500 XT EVO melds performance and simplicity like no other. Axial-tech fans rated with IP5X dust resistance keep things clean and cool. Auto-Extreme Technology and a protective backplate ensure all-around reliability. It's the perfect combination for a powerful plug-and-play experience.",295.59,USD,2326232,https://www.avadirect.com/Radeon-RX-5500-XT-EVO-1737-1865MHz-8GB-GDDR6-Graphics-Card/Product/13178054,"Radeon™ RX 5500 XT EVO, 1737 - 1865MHz, 8GB GDDR6, Graphics Card. Description: ASUS Radeon™ RX 5500 XT EVO (DUAL-RX5500XT-O8G-EVO). 2x Fans. 2x Fun. Delivering a pure PC gaming experience, the ASUS Dual Radeon™ RX 5500 XT EVO melds performance and simplicity like no other. Axial-tech fans rated with IP5X dust resistance keep things clean and cool. Auto-Extreme Technology and a protective backplate ensure all-around reliability. It's the perfect combination for a powerful plug-and-play experience.",Radeon™ RX 5500 XT EVO,DUAL-RX5500XT-O8G-EVO,GPU,Radeon RX 5500 XT,7.45 GiB,,,,,,,,,,,,,
products_1_98624308,Western Digital,WD Black 2TB Performance Desktop Hard Disk Drive - 7200 RPM SATA 6 Gb/s 64MB Cache 3.5 Inch - WD2003FZEX,"WD Black performance storage is designed to enhance your PC experience across heavier computing tasks whether you are a digital artist, video editor, photographer, or gamer. Available with up to 256MB of DRAM cache on higher capacity models, the WD Black drive is optimized for drive performance so you can spend more time experiencing the things you love most.Next-generation desktop performance hard drive designed to intensify your PC experience. Performance storage available in up to 6TB capacit",140.26,USD,2329330,https://www.orion-web.net/rnwp/1982/wd-black-2tb-performance-desktop-hard-disk-drive-7200-rpm-sata-6-gb-s-64mb-cache-3-5-inch-wd2003fzex,"WD Black 2TB Performance Desktop Hard Disk Drive - 7200 RPM SATA 6 Gb/s 64MB Cache 3.5 Inch - WD2003FZEX. Description: WD Black performance storage is designed to enhance your PC experience across heavier computing tasks whether you are a digital artist, video editor, photographer, or gamer. Available with up to 256MB of DRAM cache on higher capacity models, the WD Black drive is optimized for drive performance so you can spend more time experiencing the things you love most.Next-generation desktop performance hard drive designed to intensify your PC experience. Performance storage available in up to 6TB capacit",Blafk Edition,WD2003FZEX,HDD,,,2000.0,,,SATA,SATA III,,,,,3.5-inch SATA,,,3.5-inch
products_1_50293915,Lacie,LaCie Rugged SSD Pro STHZ1000800 - solid state drive - 1 TB - USB 3.1 Gen 1,Rugged SSD Pro satisfies the cravings of filmmakers and DITs for a scratch disk with high-speed transfers and editing power for high resolution and slow-motion footage.,512.61,USD,2330443,https://m.cdwg.com/product/lacie-rugged-ssd-pro-sthz1000800-solid-state-drive-1-tb-usb-3.1-gen-1/5938085,LaCie Rugged SSD Pro STHZ1000800 - solid state drive - 1 TB - USB 3.1 Gen 1. Description: Rugged SSD Pro satisfies the cravings of filmmakers and DITs for a scratch disk with high-speed transfers and editing power for high resolution and slow-motion footage.,Rugged SSD Pro,STHZ1000800,,,,,,,USB 3.0,,,,,,,,,
products_1_14942978,Asus,ASUS Radeon RX 580 Overclocked Dual-Fan 8GB GDDR5 PCIe Video Card,Radeon RX 580 Overclocked Dual-Fan 8GB GDDR5 PCIe Video Card. The VR rebellion continues with the ASUS Dual-fan RX 580 8GB OC Edition. Auto-Extreme manufacturing technology with Super Alloy Power II components ensures premium quality and reliability while dual fans provide quieter and cooler gaming environment. GPU Tweak II with XSplit Gamecaster delivers ultimate monitoring and streaming control.,242.27,USD,2336754,https://www.microcenter.com/product/479279/asus-radeon-rx-580-overclocked-dual-fan-8gb-gddr5-pcie-video-card,ASUS Radeon RX 580 Overclocked Dual-Fan 8GB GDDR5 PCIe Video Card. Description: Radeon RX 580 Overclocked Dual-Fan 8GB GDDR5 PCIe Video Card. The VR rebellion continues with the ASUS Dual-fan RX 580 8GB OC Edition. Auto-Extreme manufacturing technology with Super Alloy Power II components ensures premium quality and reliability while dual fans provide quieter and cooler gaming environment. GPU Tweak II with XSplit Gamecaster delivers ultimate monitoring and streaming control.,Radeon RX 580 Overclocked Dual-Fan,,GPU,,,,,,PCIe,,,,,,,,,
products_1_52402204,Intel,Intel 480GB D3-S4510 Internal Solid State Drive,"Intel SSD D3-S4510 480GB Internal SSDIntel High reliability reduces the need for drive replacement that is necessary with HDDs. With a 4.2x lower annualized failure rate (AFR) compared to HDDs, IT departments will spend less time and expense replacing or upgrading storage devices.Capacity 480 GBType 3D NAND TLCVibration - Operating2.17 GRMSVibration - Non-Operating3.13 GRMSShock (Operating and Non-Operating)1000 G/0.5 msecOperating Temperature Range 0°C to 70°CEndurance Rating (Lifetime Writes)1.2 PBWMean Time Between Failures (MTBF)2 million hoursUncorrectable Bit Error Rate (UBER)1 sector per 10^17 bits read",529.20,USD,2345526,https://www.savemyserver.com/intel-d3-s4510-480gb-internal-ssd-solid-state-drive,"Intel 480GB D3-S4510 Internal Solid State Drive. Description: Intel SSD D3-S4510 480GB Internal SSDIntel High reliability reduces the need for drive replacement that is necessary with HDDs. With a 4.2x lower annualized failure rate (AFR) compared to HDDs, IT departments will spend less time and expense replacing or upgrading storage devices.Capacity 480 GBType 3D NAND TLCVibration - Operating2.17 GRMSVibration - Non-Operating3.13 GRMSShock (Operating and Non-Operating)1000 G/0.5 msecOperating Temperature Range 0°C to 70°CEndurance Rating (Lifetime Writes)1.2 PBWMean Time Between Failures (MTBF)2 million hoursUncorrectable Bit Error Rate (UBER)1 sector per 10^17 bits read",D3-S4510,,SSD,,,,,,,,,,,,,,,
products_1_2967922,Gigabyte,Gigabyte Video Card GV-N3080EAGLE OC-10GD GeForce RTX 3080 EAGLE OC 10GB GDDR6X 320B Retail,Gigabyte Video Card GV-N3080EAGLE OC-10GD GeForce RTX 3080 EAGLE OC 10GB GDDR6X 320B Retail,983.15,USD,234589,https://www.thekeykey.com/detail/GV-N3080EAGLE-OC-10GD/?name=247480,Gigabyte Video Card GV-N3080EAGLE OC-10GD GeForce RTX 3080 EAGLE OC 10GB GDDR6X 320B Retail. Description: Gigabyte Video Card GV-N3080EAGLE OC-10GD GeForce RTX 3080 EAGLE OC 10GB GDDR6X 320B Retail,GeForce RTX 3080 EAGLE OC,,GPU,GeForce RTX 3080,10.0,,,,,,,,,,,,,
products_1_6114785,Corsair,Corsair Flash Voyager V2 128GB USB 3.0 Flash Drive,Corsair Flash Voyager V2 128GB USB 3.0 Flash Drive,68.23,GBP,2359996,https://shop.bt.com/products/corsair-flash-voyager-v2-128gb-usb-3-0-flash-drive-cmfvy3a-128gb-96G1.html,"Corsair Flash Voyager V2 128GB. Description: As fast as USB flash drives are, copying files always seems to take a little longer than you'd like. The advent of the USB 3.0 interface puts an end to that. You can move files back and forth in a fraction of the time it takes with standard USB 2.0 flash drives, and the proprietary water-resistant rubber housing helps keep those files safe. Of course, Flash Voyager USB 3.0 is backward compatible with USB 2.0. Even if you haven't yet upgraded your PC to USB 3.0, it's still a great choice for convenient, reliable portable file management, and the additional performance will be ready when your PC is. The finger-friendly ergonomics of the Flash Voyager USB 3.0 will make it the USB flash drive that you'll want to take with you everywhere. Reliability is essential. Corsair's proprietary all-rubber housing is extremely durable, for worry-free transport of your valuable data. And because accidents happen, Flash Voyager USB 3.0 is water-resistant. Unlike traditional storage media, flash drives are solid-state, so they can easily handle the everyday - and not so everyday - drops and bumps that come with the territory.",Flash Voyager V2,,USB_STICK,,,119.21 GiB,,,USB 3.0,,,,,,,,,
products_1_27969946,Seagate,Seagate Game Drive Hub for Xbox STGG8000400 - Hard drive - 8 TB - external (portable) - USB 3.0 - white,GAME STORAGE FOR XBOX ONE® WITH INTEGRATED USB HUB,1275.17,CAD,2365887,https://www.thestoragekings.co.uk/catalog/product/view/id/369/s/seagate-backup-plus-slim-2tb-usb-external-hard-drive-blue-25,Seagate Game Drive Hub 8TB USB Xbox External Hard Drive (White). Description: GAME STORAGE FOR XBOX ONE® WITH INTEGRATED USB HUB,Game Drive Hub,,HDS,,,8000.0,,,USB,USB 3.0,,,,,,,White,
products_1_10313129,Western Digital,WD My Passport 4TB USB 3.0 Portable Hard Drive - Red (WDBYFT0040BRD-WESN),"Trust and loved portable storage, the WD My Passport 4TB USB 3.0 Portable Hard Drive fits comfortably in the palm of your hand, so you can easily take your treasured content everywhere you go.Sleek, vibrant desjgnPassword protection with in-built 256-bit AES Hardware Encryption with WD SecurityEasily add a “return-if-found” message as the password prompt if your My Passport drive ever gets lostShock tolerance and long-term reliabilityReady to use out of the boxAuto backup with included WD Backup softwareAvailable in an array of vibrant, fun colors, the WD My Passport 4TB USB 3.0 Portable Hard Drive – Red is trusted to store the massive amounts of photos, videos and music you love.Highlights:4TB CapacityUSB 3.0 / USB 2.0 compatible",,,2368521,https://www.dicksmith.com.au/da/buy/wd-my-passport-4tb-usb-30-portable-hard-drive-red-wdbyft0040brd-wesn-wd,"WD My Passport 4TB USB 3.0 Portable Hard Drive - Red (WDBYFT0040BRD-WESN). Description: Trust and loved portable storage, the WD My Passport 4TB USB 3.0 Portable Hard Drive fits comfortably in the palm of your hand, so you can easily take your treasured content everywhere you go.Sleek, vibrant designPassword protection with in-built 256-bit AES Hardware Encryption with WD SecurityEasily add a “return-if-found” message as the password prompt if your My Passport drive ever gets lostShock tolerance and long-term reliabilityReady to use out of the boxAuto backup with included WD Backup softwareAvailable in an array of vibrant, fun colors, the WD My Passport 4TB USB 3.0 Portable Hard Drive – Red is trusted to store the massive amounts of photos, videos and music you love.Highlights:4TB CapacityUSB 3.0 / USB 2.0 compatible",My Passport,WDBYFT0040BRD-WESN,HRD,,,4000.0,,,USB 3.0,,,,,,,,,
products_1_97905619,Toshiba,"Toshiba 16TB SATA 3.5\"" 7200RPM Enterprise HDD - MG08ACA16TE","16TB Toshiba MG08ACA16TE Enterprise Hard Drive, 3.5\"" HDD, SATA III 6Gb/s, 7200rpm, 512MB Cache, 512E, 4.2ms, OEM",3784.49,GBP,2372489,https://www.scan.co.uk/products/16tb-toshiba-mg08aca16te-enterprise-hard-drive-35-hdd-sata-iii-6gb-s-7200rpm-512mb-cache-512e-42ms-o,"Toshiba Enterprise 16TB 3.5\"" SATA HDD/Hard Drive. Description: 16TB Toshiba MG08ACA16TE Enterprise Hard Drive, 3.5\"" HDD, SATA III 6Gb/s, 7200rpm, 512MB Cache, 512E, 4.2ms, OEM",Enterprise,MG08ACA16TE,HDD,,,16000.0,,,SATA,SATA III,,,,,3.5-inch SATA,,,3.5-inch
products_1_6206655,Lacie,LaCie Portable 2TB External Solid State Drive (SSD),"Capacity: 2TB, Interface: USB 3.1, Drive Type: SSD, Dimensions (HxWxD): 93.5 x 79 x 9mm, Warranty: 3 Years",691.94,GBP,239768,https://www.novatech.co.uk/products/lacie-portable-2tb-external-solid-state-drive-ssd/sthk2000800.html,"LaCie Portable 2TB External Solid State Drive (SSD). Description: Capacity: 2TB, Interface: USB 3.1, Drive Type: SSD, Dimensions (HxWxD): 93.5 x 79 x 9mm, Warranty: 3 Years",Portable,,,,,2000.0,,,USB 3.0,,,,,,,,,
products_1_22055981,Nvidia,"Quadro P400 VCQP400-PB, 2GB GDDR5, Graphics Card","Unmatched Power. Unmatched Creative Freedom.NVIDIA Quadro P400—Delivers Great Mainstream Professional Application Performance.The new NVIDIA Quadro P400 combines the latest Pascal GPU architecture with 2GB of ultra-fast on-board memory to deliver great performance for a range of professional applications. A single-slot, low-profile form factor makes it compatible with even the most space and power-constrained chassis. Support for three 4K displays (4096 x 2160 at 60Hz) with HDR color gives you a wide visual workspace to view your work in extremely high resolution.Professionals are increasingly looking to lower the total cost of their computing solutions. Today’s modern multi-application workflows require users to evaluate the impact of workstation functionality and performance against cost to ensure that any savings achieved by lower cost computing solutions will not result in schedule impacts and business loss.With support for DisplayPort 1.4, the P400 can drive resolutions of up to 5K (5120 x 2880) at 60 Hz from a single cable. You can combine up to four Quadro GPUs in one system to simplify the deployment of display walls or other immersive display environments. DisplayPort 1.4 offers HDR color support, enabling brighter displays, more saturated colors and a greater than 10,000 to 1 contrast ratio.",215.51,EUR,241392,https://www.avadirect.com/Quadro-P400-VCQP400-PB-2GB-GDDR5-Graphics-Card/Product/11090366,"Quadro P400 VCQP400-PB, 2GB GDDR5, Graphics Card. Description: Unmatched Power. Unmatched Creative Freedom.NVIDIA Quadro P400—Delivers Great Mainstream Professional Application Performance.The new NVIDIA Quadro P400 combines the latest Pascal GPU architecture with 2GB of ultra-fast on-board memory to deliver great performance for a range of professional applications. A single-slot, low-profile form factor makes it compatible with even the most space and power-constrained chassis. Support for three 4K displays (4096 x 2160 at 60Hz) with HDR color gives you a wide visual workspace to view your work in extremely high resolution.Professionals are increasingly looking to lower the total cost of their computing solutions. Today’s modern multi-application workflows require users to evaluate the impact of workstation functionality and performance against cost to ensure that any savings achieved by lower cost computing solutions will not result in schedule impacts and business loss.With support for DisplayPort 1.4, the P400 can drive resolutions of up to 5K (5120 x 2880) at 60 Hz from a single cable. You can combine up to four Quadro GPUs in one system to simplify the deployment of display walls or other immersive display environments. DisplayPort 1.4 offers HDR color support, enabling brighter displays, more saturated colors and a greater than 10,000 to 1 contrast ratio.",Quadro P400,VCQP400-PB,GPU,Quadro P400,2.0,,,,,,,,,,,GDDR5,,Single Slot
products_1_10549314,ADATA,ADATA SD700 256GB Micro-USB B 3.0 (3.1 Gen 1) Zwart externe SSD,"(3.1, (Solid, 1), 256GB, 3.0, ADATA, Adata, B, Drive), Externe, Gen, Micro-USB, SD700, SSD, State, Zwart, externe",89.20,EUR,2434214,https://www.megekko.nl/product/2019/185128/Externe-SSD/ADATA-SD700-256GB-Micro-USB-B-3-0-3-1-Gen-1-Zwart-externe-SSD,"ADATA SD700 256GB Micro-USB B 3.0 (3.1 Gen 1) Zwart externe SSD. Description: (3.1, (Solid, 1), 256GB, 3.0, ADATA, Adata, B, Drive), Externe, Gen, Micro-USB, SD700, SSD, State, Zwart, externe",SD700,,SSD,,,256.0,,,USB 3.0,Micro-USB,,,,,,,Zwart,
products_1_51669161,Intel,"Intel Optane 905P 480GB 2.5\"" U.2 PCIe SSD with U.2 Cable",Classic design - these Jackets are wardrobe staples for any coach or athlete Outer shell of 100% nylon Taffeta lined with 100% polyester brushed Tricot Snap front Raglan sleeves reinforced slash front pockets Water-resistant,803.99,GBP,2438224,https://www.scan.co.uk/products/480gb-intel-optane-905p-25-u2-ssd-pcie-30-x4-nvme-3d-xpoint-2600mb-s-read-2200mb-s-write-575k-550k-i,Intel Optane 905P 480GBU.2 Internal SSD SSDPE21D480GAX1. Description: Classic design - these Jackets are wardrobe staples for any coach or athlete Outer shell of 100% nylon Taffeta lined with 100% polyester brushed Tricot Snap front Raglan sleeves reinforced slash front pockets Water-resistant,Optane 905P,,SSD,,,480.0,2600.0,2200.0,PCI Express x4,NVMe,,,,,U2,,,2.5-inch
products_1_3578071,Kingston,Kingston Data Center DC450Rsolid state drive - 1.92 TB - SATA 6Gb/s,"workloads. Data Center DC450R is a high-performance SSD with 3D TLC NAND, designed for read centric application Kingston's This streamlined SSD delivers on performance while providing exceptional I/O and latency predictability",374.89,GBP,2456495,https://www.uk.insight.com/en-gb/productinfo/id/0009512240-00000001?alert=categoryresults,"Kingston Data Center DC450Rsolid state drive - 1.92 TB - SATA 6Gb/s. Description: Kingston's Data Center DC450R is a high-performance SSD with 3D TLC NAND, designed for read centric application workloads. This streamlined SSD delivers on performance while providing exceptional I/O and latency predictability",Data Center DC450R,,SSD,,,1920.0,,,SATA,,,,,,,,,
products_1_36807074,Seagate,"Seagate Expansion Drive 6TB 3.5\"" USB 3.0 Black","Seagate STEB6000403 Expansion External Drive 6TB; 3.5\""; USB 3.0; External HDD Black; 2 Year Limited warranty",3511.86,ZAR,24647953,https://www.tamcanit.co.za/seagate-expansion-drive-6tb-35-usb-30-black,"Seagate Expansion Drive 6TB 3.5\"" USB 3.0 Black. Description: Seagate STEB6000403 Expansion External Drive 6TB; 3.5\""; USB 3.0; External HDD Black; 2 Year Limited warranty",Expansion,STEB6000403,HDD,,,5587.94 GiB,,,USB 3.0,USB,,,,,"3.5""",,Black,3.5-inch
