id,name,releaseYear,developer,publisher,platform,genres,criticScore,userScore,ESRB,units_sold_mm
sales_2313,Metal Gear Solid 3: Subsistence,2005-01-01 00:00:00,Aspect,,PlayStation 2,Action,94.0,9.3,M,0.0
sales_2314,Enslaved: Odyssey to the West,2010-01-01 00:00:00,Ninja Theory,Namco Bandai Games,PlayStation 3,Action,80.0,7.4,T,0.0
sales_2315,WWF Raw,2002-01-01 00:00:00,AncHor,,Xbox,Fighting,68.0,6.6,T,
sales_2316,Guitar Hero Live,2015-01-01 00:00:00,FreeStyleGames,Activision,Xbox One,Misc,8 1,5.1,T,0.0
sales_2317,Extermination,2001-01-01 00:00:00,Deep Space,Sony Computer Entertainment,PlayStation 2,,67.0,7.8,M,0.0
sales_2318,Batman: Vengeance,2001-01-01 00:00:00,Ubisoft,Ubisoft,PlayStation 2,Adventure,68.0,,T,0.0
sales_2319,Hot Shots Golf: World Invitational,,Clap Hanz,Sony Computer Entertainment,PlayStation Vita,Sports,76.0,8.1,E,0.0
sales_2320,Tony Hawk's Pro Skater 3,2002-01-01 00:00:00,Neversoft Entertainment,Activision,Xbox,Sports,93.0,8.4,T,0.0
sales_2321,Mega Man Zero,2002-01-01 00:00:00,INti,Capcom,Game Boy Advance,Platform,82.0,8.9,E,0.0
sales_2322,Resident Evil: Revelations 2,,Capcom,Capcom,,Action,75.0,7.7,M,0.0
sales_2323,NBA 2K8,2007-01-01 00:00:00,Visual Concepts,Take-Two Interactive,PlayStation 3,Sports,81.0,6.8,,0.0
sales_2324,Rayman Origins,2011-01-01 00:00:00,UBlart Montpellier,Ubisoft,Wii,Platform,92.0,8.3,E10+,0.0
sales_2325,Unity Creed: Assassin's,2014-01-01 00:00:00,"Ubisoft, Ubisoft Montreal",Ubisoft,Windows PC,Action,70.0,3.0,M,0.0
sales_2326,MX vs. ATV: Alive,2011-01-01 00:00:00,THQ Digital Studio Phoenix,THQ,Xbox 360,R acing,,7.2,E,0.0
sales_2327,Shrek 2,2004-01-01 00:00:00,"Luxoflux, Inc.",Activision,Xbox,Platform,72.0,,E,0.0
sales_2328,Purr Pals,,Brain Toys,THQ,Nintendo DS,Simulation,67.0,6.8,E,0.0
sales_2329,Assassin's Creed II,2010-01-01 00:00:00,Ubisoft Montreal,Ubisoft,Windows PC,Action,86.0,6.9,M,0.0
sales_2330,Tak and the Power of Juju,2003-01-01 00:00:00,Software Avalanche,,Game Boy Advance,Platform,79.0,9.2,E,0.0
sales_2331,Lips: Number One Hits,2009-01-01 00:00:00,iNiS,Microsoft Studios Game,Xbox 360,Misc,7 0,7.6,T,0.0
sales_2332,Turok: Evolution,2002-01-01 00:00:00,Acclaim,,Xbox,Shooter,68.0,,M,0.0
sales_2333,Jak X: Combat Racing,2005-01-01 00:00:00,Naughty Dog,Sony Computer Entertainment,PlayStation 2,Racing,76.0,7.7,,0.0
sales_2334,American Idol,2003-01-01 00:00:00,Creations Hothouse,Codemasters,PlayStation 2,Misc,41.0,4.8,,0.0
sales_2335,Red Dead Revolver,2004-01-01 00:00:00,Rockstar San Diego,Take-Two Interactive,Xbox,,,8.5,M,0.0
sales_2336,CrossworDS,2008-01-01 00:00:00,,Deep Silver,Nintendo DS,PuzzlE,67.0,6.8,E,0.0
sales_2337,Viva Pinata: Pocket Paradise,2008-01-01 00:00:00,Rare Ltd.,THQ,Nintendo DS,Simulation,81.0,7.1,E,0.0
sales_2338,Sly Cooper: Thieves in Time,2013-01-01 00:00:00,Sanzaru Games,Sony Computer Entertainment Europe,PlayStation 3,Platform,75.0,8. 3,E10+,0.0
sales_2339,Iron Man,2008-01-01 00:00:00,Artificial Mind and Movement,Sega,PlayStation 2,Action,47.0,5.6,T,0.0
sales_2340,Spec Ops: The Line,2012-01-01 00:00:00,Yager,Take-Two Interactive,PlayStation 3,,77.0,8.0,M,0.0
sales_2341,The SpongeBob SquarePants Movie,2004-01-01 00:00:00,Heavy Iron Studios,THQ,Xbox,Platform,74.0,8.5,E,0.0
sales_2342,NHL 14,2013-01-01 00:00:00,,,PlayStation 3,Sports,80.0,6.0,E10+,0.0
sales_2343,F1 2013,2013-01-01 00:00:00,Codemasters Birmingham,Codema sters,PlayStation 3,Racing,77.0,6.3,E,0.0
sales_2344,Legends of WrestleMania,2009-01-01 00:00:00,Yuke's,THQ,PlayStation 3,Fighting,70.0,6.5,T,
sales_2345,Tiger Woods PGA Tour 08,2007-01-01 00:00:00,,Electronic Arts,Xbox 360,Sports,,7.8,E,0.0
sales_2346,Dance Dance Revolution Ultramix,2003-01-01 00:00:00,Konami Computer Entertainment Hawaii,Konami Digital Entertainment Digital Entertainment,Xbox,Simulation,82.0,8.8,E,0.0
sales_2347,Crash Tag Team Racing,2005-01-01 00:00:00,Radical Entertainment,Vivendi Games,PlayStation 2,Racing,66.0,7.0,E10+,0.0
sales_2348,Front Mission 4,,SE,Square Enix,PlayStation 2,Strategy,,8.6,T,0.0
sales_2349,Rayman Origins,2012-01-01 00:00:00,UBlart Montpellier,Ubisoft,PlayStation Vita,Platform,,8.4,,0.0
sales_2350,F.E.A.R.,2007-01-01 00:00:00,Day 1 Studios,Vivendi Games,PlayStation 3,Shooter,,7.4,M,0.0
sales_2351,Enslaved: Odyssey to the West,2010-01-01 00:00:00,Ninja Theory,Namco Bandai Games,,Action,82.0,7.8,T,0.0
sales_2352,Dragon Ball Z: Shin Budokai,2006-01-01 00:00:00,Dimps Corporation,,PlayStation Portable (PSP),Fighting,70.0,,T,0.0
sales_2353,Tiger Woods PGA Tour 13,,Electromic Arts,Electronic Arts,,Sports,75.0,5.7,E,0.0
sales_2354,Dynasty Warriors: Gundam 3,2010-01-01 00:00:00,,Tecmo Koei,PlayStation 3,Action,58.0,7.5,T,0.0
sales_2355,Tiger Woods PGA Tour 11,2010-01-01 00:00:00,EA Sports,EA,Wii,Sports,,8.3,E,0.0
sales_2356,NBA Live 10,2009-01-01 00:00:00,Canada,Electronie Arts,,,81.0,7.6,,0.0
sales_2357,Metro 2033,2010-01-01 00:00:00,4A Games,THQ,Xbox 360,Action,77.0,7.9,M,0.0
sales_2358,Fire Emblem: Path of Radiance,2005-01-01 00:00:00,Intelligent Systems,Nintendo,Nintendo GameCube,,,8.9,T,0.0
sales_2359,Hotel Dusk: Room 215,2007-01-01 00:00:00,Cing,Nintendo,Nintendo DS,,78.0,8.6,T,0.0
sales_2360,Final Fantasy Explorers,2014-01-01 00:00:00,Racjin,Square Enix,Nintendo 3DS,Role-Playing,,7.0,E10+,0.0
sales_2361,SSX Tricky,2001-01-01 00:00:00,EA Big,Arts Electronic,,Sports,87.0,8.6,E,0.0
sales_2362,Greg Hastings' Tournament Paintball,2004-01-01 00:00:00,,,Xbox,Shooter,74.0,,T,0.0
sales_2363,ESPN NBA Basketball,2003-01-01 00:00:00,,Sega,PlayStation 2,Sports,89.0,8.4,E,0.0
sales_2364,Dragon Ball Z: Ultimate Tenkaichi,2011-01-01 00:00:00,Spike,Namco Bandai Games,,Fighting,55.0,5.8,T,0.0
sales_2365,Sacred 2: Fallen Angel,2009-01-01 00:00:00,"Ascaron GmbH, Entertainment Ascaron Entertainment",Silver,Xbox 360,Role-Playing,71.0,7.3,M,0.0
sales_2366,Two Worlds II,,,Unknown,Xbox 360,Role-Playing,67.0,6.6,M,0.0
sales_2367,Over the Hedge,2006-01-01 00:00:00,Edge of Reality,Activision,PlayStation 2,Platform,58.0,8.6,E10+,0.0
sales_2368,Mat Hoffman's Pro BMX,,Shaba Games,,PlayStation,Sports,80.0,8.6,E,0.0
sales_2369,Phineas and Ferb: Across the 2nd Dimension,2011-01-01 00:00:00,Altron,Disney Interactive Studios,Nintendo DS,Action,47.0,,E,0.0
sales_2370,NHL 14,2013-01-01 00:00:00,Electronic Arts,Electronic Arts,Xbox 360,Sports,81.0,5.9,E10+,0.0
sales_2371,The Hobbit,2003-01-01 00:00:00,Inevitable Entertainment,Vivendi Games,PlayStation 2,Platform,59.0,8.6,,0.0
sales_2372,War of the Monsters,2003-01-01 00:00:00,,Sony Computer Entertainment,PlayStation 2,Fighting,80.0,8.9,T,0.0
sales_2373,Harry Potter and the Deathly Hallows - Part 1,2010-01-01 00:00:00,Electronic Arts,Electronic Arts,Wii,Action Games,41.0,,,0.0
sales_2374,The Incredible Hulk: Ultimate Destruction,2005-01-01 00:00:00,Radical Entertainment,Vivendi Games,PlayStation 2,Action,83.0,8.7,T,
sales_2375,Time Crisis: Razing Storm,2010-01-01 00:00:00,Nex Entertainment,Namco Bandai Games,PlayStation 3,Shooter,58.0,5.9,T,0.0
sales_2376,Summer Sports: Paradise Island,2008-01-01 00:00:00,Destineer,Ubisoft,Wii,,46.0,,E,0.0
sales_2377,Time Crisis II,2001-01-01 00:00:00,,Namco Bandai Games,PlayStation 2,Shooter,81.0,7.9,T,0.0
sales_2378,NCAA March Madness 06,2005-01-01 00:00:00,EA Canada,Electronic Arts,,Sports,78.0,9.1,E,0.0
sales_2379,LEGO Dimensions,2015-01-01 00:00:00,Traveller's Tales,Warner Bros. Interactive Entertainment,Wii U,Action Games,62.0,6.5,E10+,0.0
sales_2380,Valkyria Chronicles II,2010-01-01 00:00:00,Sega,Sega,PlayStation Portable (PSP),Role-Playing,83.0,8.1,T,0.0
sales_2381,Tatsunoko vs. Capcom: Ultimate All-Stars,2010-01-01 00:00:00,Eighting,Capcom,Wii,Fighting,85.0,8.8,T,0.0
sales_2382,Rune Factory: A Fantasy Harvest Moon,2006-01-01 00:00:00,Neverland,Rising Star Games,,Role-Playing,78.0,8.1,E,0.0
sales_2383,Legacy of Kain: Defiance,2003-01-01 00:00:00,Crystal Dynamics,Eidos Interactive,PlayStation 2,Action,75.0,9.3,M,0.0
sales_2384,NCAA March Madness 2005,2004-01-01 00:00:00,EA Canada,Electronic Arts,PlayStation 2,Sports,78.0,8.3,E,0.0
sales_2385,007 Racing,2000-01-01 00:00:00,Eutechnyx,Electronic Arts,PlayStation,Racing,51.0,4.6,T,0.0
sales_2386,Tactics Ogre: Let Us Cling Together,2010-01-01 00:00:00,,Square Enix,PlayStation Portable (PSP),Role-Playing,87.0,8.8,T,0.0
sales_2387,Conflict: Vietnam,2004-01-01 00:00:00,Pivotal Games,SCi,PlayStation 2,Shooter,58.0,8.1,M,0.0
sales_2388,Dragon's Crown,2013-01-01 00:00:00,Vanillaware,Nippon Ichi Software,PlayStation 3,Role-Playing,82.0,8.3,T,0.0
sales_2389,MLB SlugFest 20-04,2003-01-01 00:00:00,Midway,Games Midway,PlayStation 2,Sports,78.0,8.3,E,0.0
sales_2390,Blitz: The League,2004-01-01 00:00:00,Midway,Midway Games,Xbox,Sports,78.0,7.7,M,0.0
sales_2391,Manhunt 2,2007-01-01 00:00:00,Rockstar Toronto,Take-Two Interactive,,Action,,7.1,M,0.0
sales_2392,Just Dance 2015,2014-01-01 00:00:00,Ubisoft,Ubisoft,Xbox One,Misc,70.0,7.5,,0.0
sales_2393,The LEGO Movie Videogame,2014-01-01 00:00:00,TT Games,Warner Bros. Interactive Entertainment,Xbox One,Action,,6.9,E10+,0.0
sales_2394,Overwatch,2016-01-01 00:00:00,Blizzard Entertainment,Activision,Windows PC,,91.0,6.8,T,0.0
sales_2395,Peter Jackson's King Kong: The Official Game of the Movie,2005-01-01 00:00:00,UBI Montpellier,Ubisoft,Xbox,Action,82.0,8.5,,0.0
sales_2396,Burnout Revenge,2005-01-01 00:00:00,,Arts Electronic,,Racing,89.0,8.4,E10+,0.0
sales_2397,Medal of Honor: European Assault,2005-01-01 00:00:00,LA EA,Electronic Arts,Xbox,Shooter,72.0,7.0,T,0.0
sales_2398,Ty the Tasmanian Tiger 2: Bush Rescue,,Krome Studios,Electronic Arts,PlayStation 2,Platform,71.0,8.2,E,0.0
sales_2399,The Lord of the Rings: The Fellowship of the Ring,2002-01-01 00:00:00,WXP,Universal Interactive,Xbox,Action,59.0,6.6,T,
sales_2400,NBA 06,,SCEA Sports Studio,Sony Computer Entertainment,,Sports,63.0,6.3,E,0.0
sales_2401,Excite Truck,,Monster Games Inc.,Nintendo,Wii,,72.0,8.4,E,0.0
sales_2402,Magician's Quest: Mysterious Times,2008-01-01 00:00:00,Konami,Konami Digital Entertainment,Nintendo DS,Role-Playing,69.0,7.6,E10+,
sales_2403,X-Men Legends,2004-01-01 00:00:00,Raven Software,ATVI,Nintendo GameCube,Role-Playing,81.0,8.5,T,0.0
sales_2404,StarCraft II: Legacy of the Void,2015-01-01 00:00:00,Blizzard Entertainment,Activision,Windows PC,Strategy,88.0,8.3,T,0.0
sales_2405,Jewel Master Egypt,2009-01-01 00:00:00,Storm City Games,Rondomedia,Nintendo DS,Puzzle,56.0,,E,0.0
sales_2406,ModNation Racers,,SCEA San Diego StudioS,Sony Computer Entertainment,PlayStation Portable (PSP),Racing,73.0,7.7,E,0.0
sales_2407,WWE SmackDown vs. Raw 2010,2009-01-01 00:00:00,Yuke's,THQ,Nintendo DS,Fighting,75.0,8.3,T,0.0
sales_2408,Oni,,Toronto Rockstar,Take-Two Interactive,,Action,69.0,,T,0.0
sales_2409,Tom Clancy's Ghost Recon Advanced Warfighter 2,2007-01-01 00:00:00,"High Voltage Software, Ubisoft Paris",Ubisoft,PlayStation Portable (PSP),Shooter,61.0,6.4,T,0.0
sales_2410,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,2008-01-01 00:00:00,Incinerator Games,THQ,Wii,Action,47.0,5.4,E,0.0
sales_2411,Terminator Salvation,2009-01-01 00:00:00,GRIN,Warner Bros. Interactive Entertainment,PlayStation 3,Shooter,43.0,3.9,T,0.0
sales_2412,How to Train Your Dragon,2010-01-01 00:00:00,Griptonite Games,Activision,Nintendo DS,Action,60.0,,E10+,0.0
sales_2413,The Lord of the Rings: The Two Towers,,Stormfront Studios,Electronic Arts,Nintendo GameCube,Action,82.0,8.7,T,0.0
sales_2414,Batman Arkham City,2011-01-01 00:00:00,Rocksteady Studios,Warner Bros. Interactive,,Action,91.0,,T,0.0
sales_2415,Juiced,2005-01-01 00:00:00,,THQ,PlayStation 2,Racing,68.0,7.7,T,0.0
sales_2416,The Warriors,2005-01-01 00:00:00,Toronto,Take-Two Interactive,PlayStation 2,,84.0,8.5,M,0.0
sales_2417,Star Fox Command,,Q-Games,Nintendo,Nintendo DS,Shooter,76.0,7.3,E10+,
sales_2418,Bulletstorm,2011-01-01 00:00:00,"Epic Games, People Can Fly",,PlayStation 3,Shooter,83.0,7.7,,0.0
sales_2419,Return to Castle Wolfenstein: Operation Resurrection,2003-01-01 00:00:00,Raster,Activision,PlayStation 2,Shooter,,8.0,M,0.0
sales_2420,Mario Tennis: Power Tour,2005-01-01 00:00:00,Camelot Software Planning,Nintendo,Game Boy Advance,Sports,81.0,,E,0.0
sales_2421,Seaman,,Vivarium,,Sega Dreamcast,Simulation,82.0,8.4,T,0.0
sales_2422,Michael Jackson: The Experience,2011-01-01 00:00:00,Ubisoft Montreal,Ubisoft,PlayStation 3,Misc,66.0,8.4,E10+,0.0
sales_2423,Stuntman: Ignition,2007-01-01 00:00:00,Paradigm Entertainment,THQ,PlayStation 3,,76.0,6.2,T,0.0
sales_2424,F.E.A.R. 2: Project Origin,2009-01-01 00:00:00,Monolith Productions,Warner Bros. Interactive EntertainmeNt,Xbox 360,Shooter,77.0,,M,0.0
sales_2425,Mystery Dungeon: Shiren the Wanderer,,ChunSoft,Sega,Nintendo DS,Role-Playing,69.0,,E,0.0
sales_2426,GT Pro Series,2006-01-01 00:00:00,,Ubisoft,Wii,Racing,41.0,4.0,E,0.0
sales_2427,Tiger Woods PGA Tour 11,,EA Sports,Electronic Arts,Xbox 360,Sports,79.0,7.8,E,0.0
sales_2428,The Golden Compass,2007-01-01 00:00:00,Shiny Entertainment,Sega,PlayStation 2,Action,46.0,5.2,E10+,
sales_2429,Final Fantasy Chronicles,2001-01-01 00:00:00,TOSE,Square,,,89.0,,T,0.0
sales_2430,F1 2009,,Sumo Digital,Codemasters,PlayStation Portable (PSP),Racing,68.0,,E,0.0
sales_2431,Syphon Filter 3,2001-01-01 00:00:00,Sony Bend,Sony Computer Entertainment,PlayStation,Shooter,73.0,8.5,M,0.0
sales_2432,Metal Gear Solid 2: Substance,2002-01-01 00:00:00,KCEJ,Konami Digital Entertainment,PlayStation 2,Action,87.0,9.0,M,0.0
sales_2433,Tales of Symphonia: Dawn of the New World,2008-01-01 00:00:00,Bandai Namco Games,Namco Bandai Games,Wii,Role-Playing,68.0,7.1,,0.0
sales_2434,NBA Live 08,2007-01-01 00:00:00,EA CanadA,Electronic Arts,Xbox 360,Sports,73.0,,E,0.0
sales_2435,Guinness World Records: The Videogame,2008-01-01 00:00:00,TT Fusion,,Nintendo DS,Action,70.0,,E,0.0
sales_2436,We Love Katamari,2005-01-01 00:00:00,Namco,Electronic Arts,PlayStation 2,Puzzle,,8.9,E,0.0
sales_2437,Sesame Street: Once Upon A Monster,2011-01-01 00:00:00,,Warner Bros. Interactive Entertainment,Xbox 360,Misc,79.0,6.9,E,0.0
sales_2438,NCAA Football 2003,2002-01-01 00:00:00,EA Sports,Electronic Arts,,Sports,90.0,8.2,E,0.0
sales_2439,We Cheer,2008-01-01 00:00:00,"Machatin, Inc.",,Wii,Simulation,57.0,7.3,E10+,0.0
sales_2440,Madden NFL 07,2006-01-01 00:00:00,EA Tiburon,Electronic Arts,PlayStation 3,Sports,76.0,4.2,E,0.0
sales_2441,Ready 2 Rumble Boxing: Round 2,2000-01-01 00:00:00,Point of View,Games Midway,,,68.0,,T,0.0
sales_2442,LEGO Jurassic World,2015-01-01 00:00:00,TT Games,Warner Bros. Interactive Entertainment,Wii U,Action,71.0,8.1,E10+,0.0
sales_2443,NBA Live 09,2008-01-01 00:00:00,EA Canada,Electronic Arts,PlayStation 3,Sports,75.0,7.8,E,0.0
sales_2444,Rory McIlroy PGA Tour,2015-01-01 00:00:00,EATiburon,Electronic Arts,PlayStation 4,Action,61.0,3.7,E,0.0
sales_2445,SingStar Dance,2010-01-01 00:00:00,SCEE London,Sony Computer Entertainment,PlayStation 3,,65.0,3.9,T,0.0
sales_2446,Lords of the Fallen,2014-01-01 00:00:00,"City Interactive, Deck 13",Square Enix,PlayStation 4,Role-Playing,68.0,,M,0.0
sales_2447,Swing Away Golf,2000-01-01 00:00:00,T&E Soft,,PlayStation 2,,78.0,,E,
sales_2448,Tomb Raider: Legend,2006-01-01 00:00:00,Crystal Dynamics,Eidos Interactive,PlayStation 2,Action,82.0,7.1,T,0.0
sales_2449,Freedom Fighters,2003-01-01 00:00:00,Io Interactive,Electronic Artd,PlayStation 2,Shooter,81.0,8.4,T,0.0
sales_2450,Silent Hill: Origins,2007-01-01 00:00:00,"Climax Group, Climax Studios",Konami Digital Entertainment,PlayStation Portable (PSP),Action,78.0,,M,0.0
sales_2451,Gun,2005-01-01 00:00:00,Neversoft Entertainment,Activision,Xbox,Shooter,79.0,7.8,M,0.0
sales_2452,That's So Raven 2: Supernatural Style,2005-01-01 00:00:00,Artificial Mind and Movement,Disney Interactive Studios,Game Boy Advance,,52.0,,E,0.0
sales_2453,Fight Night Round 3,2006-01-01 00:00:00,,Electronic Arts,PlayStation Portable (PSP),Fighting,74.0,8.1,T,0.0
sales_2454,The Punisher,2005-01-01 00:00:00,,THQ,PlayStation 2,Action,68.0,,,0.0
sales_2455,Kirby and the Rainbow Curse,2015-01-01 00:00:00,HAL Labs,,Wii U,Platform,73.0,,E,0.0
sales_2456,SSX On Tour,2005-01-01 00:00:00,EA Canada,Electronic Arts,,Sports,80.0,7.9,E,0.0
sales_2457,Disgaea 3: Absence of Justice,2008-01-01 00:00:00,Nippon Ichi Software,Square Enix,PlayStation 3,Role-Playing,,7.5,T,0.0
sales_2458,Tony Hawk's Pro Skater 3,2002-01-01 00:00:00,Vicorious Visions,ATVI,Game Boy Advance,Sports,90.0,8.0,E,
sales_2459,Way of the Samurai 3,2008-01-01 00:00:00,Acquire,Gamebridge,PlayStation 3,Action,58.0,7.9,M,0.0
sales_2460,The Sims 2: Open for Business,2006-01-01 00:00:00,Maxis,Electronic Arts,,Simulation,78.0,8.6,T,0.0
sales_2461,Rune Factory 2: A Fantasy Harvest Moon,2008-01-01 00:00:00,Neverland,Rising Star Games,Nintendo DS,Role-Playing,77.0,7.9,E,0.0
sales_2462,Harry Potter and the Prisoner of Azkaban,2004-01-01 00:00:00,Griptonite Games,Electronic Arts,Game Boy Advance,Action,6 9,8.1,E,
sales_2463,SimAnimals,2009-01-01 00:00:00,,,Nintendo DS,Simulation,70.0,7.5,E,0.0
sales_2464,NBA Live 2002,2001-01-01 00:00:00,EA Canada,Electronic Arts,PlayStation,Sports,81.0,,E,0.0
sales_2465,Way of the Samurai,2002-01-01 00:00:00,Acquire,Eidos Interactive,PlayStation 2,Action,74.0,8.2,M,0.0
sales_2466,The 3rd Birthday,2010-01-01 00:00:00,,Square Enix,PlayStation Portable (PSP),Role-Playing,71.0,6.1,M,0.0
sales_2467,Kung Fu Panda,2008-01-01 00:00:00,"Luxoflux, Inc.",Activision,PlayStation 3,Action,76.0,7.3,E10+,0.0
sales_2468,Epic Mickey 2: The Power of Two,2012-01-01 00:00:00,Blitz Games Studios,Disney Interactive Studios,Xbox 360,Action,59.0,5.5,E,0.0
sales_2469,Pac-Man Fever,2001-01-01 00:00:00,Media Mass,Sony Computer Entertainment,PlayStation 2,Misc,47.0,6.3,,0.0
sales_2470,Spectrobes: Beyond the Portals,2008-01-01 00:00:00,"Jupiter Corporation, Jupiter Multimedia",Disney Interactive Studios,Nintendo DS,Role-Playing,70.0,,E10+,0.0
sales_2471,HSX HyperSonic.Xtreme,2002-01-01 00:00:00,Blade Interactive,Midas Interactive Entertainment,PlayStation 2,Racing,,8.4,E,0.0
sales_2472,Lair,2007-01-01 00:00:00,"Factor 5, SCE/WWS",Sony Computer Entertainment,PlayStation 3,Action,53.0,6.4,T,0.0
sales_2473,Madden NFL 2004,2003-01-01 00:00:00,,Electronic Arts,Nintendo GameCube,Sports,94.0,,E,0.0
sales_2474,Summoner,2000-01-01 00:00:00,Volition Inc.,THQ,PlayStation 2,Role-Playing,74.0,7.8,T,0.0
sales_2475,Soul Sacrifice,2013-01-01 00:00:00,"SCE Japan Studio, comcept",Sony Computer Entertainment,PlayStation Vita,Role-Playing,77.0,,M,0.0
sales_2476,DC Universe Online,2011-01-01 00:00:00,WBIE,,PlayStation 3,,67.0,,T,0.0
sales_2477,NBA Live 07,2006-01-01 00:00:00,EA Sports,Electronic Arts,PlayStation Portable (PSP),Sports,64.0,7.5,E,0.0
sales_2478,IL-2 Sturmovik: Birds of Prey,2009-01-01 00:00:00,Gaijin Entertainment,505 Games,,Simulation,80.0,8.4,T,0.0
sales_2479,The Walking Dead: Survival Instinct,2013-01-01 00:00:00,Terminal Reality,Activision,PlayStation 3,Shooter,34.0,3.6,,0.0
sales_2480,Major League Baseball 2K10,,Concepts Visual,,Xbox 360,Sports,76.0,7.6,E,0.0
sales_2481,Alice in Wonderland,2010-01-01 00:00:00,Etranges Libellules,Disney Interactive Studios,Wii,Adventure,69.0,,,0.0
sales_2482,Ratatouille,2007-01-01 00:00:00,Heavy Iron Studios,THQ,PlayStation 3,,,4.8,E,
sales_2483,NBA Live 2004,2003-01-01 00:00:00,EA Sports,Electronic Arts,Xbox,Sports,85.0,8.2,E,0.0
sales_2484,Iron Man,2008-01-01 00:00:00,Artificial Mind & Movement,Sega,Nintendo DS,Action,56.0,7.0,E10+,0.0
sales_2485,Alien: Isolation,2014-01-01 00:00:00,Creative Assembly,Sega,Xbox One,Shooter,78.0,7.8,,0.0
sales_2486,Pro Evolution Soccer 2010,2009-01-01 00:00:00,Konami,Konami Digital Entertainment,Wii,Sports,82.0,8.4,E,0.0
sales_2487,Disney's Kim Possible: Revenge of Monkey Fist,2002-01-01 00:00:00,Digital Eclipse,THQ,Game Boy Advance,Platform,62.0,8.8,E,0.0
sales_2488,Naruto Shippuden: Clash of Ninja Revolution 3,2009-01-01 00:00:00,8ing/Raizing,Nintendo,Wii,,74.0,,T,0.0
sales_2489,Ace Combat Zero: The Belkan War,2006-01-01 00:00:00,Namco,Namco Bandai,PlayStation 2,Simulation,75.0,,T,0.0
sales_2490,Dragon Age: Origins,2009-01-01 00:00:00,BioWare,Electronic Arts,Windows PC,Role-Playing,91.0,8.6,M,0.0
sales_2491,Dynasty Warriors,2004-01-01 00:00:00,Koei,Tecmo Koei,PlayStation Portable (PSP),Action,62.0,7.3,T,0.0
sales_2492,NHL 07,2006-01-01 00:00:00,EA Sports,Electronic Arts,,Sports,,4.6,E10+,0.0
sales_2493,SoulCalibur: Broken Destiny,2009-01-01 00:00:00,BandaI Namco Games,Namco Bandai Games,PlayStation Portable (PSP),Fighting,80.0,6.2,T,0.0
sales_2494,Dragon Ball: Raging Blast,2009-01-01 00:00:00,Spike,Namco Bandai Games,Xbox 360,Fighting,56.0,7.5,T,0.0
sales_2495,Naruto Shippuden: Ultimate Ninja Storm 3,2013-01-01 00:00:00,CyberConnect2,Games Bandai Namco,Xbox 360,Fighting,70.0,7.7,T,0.0
sales_2496,World Championship Poker,2004-01-01 00:00:00,Coresoft,Crave Entertainment,,Misc,,,E,0.0
sales_2497,The BIGS,2007-01-01 00:00:00,Blue Castle Games,Take-Two Interactive,PlayStation 2,Sports,71.0,4.8,E,0.0
sales_2498,Dragon Ball Z: Supersonic Warriors,2004-01-01 00:00:00,Arc System Works,Atari,Game Boy Advance,Fighting,73.0,7.0,,0.0
sales_2499,NBA Ballers,2004-01-01 00:00:00,Midway,,Xbox,Sports,82.0,8.1,E,0.0
sales_2500,Silent Hill 4: The Room,,KCET,Konami Entertainment Digital,PlayStation 2,Action,76.0,7.8,M,0.0
sales_2501,Capcom Classics Collection,2005-01-01 00:00:00,Digital Eclipse,,PlayStation 2,Misc,,8.4,T,0.0
sales_2502,My Word Coach,2007-01-01 00:00:00,Ubisoft,Ubisoft,Wii,,68.0,,E,0.0
sales_2503,Tiger Woods PGA Tour 13,2012-01-01 00:00:00,Elcctronic Arts,EA,Xbox 360,Sports,77.0,5.6,E,0.0
sales_2504,The Saboteur,2009-01-01 00:00:00,Pandemic Studios,,Xbox 360,Action,73.0,8.2,,0.0
sales_2505,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,2004-01-01 00:00:00,Tantalus Interactive,THQ,Game Boy Advance,Avtion,56.0,,E,0.0
sales_2506,Sonic Riders,2006-01-01 00:00:00,Sonic Team,Sega,PlayStation 2,Racing,55.0,7.2,E,0.0
sales_2507,Looney Tunes: Back in Action,2003-01-01 00:00:00,Warthog,Warner Bros. Interactive Entertainment,PlayStation 2,Platform,51.0,7.5,E,
sales_2508,Monsters vs. Aliens,,Griptonite Games,Activision,Nintendo DS,Action,47.0,,E,0.0
sales_2509,NHL 09,2008-01-01 00:00:00,EA Canada,Electronic Arts,,Sports,88.0,8.4,E10+,0.0
sales_2510,Bully: Scholarship Edition,2008-01-01 00:00:00,Rockstar Toronto,Interactive Take-Two,,Action,83.0,8.4,T,0.0
sales_2511,WWE SmackDown vs. RAW 2007,2006-01-01 00:00:00,,THQ,Xbox 360,Fighting,81.0,,T,
sales_2512,Midnight Club II,2003-01-01 00:00:00,Rockstar San Diego,Take-Two Interactive,Xbox,Racing,86.0,,T,0.0
sales_2513,Tiger Woods PGA Tour 07,2006-01-01 00:00:00,EA Redwood Shores,Electronic Arts,PlayStation 3,Sports,81.0,,E,0.0
sales_2514,Ratatouille,2007-01-01 00:00:00,Asobo Studio,THQ,Wii,Action,62.0,,E,0.0
sales_2515,Avatar: The Last Airbender,2006-01-01 00:00:00,AWE Gamcs,THQ,Nintendo GameCube,Adventure,60.0,,E10+,0.0
