case,pair,variant,model,train_total,train_positives,train_negatives,val_f1,val_precision,val_recall,tokens_used,test_f1,test_precision,test_recall,f1,precision,recall,source_file
companies,forbes_fullcontact,provided_faiss_small_plus_random,hist_gb,120,34,86,0.9473684210526316,1.0,0.9,0,,,,0.9473684210526316,1.0,0.9,DI-Bench/runs/companies/entity_resolution/training/training_comparison/forbes_fullcontact/comparison_summary.csv
companies,forbes_fullcontact,provided_faiss_small_plus_random,gb,120,34,86,0.9424083769633508,0.989010989010989,0.9,0,,,,0.9424083769633508,0.989010989010989,0.9,DI-Bench/runs/companies/entity_resolution/training/training_comparison/forbes_fullcontact/comparison_summary.csv
companies,forbes_fullcontact,provided_faiss_large_plus_random,rf,720,200,520,0.99009900990099,0.9803921568627452,1.0,0,0.8677685950413223,0.813953488372093,0.9292035398230089,0.99009900990099,0.9803921568627452,1.0,DI-Bench/runs/companies/entity_resolution/training/training_comparison/forbes_fullcontact/comparison_summary.csv
companies,forbes_fullcontact,provided_faiss_large_plus_random,logreg,720,200,520,0.9852216748768472,0.970873786407767,1.0,0,,,,0.9852216748768472,0.970873786407767,1.0,DI-Bench/runs/companies/entity_resolution/training/training_comparison/forbes_fullcontact/comparison_summary.csv
companies,forbes_fullcontact,provided_faiss_large_plus_random,xgb,720,200,520,0.9850746268656716,0.9801980198019802,0.99,0,,,,0.9850746268656716,0.9801980198019802,0.99,DI-Bench/runs/companies/entity_resolution/training/training_comparison/forbes_fullcontact/comparison_summary.csv
companies,forbes_fullcontact,provided_faiss_large_plus_random,hist_gb,720,200,520,0.975609756097561,0.9523809523809524,1.0,0,,,,0.975609756097561,0.9523809523809524,1.0,DI-Bench/runs/companies/entity_resolution/training/training_comparison/forbes_fullcontact/comparison_summary.csv
companies,forbes_fullcontact,provided_faiss_large_plus_random,gb,720,200,520,0.9463414634146342,0.923809523809524,0.97,0,,,,0.9463414634146342,0.923809523809524,0.97,DI-Bench/runs/companies/entity_resolution/training/training_comparison/forbes_fullcontact/comparison_summary.csv
companies,forbes_fullcontact,provided_active_plus_random,rf,1235,197,1038,0.99009900990099,0.9803921568627452,1.0,0,0.8666666666666667,0.8188976377952756,0.9203539823008848,0.99009900990099,0.9803921568627452,1.0,DI-Bench/runs/companies/entity_resolution/training/training_comparison/forbes_fullcontact/comparison_summary.csv
companies,forbes_fullcontact,provided_active_plus_random,hist_gb,1235,197,1038,0.99009900990099,0.9803921568627452,1.0,0,,,,0.99009900990099,0.9803921568627452,1.0,DI-Bench/runs/companies/entity_resolution/training/training_comparison/forbes_fullcontact/comparison_summary.csv
companies,forbes_fullcontact,provided_active_plus_random,xgb,1235,197,1038,0.9852216748768472,0.970873786407767,1.0,0,,,,0.9852216748768472,0.970873786407767,1.0,DI-Bench/runs/companies/entity_resolution/training/training_comparison/forbes_fullcontact/comparison_summary.csv
companies,forbes_fullcontact,provided_active_plus_random,gb,1235,197,1038,0.9803921568627452,0.9615384615384616,1.0,0,,,,0.9803921568627452,0.9615384615384616,1.0,DI-Bench/runs/companies/entity_resolution/training/training_comparison/forbes_fullcontact/comparison_summary.csv
companies,forbes_fullcontact,provided_active_plus_random,logreg,1235,197,1038,0.98,0.98,0.98,0,,,,0.98,0.98,0.98,DI-Bench/runs/companies/entity_resolution/training/training_comparison/forbes_fullcontact/comparison_summary.csv
