id,name,releaseYear,developer,platform,genres,series
dbpedia_12193,List of Fire Pro Wrestling games,2002-01-01,Human Entertainment,,Fighting game,Fire Pro Wrestling
dbpedia_12194,Wipeout,1995-01-01,,,Racing video game,Wipeout (video game series)
dbpedia_12195,Duke Nukem II,,3D Realms,Game Boy Color,Platform game,
dbpedia_12196,Metal Gear Solid V: Ground Zeroes,2014-01-01,Kojima Productions,,Stealth game,
dbpedia_12197,Toy Story,1996-01-01,Traveller's Tales,Super Nintendo (SNES),Platform game,
dbpedia_12198,List of Fire Pro Wrestling games,1993-01-01,Spike (company),Game Boy Advance,Professional wrestling,
dbpedia_12200,All-Star Baseball 2004,2003-01-01,,,Sports game,All-Star Baseball
dbpedia_12201,Metroid,1987-01-01,Nintendo Research & Development 1,Nintendo Entertainment System (NES),Action-adventure game,Metroid
dbpedia_12202,Persona 2: Eternal Punishment,2000-01-01,Atlus,PlayStation,Role-playing video game,Persona (series)
dbpedia_12205,Pajama Sam 2: Thunder and Lightning Aren't so Frightening,2014-01-01,Humongous Entertainment,Android,Adventure game,
dbpedia_12206,Miner Wars 2081,2012-01-01,Keen Software House,Windows PC,Survival game,
dbpedia_12207,Rugby World Cup 2011,2011-01-01,HB Studios,PlayStation 3,Simulation game,
dbpedia_12208,Hamtaro (video game series),2000-01-01,ImaginEngine,macOS,Sports game,
dbpedia_12210,Lego Star Wars: The Complete Saga,2013-01-01,TT Fusion,PlayStation 3,Action-adventure game,
dbpedia_12211,2010 FIFA World Cup South Africa,2010-01-01,HB Studios,Wii,Sports game,FIFA World Cup video games
dbpedia_12212,Fast & Furious: Showdown,2013-01-01,Firebrand Games,Wii U,Racing video game,
dbpedia_12213,Star Wars Jedi Knight II: Jedi Outcast,2002-01-01,Aspyr,Nintendo GameCube,Hack and slash,Star Wars: Jedi Knight (series)
dbpedia_12214,Total Immersion Racing,2003-01-01,Razorworks,PlayStation 2,Racing,
dbpedia_12216,Let's Go Jungle!: Lost on the Island of Spice,2006-01-01,Sega,Arcade Cabinet,Shooting game,
dbpedia_12218,Carmageddon,,Stainless Games,Android,Vehicular combat game,
dbpedia_12219,Arabians Lost: The Engagement on Desert,2007-01-01,QuinRose,Nintendo DS,Visualnovel,
dbpedia_12221,List of Monster Jam video games,2020-01-01,Torus Games,iOS (iPhone),Racing game,
dbpedia_12222,Mortal Kombat 3,,Sculptured Software,,Fighting game,
dbpedia_12223,Anomaly: Warzone Earth,2011-01-01,,Linux / SteamOS,Real-time strategy,
dbpedia_12225,List of Monster Jam video games,2002-01-01,Ubi Soft Barcelona,Windows PC,Racing game,Monster Jam
dbpedia_12226,Hugo: The Evil Mirror,2005-01-01,ITE Media,Windows PC,Platform game,
dbpedia_12227,Ghostbusters,1985-01-01,Compile (company),,Action game,
dbpedia_12228,My Talking Tom,2013-01-01,Outfit7,,Virtual pet,
dbpedia_12230,Disney Infinity 3.0,2015-01-01,Avalanche Software,Android,,Disney Infinity
dbpedia_12231,Grand Theft Auto Online,2014-01-01,Rockstar North,Xbox 360,Action-adventure,
dbpedia_12232,Pokkén Tournament,2015-01-01,Bandai Namco Studios,Arcade Cabinet,Fighting game,
dbpedia_12233,Harry Potter and the Philosopher's Stone,2002-01-01,KnowWonder,Game Boy Advance,Role-playing video game,
dbpedia_12234,Kanon,,Key (company),iOS (iPhone),Visual novel,
dbpedia_12235,ICarly 2: iJoin the Click!,2010-01-01,,Nintendo DS,Social simulation game,ICarly (video game)
dbpedia_12236,Dance Dance Revolution Disney Mix,2006-01-01,Konami,Game Boy Color,Exergaming,Dance Dance Revolution
dbpedia_12237,Ready 2 Rumble Boxing: Round 2,2001-01-01,Crawfish Interactive,Nintendo 64,Sports game,
dbpedia_12238,Arthur and the Invisibles,2007-01-01,Etranges Libellules,PlayStation Portable (PSP),Arcade game,
dbpedia_12239,Planet of the Apes,2001-01-01,Torus Games,Windows PC,Action-adventure game,
dbpedia_12240,WWE 2K22,2022-01-01,Visual Concepts,,Sports game,
dbpedia_12241,Marvel vs. Capcom 2: New Age of Heroes,2009-01-01,Capcom,Arcade Cabinet,Fighting game,
dbpedia_12242,Mighty Switch Force! 2,2013-01-01,WayForward,iOS (iPhone),Puzzle video game,
dbpedia_12243,Dream Chronicles: The Chosen Child,2012-01-01,,iOS (iPhone),Puzzle game,
dbpedia_12245,Sid Meier's Pirates!,2010-01-01,Firaxis Games,Xbox,Action-adventure game,
dbpedia_12246,Auto Modellista,2003-01-01,Capcom Production Studio 1,Nintendo GameCube,Racing video game,
dbpedia_12247,Harry Potter and the Prisoner of Azkaban,2004-01-01,Xbox (console),PlayStation 2,Action-adventure game,
dbpedia_12248,NHL 95,1994-01-01,Realtime Associates,Sega Genesis / Mega Drive,Sports game,NHL (video game series)
dbpedia_12250,Detana!! TwinBee,,Konami,,Shoot 'em up,TwinBee (series)
dbpedia_12251,Micro Machines,2003-01-01,Gremlin Interactive,Sega Master System,,
dbpedia_12252,PUBG: Battlegrounds,2017-01-01,,PlayStation 5,Battle royale game,
dbpedia_12253,Astro Boy: The Video Game,2009-01-01,"Art Co., Ltd",Nintendo DS,Action game,
dbpedia_12254,Spider: Rite of the Shrouded Moon,2016-01-01,Tiger Style,macOS,Puzzle video game,
dbpedia_12255,Turok: Evolution,2002-01-01,Acclaim Studios Austin,Xbox,First-person shooter,Turok (video game series)
dbpedia_12256,Kiki Trick,2012-01-01,Nintendo Software Planning & Development,Wii U,Music video game,
dbpedia_12257,Star Wars,1991-01-01,Tiertex Design Studios,Sega Master System,Two-dimensional,
dbpedia_12258,Lego Marvel Super Heroes,2013-01-01,TT Fusion,PlayStation 3,Action-adventure game,
dbpedia_12259,Art of Fighting,1996-01-01,Alfa System,,Fighting game,
dbpedia_12260,Risk,2010-01-01,Sculptured Software,Sega Genesis / Mega Drive,Turn-based strategy,
dbpedia_12261,Hard Drivin',1989-01-01,Tengen (company),,Sim racing,
dbpedia_12263,Need for Speed: Carbon,2007-01-01,EA Canada,,Racing game,
dbpedia_12264,Skulls of the Shogun,2014-01-01,17-Bit,macOS,Turn-based tactics,
dbpedia_12265,Phoenix Wright: Ace Attorney Trilogy,2012-01-01,Capcom,Nintendo 3DS,Visual novel,
dbpedia_12266,Real Sound: Kaze no Regret,,Warp (company),Sega Dreamcast,Sound novel,
dbpedia_12269,Akai Katana,2010-01-01,CAVE (company),Nintendo Switch,Bullet hell,
dbpedia_12270,Dragon Quest IV,2014-01-01,Heartbeat (company),Nintendo DS,Role-playing video game,
dbpedia_12271,Jet Moto,1996-01-01,SingleTrac,PlayStation,Racing game,Jet Moto
dbpedia_12272,The Legend of Zelda,1986-01-01,Nintendo R&D4,Nintendo Entertainment System (NES),Action-adventure,The Legend of Zelda
dbpedia_12273,Harry Potter and the Order of the Phoenix,2007-01-01,Rebellion Developments,Game Boy Advance,Action-adventure game,
dbpedia_12274,Three Cards to Midnight,2009-01-01,Big Finish Games,Windows PC,Hidden object game,
dbpedia_12275,Doom II,1995-01-01,Id Software,,First-person shooter,Doom (franchise)
dbpedia_12276,NASCAR 06: Total Team Control,2005-01-01,Electronic Arts Tiburon,Xbox,Sports,EA Sports NASCAR Series
dbpedia_12277,Rampage World Tour,1998-01-01,Point of View (company),Windows PC,Action game,
dbpedia_12278,Band of Bugs,2007-01-01,NinjaBee,Xbox 360,Turn-based tactics,
dbpedia_12279,The Legend of Spyro: Dawn of the Dragon,2008-01-01,Tantalus Media,Wii,Action-adventure game,Spyro
dbpedia_12280,Asterix & Obelix,,Bit Managers,Windows PC,Platform game,
dbpedia_12281,What Remains of Edith Finch,2019-01-01,Giant Sparrow,Nintendo Switch,Adventure game,
dbpedia_12282,Brandish,1995-01-01,NEC,,Action role-playing,Brandish (series)
dbpedia_12283,X-Men: The Official Game,2006-01-01,Amaze Entertainment,Xbox 360,Beat 'em up,
dbpedia_12284,Obduction,2017-01-01,Cyan Worlds,macOS,Puzzle video game,
dbpedia_12285,UniWar,2009-01-01,Javaground,iOS (iPhone),Strategy,
dbpedia_12286,Shenmue II,2001-01-01,Sega AM2,Windows PC,Action-adventure game,Shenmue
dbpedia_12287,NCAA March Madness 06,2005-01-01,EA Vancouver,Xbox,Sports game,NCAA Basketball series
dbpedia_12288,Biker Mice from Mars,2006-01-01,Full Fat,Nintendo DS,Racing video game,
dbpedia_12289,Horsez,,MTO (video game company),Game Boy Advance,Strategy video game,Petz
dbpedia_12291,Popeye,1982-01-01,Nintendo R&D1,,Platform game,
dbpedia_12292,Myst,1993-01-01,Alfa System,Xbox Series X,Puzzle video game,
dbpedia_12293,Scorcher,1997-01-01,Zyrinx,Windows PC,Racing video game,
dbpedia_12294,NBA Hangtime,1997-01-01,Midway Games,,Sports game,
dbpedia_12295,Lufia & the Fortress of Doom,1993-01-01,Neverland (company),Super Nintendo (SNES),Role-playing video game,
dbpedia_12296,Predator: Hunting Grounds,,IllFonic,PlayStation 4,First-person shooter,
dbpedia_12298,Zombie Army 4: Dead War,2020-01-01,Rebellion Developments,Google Stadia,Third-person shooter,Sniper Elite
dbpedia_12300,Loadout,2014-01-01,Edge of Reality,PlayStation 4,Third-person shooter,
dbpedia_12301,Final Fantasy Record Keeper,2014-01-01,DeNA,Android,Role-playing video game,Final Fantasy
dbpedia_12302,Super Bubble Pop,2002-01-01,Zombie Studios,PlayStation,Puzzle video game,
dbpedia_12303,SOS,1993-01-01,Human Entertainment,Super Nintendo (SNES),Survival game,
dbpedia_12304,Double Dragon,,Software Creations,Game Boy Advance,Beat 'em up,
dbpedia_12305,Counter-Strike: Source,2010-01-01,Turtle Rock Studios,Windows PC,Tactical shooter,Counter-Strike
dbpedia_12308,Jack Lumber,2012-01-01,Owlchemy Labs,Android,Arcade game,
dbpedia_12309,Langrisser V: The End of Legend,2009-01-01,Masaya Games,,,
dbpedia_12310,Deal or No Deal,2010-01-01,Imagination Entertainment,iOS (iPhone),Trivia,
dbpedia_12311,Crusader Kings II,2013-01-01,Paradox Development Studio,macOS,Grand strategy game,
dbpedia_12312,Strider (1989 arcade game),2006-01-01,Capcom,,Hack and slash,
dbpedia_12313,Gunbird,1995-01-01,Psikyo,Sega Saturn,Scrolling shooter,
dbpedia_12315,Brawl Stars,2017-01-01,Supercell (video game company),iOS (iPhone),Hero shooter,
dbpedia_12316,Space Ark,2010-01-01,Strawdog Studios,Windows PC,,
dbpedia_12317,CyberTiger,2000-01-01,Saffire (company),PlayStation,Sports game,
dbpedia_12319,Risk,1996-01-01,Zoë Mode,macOS,Turn-based strategy,
dbpedia_12320,Richard Burns Rally,2005-01-01,Warthog Games,Windows PC,Sim racing,
dbpedia_12321,List of Saiyuki video games,2001-01-01,Enix,Game Boy Color,Adventure game,
dbpedia_12322,List of Monster Jam video games,2017-01-01,Torus Games,Nintendo DS,Racing game,
dbpedia_12323,Mary Skelter: Nightmares,2018-01-01,Idea Factory,PlayStation Vita,Dungeon crawler,
dbpedia_12324,Brunswick Pro Bowling,2010-01-01,PlayStation 2,iOS (iPhone),Bowling,
dbpedia_12325,List of Monster Jam video games,2002-01-01,,PlayStation 2,Racing game,
dbpedia_12327,Panzer Dragoon,2002-01-01,Sega,Amazon Luna,Rail shooter,
dbpedia_12328,Earthworm Jim 2,2002-01-01,Rainbow Arts,Linux / SteamOS,Platform game,Earthworm Jim (series)
dbpedia_12329,Another World,2013-01-01,InterplayEntertainment,PlayStation 3,Action game,
dbpedia_12330,After Burner II,1989-01-01,Sega AM2,,Combat flight simulator,
dbpedia_12331,Star Wars Jedi Knight II: Jedi Outcast,2002-01-01,Aspyr,PlayStation 4,Third-person shooter,Star Wars: Jedi Knight (series)
dbpedia_12332,Cities: Skylines,2022-01-01,Colossal Order (company),Windows PC,City-building game,
dbpedia_12333,List of Monster Jam video games,2016-01-01,Inland Productions,Xbox One,Racing,Monster Jam
dbpedia_12334,Days of Thunder,2011-01-01,Piranha Games,Xbox 360,Racing video game,
dbpedia_12335,Supremacy MMA,2012-01-01,Kung Fu Factory,PlayStation Vita,Fighting game,
dbpedia_12336,Raiden II,1995-01-01,Seibu Kaihatsu,Arcade Cabinet,Shoot 'em up,
dbpedia_12337,Forza Horizon 5,2021-01-01,Playground Games,Xbox One,Racing,Forza (series)
dbpedia_12338,Amnesia: A Machine for Pigs,2013-01-01,The Chinese Room,Windows PC,Survival horror,
dbpedia_12339,Leisure Suit Larry: Box Office Bust,2009-01-01,Team17,Windows PC,Action-adventure game,Leisure Suit Larry
dbpedia_12341,Tōkaidō Gojūsan-tsugi,1986-01-01,Sunsoft,Nintendo Entertainment System (NES),Action game,
dbpedia_12342,Street Racing Syndicate,2005-01-01,Eutechnyx,Nintendo GameCube,Racing video game,
dbpedia_12343,Oddworld: Stranger's Wrath,2022-01-01,Android (operating system),Windows PC,Third-person shooter,Oddworld
dbpedia_12344,Final Fantasy,2000-01-01,Square (video game company),,Role-playing video game,Final Fantasy
dbpedia_12345,Where in the U.S.A. Is Carmen Sandiego?,,Broderbund,,Educational game,
dbpedia_12346,Excitebike,2004-01-01,Arika,Nintendo Entertainment System (NES),Racing video game,
dbpedia_12347,Enchanter,1983-01-01,Infocom,,Interactive fiction,
dbpedia_12348,DJMax Portable 3,2010-01-01,Pentavision,PlayStation Portable (PSP),Music video game,
dbpedia_12349,Marvel vs. Capcom 2: New Age of Heroes,2002-01-01,,Arcade Cabinet,,
dbpedia_12350,Capcom Beat 'Em Up Bundle,2018-01-01,Capcom,Nintendo Switch,Beat 'em up,
dbpedia_12351,Tom Clancy's Ghost Recon Advanced Warfighter,2006-01-01,Red Storm Entertainment,Xbox 360,Tactical shooter,Tom Clancy's Ghost Recon
dbpedia_12352,Fairlight,1985-01-01,Edge Games,,Action-adventure game,
dbpedia_12353,Cold Fear,2005-01-01,,PlayStation 2,Third-person shooter,
dbpedia_12356,Michelin Rally Masters: Race of Champions,2000-01-01,EA DICE,Windows PC,Racing video game,Test Drive (series)
dbpedia_12357,Desert Strike,,Electronic Arts,Sega Game Gear,Shoot 'em up,
dbpedia_12358,MLB Slugfest 20-04,2003-01-01,Handheld Games,PlayStation 2,Sports game,MLB Slugfest
dbpedia_12359,Hebereke's Popoitto,1995-01-01,Sunsoft,Super Nintendo (SNES),Puzzle video game,Hebereke (series)
dbpedia_12360,Civilization,,MicroProse,,Turn-based strategy,Civilization (series)
dbpedia_12361,Diner Dash: Flo on the Go,2007-01-01,PlayFirst,Windows PC,Strategy game,
dbpedia_12362,List of Fire Pro Wrestling games,1995-01-01,Spike (company),,Professional wrestling,Fire Pro Wrestling
dbpedia_12364,Oddworld: Stranger's Wrath,2014-01-01,Just Add Water (company),Windows PC,First-person shooter,
dbpedia_12366,Ridge Racer,1993-01-01,Namco,,Racing video game,
dbpedia_12368,SimCity,,Babaroga (game company),,City-building game,
dbpedia_12369,Risk,2015-01-01,Runecraft,PlayStation,Turn-based strategy,
dbpedia_12370,Joe Danger 2: The Movie,2014-01-01,,PlayStation 3,Platform game,
dbpedia_12372,Fish Tycoon,2004-01-01,Last Day of Work,Android,Business simulation game,
dbpedia_12374,3-D Ultra Pinball: Thrillride,2000-01-01,Dynamix,Game Boy Color,Pinball,
dbpedia_12375,Armored Core: Last Raven,2010-01-01,FromSoftware,PlayStation 2,Third-person shooter,
dbpedia_12377,Earthworm Jim,1996-01-01,Kinesoft,,Shoot 'em up,
dbpedia_12378,Gremlins 2: The New Batch,1990-01-01,Topo Soft,,Platform game,
dbpedia_12379,Stellaris,2019-01-01,Paradox Development Studio,,Grand Strategy,
dbpedia_12380,Rock Band,2007-01-01,Pi Studios,PlayStation 2,Rhythm game,
dbpedia_12381,NCAA College Basketball 2K3,2002-01-01,Visual Concepts,Xbox,Sports game,
dbpedia_12382,Medieval II: Total War,2022-01-01,Creative Assembly,Android,Turn-based strategy,
dbpedia_12383,Worms,1995-01-01,Team17,Game Boy,Strategy video game,
dbpedia_12385,Murdered: Soul Suspect,2014-01-01,Airtight Games,PlayStation 3,Stealth game,
dbpedia_12386,Nickelodeon Kart Racers 2: Grand Prix,2022-01-01,,Android,Racing video game,
dbpedia_12387,Lemmings,1991-01-01,Probe Entertainment,,Puzzle video game,
dbpedia_12388,Quake III Arena,2001-01-01,Id Software,PlayStation 2,First-person shooter,
dbpedia_12389,Cloud Master,1989-01-01,Opera House,,Scrolling shooter,
dbpedia_12391,Lego Batman 2: DC Super Heroes,2012-01-01,Traveller's Tales,Wii,Action-adventure,
dbpedia_12392,Quarth,2012-01-01,Konami,Nintendo Entertainment System (NES),Shoot 'em up,
dbpedia_12393,Phantasy Star Collection,1998-01-01,Sega,PlayStation 2,Role-playing video game,Phantasy Star
dbpedia_12394,Eye of the Beholder,1994-01-01,Westwood Associates,,Dungeon crawl,
dbpedia_12395,All-Star Baseball 2002,2001-01-01,Acclaim Studios Austin,PlayStation 2,Sports game,All-Star Baseball
dbpedia_12396,NBA Live 2001,2001-01-01,EA Canada,PlayStation 2,Sports game,NBA Live
dbpedia_12397,Uplink,2012-01-01,Introversion Software,macOS,Hacker (computer secUrity),
dbpedia_12398,Asterix at the Olympic Games,2007-01-01,Étranges Libellules,Windows PC,Platform game,
dbpedia_12399,Michael Jackson: The Experience,2015-01-01,Ubisoft Montreal,Xbox 360,Rhythm game,
dbpedia_12400,My Hero,1985-01-01,Sega,Sega Master System,Beat 'em up,
dbpedia_12402,Command & Conquer: The First Decade,2006-01-01,EA Los Angeles,,Real-time strategy,
dbpedia_12403,Spider-Man: Shattered Dimensions,2010-01-01,Beenox,Windows PC,Metroidvania,
dbpedia_12404,Hatoful Boyfriend,2014-01-01,Mediatonic,PlayStation 4,Dating sim,
dbpedia_12405,Stationflow,2020-01-01,DMM Games,Windows PC,Casual game,
dbpedia_12406,Heavy Fire,2010-01-01,Teyon,PlayStation 3,Arcade game,
dbpedia_12407,SteamWorld Dig 2,2020-01-01,Image & Form,Nintendo Switch,Metroidvania,
dbpedia_12408,List of Monster Jam video games,2007-01-01,,PlayStation 3,Racing video game,
dbpedia_12409,Oddworld: Stranger's Wrath,2014-01-01,Just Add Water (company),Xbox One,,
dbpedia_12410,Devil May Cry 5,2020-01-01,Capcom,Xbox Series X,Action-adventure,Devil May Cry
dbpedia_12411,Murakumo: Renegade Mech Pursuit,2002-01-01,FromSoftware,Xbox,Third-person shooter,
dbpedia_12413,Assassin's Creed III: Liberation,2014-01-01,Ubisoft Milan,Windows PC,Stealth game,
dbpedia_12414,DesignSpark Mechanical,2013-01-01,RS Components,,Computer-aided design,
dbpedia_12415,Mimpi Dreams,,Dreadlocks Ltd,,Puzzle video game,
dbpedia_12417,Valkyria Chronicles,2016-01-01,,PlayStation 4,Third-person shooter,
dbpedia_12419,The Walking Dead: Season Two,2014-01-01,Telltale Games,,Interactive movie,The Walking Dead (video game series)
dbpedia_12420,OK K.O.! Let's Play Heroes,2018-01-01,Capybara Games,Xbox One,Beat 'em up,
dbpedia_12421,Another Century's Episode 2,2006-01-01,From Software,PlayStation 2,Action game,
dbpedia_12423,Earth & Beyond,2002-01-01,Westwood Studios,Windows PC,Massively multiplayer online role-playing game,
dbpedia_12424,Pikmin,2001-01-01,Nintendo EAD,Nintendo GameCube,Real-time strategy,
dbpedia_12425,Bureaucracy,1987-01-01,Infocom,,,
dbpedia_12426,Moon Hunters,2016-01-01,Kitfox Games,macOS,Action role-playing game,
dbpedia_12427,Dragon's Dogma,2012-01-01,Capcom,Windows PC,Action role-playing game,
dbpedia_12428,The Sims 3,2011-01-01,Edge of Reality,Nintendo 3DS,Social simulation game,
dbpedia_12429,Teenage Mutant Ninja Turtles Legends,2016-01-01,Ludia,,,Teenage Mutant Ninja Turtles video games
dbpedia_12430,Ark: Survival Evolved,2021-01-01,Studio Wildcard,macOS,Action-adventure game,
dbpedia_12431,Pure,2008-01-01,Black Rock Studio,,Racing game,
dbpedia_12432,Train Valley 2,2018-01-01,Flazm,Linux / SteamOS,Puzzle video game,
dbpedia_12433,Vanquish,2020-01-01,PlatinumGames,Xbox 360,Action game,
dbpedia_12434,Far Cry Vengeance,2006-01-01,Ubisoft Montreal,Wii,First-person shooter,
dbpedia_12435,Beat Down: Fists of Vengeance,2005-01-01,Cavia (company),Xbox,Action role-playing game,
dbpedia_12436,Sacred Blaze,2009-01-01,,PlayStation 2,Tactical role-playing game,
dbpedia_12438,Donkey Kong Jr.,1988-01-01,Nintendo Research & Development 2,,Platform game,Donkey Kong
dbpedia_12439,Swords & Soldiers,2009-01-01,Ronimo Games,Linux / SteamOS,Real-time strategy,
dbpedia_12441,Fight Club,2004-01-01,Genuine Games,Xbox,Fighting game,
dbpedia_12443,Dream Pinball 3D,2013-01-01,TopWare,Wii,Pinball,
dbpedia_12444,PUBG: Battlegrounds,2018-01-01,,Xbox Series X,Battle royale game,
dbpedia_12445,Ducati World Racing Challenge,2001-01-01,Attention to Detail,PlayStation,Racing game,
dbpedia_12446,Rise 2: Resurrection,1996-01-01,Mirage Technologies (Multimedia) Ltd.,,Fighting game,Rise of the Robots
dbpedia_12448,Crossed Swords II,1995-01-01,ADK (company),,Hack and slash,
dbpedia_12449,Wedding Dash,2009-01-01,ImaginEngine,macOS,Action game,
dbpedia_12451,The Amazing Spider-Man,2012-01-01,Gameloft,,Action-adventure game,
dbpedia_12452,Guilty Gear X2 updated versions,2019-01-01,,PlayStation Vita,Fighting game,Guilty Gear
dbpedia_12453,Michael Jackson's Moonwalker,,Arc System Works,,Beat 'em up,
dbpedia_12454,Wonder Boy: The Dragon's Trap,2017-01-01,,iOS (iPhone),Action-adventure,
dbpedia_12455,Monster Truck Madness 2,1998-01-01,Terminal Reality,Nintendo 64,Racing video game,
dbpedia_12457,Brunswick Pro Bowling,2010-01-01,Xbox One,Wii U,Sports,
dbpedia_12458,Bejeweled,2001-01-01,PopCap Games,,Puzzle video game,
dbpedia_12461,Medieval II: Total War: Kingdoms,2007-01-01,Android (operating system),Linux / SteamOS,Real-time tactics,Total War (video game series)
dbpedia_12462,Enter the Matrix,2003-01-01,Shiny Entertainment,PlayStation 2,Action-adventure game,
dbpedia_12463,Little Busters!,2012-01-01,Key (company),,Eroge,
dbpedia_12464,Castlevania: Rondo of Blood,1993-01-01,Konami,PlayStation Portable (PSP),Platform-adventure,Castlevania
dbpedia_12465,List of Monster Jam video games,2014-01-01,Ubi Soft Barcelona,Wii,Racing video game,
dbpedia_12466,The Ball,2010-01-01,Teotl Studios,,Action-adventure game,
dbpedia_12467,The Addams Family (video game series),2001-01-01,Ocean Software,,Adventure game,
dbpedia_12468,List of Monster Jam video games,2014-01-01,Torus Games,iOS (iPhone),Racing,
dbpedia_12470,Taz: Wanted,2002-01-01,Blitz Games,Nintendo GameCube,Action-adventure game,
dbpedia_12471,King of the Monsters,1991-01-01,DotEmu,,Wrestling,
dbpedia_12473,Shantae and the Pirate's Curse,2022-01-01,WayForward,,Platform game,
dbpedia_12474,Alien: Isolation,2014-01-01,Creative Assembly,Android,Stealth game,"List of Alien, Predator, and Alien vs. Predator games"
dbpedia_12475,Arcania: Gothic 4,2010-01-01,Black Forest Games,Xbox 360,Action role-playing video game,
dbpedia_12477,Kingdom Come: Deliverance,2018-01-01,Warhorse Studios,PlayStation 4,Action role-playing,
dbpedia_12478,The Eye of Judgment,2008-01-01,Japan Studio,PlayStation 3,Collectible card game,
dbpedia_12479,Top Spin 2,2006-01-01,Indie Built,Xbox 360,Sports game,
dbpedia_12480,Fate/tiger colosseum,2008-01-01,Type-Moon,PlayStation Portable (PSP),Fighting game,
dbpedia_12481,Spot: The Cool Adventure,1994-01-01,Visual Concepts,Game Boy,Platform game,
dbpedia_12482,Phoenix Wright: Ace Attorney,2010-01-01,Capcom Production Studio 4,Nintendo Switch,Adventure game,
dbpedia_12483,Serious Sam: The First Encounter,2020-01-01,Croteam,Google Stadia,First-person shooter,
dbpedia_12484,Blackguards 2,2017-01-01,Daedalic Entertainment,macOS,Turn-based tactics,
dbpedia_12485,List of Fire Pro Wrestling games,2018-01-01,Spike Chunsoft,PlayStation,Fighting game,Fire Pro Wrestling
dbpedia_12486,Worms World Party,2005-01-01,The Code Monkeys,,Artillery game,Worms (series)
dbpedia_12487,Tom Clancy's Ghost Recon: Island Thunder,2002-01-01,Red Storm Entertainment,Xbox,Tactical shooter,
dbpedia_12488,Fieldrunners,2012-01-01,Subatomic Studios,,Tower defense,
dbpedia_12490,The King of Fighters '97,1997-01-01,Code Mystics,,Fightinggame,
dbpedia_12491,Portal,2022-01-01,Valve Corporation,Windows PC,Puzzle-platform,Portal (video game series)
dbpedia_12493,Advanced Dungeons & Dragons: Heroes of the Lance,1991-01-01,U.S. Gold,,Action-adventure game,Dragonlance
dbpedia_12494,Resident Evil Survivor,2002-01-01,Tose (company),,First-person shooter,Resident Evil
dbpedia_12496,Nihilumbra,2018-01-01,BeautiFun Games,Android,Puzzle-platform game,
dbpedia_12497,AeroWings,1999-01-01,CRI Middleware,Sega Dreamcast,Flight simulator,
dbpedia_12498,Metro Exodus,2019-01-01,4A Games,PlayStation 5,First-person shooter,Metro (franchise)
dbpedia_12499,The Final Fantasy Legend,2021-01-01,Square (video game company),,Role-playing video game,SaGa
dbpedia_12501,Chaos;Head,2014-01-01,5pb.,Xbox 360,Visual novel,Science Adventure
dbpedia_12503,Arcana Heart,2006-01-01,Yuki Enterprise,Arcade Cabinet,Fighting game,Arcana heart
dbpedia_12504,The Typing of the Dead,2012-01-01,Smilebit,Arcade Cabinet,Educational game,
dbpedia_12505,NFL Blitz 20-02,2001-01-01,Point of View (company),Xbox,Sports game,
dbpedia_12507,Freddi Fish 2: The Case of the Haunted Schoolhouse,1996-01-01,Humongous Entertainment,macOS,Humorous,
dbpedia_12508,Cars Race-O-Rama,2009-01-01,Incinerator Studios,PlayStation 2,Racing video game,
dbpedia_12509,Gunbird 2,2016-01-01,Psikyo,Arcade Cabinet,Scrolling shooter,
dbpedia_12511,Dream Chronicles 2: The Eternal Maze,2010-01-01,,iOS (iPhone),Puzzle game,
dbpedia_12512,Sonic CD,2016-01-01,Sega,,Platform game,Sonic the Hedgehog
dbpedia_12514,Star Wars: Episode III – Revenge of the Sith,2005-01-01,The Collective (company),PlayStation 2,Action game,
dbpedia_12516,Switchblade II,2013-01-01,Core Design,,Shoot 'em up,Switchblade (video game)
dbpedia_12517,Super Time Force,2016-01-01,Capybara Games,Xbox 360,Shooter game,
dbpedia_12518,Worms,1995-01-01,Team17,,Artillery game,Worms (series)
dbpedia_12519,Might and Magic Book One: The Secret of the Inner Sanctum,1992-01-01,New World Computing,,Role-playing video game,Might and Magic
dbpedia_12520,Commander Keen in Invasion of the Vorticons,1990-01-01,Id Software,,Side-scrolling video game,Commander Keen
dbpedia_12521,Karnov's Revenge,1994-01-01,Data East,,Fighting game,Fighter's History
dbpedia_12522,Cho Aniki,1995-01-01,X-Nauts,PlayStation,Shoot 'em up,
dbpedia_12523,Deca Sports Extreme,2011-01-01,Hudson Soft,Nintendo 3DS,Sports,
dbpedia_12524,SimFarm,,Maxis,,Construction and management simulation games,List of Sim video games
dbpedia_12526,The Elder Scrolls V: Skyrim,2011-01-01,Bethesda Game Studios,PlayStation 5,Action role-playing,The Elder Scrolls
dbpedia_12529,Michael Jackson: The Experience,2011-01-01,Ubisoft Sao Paulo,Xbox 360,Music video game,
dbpedia_12530,Bionic Commando,2009-01-01,Grin (company),Windows PC,Action-adventure game,
dbpedia_12532,Michael Jackson: The Experience,2012-01-01,IOS,iPadOS (iPad),Rhythm game,
dbpedia_12533,Desert Strike,,Ocean Software,PlayStation Portable (PSP),Shoot 'em up,
dbpedia_12534,One: Kagayaku Kisetsu e,2007-01-01,Tactics (company),,Visual novel,
dbpedia_12535,Brunswick Pro Bowling,2016-01-01,PlayStation 2,PlayStation Portable (PSP),Sports,
