id,name,releaseYear,developer,publisher,platform,genres,criticScore,userScore,ESRB,globalSales
sales_1427,Tony Hawk's Pro Skater 4,2002-01-01,Neversoft Entertainment,Activis ion,Xbox,Sports,90.0,8.5,T,0
sales_1428,Dragon Age: Inquisition,2014-01-01,BioWare,Electronic Arts,Xbox One,Role-Playing,85.0,6.9,M,0
sales_1429,White Knight Chronicles: International Edition,2008-01-01,Level 5,Sony Computer Entertainment,PlayStation 3,Role-Playing,64.0,7.5,T,0
sales_1430,SingStar Abba,2008-01-01,SCEE London Studio,,PlayStation 3,Misc,70.0,5.5,T,
sales_1431,Kirby: Planet Robobot,2016-01-01,HAL Labs,Nintendo,Nintendo 3DS,Action,81.0,8.7,E,0
sales_1432,Guitar Hero: Metallica,2009-01-01,Neversoft Entertainment,Activision,Wii,,85.0,8.6,T,0
sales_1433,Teenage Mutant Ninja Turtles,2003-01-01,Konami,Unknown,Game Boy Advance,Action,71.0,8.8,E,0
sales_1434,Bayonetta,2009-01-01,,Sega,Xbox 360,Action,90.0,8.0,M,0
sales_1435,MLB 07: The Show,2007-01-01,SCEA,Sony Computer Entertainment,PlayStation 2,Sports,83.0,8.6,E,0
sales_1436,Cars,2006-01-01,Rainbow Studios,THQ,Nintendo GameCube,,71.0,7.0,E,0
sales_1437,Build-A-Bear Workshop,2007-01-01,Neko Entertainment,Game Factory,Nintendo DS,Simulation,61.0,4.8,E,0
sales_1438,Kingdom Hearts Re:coded,2010-01-01,"Square Enix, h.a.n.d. Inc.",Square Enix,Nintendo DS,Role-Playing,66.0,7.0,E10+,0
sales_1439,Operation Flashpoint: Dragon Rising,,Codemasters,Codemasters,Xbox 360,,77.0,7.8,M,0
sales_1440,Lego Batman 3: Beyond Gotham,2014-01-01,TT Games,Warner Bros. Interactive Entertainment,PlayStation 4,Action,73.0,7.1,E10+,0
sales_1441,Wipeout: In The Zone,2011-01-01,Activision,Activision,Xbox 360,Misc,39.0,5.6,E10+,0
sales_1442,SnoCross Championship Racing,1999-01-01,UDS,Ubisoft,PlayStation,Racing,66.0,,E,0
sales_1443,Brothers in Arms: Hell's Highway,2008-01-01,Gearbox Software,Ubisoft,PlayStation 3,Shooter,76.0,8.0,M,0
sales_1444,The LEGO Movie Videogame,2014-01-01,TT Games,Warner Bros. Interactive Entertainment,PlayStation 3,Action,80.0,6.8,E10+,0
sales_1445,Assassin's Creed III,2012-01-01,Ubisoft,Ubisoft,Windows PC,Action,80.0,,M,0
sales_1446,Borderlands 2,2012-01-01,Gearbox Software,Take-Two Interactive,Windows PC,Shooter,89.0,8.2,M,0
sales_1447,Teenage Mutant Ninja Turtles,2003-01-01,KCE Studios,Konami Digital Entertainment,PlayStation 2,Action,59.0,8.7,E,0
sales_1448,Disney Magical World,2013-01-01,h.a.n.d. Inc.,Nintendo,Nintendo 3DS,Adventure,71.0,7.5,E,0
sales_1449,Top Gun: Combat Zones,2001-01-01,Titus Software,,PlayStation 2,Simulation,63.0,3.3,E,0
sales_1450,NCAA Football 11,2010-01-01,EA Tiburon,Electronic Arts,Xbox 360,Sports,86.0,7.1,E,0
sales_1451,007: The World is not Enough,2000-01-01,,,PlayStation,Action,61.0,6.7,T,0
sales_1452,Cars,2006-01-01,Rainbow Studios,THQ,Wii,Racing,65.0,,E,0
sales_1453,Phoenix Wright: Ace Attorney,2005-01-01,Capcom,Capcom,Nintendo DS,Adventure,81.0,9.2,T,0
sales_1454,MLB 15: The Show,2015-01-01,SCEA San Diego Studios,Sony Computer Entertainment,PlayStation 4,Sports,80.0,7.8,E,0
sales_1455,South Park: The Stick of Truth,2014-01-01,Obsidian Entertainment,Ubisoft,PlayStation 3,Role-Playing,85.0,8.5,M,0
sales_1456,South Park: The Stick of Truth,2014-01-01,Obsidian Entertainment,Ubisoft,Xbox 360,Role-Playing,82.0,8.4,M,0
sales_1457,MLB 12: The Show,2012-01-01,SCEA San Diego Studios,Sony Computer Entertainment,PlayStation 3,Sports,87.0,,E,0
sales_1458,SpongeBob SquarePants: The Yellow Avenger,2006-01-01,Tantalus Interactive,THQ,PlayStation Portable (PSP),,48.0,6.4,E,0
sales_1459,Dante's Inferno,2010-01-01,Visceral Games,Electronic Arts,Xbox 360,Action,73.0,7.7,M,
sales_1460,Wii Play: Motion,2011-01-01,Nintendo,Nintendo,Wii,Misc,60.0,6.1,E10+,0
sales_1461,WWE SmackDown vs. Raw 2009,2008-01-01,Yuke's,THQ,Xbox 360,Fighting,79.0,7.1,T,0
sales_1462,Sonic Riders,2006-01-01,Sonic Team,Sega,Nintendo GameCube,Racing,59.0,8.0,E,0
sales_1463,Blue Dragon,2006-01-01,"Mistwalker, Artoon",Microsoft Game Studios,Xbox 360,Role-Playing,79.0,7.8,T,0
sales_1464,Harvest Moon 3D: A New Beginning,2012-01-01,Marvelous AQL,Marvelous Entertainment,Nintendo 3DS,Action,74.0,8.2,E,0
sales_1465,Kung Fu Panda,2008-01-01,Xpec,Activision,Wii,Action,70.0,,E10+,0
sales_1466,EA Sports Active 2,2010-01-01,EA Canada,Electronic Arts,PlayStation 3,Sports,78.0,5.4,E,0
sales_1467,Knockout Kings 2002,2002-01-01,Electronic Arts,Electronic Arts,PlayStation 2,Sports,76.0,8.1,T,0
sales_1468,Tom Clancy's EndWar,2008-01-01,Ubisoft Shanghai,Ubisoft,Xbox 360,,77.0,7.2,T,0
sales_1469,Tokyo Xtreme Racer 3,2003-01-01,Genki,Genki,PlayStation 2,Racing,63.0,8.9,E,0
sales_1470,Xenoblade Chronicles,2010-01-01,Monolith Soft,Nintendo,Wii,Role-Playing,92.0,8.9,T,0
sales_1471,Colin McRae Rally 2.0,2000-01-01,Codemasters,Codemasters,PlayStation,Racing,90.0,8.7,E,0
sales_1472,Dynasty Warriors 7,2011-01-01,,Tecmo Koei,PlayStation 3,Action,57.0,7.4,T,0
sales_1473,NBA 2K14,2013-01-01,Visual Concepts,Take-Two Interactive,Xbox One,Sports,86.0,5.7,E,0
sales_1474,SSX,2012-01-01,EA Canada,Electronic Arts,PlayStation 3,Sports,81.0,6.8,E,0
sales_1475,Sonic Riders: Zero Gravity,2008-01-01,Sonic Team,Sega,Wii,Racing,56.0,8.1,E,0
sales_1476,Sonic Mega Collection Plus,2004-01-01,Sonic Team,Sega,Xbox,Misc,75.0,7.9,E,0
sales_1477,Operation Flashpoint: Dragon Rising,2009-01-01,Codemasters,Codemasters,PlayStation 3,Shooter,76.0,6.5,M,0
sales_1478,Tiger Woods PGA Tour 2002,2002-01-01,EA Sports,Electronic Arts,PlayStation 2,Sports,80.0,7.6,E,0
sales_1479,Lost Odyssey,2007-01-01,Mistwalker,Microsoft Game Studios,Xbox 360,Role-Playing,78.0,8.3,T,0
sales_1480,Street Fighter V,2016-01-01,,,PlayStation 4,Fighting,77.0,,T,0
sales_1481,Just Cause 3,2015-01-01,Avalanche Studios,,Xbox One,Action,71.0,7.0,M,0
sales_1482,MLB 2005,2004-01-01,989 Sports,Sony Computer Entertainment,PlayStation 2,,78.0,7.6,E,0
sales_1483,Marvel: Ultimate Alliance 2,2009-01-01,Vicarious Visions,Activision,Xbox 360,Role-Playing,,7.3,T,0
sales_1484,Burnout Revenge,2005-01-01,Criterion Games,Electronic Arts,PlayStation 2,,90.0,8.8,E10+,0
sales_1485,Crysis 3,2013-01-01,Crytek,Electronic Arts,Xbox 360,Shooter,76.0,6.7,M,0
sales_1486,The Witcher 2: Assassins of Kings,2012-01-01,CD Projekt Red Studio,Namco Bandai Games,Xbox 360,Action,88.0,8.3,M,
sales_1487,Homefront,2011-01-01,Kaos Studios,THQ,PlayStation 3,Shooter,70.0,5.7,M,0
sales_1488,LEGO Jurassic World,2015-01-01,TT Games,Warner Bros. Interactive Entertainment,PlayStation 4,Action,70.0,7.0,E10+,0
sales_1489,The Elder Scrolls Online,,ZeniMax Media,Bethesda Softworks,Windows PC,Role-Playing,7 1,,M,0
sales_1490,Hot Shots Tennis,2006-01-01,Clap Hanz,Sony Computer Entertainment,PlayStation 2,Sports,70.0,,E,0
sales_1491,MX vs. ATV Reflex,2009-01-01,Rainbow Studios,THQ,PlayStation 3,Racing,74.0,,E,0
sales_1492,Madden NFL 25,2013-01-01,EA Sports,Electronic Arts,PlayStation 4,Sports,74.0,5.2,E,0
sales_1493,Sonic Heroes,2003-01-01,Sonic Team,Sega,Xbox,Platform,73.0,7.6,,0
sales_1494,Spider-Man 3,2007-01-01,Vicarious Visions,Activision,PlayStation 2,Platform,5 0,6.5,T,0
sales_1495,James Bond 007: Agent Under Fire,2002-01-01,Electronic Arts,Electronic Arts,Xbox,Shooter,71.0,7.5,T,0
sales_1496,LEGO Pirates of the Caribbean: The Video Game,2011-01-01,Traveller's Tales,Disney Interactive Studios,Nintendo DS,Action,69.0,,E10+,0
sales_1497,LEGO Marvel Super Heroes,2013-01-01,TT Games,Warner Bros. Interactive Entertainment,Nintendo 3DS,Action,61.0,5.2,E10+,0
sales_1498,DJ Hero,2009-01-01,FreeStyleGames,Activision,PlayStation 3,Misc,86.0,7.8,T,0
sales_1499,X-Men Legends,2004-01-01,Raven Software,Activision,Xbox,Role-Playing,82.0,8.5,T,0
sales_1500,NBA Live 2005,,EA Canada,Electronic Arts,Xbox,Sports,85.0,7.6,E,0
sales_1501,Harry Potter: Quidditch World Cup,2003-01-01,Magic Pockets,Electronic Arts,PlayStation 2,Sports,68.0,6.6,E,0
sales_1502,Madagascar,2005-01-01,Vicarious Visions,Activision,Game Boy Advance,Platform,71.0,,E,0
sales_1503,Blitz: The League,,MidWay,Unknown,PlayStation 2,Sports,76.0,8.0,M,
sales_1504,The Biggest Loser: Ultimate Workout,2010-01-01,Blitz Games Studios,THQ,Xbox 360,Sports,68.0,,E,0
sales_1505,Castlevania: Circle of the Moon,2001-01-01,KCEK,Konami Digital Entertainment,Game Boy Advance,Platform,91.0,8.5,T,0
sales_1506,SOCOM 4: U.S. Navy SEALs,2011-01-01,,Sony Computer Entertainment,PlayStation 3,Shooter,67.0,,M,0
sales_1507,Tiger Woods PGA Tour 06,2005-01-01,EA Sports,Electronic Arts,PlayStation 2,Sports,83.0,6.2,E,0
sales_1508,FIFA Street,2012-01-01,EA Sports,Electronic Arts,Xbox 360,Sports,77.0,6.7,E,0
sales_1509,Classic NES Series: The Legend of Zelda,2004-01-01,Nintendo,Nintendo,Game Boy Advance,Adventure,84.0,,E,0
sales_1510,Fire Emblem: The Sacred Stones,2004-01-01,Intelligent Systems,Nintendo,Game Boy Advance,Strategy,85.0,9.1,E,0
sales_1511,TouchMaster 2,2008-01-01,Midway Studios - San Diego,Midway Games,Nintendo DS,Puzzle,76.0,,E,0
sales_1512,Killzone: Liberation,,Guerrilla,Sony Computer Entertainment,PlayStation Portable (PSP),Shooter,77.0,8.3,T,0
sales_1513,Finding Nemo,2003-01-01,Traveller's Tales,THQ,Nintendo GameCube,Action,62.0,5.5,E,0
sales_1514,Ace Combat 2,,Namco,Sony Computer Entertainment,PlayStation,,83.0,,T,0
sales_1515,NFL 2K2,2001-01-01,Visual Concepts,Sega,PlayStation 2,Sports,85.0,7.5,E,0
sales_1516,Pure,2008-01-01,Black Rock Studio,Disney Interactive Studios,PlayStation 3,Racing,83.0,7.8,E,0
sales_1517,Resistance: Retribution,2009-01-01,Sony Bend,Sony Computer Entertainment,PlayStation Portable (PSP),Shooter,81.0,8.1,M,
sales_1518,Call of Duty: World at War,2008-01-01,n-Space,Activision,Nintendo DS,Shooter,75.0,7.8,T,0
sales_1519,Tiger Woods PGA Tour 12: The Masters,2011-01-01,Electronic Arts,Electronic Arts,PlayStation 3,Sports,80.0,7.3,E,0
sales_1520,FIFA Soccer 09 All-Play,2008-01-01,EA Canada,Electronic Arts,Wii,Sports,80.0,8.4,E,0
sales_1521,LEGO Indiana Jones 2: The Adventure Continues,2009-01-01,Traveller'sTales,Activision,PlayStation 3,Action,70.0,7.1,E10+,
sales_1522,Fossil Fighters,2008-01-01,RED Entertainment,Nintendo,Nintendo DS,Role-Playing,70.0,,E,0
sales_1523,NCAA Football 13,2012-01-01,EA Tiburon,Electronic Arts,PlayStation 3,Action,79.0,4.1,E,
sales_1524,Samba De Amigo,2008-01-01,Gearbox Software,Sega,Wii,Misc,68.0,8.1,E,0
sales_1525,The Simpsons Game,2007-01-01,EA Redwood Shores,Electronic Arts,PlayStation 3,Action,71.0,7.5,,0
sales_1526,Call of Duty: Modern Warfare 2,2009-01-01,Infinity Ward,Activision,Windows PC,Shooter,86.0,4.2,M,0
sales_1527,The Tomb Raider Trilogy,2011-01-01,Crystal Dynamics,Square Enix,PlayStation 3,Action,78.0,8.1,T,0
sales_1528,F1 2010,2010-01-01,Codemasters Birmingham,Codemasters,Xbox 360,Racing,84.0,7.5,E,0
sales_1529,Call of Juarez: Bound in Blood,2009-01-01,Techland,Ubisoft,PlayStation 3,Shooter,78.0,,M,0
sales_1530,NBA 2K6,2005-01-01,Visual Concepts,Take-Two Interactive,PlayStation 2,,84.0,8.3,E,0
sales_1531,Dissidia 012: Duodecim Final Fantasy,2011-01-01,Square Enix,Square Enix,PlayStation Portable (PSP),Fighting,78.0,8.3,T,0
sales_1532,Monster 4X4: World Circuit,2006-01-01,,Ubisoft,Wii,Racing,51.0,7.8,E,0
sales_1533,Far Cry: Primal,2016-01-01,Ubisoft Montreal,,Xbox One,Action,77.0,6.4,M,0
sales_1534,Resident Evil: Revelations,,Capcom,Capcom,Nintendo 3DS,Action,82.0,8.5,M,0
sales_1535,Sonic Chronicles: The Dark Brotherhood,2008-01-01,BioWare,Sega,Nintendo DS,Role-Playing,74.0,7.3,E,0
sales_1536,Star Wars: The Force Unleashed,2008-01-01,n-Space,LucasArts,Nintendo DS,Action,61.0,5.5,T,0
sales_1537,Grand Theft Auto IV,2008-01-01,Rockstar Toronto,Take-Two Interactive,,Action,90.0,6.6,,0
sales_1538,Rock Band 3,2010-01-01,,MTV Games,Xbox 360,Misc,9 3,8.2,T,0
sales_1539,WWE SmackDown vs. Raw 2011,2010-01-01,Yuke's,THQ,Xbox 360,Fighting,75.0,7.6,T,0
sales_1540,ESPN NHL 2K5,2004-01-01,Kush Games,Global Star,PlayStation 2,Sports,86.0,8.1,E,0
sales_1541,Borderlands: The Handsome Collection,2015-01-01,Gearbox Software,Take-Two Interactive,PlayStation 4,Shooter,82.0,7.8,M,0
sales_1542,Crimson Skies: High Road to Revenge,2003-01-01,FASA Studio,Microsoft Game Studios,Xbox,Simulation,88.0,8.8,T,0
sales_1543,Madden NFL 08,,EA Tiburon,Electronic Arts,Wii,Sports,76.0,6.8,E,0
sales_1544,Spec Ops: Ranger Elite,2001-01-01,Runecraft,TalonSoft,PlayStation,Shooter,48.0,6.6,T,0
sales_1545,F1 2009,2009-01-01,Sumo Digital,Codemasters,Wii,Racing,,7.2,E,0
sales_1546,Tom Clancy's Ghost Recon: Island Thunder,2003-01-01,Red Storm Entertainment,Ubisoft,Xbox,Shooter,81.0,8.8,M,0
sales_1547,Sleeping Dogs,2012-01-01,United Front Games,Square Enix,Xbox 360,,80.0,7.9,M,0
sales_1548,Kingdoms of Amalur: Reckoning,2012-01-01,Big Huge Games,Electronic Arts,Xbox 360,Role-Playing,80.0,,M,0
sales_1549,Kingdom Hearts Re: Chain of Memories,2008-01-01,Jupiter Corporation,Square Enix,PlayStation 2,Role-Playing,68.0,,E10+,0
sales_1550,Phantasy Star Portable 2,2009-01-01,Alfa System,Sega,PlayStation Portable (PSP),Role-Playing,69.0,8.1,T,0
sales_1551,Michael Jackson: The Experience,2011-01-01,Ubisoft Montreal,Ubisoft,Xbox 360,Misc,63.0,6.8,E10+,
sales_1552,LittleBigPlanet Karting,2012-01-01,"Media Molecule, United Front Games",Sony Computer Entertainment,PlayStation 3,Action,73.0,6.9,E,0
sales_1553,Tony Hawk's Project 8,2006-01-01,Shaba Games,Activision,PlayStation 2,Sports,69.0,7.3,T,0
sales_1554,GRID,,Codemasters,Codemasters,Xbox 360,Racing,87.0,7.9,E,0
sales_1555,DiRT,2007-01-01,Codemasters,Codemasters,Xbox 360,Racing,83.0,7.4,E,0
sales_1556,Red Faction: Guerrilla,2009-01-01,,THQ,Xbox 360,Shooter,85.0,8.1,M,0
sales_1557,Fight Night Round 2,2005-01-01,EA Sports,Electronic Arts,PlayStation 2,Fighting,88.0,9.0,T,0
sales_1558,Conflict: Desert Storm,2002-01-01,SCi,SCi,Xbox,Shooter,65.0,8.1,T,
sales_1559,Triple Play 2002,,Pandemic Studios,Electronic Arts,PlayStation 2,Sports,,,E,0
sales_1560,Cooking Mama: World Kitchen,2008-01-01,Cooking Mama Limited,505 Games,Wii,Simulation,62.0,4.9,E,0
sales_1561,Brothers in Arms: Hell's Highway,2008-01-01,Gearbox Software,Ubisoft,Xbox 360,Shooter,76.0,,M,0
sales_1562,Vagrant Story,2000-01-01,SquareSoft,Crave Entertainment,PlayStation,Role-Playing,92.0,8.3,T,0
sales_1563,Warriors Orochi,2007-01-01,Omega Force,Tecmo Koei,PlayStation 2,Action,55.0,8.2,T,0
sales_1564,Crysis 3,,Crytek,Electronic Arts,PlayStation 3,Shooter,77.0,6.3,M,0
sales_1565,Mercenaries 2: World in Flames,,Pandemic Studios,Electronic Arts,PlayStation 3,Shooter,72.0,7.1,T,0
sales_1566,SingStar '90s,,SCEE,Sony Computer Entertainment,PlayStation 2,Misc,73.0,,T,0
sales_1567,Wizards of Waverly Place,2009-01-01,Disney Interactive Studios,Disney Interactive Studios,Nintendo DS,Misc,58.0,,E,0
sales_1568,Ghostbusters: The Video Game,2009-01-01,Red Fly Studio,Atari,Wii,Action,76.0,8.5,E10+,0
sales_1569,Guitar Hero Live,2015-01-01,FreeStyleGames,,PlayStation 4,Misc,80.0,,T,0
sales_1570,Endless Ocean: Blue World,2009-01-01,Arika,Nintendo,Wii,Simulation,76.0,8.5,E10+,0
sales_1571,Winning Eleven: Pro Evolution Soccer 2007,2006-01-01,KCET,,PlayStation Portable (PSP),Sports,81.0,8.3,E,0
sales_1572,Rocky,2002-01-01,Rage Software,Rage Software,PlayStation 2,Fighting,74.0,8.4,T,
sales_1573,Ford Racing,2001-01-01,Toolbox Design,Empire Interactive,PlayStation,Racing,53.0,5.8,E,0
sales_1574,Guitar Hero: Warriors of Rock,2010-01-01,Neversoft Entertainment,Activision,Xbox 360,Misc,72.0,6.5,T,0
sales_1575,Lemmings,2006-01-01,Team 17,,PlayStation Portable (PSP),Puzzle,76.0,7.9,E,0
sales_1576,Dynasty Warriors 4: Xtreme Legends,2003-01-01,Omega Force,Tecmo Koei,PlayStation 2,Action,72.0,9.1,T,0
sales_1577,Pictionary,2010-01-01,Page 44 Studios,THQ,Wii,Puzzle,71.0,,E,0
sales_1578,2010 FIFA World Cup South Africa,2010-01-01,Electronic Arts,Electronic Arts,Xbox 360,Sports,83.0,,E,0
sales_1579,Tomb Raider: Anniversary,2007-01-01,Crystal Dynamics,Eidos Interactive,Wii,Action,73.0,7.3,T,0
sales_1580,NBA 2K8,2007-01-01,Visual Concepts,Take-Two Interactive,Xbox 360,Sports,81.0,7.0,E,0
sales_1581,Tiger Woods PGA Tour 2005,2004-01-01,EA Sports,Electronic Arts,Xbox,Sports,88.0,8.9,E,0
sales_1582,Kingdoms of Amalur: Reckoning,2012-01-01,Big Huge Games,Electronic Arts,PlayStation 3,Role-Playing,81.0,7. 6,M,0
sales_1583,Dragon Ball Z: Burst Limit,2008-01-01,"Dimps Corporation, Namco Bandai Games",,PlayStation 3,Fighting,71.0,7.2,T,0
sales_1584,Tekken Tag Tournament 2,2012-01-01,Namco Bandai Games,Namco Bandai Games,PlayStation 3,Fighting,82.0,8.2,T,0
sales_1585,Ninja Gaiden Sigma 2,2009-01-01,Team Ninja,Ubisoft Annecy,PlayStation 3,Action,,7.7,M,0
sales_1586,Ratatouille,2007-01-01,Asobo Studio,THQ,PlayStation 2,Action,65.0,8.0,E,0
sales_1587,Burnout 2: Point of Impact,2002-01-01,Criterion Games,Acclaim Entertainment,PlayStation 2,Racing,86.0,8.2,E,0
sales_1588,Wii Fit U,2013-01-01,Nintendo,Nintendo,Wii U,Sports,72.0,7.7,E,0
sales_1589,Street Fighter EX3,2000-01-01,Arika,Virgin Interactive,PlayStation 2,Fighting,64.0,7.9,T,0
sales_1590,The Legendary Starfy,2008-01-01,TOSE,Nintendo,Nintendo DS,Platform,,8.4,E,0
sales_1591,NCAA Football 11,2010-01-01,EA Tiburon,Electronic Arts,PlayStation 3,Sports,85.0,7.4,E,0
sales_1592,The House of the Dead: Overkill,2009-01-01,Headstrong Games,Sega,Wii,Shooter,78.0,8.7,M,0
sales_1593,Army of Two: The 40th Day,2010-01-01,EA Montreal,Electronic Arts,PlayStation 3,Shooter,,7.0,M,0
sales_1594,Darksiders II,2012-01-01,,THQ,PlayStation 3,,84.0,7.1,M,0
sales_1595,Spider-Man 2,2004-01-01,Treyarch,Activision,Nintendo GameCube,Action,80.0,8.8,T,0
sales_1596,Tales of Xillia 2,2012-01-01,Bandai Namco Games,Namco Bandai Games,PlayStation 3,Role-Playing,71.0,,,
sales_1597,Ghostbusters: The Video Game,2009-01-01,Terminal Reality,Sony Computer Entertainment,PlayStation 3,Action,78.0,7.9,T,0
sales_1598,The Incredibles,2004-01-01,Heavy Iron Studios,THQ,Nintendo GameCube,Action,63.0,7.1,T,
sales_1599,Xenoblade Chronicles X,2015-01-01,Monolith Soft,Nintendo,Wii U,Role-Playing,84.0,8.9,T,0
sales_1600,NBA 2K10,2009-01-01,Visual Concepts,Take-Two Interactive,PlayStation 3,Sports,83.0,7.8,E,0
sales_1601,ATV Quad Power Racing 2,2003-01-01,Acclaim,Acclaim Entertainment,PlayStation 2,Racing,68.0,,E,
sales_1602,Skate 2,2009-01-01,EA Black Box,Electronic Arts,PlayStation 3,Sports,84.0,7.8,T,0
sales_1603,Big Mutha Truckers,2002-01-01,Eutechnyx,Empire Interactive,PlayStation 2,,62.0,5.3,T,0
sales_1604,Rogue Galaxy,2005-01-01,Level 5,Sony Computer Entertainment,PlayStation 2,Role-Playing,83.0,8.4,T,0
sales_1605,ESPN College Hoops 2K5,2004-01-01,Visual Concepts,Sega,PlayStation 2,Sports,86.0,8.1,E,0
sales_1606,NCAA Football 14,2013-01-01,EA Tiburon,Electronic Arts,PlayStation 3,Sports,77.0,6.2,E,0
sales_1607,Harry Potter and the Order of the Phoenix,2007-01-01,Visual Impact,Electronic Arts,Nintendo DS,Action,51.0,,E,0
sales_1608,Sniper Elite V2,2012-01-01,Rebellion,505 Games,Xbox 360,Shooter,67.0,6.8,M,0
sales_1609,Metroid: Zero Mission,2004-01-01,Nintendo,Nintendo,Game Boy Advance,Adventure,89.0,9.0,E,0
sales_1610,Burnout Legends,2005-01-01,Criterion Games,Electronic Arts,PlayStation Portable (PSP),Racing,86.0,8.4,E10+,0
sales_1611,Blazing Angels: Squadrons of WWII,2007-01-01,Ubisoft,Ubisoft,Wii,Simulation,57.0,6.7,T,0
sales_1612,Madden NFL 09 All-Play,2008-01-01,EA Tiburon,Electronic Arts,Wii,Sports,82.0,7.2,E,0
sales_1613,Dynasty Warriors 2,2000-01-01,Omega Force,THQ,PlayStation 2,Action,75.0,8.8,T,
sales_1614,Time Crisis 4,2007-01-01,Nex Entertainment,Namco Bandai Games,PlayStation 3,Shooter,60.0,7.4,T,0
sales_1615,Duke Nukem Forever,2011-01-01,"Gearbox Software, 3D Realms",Take-Two Interactive,Xbox 360,Shooter,49.0,4.4,M,0
sales_1616,Lizzie McGuire 2: Lizzie Diaries,2004-01-01,Artificial Mind and Movement,Disney Interactive Studios,Game Boy Advance,Action,57.0,5.0,E,0
sales_1617,NCAA Football 12,,EA Sports,Electronic Arts,PlayStation 3,Sports,82.0,5.8,E,
sales_1618,Brute Force,2003-01-01,Digital Anvil,Microsoft Game Studios,Xbox,Shooter,77.0,,M,0
sales_1619,Tiger Woods PGA Tour 11,2010-01-01,EA Sports,Electronic Arts,PlayStation 3,Sports,78.0,6.7,E,0
sales_1620,WWE SmackDown vs. Raw 2009,2008-01-01,Yuke's,THQ,Wii,Fighting,79.0,8.5,T,0
sales_1621,Sly 3: Honor Among Thieves,2005-01-01,Sucker Punch,Sony Computer Entertainment,PlayStation 2,Platform,83.0,8.8,E10+,0
sales_1622,Need for Speed: Nitro,2009-01-01,EA Montreal,Electronic Arts,Wii,Racing,69.0,7.4,E10+,0
sales_1623,Street Fighter X Tekken,2012-01-01,Capcom,Capcom,PlayStation 3,Fighting,84.0,5.3,T,0
sales_1624,Sid Meier's Civilization Revolution,2008-01-01,Firaxis Games,Take-Two Interactive,Xbox 360,,84.0,7.8,E10+,0
sales_1625,Tales of the Abyss,2011-01-01,Bandai Namco Games,Namco Bandai Games,Nintendo 3DS,Role-Playing,,7.6,T,0
sales_1626,Dragon Age II,2011-01-01,BioWare,Electronic Arts,PlayStation 3,Action,8 2,,M,0
sales_1627,Call of Duty: Modern Warfare 3,2011-01-01,"Treyarch, Sledgehammer Games",Activision,Wii,Shooter,70.0,1.8,M,0
sales_1628,James Bond 007: Nightfire,2002-01-01,Eurocom Entertainment Software,Electronic Arts,Xbox,Shooter,7 8,7.8,T,0
sales_1629,Tony Hawk's Pro Skater 3,2001-01-01,Neversoft Entertainment,Activision,Nintendo GameCube,Sports,91.0,,T,0
sales_1630,Marvel: Ultimate Alliance,2006-01-01,Raven Software,Activision,PlayStation 2,Role-Playing,,8.2,T,0
sales_1631,DJ Hero 2,2010-01-01,FreeStyleGames,Activision,Xbox 360,Misc,86.0,7.9,T,0
sales_1632,Harvest Moon: Tree of Tranquility,2007-01-01,Marvelous Entertainment,Rising Star Games,Wii,Simulation,65.0,,E,0
sales_1633,Tony Hawk's Underground 2 Remix,2005-01-01,Shaba Games,Activision,PlayStation Portable (PSP),Sports,83.0,8.0,T,0
sales_1634,Need for Speed: Hot Pursuit 2,2002-01-01,EA Seattle,Electronic Arts,Xbox,Racing,75.0,6.4,E,0
sales_1635,I Spy: Fun House,2007-01-01,Big Blue Bubble Inc.,Scholastic Inc.,Nintendo DS,Puzzle,,,E,0
sales_1636,Amped: Freestyle Snowboarding,,Indie Built,Microsoft Game Studios,Xbox,Sports,78.0,9.0,E,0
sales_1637,Stranglehold,2007-01-01,Midway,Midway Games,Xbox 360,Shooter,77.0,7.6,M,0
sales_1638,Shin Megami Tensei: Persona 4,2008-01-01,Atlus Co.,Atlus,PlayStation 2,Role-Playing,90.0,8.9,M,0
sales_1639,Devil May Cry HD Collection,2012-01-01,,Capcom,PlayStation 3,Action,74.0,8.8,M,0
sales_1640,Ready 2 Rumble Boxing: Round 2,2000-01-01,Midway,Midway Games,PlayStation 2,Fighting,75.0,,T,0
sales_1641,Dance Central 3,2012-01-01,Harmonix Music Systems,,Xbox 360,,86.0,8.0,T,0
sales_1642,Tales of Destiny II,2000-01-01,Namco,Namco Bandai Games,PlayStation,Role-Playing,78.0,8.7,T,0
sales_1643,NASCAR 2001,2000-01-01,Black Box,Electronic Arts,PlayStation,Racing,73.0,6.1,E,0
sales_1644,The Legend of Zelda: Four Swords Adventures,2004-01-01,,Nintendo,Nintendo GameCube,Action,86.0,7.2,E,0
sales_1645,MediEvil: Resurrection,2005-01-01,,Sony Computer Entertainment,PlayStation Portable (PSP),Adventure,66.0,8.7,T,0
sales_1646,Valkyrie Profile,1999-01-01,Tri-Ace,Enix Corporation,PlayStation,Role-Playing,81.0,8.8,T,0
sales_1647,Patapon,2007-01-01,SCE Japan Studio,Sony Computer Entertainment,PlayStation Portable (PSP),Misc,86.0,8.7,E,0
sales_1648,Pro Evolution Soccer 2010,2009-01-01,Konami,Konami Digital Entertainment,Xbox 360,Sports,78.0,7.6,E,0
sales_1649,Tom Clancy's Rainbow Six 3,2004-01-01,,Ubisoft,,Shooter,70.0,8.2,M,
