id,brand,title,description,price,priceCurrency,cluster_id,link,title_description,model,model_number,product_type,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,width_mm,length_mm,height_mm,weight_g,storage_connection_type,memory_type,color,form_factor
products_4_97231319,Zotac,ZOTAC GAMING GEFORCE RTX 2080 SUPER AMP 8GB GDDR6,"Zotac GeForce RTX 2080 SUPER AMP 8GB GDDR6 Ray-Tracing Graphics Card, 3072 Core, 1650MHz GPU, 1845MHz Boost",706.99,INR,1814777,https://www.pcstudio.in/product/zotac-gaming-geforce-rtx-2080-super-amp-8gb-gddr6,"ZOTAC GAMING GEFORCE RTX 2080 SUPER AMP 8GB GDDR6. Description: Everything is super with the all-new ZOTAC GAMING GeForce RTX 20 Series SUPER graphics cards. Based on the NVIDIA Turing architecture, it?s packed with more cores and ultra-fast GDDR6 memory. Integrated with more smart and optimized technologies, get ready to GET FAST and GAME STRONG. GDDR6 memory Strong Factory OC 16+4 Power Phase PowerBoost Freeze Fan Stop IceStorm 2.0 Cooling Metal Backplate Active Fan Control SPECTRA Lighting System OC Scanner FireStorm Utility",GAMING GEFORCE RTX 2080 SUPER AMP,,GPU,,,,,,PCI Express x16,,42.0,298.0,133. 0,,,,,
products_4_28074779,MSI,MSI GeForce GTX 1660 VENTUS XS 6G OC 6GB Dual Fan Graphic Card,"Core/MemoryBoost Clock / Memory Speed1785 MHz / 8 Gbps6GB GDDR5DisplayPort x 3 / HDMI x 1TORX Fan 2.0Dispersion fan blade: Steep curved blade accelerating the airflow.Traditional fan blade: Provides steady airflow to massive heat sinkbelow.Afterburner Overclocking UtilityDispersion fan blade: Steep curved blade accelerating the airflow.Traditional fan blade: Provides steady airflow to massive heat sinkbelow.GeForce ExperienceCapture and share videos, screenshots, and livestreams with friends. Keepyour drivers up to date and optimize your game settings.NVIDIA AnselA powerful photo mode that lets you take professional-grade photographs ofyour games.TURING SHADERSFeaturing concurrent execution of floating point and integer operations,adaptive shading technology, and a new unified memory architecture with twicethe cache of its predecessor, NVIDIA Turing shaders enable awesomeperformance increases on today\\'s games.PREMIUM DESIGNA fresh new dual fan design, VENTUS proudly displays its industrial shapesin neutral colors to fit any build.WE\\'VE GOT YOUR BACKA sturdy backplate helps to strengthen the graphics card and complements thedesign to look even better.SpecificationsModel NameGeForce GTX 1660 VENTUS XS 6GGraphics Processing UnitNVIDIA GeForce GTX 1660InterfacePCI Express x16 3.0Cores1408 UnitsCore ClocksBoost: 1785 MHzMemory Speed8 GbpsMemory6GB GDDR5Memory Bus192-bitOutputDisplayPort x 3 (v1.4) / HDMI 2.0b x 1HDCP Support2.2Power Consumption120 WPower Connectors8-pin x 1Recommended PSU450 WCard Dimensions204 x 128 x 42 mmWeight (Card/Package)702 g / 1061 gDirectX Version Support12 APIOpenGL Version Support4.5Maximum Displays4VR ReadyYesG-Sync TechnologyYesDigital Maximum Resolution7680 x 4320",221.58,GBP,18321,https://www.technextday.co.uk/msi-geforce-gtx-1660-ventus-xs-6g-oc-6gb-dual-fan-graphic-card-geforce-gtx-1660-ventus-xs-6g,"MSI GeForce GTX 1660 VENTUS XS 6G OC 6GB Dual Fan Graphic Card. Description: Core/MemoryBoost Clock / Memory Speed1785 MHz / 8 Gbps6GB GDDR5DisplayPort x 3 / HDMI x 1TORX Fan 2.0Dispersion fan blade: Steep curved blade accelerating the airflow.Traditional fan blade: Provides steady airflow to massive heat sinkbelow.Afterburner Overclocking UtilityDispersion fan blade: Steep curved blade accelerating the airflow.Traditional fan blade: Provides steady airflow to massive heat sinkbelow.GeForce ExperienceCapture and share videos, screenshots, and livestreams with friends. Keepyour drivers up to date and optimize your game settings.NVIDIA AnselA powerful photo mode that lets you take professional-grade photographs ofyour games.TURING SHADERSFeaturing concurrent execution of floating point and integer operations,adaptive shading technology, and a new unified memory architecture with twicethe cache of its predecessor, NVIDIA Turing shaders enable awesomeperformance increases on today\\'s games.PREMIUM DESIGNA fresh new dual fan design, VENTUS proudly displays its industrial shapesin neutral colors to fit any build.WE\\'VE GOT YOUR BACKA sturdy backplate helps to strengthen the graphics card and complements thedesign to look even better.SpecificationsModel NameGeForce GTX 1660 VENTUS XS 6GGraphics Processing UnitNVIDIA GeForce GTX 1660InterfacePCI Express x16 3.0Cores1408 UnitsCore ClocksBoost: 1785 MHzMemory Speed8 GbpsMemory6GB GDDR5Memory Bus192-bitOutputDisplayPort x 3 (v1.4) / HDMI 2.0b x 1HDCP Support2.2Power Consumption120 WPower Connectors8-pin x 1Recommended PSU450 WCard Dimensions204 x 128 x 42 mmWeight (Card/Package)702 g / 1061 gDirectX Version Support12 APIOpenGL Version Support4.5Maximum Displays4VR ReadyYesG-Sync TechnologyYesDigital Maximum Resolution7680 x 4320",GeForce GTX 1660 VENTUS XS 6G OC,GTX1660VENTUSXS6GOC,GPU,GeForce GTX 1660,,,,,PCI Express x16,,,,,,,GDDR5,,
products_4_7178022,Seagate,"Seagate SSD FireCuda 520, 2TB, PCI Express 4.0 x4, M.2 2280","Seagate SSD FireCuda 520, 2TB, PCI Express 4.0 x4, M.2 2280","2,026.29",RON,1848446,https://www.badabum.ro/solid-state-drive-ssd/seagate/161547-ssd-firecuda-520-2tb-pci-express-4-0-x4-m-2-2280,"Seagate SSD FireCuda 520, 2TB, PCI Express 4.0 x4, M.2 2280. Description: Seagate SSD FireCuda 520, 2TB, PCI Express 4.0 x4, M.2 2280",SSD FireCuda 520,,SSD,,,"2,000.0 GB",5000.0 MB/s,4400.0 MB/s,PCI Express x4,NVMe,,,,,M.2,,,M.2 2280
products_4_98783247,EVGA,EVGA GeForce GTX 1660 XC Black Gaming 6GB Graphics Card,"Cuda Cores: 1408, Boost Clock: 1785MHz, GDDR5, 192-bit Memory, Memory Clock: 8002Mhz, 1 x DisplayPort, 1 x HDMI, 1 x DL-DVI, 3 Year Warranty*",227.6,USD,184950,https://www.novatech.co.uk/products/evga-geforce-gtx-1660-xc-black-gaming-6gb-graphics-card/06g-p4-1161-kr.html,"EVGA GeForce GTX 1660 XC Black Gaming 6GB Graphics Card. Description: Cuda Cores: 1408, Boost Clock: 1785MHz, GDDR5, 192-bit Memory, Memory Clock: 8002Mhz, 1 x DisplayPort, 1 x HDMI, 1 x DL-DVI, 3 Year Warranty*",GeForce GTX 1660 XC Black Gaming,06G-P4-1161-KR,GPU,,,,,,PCI Express x16,,,,,,,,,
products_4_33078127,ADATA,ADATA XPG SX8200 Pro PCIe M.2 2280 256GB SSD,"M.2 2280 PCIe Gen3x4, 256GB capacity, Internal Solid State Drive, Read/write up to 3500/1200MB/s, Maximum 4K random read / write IOPS : up to 220K / 290K, 2nd Generation 64-layer 3D NAND Flash 5 year warranty",129.0,NZD,1856741,https://www.laurensontechnology.com/product-page/adata-xpg-sx8200-pro-pcie-m-2-2280-256gb-ssd,"ADATA XPG SX8200 Pro PCIe M.2 2280 256GB SSD. Description: M.2 2280 PCIe Gen3x4, 256GB capacity, Internal Solid State Drive, Read/write up to 3500/1200MB/s, Maximum 4K random read / write IOPS : up to 220K / 290K, 2nd Generation 64-layer 3D NAND Flash 5 year warranty",XPG SX8200 Pro,ASX8200PNP-256GT-CE,SSD,,,,"3,500.0 MB/s","1,200.0 MB/s",,PCIe,22.0,80.0,3.5,8.0,,,,
products_4_95938519,Kingston,"Memorie USB Kingston USB Flash DriveDataTraveler® 50,32GB,, Speed2 USB 3.1, DT50/32GB","Kingston USB Flash Drive DT50/32GB- DataTraveler® 50, Speed2 USB 3.1 Gen 1 3- 110MB/s read, 15MB/s write, 32GB, Metal casing with red",143.75,RON,1856804,https://www.ideall.ro/magazin-memorii-usb/kingston/Memorie-USB-Kingston-USB-Flash-Drive-DataTraveler-50-32GB-Speed2-USB-3-1-DT50-32GB--191716,"Memorie USB Kingston USB Flash DriveDataTraveler® 50,32GB,, Speed2 USB 3.1, DT50/32GB. Description: Kingston USB Flash Drive DT50/32GB- DataTraveler® 50, Speed2 USB 3.1 Gen 1 3- 110MB/s read, 15MB/s write, 32GB, Metal casing with red",DataTraveler® 50,DT50/32GB,USB_STICK,,,,,15.0 MB/s,USB 3.0,,44.9,92.0,20.0,,,,Metal casing with red,
products_4_53937881,Gigabyte,Gigabyte Radeon RX 5500 XT OC 4G,"Grafikkort, PCI-Express 4.0, 4GB GDDR6, Navi","2,299.0",SEK,1857431,https://www.komplett.se/product/1149428/datorutrustning/datorkomponenter/grafikkort/gigabyte-radeon-rx-5500-xt-oc-4g,"Gigabyte Radeon RX 5500 XT OC 4G. Description: Grafikkort, PCI-Express 4.0, 4GB GDDR6, Navi",Radeon RX 5500 XT OC 4G,,GPU,,,,,,PCIe 4.0,,,,,,,GDDR6,,
products_4_33923099,Samsung,HD SSD M.2 250GB Samsung 860 EVO Basic SATA (2280) retail,"Samsung MZ-N6E250, 250 GB, M.2, 550 MB/s, 6 Gbit/s Samsung",50.52,EUR,187372,https://www.esseshop.it/hd-ssd-m2-250gb-samsung-860-evo-basic-sata-2280-retail-p-95872.html,"HD SSD M.2 250GB Samsung 860 EVO Basic SATA (2280) retail. Description: Samsung MZ-N6E250, 250 GB, M.2, 550 MB/s, 6 Gbit/s Samsung",860 EVO Basic,MZ-N6E250,SSD,,,250.0 GB,,520.0 MB/s,SATA,,,,,,,,,
products_4_62327624,Seagate,HDD 600 Gb SAS 2.0 Seagate Cheetah 15K.7 ST3600057SS 3.5,: SAS;: 3.6Idle;,"23,214.0",INR,1882499,http://shop.irsural.ru/comp/catalog/hdd/sas/product-61977.html,HDD 600 Gb SAS 2.0 Seagate Cheetah 15K.7 ST3600057SS 3.5. Description: : SAS;: 3.6Idle;,Cheetah 15K.7,,HDD,,,600.0 GB,,,SAS,SAS,,,,,3.5-inch SAS,,,3.5-inch
products_4_61015432,,Dysk SSD M.2 Silicon Power A80 1TB PCI-e,SP001TBP34A80M28,629.0,PLN,1902459,"http://kozak.pl/p7329,dysk-ssd-m2-silicon-power-a80-1tb-pci-e.html",Dysk SSD M.2 Silicon Power A80 1TB PCI-e. Description: SP001TBP34A80M28,A80,,SSD,,,"1,000.0 GB",3400.0 MB/s,3000.0 MB/s,PCIe,M.2,22.0,80.0,3.5,8.0,,,,M.2 2280
products_4_77134405,Gigabyte,Gigabyte AORUS M.2 2280 NVMe 2TB PCIe 4.0 Internal SSD 5000MB/s GP-ASM2NE6200TTTD | PCByte,"Capacity: 2TB (2000GB)Form Factor : M.2(2280)Read : Up to 5000 MB/sWrite : Up to 4400 MB/sInterface: NVMe 1.3, PCIe Gen4x4",599.0,AUD,1925591,https://www.pcbyte.com.au/store/product/gigabyte-aorus-m-2-2280-nvme-2tb-pcie-4-0-internal-ssd-5000mb-s-gp-asm2ne6200tttd-24288,"Gigabyte AORUS M.2 2280 NVMe 2TB PCIe 4.0 Internal SSD 5000MB/s GP-ASM2NE6200TTTD | PCByte. Description: Capacity: 2TB (2000GB)Form Factor : M.2(2280)Read : Up to 5000 MB/sWrite : Up to 4400 MB/sInterface: NVMe 1.3, PCIe Gen4x4",AORUS,,SSD,,,"2,000.0 GB",,,PCIe 4.0,NVMe,23.5,80.5,11.4,,,DDR4,,
products_4_62044328,Kingston,Kingston DataTraveler 50 64GB USB 3.0 Metal/Blue Kingston,Kingston DataTraveler 50 64GB USB 3.0 Metal/Blue Kingston,13.99,EUR,1925917,https://www.fotofabrikas.lt/items/USB-laikmenos/USB-raktai/8617a3d.2-Kingston-DataTraveler-50-64GB-USB-3-0-MetalBlue-Kingston.html,Kingston DataTraveler 50 64GB USB 3.0 Metal/Blue Kingston. Description: Kingston DataTraveler 50 64GB USB 3.0 Metal/Blue Kingston,DataTraveler 50,DT50/64GB,USB_STICK,,,64.0 GB,110.0 MB/s,15.0 MB/s,USB 3.0,USB Type-A,,,,,USB Type-A,,Metal/Blue,
products_4_59583035,Western Digital,WD Blue SN550 250GB M.2 PCIe NVMe SSD/Solid State Drive,Western Digital Blue SN550 SSD 250GB M.2 NVMe 2400/1750 MB/s,65.0,EUR,1929165,https://www.computervalley.it/product_info.php?products_id=29586,Western Digital Blue SN550 SSD 250GB M.2 NVMe 2400/1750 MB/s. Description: Western Digital Blue SN550 SSD 250GB M.2 NVMe 2400/1750 MB/s,Blue SN550,WDS250G2B0C,SSD,,,250.0 GB,"2,400.0 MB/s","1,750.0 MB/s",PCI Express x4,,,,,,,,,M.2 2280
products_4_23589087,Kingston,Kingston 64GB DataTraveler DUO 3 DTDUO3/64GB USB 3.0 Flash Drive,"Memorie USB Kingston DataTraveler MicroDuo, 64GB, USB 3.0, OTG - DTDUO3/64GB",127.0,GBP,1935475,http://shop.avansoft.ro/cumpara/memorie-usb-kingston-datatraveler-microduo-64gb-usb-3-0-otg-dtduo3-12934,"Memorie USB Kingston DataTraveler MicroDuo, 64GB, USB 3.0, OTG - DTDUO3/64GB. Description: Memorie USB Kingston DataTraveler MicroDuo, 64GB, USB 3.0, OTG - DTDUO3/64GB",DataTraveler MicroDuo,DTDUO3/64GB,USB_STICK,,,64.0 GB,70.0 MB/s,15.0 MB/s,,MicroUSB and USB,,,,,,,,
products_4_52397662,Kingston,"Kingston KC600 SSD, 1024GB, 2.5\""","Kingston KC600 SSD, 1024GB, 2.5\""",109.0,GBP,1936147,https://www.informatique.nl/199963/kingston-kc600-ssd-1024gb-2-5inch.html,"Kingston KC600 SSD, 1024GB, 2.5\"". Description: Kingston KC600 SSD, 1024GB, 2.5\""",KC600,,SSD,,,,550.0 MB/s,520.0 MB/s,SATA,SATA III,,,,,"2.5""",,,2.5-inch
products_4_37637412,EVGA,"EVGA GeForce GT 1030 SC 2GB GDDR5, Low Profile","GeForce GT 1030 SC Low Profile Single-Fan 2GB GDDR5 3.0 PCIe Graphics Card. Accelerate your entire PC experience with the fast: powerful EVGA GeForce GT 1030 graphics card. Its award-winning NVIDIA Pascal architecture, powerful graphics engine, and state-of-the-art technologies give you the performance upgrade you need to drive today's most demanding PC applications. Unleash your creativity with stunning HD video and picture editing and enjoy incredible gaming. Now, you can do it all 2X faster than with Intel Core i5 integrated graphics. You can even get easy driver updates and one-click game optimization with GeForce Experience.",92.99,USD,1943588,http://atdcomputers.com/evga-geforce-gt-1030-sc-2gb-gddr5-low-profile.html,"EVGA GeForce GT 1030 SC Low Profile Single-Fan 2GB GDDR5 3.0 PCIe Graphics Card. Description: GeForce GT 1030 SC Low Profile Single-Fan 2GB GDDR5 3.0 PCIe Graphics Card. Accelerate your entire PC experience with the fast: powerful EVGA GeForce GT 1030 graphics card. Its award-winning NVIDIA Pascal architecture, powerful graphics engine, and state-of-the-art technologies give you the performance upgrade you need to drive today's most demanding PC applications. Unleash your creativity with stunning HD video and picture editing and enjoy incredible gaming. Now, you can do it all 2X faster than with Intel Core i5 integrated graphics. You can even get easy driver updates and one-click game optimization with GeForce Experience.",GeForce GT 1030 SC,02G-P4-6333-KR,GPU,,2.0 GB,,,,PCI Express x16,,,,,,,,,Low Profile
products_4_58196146,,Kingston SSD A400 240GB M.2,"SSD (Solid state drive), 240 GB, intern, Datahastighet: 500 MBps (les) / 350 MBps (skriv), IOPS: (les) / (skriv), M.2 2280 (80mm), SATA-600 - Phison S11 Controller",116.4,BAM,1955905,https://www.slot.ba/proizvod/kingston-ssd-a400-240gb-m-2,Kingston SSD A400 240GB M.2. Description: Kingston SSD A400 240GB M.2 SSD,SSD A400,,SSD,,,240.0 GB,500.0 MB/s,350.0 MB/s,SATA,SATA III,,,,6.7,M.2,,,M.2 2280
products_4_33293970,Zotac,ZOTAC GAMING GeForce RTX 2060 8GB GDDR6 SUPER MINI,8GB GDDR6 memory Super Compact IceStorm 2.0 Cooling Metal Wraparound Backplate OC Scanner FireStorm Utility,"1,789.0",AED,195848,https://izone365.com/product/zotac-gaming-geforce-rtx-2060-8gb-gddr6-super-mini,ZOTAC GAMING GeForce RTX 2060 8GB GDDR6 SUPER MINI. Description: 8GB GDDR6 memory Super Compact IceStorm 2.0 Cooling Metal Wraparound Backplate OC Scanner FireStorm Utility,GAMING GeForce RTX 2060 SUPER MINI,ZT-T20610E-10M,GPU,GeForce RTX 2060,,,,,,,,,,,,,,
products_4_75629761,Western Digital,Hard disk 6TB - WD PURPLE Surveillance,"Hard disk special conceput pentru sistemele de supraveghere video cuutilizare 24 de ore, 7 zile / saptamana.Model / producator:Western DigitalCapacitate:6TBForma:3.5-inchRoHS:DaRata maxima de transfer:Buffer to host: 6 Gb/sRata maxima de transfer:600 MB/sCache (MB):64Viteza de rotatie",849.54,,196642,https://www.wifistore.ro/cumpara/hard-disk-6tb-wd-purple-surveillance-33754,"Western Digital Purple 6TB Surveillance 64MB Cache SATA 6.0Gb/s 3.5\"" Internal Hard Drive. Description: The 6TB Purple Surveillance Internal Hard Drive from Western Digital is designed to withstand the stresses placed on it in a 24/7 surveillance system. With support for up to 32 high-definition surveillance cameras this 6TB hard drive can hold a large amount of data and gives you the ability to easily upgrade and expand your security system.Surveillance-Class DriveWD Purple surveillance-class storage has been tested to be compatible in a wide-range of security systems. These drives are designed to replace standard desktop drives that were not designed for the 24/7 always-on, high-definition surveillance environment. Desktop drives are built to run for only short intervals and are not engineered to withstand high-temperature fluctuations and equipment vibrations found in a typical surveillance application.Surveillance StorageThe WD Purple Surveillance Hard Drive is designed for high temperature, always-on, surveillance security systems to ensure reliability and quality video play back when you need it most.Improve Performance with AllFrameThis WD Purple Surveillance-class hard drive is equipped with AllFrame technology which works with ATA streaming to reduce frame loss, improve playback and increase the number of drive bays supported. AllFrame reduces video interruptions that commonly occur when desktop hard drives are incorrectly used as storage in security systems. Missed frames and lost footage can be a problem when an event occurs and surveillance footage needs to be retrieved. WD Purple with AllFrame provides the confidence you should expect when it's time to play back and review critical surveillance footage.Optimized Performance for Up to 32 CamerasWith support for up to 32 high-definition surveillance cameras, this WD Purple hard drives gives you the flexibility to upgrade and expand your security system in the future.Low Power ConsumptionWith integrated IntelliSeek technology, this WD Purple drive calculates the optimum seek speed which lowers power consumption, noise and vibration that can damage and cause drives to wear out more quickly.",Purple,WD60PURX,HDD,,,"6,000.0 GB",600.0 MB/s,,,SATA III,,,,,3.5-inch SATA,,,
products_4_28803055,Toshiba,"HDD desktop Toshiba P300 (3.5"" 2TB, 7200RPM, 64MB, NCQ, AF, SATAIII), bulk","HDD Desktop - Drive ConfigurationLocatia dispozitivului:InternalFactor de forma:3.5""Capacitate de stocare:2 TBSuporta canal de date:SATA III-600Capacitatea de schimbare:ColdCapacitate de stocare instalata a memoriei cache:64 MBCapacitatea maxima a sectorului:512 BHDD Desktop - PerformanceViteza de rotatie:7200 rpmRata de transfer extern a datelor sustinuta:6 GbpsFiabilitateCaracteristici:Native Command Queuing (NCQ) Advanced Format (AF)HDD Desktop - Dimensions&WeightAdancime:147 mmInaltime:26.1 mmLatime:101.6 mmGreutate nominala:0.45 kgTip pachet:Oem",283.07,RON,1984832,https://shop.one-it.ro/hard-disc-uri/hdd-2tb-7200-64mb-s-ata3-p300-toshiba-hdwd120uzsva.html,"HDD desktop Toshiba P300 (3.5"" 2TB, 7200RPM, 64MB, NCQ, AF, SATAIII), bulk. Description: HDD Desktop - Drive ConfigurationLocatia dispozitivului:InternalFactor de forma:3.5""Capacitate de stocare:2 TBSuporta canal de date:SATA III-600Capacitatea de schimbare:ColdCapacitate de stocare instalata a memoriei cache:64 MBCapacitatea maxima a sectorului:512 BHDD Desktop - PerformanceViteza de rotatie:7200 rpmRata de transfer extern a datelor sustinuta:6 GbpsFiabilitateCaracteristici:Native Command Queuing (NCQ) Advanced Format (AF)HDD Desktop - Dimensions&WeightAdancime:147 mmInaltime:26.1 mmLatime:101.6 mmGreutate nominala:0.45 kgTip pachet:Oem",P300,HDWD120UZSVA,HDD,,,"2,000.0 GB",,,,SATA III,101.6,,,450.0,"3.5""",,,
products_4_51157325,Hewlett Packard,652611-B21 HP G8 G9 300-GB 6G 15K 2.5 SAS SC,Description:HP 300GB 2.5-inch (SFF) Serial Attached SCSI (SAS)6G 15K Hot-Plug Hard Drive in G8 G9 (Gen8 Gen9)SmartDrive Carrier (SC) (as pictured)Genuine HP serial number and firmwareGenuine HP Certified Hard DrivePart Number(s)Option Part# 652611-B21Spare Part# 653960-001Assembly Part# 652625-002Assembly Part# 627114-002Model# EH0300FCBVCModel# EH0300FBQDDModel# ST9300653SSRefurbished with 30 Days Warranty90 Days Warranty with Server Purchase,197.0,CAD,199460,https://www.servergiant.net/product-page/652611-b21-hp-g8-g9-300-gb-6g-15k-2-5-sas-sc,652611-B21 HP G8 G9 300-GB 6G 15K 2.5 SAS SC. Description: Description:HP 300GB 2.5-inch (SFF) Serial Attached SCSI (SAS)6G 15K Hot-Plug Hard Drive in G8 G9 (Gen8 Gen9)SmartDrive Carrier (SC) (as pictured)Genuine HP serial number and firmwareGenuine HP Certified Hard DrivePart Number(s)Option Part# 652611-B21Spare Part# 653960-001Assembly Part# 652625-002Assembly Part# 627114-002Model# EH0300FCBVCModel# EH0300FBQDDModel# ST9300653SSRefurbished with 30 Days Warranty90 Days Warranty with Server Purchase,G8 G9,652611-B21,HDD,,,,,,SAS,,75.7,,15.6,725.0,,,Black,2.5-inch
products_4_85843294,Hewlett Packard,872491-B21 HP G8-G10 4-TB 6G 7.2K 3.5 SATA SC,Description:HP 4TB 3.5-inch LFF SATA 6Gb/s 7.2K RPM512n Midline (MDL) Digitally Signed (DS) Hot-Plug Hard Drivein G8 G9 G10 (Gen8 Gen9 Gen10) SmartDrive Carrier (SC)(as pictured)For HP G8 G9 G10 Proliant SATA Servers and select Storage ArraysGenuine HP serial number and firmwareGenuine HP Certified Hard DrivePart Number(s)Option Part# 872491-B21SmartBuy Part# 872491-S21Spare Part# 872772-001,556.0,VND,1997951,https://mitgroup.vn/san-pham/872491-b21-hp-g8-g10-4-tb-6g-7-2k-3-5-sata-sc,872491-B21 HP G8-G10 4-TB 6G 7.2K 3.5 SATA SC. Description: Description:HP 4TB 3.5-inch LFF SATA 6Gb/s 7.2K RPM512n Midline (MDL) Digitally Signed (DS) Hot-Plug Hard Drivein G8 G9 G10 (Gen8 Gen9 Gen10) SmartDrive Carrier (SC)(as pictured)For HP G8 G9 G10 Proliant SATA Servers and select Storage ArraysGenuine HP serial number and firmwareGenuine HP Certified Hard DrivePart Number(s)Option Part# 872491-B21SmartBuy Part# 872491-S21Spare Part# 872772-001,G8-G10,,HDD,,,"4,000.0 GB",,,SATA,,,,,,,,,
products_4_27923177,Western Digital,Western digital wd blue - hdd - 2 tb - interno - 3.5 - sata 6Gb/s - 5400 rpm - buffer: 64 mb,"2TB, 8.89 cm (3.5 ) , SATA 6Gb/s, 5400 RPM, 64MB",56.47,,2002887,https://sogescomputer.it/Dischi-interni-ed-esterni/34551-wd20ezrz-western-digital-wd-blue---hdd---2-tb---interno---35---sata-6gbs---5400-rpm---buffer-64-mb-0718037840222.html,"Western digital wd blue - hdd - 2 tb - interno - 3.5 - sata 6Gb/s - 5400 rpm - buffer: 64 mb. Description: 2TB, 8.89 cm (3.5 ) , SATA 6Gb/s, 5400 RPM, 64MB",wd blue,WD20EZRZ,HDD,,,"2,000.0 GB",,,SATA,SATA III,,,,,3.5-inch SATA,,Blue,
products_4_87116717,Kingston,"Memorie USB Kingston DataTraveler 80, 256GB, USB-C 3.2 Gen 1 - DT80/256GB","Memorie USB Kingston DataTraveler 80, 256GB, USB-C 3.2 Gen 1 - DT80/256GB",276.0,RON,2014983,http://shop.avansoft.ro/cumpara/memorie-usb-kingston-datatraveler-80-256gb-usb-c-3-2-gen-1-dt80-256gb-13889,"Memorie USB Kingston DataTraveler 80, 256GB, USB-C 3.2 Gen 1 - DT80/256GB. Description: Memorie USB Kingston DataTraveler 80, 256GB, USB-C 3.2 Gen 1 - DT80/256GB",,DT80/256GB,USB_STICK,,,256.0 GB,200.0 MB/s,60.0 MB/s,USB 3.0,,42.2,67.0,15.0,3.134,,,Black/Silver,
products_4_2382848,Intel,Intel DC P4510 Series 1.0TB 2.5in SSD,"(Solid, 1.0TB, 2.5\"", 2.5in, DC, Drive), Intel, P4510, SATA, SSD, Series, State",269.0,EUR,2022141,https://www.megekko.nl/product/2018/215696/SSD-2-5-SATA/Intel-DC-P4510-Series-1-0TB-2-5in-SSD,"Intel DC P4510 Series 1.0TB 2.5in SSD. Description: (Solid, 1.0TB, 2.5\"", 2.5in, DC, Drive), Intel, P4510, SATA, SSD, Series, State",DC P4510 Series,,SSD,,,,"2,850.0 MB/s",1100.0 MB/s,SATA,SATA III,,,,,2.5-inch SATA,,,2.5-inch
products_4_22363612,Gigabyte,Gigabyte AORUS RGB NVMe 512GB M.2 SSD,"(Solid, 512GB, AORUS, Drive), Gigabyte, M.2, NVMe, RGB, SSD, State",100.0,EUR,2045439,https://www.megekko.nl/product/5093/250393/SSD-M-2/Gigabyte-AORUS-RGB-NVMe-512GB-M-2-SSD,"Gigabyte AORUS RGB NVMe 512GB M.2 SSD. Description: (Solid, 512GB, AORUS, Drive), Gigabyte, M.2, NVMe, RGB, SSD, State",AORUS RGB NVMe,GP-ASM2NE2512GTTDR,SSD,,,512.0 GB,3480.0 MB/s,2000.0 MB/s,PCI Express x4,NVMe,,,,,,,,M.2 2280
products_4_51713711,Gigabyte,Gigabyte GeForce RTX 2080 Ti WINDFORCE 11GB GDDR6,"GeForce RTX 2080 Ti WINDFORCE 11GB GDDR6, GeForce RTX 2080 Ti, 11 GB, GDDR6, 352 bit, 7680 x 4320 Pixeles, PCI Express 3.0","1,198.81",EUR,205977,https://powertechbcn.com/es/tarjetas-graficas/680-gigabyte-geforce-rtx-2080-ti-windforce-11gb-gddr6-4719331303815.html,"Gigabyte GeForce RTX 2080 Ti WINDFORCE 11GB GDDR6. Description: GeForce RTX 2080 Ti WINDFORCE 11GB GDDR6, GeForce RTX 2080 Ti, 11 GB, GDDR6, 352 bit, 7680 x 4320 Pixeles, PCI Express 3.0",GeForce RTX 2080 Ti WINDFORCE,GV-N208TWF3-11GC,GPU,GeForce RTX 2080 Ti,,,,,PCI Express x16,,,,,,,,,
products_4_78053170,Crucial,Crucial X8 Portable SSD - 500GB,"Solid-State-Disk, 500 GB, extern (tragbar), USB 3.1 Gen 2 (USB-C Steckverbinder)",117.64,EUR,208231,https://www.proshop.de/SSD/Crucial-X8-Portable-SSD-500GB/2817284,"Crucial X8 Portable SSD - 500GB. Description: Solid-State-Disk, 500 GB, extern (tragbar), USB 3.1 Gen 2 (USB-C Steckverbinder)",X8 Portable SSD,CT500X8SSD9,SSD,,,,"1,050.0 MB/s",,USB 3.1 Gen 2,USB Type-C,,,,,USB Type-C,,,External
products_4_21961368,Asus,ASUS GeForce RTX 3080 TUF OC GAMING,"Cuda Cores: 8704, Boost Clock: TBDMHz, GDDR6X, 320-bit Memory, Memory Clock: TBD MHz, Ray Tracing, 3x Display Port, 2x HDMI, 3 Yr Warranty.","5,849.0",DKK,2082644,https://www.komplett.dk/product/1168491/hardware/pc-komponenter/grafikkort/asus-geforce-rtx-3080-tuf-oc-gaming,"ASUS GeForce RTX 3080 TUF OC GAMING. Description: Grafikkort, PCI-Express 4.0, 10GB GDDR6X, Ampere",GeForce RTX 3080 TUF OC GAMING,TUF-RTX3080-O10G-GAMING,GPU,,,,,,PCIe 4.0,,,,,,,,,
