id,brand,title,description,price,priceCurrency,cluster_id,Link,title_description,model,model_number,product_type,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,width_mm,length_mm,height_mm,weight_g,storage_connection_type,memory_type,color,form_factor
products_3_37555724,Intel,"INTEL SSD Server DC S4510 Series 480GB, 2.5'' SATA3",GeneralTip Serie EnterpriseRecomandat pentru Gaming NuSeria S4510Tip SSD InternForm factor 2.5 inchTriple-level Cell DaInterfata SATA-IIISuport NVMe NuCapacitate 480 GBViteze De LucruCitire max. 560 MB/sScriere max. 480 MB/sRandom 4KB citire 95K IOPS max.Random 4KB scriere 18K IOPS max.CaracteristiciInaltime 7 mmRezistenta la soc 1000GMTBF 2.000.000 oreTemperatura operare 0 - 70 grade CTehnologiiCriptare date AES 256-bit,607.67,RON,2345526,https://www.badabum.ro/hdd-servere/intel/147285-ssd-server-dc-s4510-series-480gb-2-5-sata3,"INTEL SSD Server DC S4510 Series 480GB, 2.5'' SATA3. Description: GeneralTip Serie EnterpriseRecomandat pentru Gaming NuSeria S4510Tip SSD InternForm factor 2.5 inchTriple-level Cell DaInterfata SATA-IIISuport NVMe NuCapacitate 480 GBViteze De LucruCitire max. 560 MB/sScriere max. 480 MB/sRandom 4KB citire 95K IOPS max.Random 4KB scriere 18K IOPS max.CaracteristiciInaltime 7 mmRezistenta la soc 1000GMTBF 2.000.000 oreTemperatura operare 0 - 70 grade CTehnologiiCriptare date AES 256-bit",SSD Server DC S4510 Series,,SSD,,,480.0 GB,560.0 MB/s,480.0 MB/s,SATA,SATA III,,,,,2.5-inch SATA,,,2.5-inch
products_3_40122686,Gigabyte,Gigabyte NVIDIA GeForce RTX 3080 Eagle OC 10G Ampere Graphics Card,"Cuda Cores: 8704, Boost Clock: TBC MHz, GDDR6X, 320-bit Memory, Memory Clock: 19000 MHz, Ray Tracing, 3x Display Port, 2x HDMI, 3 Yr Warranty.",799.99,GBP,234589,https://www.novatech.co.uk/products/gigabyte-nvidia-geforce-rtx-3080-eagle-oc-10g-ampere-graphics-card/gv-n3080eagleoc-10gd.html,"Gigabyte NVIDIA GeForce RTX 3080 Eagle OC 10G Ampere Graphics Card. Description: Cuda Cores: 8704, Boost Clock: TBC MHz, GDDR6X, 320-bit Memory, Memory Clock: 19000 MHz, Ray Tracing, 3x Display Port, 2x HDMI, 3 Yr Warranty.",NVIDIA GeForce RTX 3080 Eagle OC 10G,GV-N3080EAGLE OC-10GD,GPU,GeForce RTX 3080,10.0 GB,,,,PCIe 4.0,,,,,,,,,
products_3_81145706,Corsair,Corsair Flash Voyager V2 128GB,• Durable rubber housing• Water resistant• Shock proof• Backward compatible with USB 2.0• Warranty: 5 Years,58.06,USD,2359996,https://www.thebrandsdepot.com/corsair-cmfvy3a-128gb-128-gb-usb-3-0-flash-voyager-flash-drive.html,Corsair CMFVY3A-128GB 128 GB USB 3.0 Flash Voyager Flash Drive. Description: • Durable rubber housing• Water resistant• Shock proof• Backward compatible with USB 2.0• Warranty: 5 Years,Flash Voyager,CMFVY3A-128GB,USB_STICK,,,128.0 GB,,,USB 3.0,,,,,,,,,
products_3_86740691,Seagate,"HDD Extern Seagate Game Drive 8TB, 3.5\"", USB 3.0, Hub USB, Designed for Xbox - STGG8000400","HDD Extern Seagate Game Drive 8TB, 3.5\"", USB 3.0, Hub USB, Designed for Xbox - STGG8000400",829.0,RON,2365887,http://shop.avansoft.ro/cumpara/hdd-extern-seagate-game-drive-8tb-3-5-usb-3-0-hub-usb-designed-for-6363,"HDD Extern Seagate Game Drive 8TB, 3.5\"", USB 3.0, Hub USB, Designed for Xbox - STGG8000400. Description: HDD Extern Seagate Game Drive 8TB, 3.5\"", USB 3.0, Hub USB, Designed for Xbox - STGG8000400",Game Drive,STGG8000400,HDD,,,,,,,USB,,,,,USB 3.0,,White,3.5-inch
products_3_56686468,Western Digital,WD My Passport WDBYFT0040BRD-WESN 4 TB Portable Hard Drive - External - Red **,USB 3.0 - 256-bit Encryption Standard - 3 Year Warranty,214.72,CAD,2368521,https://www.frontierpc.com/storage/hard-drives/hard-drive/wd/my-passport/4tb-portable-hard-drive-wdbyft0040brd-wesn-1035812344.html,WD My Passport WDBYFT0040BRD-WESN 4 TB Portable Hard Drive - External - Red **. Description: USB 3.0 - 256-bit Encryption Standard - 3 Year Warranty,My Passport,WDBYFT0040BRD-WESN,HDD,,,"4,000.0 GB",,,USB 3.0,,,,,,,,,
products_3_66040433,Toshiba,"Toshiba Enterprise 16TB 3.5\"" SATA HDD/Hard Drive","Using an industry-leading 9-disk design pioneered by Toshiba, the MG08 Series provides 16TB of conventional magnetic recording (CMR) capacity and 7200 RPM performance.The inudstry-standard 3.5-inch form-factor integrates easily into cloud-scale storage infrastructure, business-critical servers and storage, and File and Object storage solutions.Toshiba's precision industrial laser weilding technology is put to use to seal helium inside the 9-disk mechanics.The massive 16TB capacity is delivered using proven CMR recording technology proding optimumapplication compatibility and data reliability.The MG08 Series models integrate easily into standard 3.5-inch drive bays to help reduce the footprint andoperational burden of cloud-scale storage infrastructure, and business critical servers and storage systems.",429.95,USD,2372489,https://mitxpc.com/products/mg08aca16te,"Toshiba 16TB SATA 3.5\"" 7200RPM Enterprise HDD - MG08ACA16TE. Description: Using an industry-leading 9-disk design pioneered by Toshiba, the MG08 Series provides 16TB of conventional magnetic recording (CMR) capacity and 7200 RPM performance.The inudstry-standard 3.5-inch form-factor integrates easily into cloud-scale storage infrastructure, business-critical servers and storage, and File and Object storage solutions.Toshiba's precision industrial laser weilding technology is put to use to seal helium inside the 9-disk mechanics.The massive 16TB capacity is delivered using proven CMR recording technology proding optimumapplication compatibility and data reliability.The MG08 Series models integrate easily into standard 3.5-inch drive bays to help reduce the footprint andoperational burden of cloud-scale storage infrastructure, and business critical servers and storage systems.",MG08,,HDD,,,,,,SATA,SATA III,,,26.1,720.0,3.5-inch SATA,,,3.5-inch
products_3_85807926,PNY,PNY NVIDIA Quadro P400 Video Card,Bus: PCI Express x16 | Connectors: 3 x Mini DisplayPort | No. of monitors: 3 | Memory: 2 GB | Graphics chip: NVIDIA Quadro P400,155.0,USD,241392,https://www.bechtle.com/pt-en/shop/pny-nvidia-quadro-p400-video-card--4165433--p,PNY NVIDIA Quadro P400 Video Card. Description: Bus: PCI Express x16 | Connectors: 3 x Mini DisplayPort | No. of monitors: 3 | Memory: 2 GB | Graphics chip: NVIDIA Quadro P400,NVIDIA Quadro P400 Video Card,VCQP400-PB,GPU,Quadro P400,2.0 GB,,,,PCI Express  x16,,,,,,,GDDR5,,Single Slot
products_3_12512318,ADATA,Adata SSD External SD700 256G USB3.1 Durable Czarny,Adata SSD External SD700 256G USB3.1 Durable Czarny,202.25,PLN,2434214,https://www.alsen.pl/podzespoly-komputerowe/dyski-twarde-hdd-ssd/dyski-ssd/adata-ssd-external-sd700-256g-usb3-1-durable-black,Adata SSD External SD700 256G USB3.1 Durable Czarny. Description: Adata SSD External SD700 256G USB3.1 Durable Czarny,SSD External SD700,ASD700-256GU31-CBK,SSD,,,256.0 GB,440.0 MB/s,430.0 MB/s,USB 3.0,Micro-USB,,,,,USB,,Czarny,
products_3_52615739,Intel,Intel Optane 905P 480GBU.2 Internal SSD SSDPE21D480GAX1,"480GB Intel Optane 905P 2.5\"" U.2 SSD, PCIe 3.0 (x4), NVMe, 3D XPoint, 2600MB/s Read, 2200MB/s Write, 575k/550k IOPS","2,988.0",ILS,2438224,https://www.pcholic.co.il/shop/%D7%97%D7%95%D7%9E%D7%A8%D7%94-%D7%AA%D7%95%D7%9B%D7%A0%D7%94/%D7%90%D7%97%D7%A1%D7%95%D7%9F/%D7%9B%D7%95%D7%A0%D7%A0%D7%99-ssd/intel-optane-905p-480gb-u-2-internal-ssd-ssdpe21d480gax1,"Intel Optane 905P 480GB 2.5\"" U.2 PCIe SSD with U.2 Cable. Description: 480GB Intel Optane 905P 2.5\"" U.2 SSD, PCIe 3.0 (x4), NVMe, 3D XPoint, 2600MB/s Read, 2200MB/s Write, 575k/550k IOPS",Optane 905P,SSDPE21D480GAX1,SSD,,,480.0 GB,2600.0 MB/s,2200.0 MB/s,PCI Express x4,U.2,,,,,U2,3D XPoint™,,2.5-inch
products_3_89809523,Seagate,EHDD 6TB SG EXPANSION USB 3.0 3.5 BK,"Seagate STEB6000403 Expansion External Drive 6TB; 3.5\""; USB 3.0; External HDD Black; 2 Year Limited warranty",579.13,RON,24647953,https://www.computershop.ro/ro/hard-discuri-externe/16767-ehdd-6tb-sg-expansion-usb-30-35-bk.html,"EHDD 6TB SG EXPANSION USB 3.0 3.5 BK. Description: HDD extern Seagate, 6TB, Expansion, 3.5\"", USB3.0, Negru",Expansion,STEB6000403,HDD,,,"6,000.0 GB",,,USB 3.0,USB,120.6,176.0,36.6,,"3.5""",,Negru,3.5-inch
products_3_29257602,Western Digital,WD Red 10TB 3.5 SATA 256MB,Model: WD100EFAXCapacity: 10TBInterface: SATA 6GB/sForm Factor: 3.5 InchRPM Class: 5400Cache: 256 MBLimited Warranty: 3 Year,"6,396.3",ZAR,2482645,http://brandagent.co.za/product/wd-red-10tb-3-5-sata-256mb,"WD Red 10TB 3.5 SATA 256MB. Description: Fill Your NAS with WD Red - Built for 1 to 8-bay NAS systems, WD Red lets users store their data in one unitNASware 3.0 Technology - Built into every WD Red hard drive, NASware 3.0's technology helps improves your system's storage performance by increasing compatibility, integration, upgradeability, and reliabilityCompatibility - Without being tested for compatibility with your NAS system, improved performance is not guaranteedReliability - The always-on environment of a NAS or RAID is a hot one and desktop drives aren't typically tested in",WD Red,WD100EFAXX,HDD,,,"10,000.0 GB",,,SATA,SATA III,,,,,3.5-inch SATA,,,
products_3_98500616,Western Digital,"WD Black 6TB 3.5\"" SATA HDD/Hard Drive","6TB WD Black WD6003FZBX, 3.5\"" HDD, SATA III - 6Gb/s, 7200rpm, 256MB Cache, OEM",225.0,GBP,249450,https://www.scan.co.uk/products/6tb-wd-black-wd6003fzbx-35-hdd-sata-iii-6gb-s-7200rpm-256mb-cache-oem,"WD Black 6TB 3.5\"" SATA HDD/Hard Drive. Description: 6TB WD Black WD6003FZBX, 3.5\"" HDD, SATA III - 6Gb/s, 7200rpm, 256MB Cache, OEM",WD Black,WD6003FZBX,HDD,,,"6,000.0 GB",,,SATA,,,,,,,,,3.5-inch
products_3_82431267,Toshiba,Pen Drive Toshiba Blanco U202 16Gb USB 2.0,"The Toshiba TransMemory U202 USB flash drive makes it simple to store media securely - with a design that's small in size, but big on storage.",6.25,EUR,2507823,https://www.cclonline.com/product/192163/THN-U202W0160E4/USB-Memory-Sticks/Toshiba-TransMemory-16GB-USB2-0-Flash-Drive-White-/BAK6758,Pen Drive Toshiba Blanco U202 16Gb USB 2.0. Description: Pen Drive Toshiba Blanco U202 16Gb USB 2.0,TransMemory U202,,USB_STICK,,,16.0 GB,18.0 MB/s,5.0 MB/s,USB 2.0,,51.0,53.3,27.9,,,,Blanco,
products_3_56789120,MSI,MSI nVidia Geforce GTX 1650 SUPER VENTUS XS OC 4GB GDDR6 7680 x4320 1xDP1.4 1xHDMI2.0b 1740 MHz G-SYNC,MSI nVidia Geforce GTX 1650 SUPER VENTUS XS OC 4GB GDDR6 7680 x4320 1xDP1.4 1xHDMI2.0b 1740 MHz G...,286.0,AUD,251176,https://zeppgear.com.au/products/msi-nvidia-geforce-gtx-1650-super-ventus-xs-oc-4gb-gddr6-7680-x4320-1xdp1-4-1xhdmi2-0b-1740-mhz-g-sync,MSI nVidia Geforce GTX 1650 SUPER VENTUS XS OC 4GB GDDR6 7680 x4320 1xDP1.4 1xHDMI2.0b 1740 MHz G-SYNC. Description: MSI nVidia Geforce GTX 1650 SUPER VENTUS XS OC 4GB GDDR6 7680 x4320 1xDP1.4 1xHDMI2.0b 1740 MHz G...,Geforce GTX 1650 SUPER VENTUS XS OC,,GPU,GeForce GTX 1650 Super,,,,,PCIe,,,,,,,,,
products_3_58718563,Dell,ST3300657SS EQL 300GB 15K 3.5 SAS PS4000XV,"300GB Seagate Cheetah ST3300657SS Enterprise SAS Hard Drive, 3.5\"" HDD, SAS 6Gb/s, 15000rpm, 16MB, Cache 3.4 ms","4,736,850.0",VND,2535969,https://mitgroup.vn/san-pham/st3300657ss-eql-300gb-15k-3-5-sas-ps4000xv,ST3300657SS EQL 300GB 15K 3.5 SAS PS4000XV. Description: Description:Dell EqualLogic 300GB 15K RPM 6Gb/s3.5-inch Serial Attached SCSI (SAS)Hot-Plug Hard Drive in Dell EqualLogicPS4000 / PS5000 / PS6000 series3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell EqualLogic serial number and firmwareGenuine Dell EqualLogic Certified Hard DriveCompatible Storage Arrays:Dell EqualLogic PS4000 PS4000XVDell EqualLogic PS5000 PS5000XVDell EqualLogic PS6000 PS6000XVDell EqualLogic PS6010 PS6010XVPart Number(s)Dell Part# 959R4Seagate Part# ST3300657SS-EQL,Cheetah,ST3300657SS,HDD,,,300.0 GB,,,SATA,Serial Attached SCSI (SAS),101.6,,25.4,,,,,3.5-inch
products_3_73927866,Seagate,Buy Seagate SkyHawk AI Surveillance HDD | Seagate SkyHawk AI 14TB Surveillance HDD ST14000VE0008,Seagate SkyHawk AI Surveillance HDD. Buy HDD online at best price. Best use for NVR.,"1,750.0",AED,2543914,https://www.shopkees.com/product/seagate-skyhawk-ai-14tb-surveillance-hdd-st14000ve0008.html,Buy Seagate SkyHawk AI Surveillance HDD | Seagate SkyHawk AI 14TB Surveillance HDD ST14000VE0008. Description: Seagate SkyHawk AI Surveillance HDD. Buy HDD online at best price. Best use for NVR.,SkyHawk AI,,HDD,,,"14,000.0 GB",,,SATA,SATA III,100.0,147.0,26.0,840.0,"3.5"" Internal",,,3.5-inch
products_3_95492944,ADATA,"A-DATA FlashDrive UV131 32GB Chromium Grey USB 3.0 Flash Drive, Retail","A-DATA FlashDrive UV131 32GB Chromium Grey USB 3.0 Flash Drive, Retail",6.49,EUR,2547808,https://www.fotofabrikas.lt/items/USB-laikmenos/USB-raktai/860f885.2-A-DATA-FlashDrive-UV131-32GB-Chromium-Grey-USB-3-0-Flash-Drive-Retail.html,"A-DATA FlashDrive UV131 32GB Chromium Grey USB 3.0 Flash Drive, Retail. Description: A-DATA FlashDrive UV131 32GB Chromium Grey USB 3.0 Flash Drive, Retail",FlashDrive UV131,,USB_STICK,,,,,,USB 3.0,,,,,,,,Chromium Grey,
products_3_19242534,Kingston,Kingston 16GB DataTraveller 100 G3 USB3.1 Flash Drive,"DataTraveler 100 G3Kingston’s DataTraveler® 100 G3 (DT100G3) USB Flash drive is compliant with next-generation USB 3.0 specifications to take advantage of technology in newer notebooks, desktop PCs and digital devices. DT100G3 makes storing and transferring documents, presentations, music, video and more quicker and easier than everDT100G3 features a sleek, cost-effective design to make the transition to a satisfying USB 3.0 experience a minimal investment. Available in capacities from 16GB–128GB, DT100G3 is backward compatible with USB 2.0 and has five-year warranty. Future-proof your portable storage now!FeaturesCompliant – with USB 3.1 specificationsDual Compatibility – USB 3.1 connectivity; backwards compatible with USB 2.0",4.54,CAD,257087,https://flashmemo.co.uk/products/kingston-16gb-datatraveller-100-g3-usb3-1-flash-drive,"Kingston 16GB DataTraveller 100 G3 USB3.1 Flash Drive. Description: DataTraveler 100 G3Kingston’s DataTraveler® 100 G3 (DT100G3) USB Flash drive is compliant with next-generation USB 3.0 specifications to take advantage of technology in newer notebooks, desktop PCs and digital devices. DT100G3 makes storing and transferring documents, presentations, music, video and more quicker and easier than everDT100G3 features a sleek, cost-effective design to make the transition to a satisfying USB 3.0 experience a minimal investment. Available in capacities from 16GB–128GB, DT100G3 is backward compatible with USB 2.0 and has five-year warranty. Future-proof your portable storage now!FeaturesCompliant – with USB 3.1 specificationsDual Compatibility – USB 3.1 connectivity; backwards compatible with USB 2.0",DataTraveller 100 G3,DT100G3,USB_STICK,,,16.0 GB,40.0 MB/s,10.0 MB/s,USB 3.0,,,,,,,,black-on-black,
products_3_90232019,Western Digital,Western Digital WD Elements Desktop external hard drive 3000 GB Black,"3 TB, USB 3.0 Micro-B, 5Gbps, 910g",129.36,EUR,259382,https://repairtech.ie/product/western-digital-wd-elements-desktop-external-hard-drive-3000-gb-black,"Western Digital WD Elements Desktop external hard drive 3000 GB Black. Description: 3 TB, USB 3.0 Micro-B, 5Gbps, 910g",WD Elements Desktop,WDBWLG0030HBK,HDD,,,"3,000.0 GB",,,,USB 3.0 Micro-B,,,,,USB,,,3.5-inch
products_3_75907519,ADATA,ADATA 512GB XPG SX6000 Pro PCIe Gen3x4 M.2 2280 Solid State Drive,"Boot, load, and transfer faster with the XPG SX6000 Pro PCIe Gen3x4 M.2 2280 solid state drive (SSD). With support for NVMe 1.3 and equipped with 3D NAND Flash, it offers up to 4 times faster performance than SATA SSDs and up to 1TB of capacity. What’s more, the SX6000 Pro is slimmer than standard M.2 2280 SSDs for a higher level of compatibility thanks to its single-sided design.FeaturesPCIe Gen3x4 - A Smarter Upgrade Option The Faster the Better LDPC ECC for Improved Data Integrity Single-Sided Design for Easier Installation Backed by a 5-Year Warranty Cool XPG heatsink includedTECHNICAL SPECIFICATIONSCapacity 512GBForm Factor M.2 2280NAND Flash 3D TLCDimensions (L x W x H) 22 x 80 x 3.5mmWeight 8gInterface PCIe Gen3x4Consumption 0.33W Active (Typical)Controller Realtek 0.14W Idle (Typical) (*measured by power meter)Operating Temperature 0°C~70°CStorage Temperature -40°C~85°CShock Resistance 1500G/0.5msMTBF 2,000,000 hoursCertifications RoHS, CE, FCC, BSMI, VCCI, KCWarranty 5 years.",84.0,EUR,2632323,https://shop-it.vektra.sk/adata-ssd-512gb-xpg-sx6000-pro-pcie-gen3x4-m-2-2280-r-2100-w-1400-mb-s,"ADATA SSD 512GB XPG SX6000 Pro PCIe Gen3x4 M.2 2280 (R:2100/W:1400 MB/s). Description: Boot, load, and transfer faster with the XPG SX6000 Pro PCIe Gen3x4 M.2 2280 solid state drive (SSD). With support for NVMe 1.3 and equipped with 3D NAND Flash, it offers up to 4 times faster performance than SATA SSDs and up to 1TB of capacity. What’s more, the SX6000 Pro is slimmer than standard M.2 2280 SSDs for a higher level of compatibility thanks to its single-sided design.FeaturesPCIe Gen3x4 - A Smarter Upgrade Option The Faster the Better LDPC ECC for Improved Data Integrity Single-Sided Design for Easier Installation Backed by a 5-Year Warranty Cool XPG heatsink includedTECHNICAL SPECIFICATIONSCapacity 512GBForm Factor M.2 2280NAND Flash 3D TLCDimensions (L x W x H) 22 x 80 x 3.5mmWeight 8gInterface PCIe Gen3x4Consumption 0.33W Active (Typical)Controller Realtek 0.14W Idle (Typical) (*measured by power meter)Operating Temperature 0°C~70°CStorage Temperature -40°C~85°CShock Resistance 1500G/0.5msMTBF 2,000,000 hoursCertifications RoHS, CE, FCC, BSMI, VCCI, KCWarranty 5 years.",XPG SX6000 Pro,,SSD,,,,,1400.0 MB/s,PCI Express x4,PCIe Gen3x4,22.0,80.0,3.5,8.0,M.2,,,
products_3_47375112,Sandisk,SANDISK 128GB CZ430 ULTRA FIT USB 3.1(SDCZ430-128G),"The simple way to add extra, high-speed storage to your device! The SanDisk Ultra Fit USB 3.1 Flash Drive delivers performance that lets you move a full-length movie up to 15x faster than with standard USB 2.0 drives.1Plus, thanks to its compact, streamlined design, you can plug it in and leave it in. Features:A compact, plug-and-stay, high-speed USB 3.1 flash drive thats ideal for adding more storage to laptops, game consoles, in-car audio and more Simple, fast way to add up to 256GB of storage to your device Read speeds up to 130MB/s1 Write up to 15X faster than standard USB 2.0 drives1 Move a full-length movie to the drive in less than 30 secondsSpecifications:Available capacity: 128GBPerformance/Speed: Up to 130MB/s read1Dimensions: 19.1 x 15.9 x 8.8 mm; 0.75 x 0.63 x 0.35 in (LxWxH)Operating Temperature: 0 C to 35 CStorage Temperature: -10 C to 70 CCompatibility: USB 3.1 (backward compatible with USB 3.0 and USB 2.0)Package content 1 xSANDISK 128GB CZ430 ULTRA FIT USB 3.1Package Content:58 xSANDISK 128GB CZ430 ULTRA FIT USB 3.1(SDCZ430-128G)",54.99,AUD,26437140,https://www.homeoutdoorsdirect.com.au/products/sandisk-128gb-cz430-ultra-fit-usb-3-1-sdcz430-128g,"SANDISK 128GB CZ430 ULTRA FIT USB 3.1(SDCZ430-128G). Description: The simple way to add extra, high-speed storage to your device! The SanDisk Ultra Fit™ USB 3.1 Flash Drive delivers performance that lets you move a full-length movie up to 15x faster than with standard USB 2.0 drives.1Plus, thanks to its compact, streamlined design, you can plug it in and leave it in. Features:A compact, plug-and-stay, high-speed USB 3.1 flash drive thats ideal for adding more storage to laptops, game consoles, in-car audio and more Simple, fast way to add up to 256GB of storage to your device Read speeds up to 130MB/s1 Write up to 15X faster than standard USB 2.0 drives1 Move a full-length movie to the drive in less than 30 secondsSpecifications:Available capacity: 128GBPerformance/Speed: Up to 130MB/s read1Dimensions: 19.1 x 15.9 x 8.8 mm; 0.75 x 0.63 x 0.35 in (LxWxH)Operating Temperature: 0 C to 35 CStorage Temperature: -10 C to 70 CCompatibility: USB 3.1 (backward compatible with USB 3.0 and USB 2.0)Package content 1 xSANDISK 128GB CZ430 ULTRA FIT USB 3.1Package Content:58 xSANDISK 128GB CZ430 ULTRA FIT USB 3.1(SDCZ430-128G)",CZ430 ULTRA FIT,,USB_STICK,,,128.0 GB,,,USB 3.0,,,,,,,,,
products_3_10627843,Wansenda,Memoria Usb Flash Drives Factory Wholesale Price Pen Drive 8GB 16GB 32GB Usb Stick Key 64GB 128GB Pendrive 1TB 2TB Pass H2testw,Buy Wooden USB 3.0 Flash Drive with Box at 24x7deal.com! Free shipping to 185 countries. 45 days money back guarantee.,9.0,USD,26684427,https://24x7deal.com/wooden-usb-3-0-flash-drive-with-box,Wooden USB 3.0 Flash Drive with Box. Description: Buy Wooden USB 3.0 Flash Drive with Box at 24x7deal.com! Free shipping to 185 countries. 45 days money back guarantee.,Wooden USB 3.0 Flash Drive with Box,,USB_STICK,,,,,,USB,,,,,,,,,
products_3_62015262,Hewlett Packard Enterprise,Hewlett Packard Enterprise 665750-001 HDD 300GB SFF 15KRPM,Hewlett Packard Enterprise 665750-001 HDD 300GB SFF 15KRPM,230.0,EUR,26785092,https://www.agpfrance.fr/2732-hewlett-packard-enterprise-665750-001-hdd-300gb-sff-15krpm.html,Hewlett Packard Enterprise 665750-001 HDD 300GB SFF 15KRPM. Description: Hewlett Packard Enterprise 665750-001 HDD 300GB SFF 15KRPM,SPS-HDD EVA,M6625,HDD,,,300.0 GB,,,SAS,SAS,,,,,SFF,,,
products_3_13012302,Seagate,"Seagate Nytro 1551 480GB 2.5\"" SATA III SSD","(Solid, 1551, 2.5\"", 480GB, Drive), III, Nytro, SATA, SSD, Seagate, State",156.49,GBP,267891,https://www.megekko.nl/product/2018/245814/SSD-2-5-SATA/Seagate-Nytro-1551-480GB-2-5-SATA-III-SSD,"Seagate Nytro 1551 480GB 2.5\"" SATA III SSD. Description: (Solid, 1551, 2.5\"", 480GB, Drive), III, Nytro, SATA, SSD, Seagate, State",,XA480ME10063,SSD,,,480.0 GB,564.0 MB/s,536.0 MB/s,,SATA III,,,,,2.5-inch SATA,,,2.5-inch
products_3_60655529,Kingston,Kingston DataTraveler 100 G3 64GB,"With Kingston's DataTraveler 100 G3 storing and transferring of documents, presentations, music, video, and more is quicker and easier than ever. DT100G3 features a sleek, cost-effective design to make the transition to a satisfying USB 3.0 experience a minimal investment. Future-proof your portable storage now!Compliant - with USB 3.0 specificationsDual Compatibility - USB 3.0 connectivity; backward compatible to USB 2.0",7.0,GBP,2691660,https://www.computeruniverse.net/en/kingston-datatraveler-100-g3-64gb,"Kingston DataTraveler 100 G3 64GB. Description: With Kingston's DataTraveler 100 G3 storing and transferring of documents, presentations, music, video, and more is quicker and easier than ever. DT100G3 features a sleek, cost-effective design to make the transition to a satisfying USB 3.0 experience a minimal investment. Future-proof your portable storage now!Compliant - with USB 3.0 specificationsDual Compatibility - USB 3.0 connectivity; backward compatible to USB 2.0",DataTraveler100 G3,DT100G3,USB_STICK,,,64.0 GB,100.0 MB/s,,USB 3.0,,,,,,,,Bl ack,
products_3_11650624,Samsung,"Samsung PM883 3.84TB 2.5\"" SATA3.3 Enterprise SSD","Read Speed: 550MB/Sec, Write Speed: 520MB/Sec, 98k/28k IOPs, Flash: Samsung 3D/V-NAND 3bit TLC, Controller: Maru.",719.99,GBP,2726382,https://www.novatech.co.uk/products/samsung-pm883-3-84tb-2-5-inch-sata3-3-enterprise-ssd/mz7lh3t8hmlt-00005.html,"Samsung PM883 3.84TB 2.5\"" SATA3.3 Enterprise SSD. Description: Read Speed: 550MB/Sec, Write Speed: 520MB/Sec, 98k/28k IOPs, Flash: Samsung 3D/V-NAND 3bit TLC, Controller: Maru.",PM883,,SSD,,,"3,840.0 GB",,,SATA,SATA III,,,,,2.5-inch SATA,,,2.5-inch
products_3_40192165,Samsung,Samsung Portable SSD T7 1TB,"External storage, evolvedWhether you're carrying games, movies, or sensitive work files, the T7 Portable SSD gives you speed and security in a palm-sized package. Experience the next level of external storage.The new norm in external storageLightweight and pocket-sized, the Portable SSD T7 delivers fast speeds and is designed to safeguard data for an easy way to store and transfer large files. Experience everyday high performance in your work and play with the T7.Sleek and compact stylePocket-sized and slim, the lightweight body comes standard on the T7. Roughly the size of a credit card and weighing in at 58 grams, the solid aluminium unibody construction fits comfortably in the palm of your hand.Key FeaturesUp to 1,050 MB/s Transfer SpeedType C-C and Type C to A cables includedMulti-Device compatibilityPassword protection (optional)3 Years Warranty",369.99,лв.,2739564,https://www.comsystems.bg/samsung-portable-ssd-t7-1tb-46595.html,"Samsung Portable SSD T7 1TB. Description: Samsung Portable SSD T7 1TB, Blue",Portable SSD T7,MU-PC1T0H/WW,SSD,,,"1,000.0 GB",,,USB 3.2 Gen 2,Type C-C,,,,58.0,,,,
products_3_10180465,Asus,"ASUS NVIDIA GeForce GT710 2GB GDDR5 - 0dB, Low profile design","ASUS NVIDIA GEFORCE GT710 2GB GDDR5 - 0dB, Low profile designSpecifications:Powered by NVIDIAGeForce GT7102GB GDDR5 video memoryVariety of connections; DVI-D/HDMI/D-sub and HDCPMicrosoft DirectX12 & OpenLG 4.5 supportASUS exclusive GPU Tweak II UtilityLow profile design, perfect for smaller machines0dB silent passive cooling100% Fully autimated desgin, Most reliableBuilt in gaming booster which effects; visual effects, system services and memory defragmentation",75.99,GBP,2751278,https://www.pcsuppliesuk.com/epages/es145536.sf/en_GB/?ObjectPath=/Shops/es145536/Products/GT710-SL-2GD5,"ASUS NVIDIA GeForce GT710 2GB GDDR5 - 0dB, Low profile design. Description: ASUS NVIDIA GEFORCE GT710 2GB GDDR5 - 0dB, Low profile designSpecifications:Powered by NVIDIAGeForce GT7102GB GDDR5 video memoryVariety of connections; DVI-D/HDMI/D-sub and HDCPMicrosoft DirectX12 & OpenLG 4.5 supportASUS exclusive GPU Tweak II UtilityLow profile design, perfect for smaller machines0dB silent passive cooling100% Fully autimated desgin, Most reliableBuilt in gaming booster which effects; visual effects, system services and memory defragmentation",GeForce GT 710,GT710-SL-2GD5,GPU,,,,,,PCIe 2.0,,,,,,,,,Low profile
products_3_36838708,Western Digital,Western Digital SSD WD Blue SN550 NVMe M.2 500GB PCI Express,SSD WD Blue SN550 NVMe M.2 500GB PCI Express,75.95,EUR,2796436,https://www.noorderwind.computer/wd-blue-sn550-nvme-m2-500-gb-pci-express-30-3d-nan.html,Western Digital SSD WD Blue SN550 NVMe M.2 500GB PCI Express. Description: SSD WD Blue SN550 NVMe M.2 500GB PCI Express,WD Blue SN550,WDS500G2B0C,SSD,,,500.0 GB,"2,400.0 MB/s",950.0 MB/s,PCIe,NVMe,22.0,80.0,2.4,6.5,,,,M.2 2280
